# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 3673735522
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-746.652,0.995092,0.811094,4,23,0,747.202,154.821,0.871068,5.15759
-747.411,0.867862,0.811094,2,3,0,748.383,154.136,0.90416,5.16019
-747.126,1,0.811094,2,3,0,747.803,154.278,0.911347,5.28761
-748.659,0.728074,0.811094,2,3,0,751.412,154.681,1.00269,5.13966
-748.194,0.921336,0.811094,4,31,0,750.682,155.068,0.945555,4.96124
-751.057,0.836807,0.811094,3,7,0,752.214,155.063,0.802718,4.91501
-749.139,0.998714,0.811094,4,23,0,752.956,154.002,0.932376,5.33824
-746.497,1,0.811094,2,3,0,749.284,154.329,0.888187,5.06709
-746.711,0.981119,0.811094,3,7,0,747.226,154.881,0.877717,5.13778
-746.534,0.948979,0.811094,3,11,0,747.827,154.369,0.933119,5.13808
-748.499,0.839949,0.811094,2,3,0,749.121,154.355,0.835175,4.87016
-746.53,1,0.811094,2,3,0,748.99,154.477,0.936431,4.95666
-747.535,0.808112,0.811094,5,55,0,749.331,154.178,0.921607,5.26116
-746.189,0.995304,0.811094,2,3,0,747.65,154.44,0.921408,5.12435
-746.811,0.935606,0.811094,2,7,0,747.065,154.645,0.893012,5.33788
-747.795,0.951651,0.811094,5,39,0,748.338,154.485,0.965105,5.343
-746.524,0.827754,0.811094,2,3,0,750.43,154.701,0.944638,5.16694
-746.269,0.998631,0.811094,2,7,0,746.751,154.395,0.91956,5.10959
-748.196,0.759589,0.811094,3,7,0,749.509,155.113,0.945731,5.12272
-747.207,1,0.811094,2,3,0,748.626,154.818,0.963088,5.09221
-747.531,0.941406,0.811094,3,7,0,748.791,154.904,0.847049,5.14247
-746.403,0.921952,0.811094,2,3,0,749.021,154.447,0.880643,5.19416
-746.169,0.990098,0.811094,2,3,0,746.586,154.434,0.892434,5.1218
-746.687,0.89328,0.811094,2,3,0,747.555,154.371,0.941717,5.037
-748.421,0.844258,0.811094,2,3,0,748.743,155.086,0.853646,5.21605
-747.153,0.998964,0.811094,5,35,0,748.372,154.409,0.857447,4.93495
-746.136,1,0.811094,2,3,0,747.246,154.692,0.893749,4.98899
-747.76,0.555874,0.811094,1,3,0,750.731,154.264,0.907151,5.38608
-746.195,1,0.811094,2,3,0,747.713,154.439,0.905091,4.99581
-747.601,0.807985,0.811094,2,3,0,748.579,154.262,0.960875,5.05043
-746.724,1,0.811094,2,3,0,747.792,154.315,0.930718,5.16403
-746.729,0.974081,0.811094,2,3,0,747.291,154.867,0.906835,4.93881
-746.211,0.999854,0.811094,2,3,0,746.961,154.519,0.90128,4.94848
-746.971,0.86045,0.811094,2,3,0,747.724,154.944,0.897503,5.21906
-747.754,0.854789,0.811094,4,27,0,750.046,154.944,0.874313,5.33947
-749.861,0.773448,0.811094,4,19,0,751.92,154.4,0.955707,4.65994
-747.04,1,0.811094,2,3,0,749.582,154.53,0.951413,4.90593
-747.363,0.944098,0.811094,3,7,0,748.328,154.657,0.849862,5.30164
-746.445,1,0.811094,2,3,0,747.511,154.732,0.882462,5.22325
-746.254,0.999291,0.811094,4,19,0,746.549,154.711,0.875755,5.07007
-747.276,0.905503,0.811094,2,7,0,747.543,154.239,0.891644,4.91861
-747.76,0.96454,0.811094,3,11,0,748.655,154.85,0.884137,5.41066
-748.717,0.952547,0.811094,2,3,0,749.136,154.441,0.959528,4.75033
-747.914,1,0.811094,1,1,0,748.786,154.451,0.961548,4.84098
-748.271,0.80404,0.811094,2,3,0,751.518,154.768,0.988421,5.2326
-746.944,0.993495,0.811094,4,23,0,748.588,154.588,0.852411,5.22619
-748.108,0.869976,0.811094,2,3,0,749.113,154.184,0.959213,5.23265
-746.42,1,0.811094,2,3,0,748.385,154.35,0.89665,5.01712
-748.934,0.769561,0.811094,2,3,0,749.46,153.991,0.865359,5.04382
-748.715,0.990827,0.811094,6,63,0,750.215,155.062,0.925123,4.81663
-748.547,1,0.811094,1,1,0,749.168,155.035,0.918,4.8059
-748.399,0.931397,0.811094,5,35,0,751.367,154.41,0.87141,5.48801
-746.625,0.99765,0.811094,3,11,0,748.272,154.639,0.895565,5.30929
-747.054,0.930532,0.811094,2,3,0,747.743,154.529,0.930336,5.35394
-748.342,0.778779,0.811094,2,3,0,750.533,155.138,0.89262,4.94283
-750.164,0.93097,0.811094,3,7,0,751.68,155.076,0.812001,4.99736
-747.919,1,0.811094,3,7,0,750.964,154.127,0.917227,5.29028
-747.044,1,0.811094,2,3,0,747.932,154.205,0.906433,5.17136
-746.63,0.94182,0.811094,3,7,0,748.458,154.642,0.856652,5.13876
-747.912,0.802042,0.811094,3,7,0,749.561,155.118,0.915193,5.20146
-745.997,1,0.811094,2,3,0,747.687,154.599,0.89975,5.00941
-746.496,0.800331,0.811094,2,3,0,748.058,154.861,0.886386,5.09681
-748.848,0.636266,0.811094,2,3,0,751.846,154.116,0.836365,5.07198
-749.407,0.985081,0.811094,2,3,0,749.853,154.162,0.816457,5.13953
-749.814,0.929018,0.811094,3,15,0,752.414,155.102,0.990348,5.23529
-747.355,0.883703,0.811094,2,3,0,752.557,154.407,0.879538,5.36989
-746.19,0.998548,0.811094,2,7,0,747.359,154.456,0.909998,4.98647
-747.238,0.85063,0.811094,2,3,0,747.726,154.794,0.91766,5.3687
-748.791,0.850881,0.811094,3,7,0,749.644,154.409,0.915041,4.67502
-748.777,0.957574,0.811094,3,11,0,750.556,155.01,0.927912,5.4563
-746.281,1,0.811094,2,3,0,748.688,154.407,0.918165,5.15279
-746.229,0.997722,0.811094,3,11,0,746.562,154.777,0.895454,5.01656
-746.828,0.820918,0.811094,2,3,0,747.955,154.721,0.894813,5.32904
-746.316,0.939722,0.811094,3,7,0,747.586,154.666,0.919374,5.23361
-746.458,0.981673,0.811094,3,7,0,746.911,154.553,0.862373,5.06177
-751.08,0.69693,0.811094,2,3,0,751.622,155.006,1.01042,4.88853
-746.245,1,0.811094,2,3,0,751.103,154.619,0.923933,4.9563
-747.466,0.656074,0.811094,2,3,0,749.661,154.143,0.908876,5.20253
-747.026,0.97303,0.811094,2,3,0,748.138,154.862,0.894552,4.88414
-749.204,0.797595,0.811094,2,3,0,749.719,154.218,0.877905,5.51732
-752.144,0.877768,0.811094,2,3,0,752.605,153.94,0.842093,5.57305
-746.636,1,0.811094,2,3,0,751.735,154.572,0.868967,5.24754
-749.656,0.774405,0.811094,4,23,0,750.43,155.298,0.874304,5.02601
-749.079,1,0.811094,2,3,0,750.487,155.251,0.911998,4.98803
-746.391,1,0.811094,2,3,0,749.164,154.848,0.911173,5.13316
-747.506,0.828452,0.811094,3,15,0,748.837,154.971,0.901211,5.3168
-749.735,0.658188,0.811094,2,3,0,752.116,153.872,0.881403,5.22558
-747.86,1,0.811094,2,3,0,750.735,155.08,0.929587,5.22432
-746.275,0.760645,0.811094,1,3,0,750.98,154.415,0.888766,5.14564
-746.275,0.730226,0.811094,2,3,0,749.28,154.415,0.888766,5.14564
-750.205,0.747487,0.811094,2,3,0,750.43,154.671,0.999498,4.77648
-747.846,1,0.811094,1,1,0,749.771,154.636,0.975589,4.91145
-747.045,0.996495,0.811094,4,31,0,748.362,154.874,0.94922,5.03406
-746.436,0.981128,0.811094,2,3,0,747.406,154.764,0.9374,5.13281
-746.845,0.952296,0.811094,2,3,0,747.238,154.273,0.886179,5.0022
-746.876,0.987426,0.811094,2,7,0,747.666,154.715,0.854088,4.99603
-746.322,0.918115,0.811094,2,3,0,747.989,154.697,0.894599,5.23308
-747.644,0.869287,0.811094,2,3,0,747.949,155.04,0.914183,4.93849
-748.474,0.783923,0.811094,2,3,0,751.09,155.092,0.875003,5.33192
-748.213,0.980806,0.811094,3,11,0,749.768,154.063,0.928624,5.23316
-746.477,0.95355,0.811094,2,3,0,749.369,154.512,0.947077,5.06552
-748.715,0.776422,0.811094,2,3,0,749.203,155.052,0.968144,4.97664
-747.507,1,0.811094,2,3,0,748.82,154.205,0.861241,5.11268
-747.227,0.993467,0.811094,5,43,0,748.216,154.188,0.881337,5.07279
-747.576,0.917127,0.811094,5,43,0,749.123,154.843,0.87514,4.83005
-746.678,1,0.811094,2,3,0,747.771,154.481,0.909349,5.30886
-746.165,0.945897,0.811094,3,15,0,747.364,154.641,0.901097,4.9529
-746.367,0.947026,0.811094,2,3,0,746.902,154.524,0.871329,5.16588
-746.827,0.828468,0.811094,2,3,0,748.239,154.939,0.898534,5.17764
-746.662,0.995588,0.811094,3,7,0,746.916,154.297,0.911534,4.99756
-746.387,0.963505,0.811094,2,3,0,747.191,154.449,0.922362,4.95478
-747.46,0.713848,0.811094,3,7,0,749.991,154.851,0.891571,5.37717
-746.422,1,0.811094,2,3,0,747.669,154.767,0.926136,4.97144
-746.468,0.982388,0.811094,3,7,0,746.864,154.424,0.878277,5.18837
-746.864,0.816467,0.811094,2,3,0,748.879,154.504,0.939143,4.8891
-746.535,0.881546,0.811094,2,3,0,748.622,154.375,0.876558,5.02857
-746.529,0.96833,0.811094,2,3,0,747.017,154.736,0.924986,5.25053
-746.204,0.873476,0.811094,2,3,0,748.146,154.473,0.881728,5.04062
-746.175,0.882723,0.811094,2,7,0,747.57,154.479,0.92787,5.05402
-747.445,0.865874,0.811094,2,3,0,747.7,154.778,0.851745,5.29198
-750.612,0.740118,0.811094,2,3,0,752.155,154.409,1.03043,5.20929
-750.096,0.995546,0.811094,4,19,0,752.072,154.576,1.02618,5.20551
-748.586,0.834338,0.811094,3,11,0,753.872,154.711,0.921775,4.68122
-746.371,0.924102,0.811094,2,3,0,749.798,154.408,0.890424,4.98135
-748.43,0.772481,0.811094,2,3,0,749.279,154.051,0.914955,4.93042
-746.465,1,0.811094,2,3,0,748.386,154.69,0.924738,5.25237
-746.237,0.874559,0.811094,1,3,0,747.907,154.573,0.909781,4.93306
-746.999,0.865213,0.811094,2,3,0,747.644,154.241,0.918982,4.98575
-747.262,0.952203,0.811094,3,7,0,748.508,154.807,0.847129,5.18165
-749.358,0.833431,0.811094,2,3,0,750.16,154.626,0.795655,5.05572
-750.929,0.747438,0.811094,1,1,0,751.211,154.524,0.778617,4.957
-747.592,0.979471,0.811094,4,19,0,753.166,154.261,0.866403,4.91348
-746.475,0.854577,0.811094,2,3,0,749.788,154.839,0.927405,5.05739
-746.721,0.963792,0.811094,4,19,0,747.355,154.649,0.893483,5.32294
-746.259,0.996045,0.811094,2,3,0,746.849,154.493,0.916551,4.9543
-746.649,0.961344,0.811094,2,3,0,746.85,154.784,0.921005,5.26374
-748.094,0.891453,0.811094,2,3,0,748.49,154.452,0.95333,4.78851
-746.818,1,0.811094,2,3,0,748.537,154.941,0.908971,5.1714
-747.96,0.873429,0.811094,2,3,0,748.83,155.035,0.854148,5.0799
-747.651,0.971093,0.811094,3,11,0,749.489,154.26,0.956984,5.22436
-747.542,0.853064,0.811094,4,23,0,750.525,154.993,0.943622,5.00281
-746.887,0.987301,0.811094,2,7,0,748.263,154.505,0.960178,5.03355
-746.168,0.767009,0.811094,3,7,0,749.382,154.615,0.890934,4.96436
-747.34,0.846844,0.811094,2,3,0,747.745,154.92,0.880321,4.89906
-746.608,1,0.811094,3,15,0,747.746,154.387,0.938777,5.02003
-746.067,0.988492,0.811094,2,3,0,746.779,154.53,0.921336,5.13493
-746.301,0.978436,0.811094,2,7,0,746.429,154.735,0.914611,5.2127
-746.337,0.999243,0.811094,3,7,0,746.401,154.722,0.926813,5.19853
-746.193,0.999225,0.811094,2,7,0,746.563,154.723,0.881827,5.05493
-746.397,0.969048,0.811094,4,19,0,746.716,154.432,0.909412,4.94016
-747.499,0.897871,0.811094,2,3,0,747.979,154.962,0.892042,4.88521
-746.233,1,0.811094,2,7,0,747.461,154.536,0.881124,5.1789
-746.94,0.945702,0.811094,2,7,0,747.16,154.393,0.855791,5.03236
-746.406,1,0.811094,2,3,0,746.877,154.78,0.933326,5.13233
-746.259,0.992296,0.811094,3,7,0,746.738,154.461,0.878126,5.06228
-747.353,0.898637,0.811094,2,3,0,747.648,154.644,0.837752,4.99866
-751.984,0.679975,0.811094,3,7,0,752.795,154.02,1.01948,5.28175
-746.593,1,0.811094,2,3,0,752.084,154.421,0.913816,4.90798
-747.109,0.930596,0.811094,2,3,0,747.869,154.953,0.878319,5.1913
-747.464,0.970245,0.811094,5,43,0,748.245,155.005,0.870238,5.0282
-749.358,0.867778,0.811094,2,3,0,749.954,155.056,0.869989,4.77269
-747.497,0.998179,0.811094,2,3,0,749.92,154.266,0.890193,5.33821
-747.526,0.956374,0.811094,2,3,0,748.842,154.153,0.892242,4.97452
-750.155,0.800347,0.811094,2,3,0,751.594,154.758,1.02347,5.04284
-746.361,0.992553,0.811094,3,11,0,750.267,154.349,0.906186,5.12271
-746.631,0.987386,0.811094,2,3,0,746.788,154.321,0.88642,5.17095
-746.459,0.941894,0.811094,3,15,0,747.624,154.714,0.938737,5.18159
-747.309,0.887601,0.811094,3,7,0,748.065,154.236,0.875715,4.96017
-746.599,0.953843,0.811094,2,3,0,748.104,154.395,0.923628,4.93921
-746.069,0.896162,0.811094,1,3,0,747.611,154.665,0.911745,5.16806
-746.681,0.944547,0.811094,2,3,0,746.767,154.713,0.911395,4.86836
-747.659,0.909885,0.811094,3,7,0,748.356,154.412,0.831991,5.1024
-748.554,0.799223,0.811094,3,15,0,750.657,154.337,0.887289,4.71904
-746.392,1,0.811094,2,3,0,748.664,154.483,0.940049,5.13683
-746.773,0.951568,0.811094,2,3,0,747.186,154.901,0.885502,5.18296
-747.196,0.897803,0.811094,4,31,0,748.833,154.766,0.962126,5.20562
-746.743,0.960553,0.811094,2,3,0,748.14,154.796,0.93838,4.95795
-746.929,0.982863,0.811094,3,15,0,747.341,154.712,0.956797,4.98444
-746.031,0.948567,0.811094,2,3,0,747.71,154.656,0.896904,5.15128
-746.372,0.939368,0.811094,2,3,0,746.732,154.451,0.888013,4.957
-747.728,0.831702,0.811094,2,3,0,748.249,154.973,0.889964,5.34435
-747.268,0.969223,0.811094,2,3,0,748.732,154.699,0.850928,5.27957
-747.098,0.844227,0.811094,3,7,0,749.801,154.421,0.962322,5.04311
-748.742,0.830524,0.811094,3,11,0,749.987,154.861,0.927267,4.70982
-746.637,1,0.811094,2,3,0,748.652,154.592,0.917472,4.86541
-746.859,0.969999,0.811094,2,7,0,747.518,154.867,0.944501,5.09857
-746.177,0.997799,0.811094,3,7,0,747.023,154.423,0.893171,5.05633
-746.229,0.973879,0.811094,3,7,0,746.679,154.435,0.925146,5.11606
-748.84,0.777538,0.811094,2,3,0,749.029,154.659,0.969847,5.47364
-747.969,0.928486,0.811094,2,7,0,751.722,154.369,0.937148,4.78312
-746.275,1,0.811094,2,3,0,748.137,154.375,0.90959,5.11515
-748.923,0.501759,0.811094,1,3,0,752.933,154.68,0.810242,5.29998
-747.246,1,0.811094,2,3,0,749.984,154.749,0.928899,5.36864
-746.468,1,0.811094,2,3,0,747.459,154.657,0.927705,4.91951
-746.503,0.993183,0.811094,3,7,0,746.791,154.553,0.910289,4.88289
-746.503,0.717059,0.811094,1,3,0,749.302,154.553,0.910289,4.88289
-746.763,0.936202,0.811094,5,31,0,747.698,154.735,0.889067,4.87245
-746.659,0.935744,0.811094,2,3,0,747.675,154.806,0.885024,4.93354
-747.587,0.919577,0.811094,4,19,0,748.217,155.083,0.907341,5.03666
-749.233,0.905504,0.811094,2,3,0,750.06,155.217,0.955502,5.13147
-751.148,0.905139,0.811094,2,3,0,751.318,155.415,0.954201,5.08974
-750.135,1,0.811094,1,1,0,751.466,155.359,0.937592,5.15954
-748.448,1,0.811094,2,3,0,751.321,154.036,0.939241,5.0457
-746.864,1,0.811094,2,3,0,748.943,154.404,0.940344,5.24928
-746.775,0.851452,0.811094,4,31,0,749.625,154.873,0.873863,5.02501
-746.368,0.999111,0.811094,6,63,0,747.064,154.624,0.936443,4.97581
-747.316,0.893383,0.811094,2,7,0,747.91,154.691,0.889687,4.79016
-747.234,0.967694,0.811094,5,31,0,748.349,154.623,0.898597,5.40435
-747.552,0.987246,0.811094,2,7,0,748.308,154.863,0.923814,5.37906
-746.37,0.978381,0.811094,3,7,0,747.83,154.47,0.921621,4.94634
-746.399,0.996436,0.811094,2,7,0,746.741,154.585,0.941338,5.17296
-746.613,0.990148,0.811094,3,7,0,746.759,154.712,0.864694,4.9869
-746.274,0.998067,0.811094,3,7,0,746.927,154.583,0.927745,4.96065
-746.147,1,0.811094,2,3,0,746.402,154.626,0.921874,5.18357
-746.033,0.994685,0.811094,3,7,0,746.342,154.533,0.909071,5.00436
-746.922,0.911956,0.811094,3,7,0,747.019,154.695,0.881019,5.33026
-749.087,0.799561,0.811094,2,3,0,749.959,154.957,0.915326,5.52934
-746.934,0.973427,0.811094,2,3,0,749.617,154.686,0.923091,5.3446
-746.648,0.909217,0.811094,2,3,0,748.536,154.793,0.93931,4.99011
-746.307,1,0.811094,3,7,0,746.814,154.417,0.903053,5.19396
-748.699,0.719002,0.811094,2,3,0,749.604,153.967,0.920849,5.07983
-748.599,0.920671,0.811094,2,3,0,750.518,155.197,0.928644,5.03729
-746.518,0.999264,0.811094,3,7,0,748.491,154.856,0.927232,5.07998
-746.014,0.862572,0.811094,3,7,0,748.059,154.698,0.905655,5.12182
-746.116,0.988125,0.811094,4,23,0,746.24,154.689,0.925585,5.11814
-746.081,0.935084,0.811094,1,3,0,746.9,154.609,0.881423,5.08849
-747.32,0.812854,0.811094,2,3,0,748.414,154.412,0.965252,4.99673
-746.59,0.952897,0.811094,2,3,0,748.008,154.469,0.929091,4.91766
-746.579,0.927771,0.811094,3,11,0,747.585,154.779,0.887036,4.92926
-746.41,0.904113,0.811094,2,3,0,747.898,154.672,0.937421,5.19219
-747.483,0.754751,0.811094,2,7,0,749.433,154.711,0.928804,4.78688
-748.962,0.73968,0.811094,1,1,0,749.079,154.864,0.927849,4.69414
-747.829,1,0.811094,2,3,0,749.094,154.8,0.946313,4.81269
-747.516,0.983965,0.811094,5,43,0,749.201,154.379,0.867368,5.35385
-746.184,1,0.811094,2,3,0,747.47,154.529,0.896067,4.95838
-746.116,0.922258,0.811094,2,3,0,747.007,154.58,0.928039,5.13762
-747.362,0.832263,0.811094,2,3,0,747.998,154.901,0.951541,5.22161
-747.358,0.998687,0.811094,2,7,0,747.683,154.8,0.954269,5.28562
-749.031,0.858046,0.811094,2,3,0,749.927,154.572,0.994701,5.37268
-748.627,1,0.811094,3,7,0,750.688,155.091,0.848505,5.01098
-745.968,1,0.811094,3,15,0,748.324,154.589,0.897466,5.03236
-747.459,0.715019,0.811094,1,3,0,748.916,154.534,0.84745,5.30591
-746.542,0.982409,0.811094,2,7,0,747.938,154.571,0.911751,5.29752
-748.886,0.645749,0.811094,2,3,0,751.511,155.237,0.891853,5.22604
-748.994,0.65486,0.811094,3,15,0,755.826,154.252,0.824741,4.93933
-746.984,1,0.811094,2,3,0,749.707,154.656,0.959889,4.97604
-746.638,0.939602,0.811094,3,15,0,748.094,154.662,0.856223,5.05797
-748.798,0.859678,0.811094,3,15,0,749.313,154.271,0.991797,5.06774
-746.562,0.998831,0.811094,3,15,0,748.98,154.437,0.916096,5.26548
-747.504,0.815487,0.811094,2,3,0,748.695,154.17,0.933116,5.00636
-747.715,0.981258,0.811094,3,7,0,749.15,154.226,0.858886,4.96658
-748.807,0.90912,0.811094,2,3,0,750.256,154.987,0.958514,4.83937
-751.557,0.839339,0.811094,4,23,0,752.911,153.798,0.972511,5.23615
-748.966,1,0.811094,2,3,0,751.346,155.129,0.845045,5.03
-747.885,0.824014,0.811094,3,7,0,752.097,154.899,0.97117,5.19832
-747.917,0.992993,0.811094,2,7,0,748.319,154.954,0.957956,5.26585
-748.226,0.982993,0.811094,3,11,0,749.636,154.185,0.849394,4.96712
-748.016,0.895114,0.811094,3,7,0,751.233,154.972,0.95256,5.30167
-746.516,0.816262,0.811094,2,3,0,750.873,154.603,0.942432,5.208
-749.109,0.820099,0.811094,2,3,0,749.496,154.263,0.879193,4.71145
-751.862,0.790811,0.811094,2,3,0,754.116,154.787,0.822613,5.69054
-746.197,1,0.811094,2,3,0,751.118,154.56,0.875406,5.11911
-747.896,0.868221,0.811094,4,31,0,748.155,154.188,0.94055,4.91697
-746.528,1,0.811094,2,3,0,748.063,154.562,0.895989,5.2923
-748.849,0.849732,0.811094,2,3,0,749.126,154.347,0.848447,4.77268
-747.104,0.929294,0.811094,2,3,0,750.171,154.622,0.950635,5.30362
-747.363,0.992561,0.811094,3,7,0,747.903,154.591,0.85605,4.86056
-747.55,0.944042,0.811094,3,15,0,748.934,155.058,0.928542,5.0569
-746.509,0.917173,0.811094,3,11,0,749.135,154.754,0.91264,5.25918
-747.047,0.863403,0.811094,3,11,0,748.348,154.739,0.920057,5.35442
