# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = m12.6_3.data.R
# init = 2 (Default)
# random
#   seed = 2734546154
# output
#   file = m12.6_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,bp,sigma_society,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10
-37.6786,0.973544,0.0488067,6,63,0,42.1544,1.23769,-0.138011,0.207486,0.0453586,0.340577,0.035608,-0.585513,0.244759,-0.152445,0.294147,0.234535,0.234798,0.290043,-2.4292,-2.52547,-2.52072,-3.5542,-2.94225,-2.69222,-2.84426,-2.59523,-3.77783,-3.89498
-39.5538,0.957351,0.0488067,6,63,0,44.329,1.64705,-0.380093,0.101024,-0.162902,0.063891,-0.0807736,-0.517785,0.39237,-0.251441,0.368154,-0.101231,0.213939,0.351404,-2.48674,-3.05071,-2.55256,-3.92124,-2.6793,-2.50945,-4.80419,-2.70486,-3.19733,-3.10044
-40.6726,0.814383,0.0488067,6,63,0,44.6121,2.62784,-0.446686,-0.359038,-0.239831,0.415793,0.0168775,-0.332978,-0.200861,-0.224629,0.210464,0.206602,0.111629,0.296704,-3.3885,-2.46863,-2.70399,-4.01395,-3.0225,-3.73714,-3.85686,-2.82919,-3.08888,-3.08336
-41.9428,0.996709,0.0488067,6,63,0,47.2307,2.7202,-0.448519,-0.358757,-0.123083,0.449414,-0.104059,-0.446507,-0.245666,-0.246889,0.209077,0.251169,0.101927,0.315444,-3.53693,-2.47101,-3.35355,-4.54929,-2.68252,-3.01688,-4.23675,-2.75301,-3.1051,-3.05911
-42.3206,0.999748,0.0488067,6,63,0,47.8576,1.64549,-0.735843,-0.255902,-0.347274,0.160955,-0.0894819,-0.683837,0.340385,-0.286739,0.447729,-0.0750936,0.206396,0.580372,-2.47517,-2.84913,-2.91732,-3.65153,-2.83464,-2.54445,-3.46019,-2.59269,-3.22238,-3.44573
-43.1224,0.999922,0.0488067,6,63,0,47.9868,1.68241,-0.456583,0.0108895,-0.389929,0.417755,-0.00588809,-1.02945,0.255758,-0.0212872,0.212914,0.0423385,0.198603,0.551162,-2.22551,-2.50176,-3.25266,-2.81199,-2.71122,-4.4691,-2.8438,-3.25253,-3.69002,-3.14053
-43.2752,0.988785,0.0488067,6,63,0,51.7284,2.03245,-0.524888,-0.169842,-0.523066,0.0144046,-0.0116411,-0.178946,-0.165664,-0.650459,0.267701,-0.10954,0.186966,0.370396,-2.65736,-2.6906,-2.72878,-3.1491,-3.30509,-6.45155,-3.02302,-3.01165,-3.33268,-3.05158
-43.7129,0.996732,0.0488067,6,63,0,50.3573,1.9897,-0.379931,-0.298732,-0.562939,0.0211004,-0.0548918,-0.145115,-0.170825,-0.673644,0.219718,0.00191152,0.186817,0.362343,-3.12275,-2.4807,-3.05904,-3.37051,-2.84986,-6.29698,-3.28079,-3.3728,-2.94477,-3.22304
-46.4034,0.995876,0.0488067,6,63,0,50.492,2.08887,-0.289368,-0.156298,-0.350627,0.140793,-0.0306401,0.0671129,-0.221848,-0.677702,0.265516,0.138826,0.163756,0.394208,-3.28563,-2.4853,-2.62495,-3.22543,-2.67681,-8.03957,-4.69175,-4.28706,-3.00019,-3.06057
-42.1465,0.998927,0.0488067,6,63,0,50.2771,1.90965,-0.457066,0.128653,-0.0174536,0.383899,0.0405518,-0.794197,0.341725,0.117945,0.453555,0.192102,0.164598,0.257876,-2.21854,-2.7322,-2.55852,-2.91259,-2.7722,-3.43298,-2.85123,-3.57755,-2.95935,-3.39095
-38.3802,0.770668,0.0488067,6,63,0,47.5103,0.825242,-0.0868978,-0.107908,-0.0772697,0.299376,0.0697474,0.09932,0.0203111,-0.39434,0.296672,-0.227809,0.292049,0.203108,-2.54245,-3.04421,-2.52908,-3.334,-2.66972,-6.6915,-3.36193,-2.8314,-2.95219,-3.05343
-34.8144,0.993853,0.0488067,5,63,0,40.7557,0.819093,-0.186304,0.184307,-0.0326425,0.394554,0.0544512,-0.519306,0.0135406,-0.252784,0.240164,-0.171654,0.294435,0.244903,-2.3222,-2.51667,-2.516,-2.85942,-2.66972,-2.39556,-3.30551,-2.59561,-3.06127,-3.24219
-34.9879,0.988245,0.0488067,6,63,0,38.2195,1.47976,-0.161731,-0.0940596,-0.0164799,0.077223,0.00801002,0.0116902,0.22423,0.0312467,0.264758,0.0117138,0.219951,0.130821,-2.82637,-2.56807,-2.6035,-5.03071,-2.70893,-5.52285,-2.77574,-3.64149,-3.26778,-3.06099
-38.2016,0.984139,0.0488067,6,63,0,46.8775,1.60841,-0.0869639,0.0245351,-0.266001,0.0973831,0.0250411,-0.375717,-0.193957,-0.215935,-0.0395223,-0.116966,0.219352,0.176449,-4.07966,-2.71482,-2.52986,-3.5799,-2.81123,-3.09504,-4.12353,-2.86786,-5.10377,-3.07166
-37.6153,0.997657,0.0488067,6,63,0,42.9684,0.979675,-0.0788557,-0.157987,-0.23823,0.28631,0.00110781,-0.168421,-0.150243,-0.256346,-0.0102212,-0.216201,0.290012,0.229702,-3.20007,-2.69906,-2.55633,-2.83136,-2.7479,-4.90213,-3.60806,-2.86865,-3.99942,-3.70872
-38.4468,0.900829,0.0488067,6,63,0,42.3837,1.09632,-0.0811386,-0.0279427,-0.267854,0.294179,-0.0699258,-0.106353,-0.161569,-0.229245,-0.0150591,-0.214107,0.278548,0.249232,-3.40744,-2.47054,-2.56671,-2.80368,-2.67192,-5.86196,-3.60277,-3.03477,-4.00137,-3.4826
-34.8625,0.999983,0.0488067,6,63,0,43.8257,1.07651,-0.292414,0.00969357,0.183735,0.318472,0.100625,-0.344156,0.152814,-0.20425,0.321357,0.0369363,0.26048,0.212467,-2.22019,-2.57444,-3.10916,-3.31594,-2.66975,-2.56039,-2.89686,-2.58881,-3.03641,-3.52365
-37.8657,0.900441,0.0488067,6,63,0,40.0461,1.72503,-0.282262,-0.00262717,-0.0411272,0.426574,0.0703728,-0.224923,0.231237,0.080874,0.225029,0.0316833,0.198525,0.338973,-2.71976,-2.54659,-2.72839,-2.91827,-2.74686,-3.62844,-2.89469,-4.57241,-3.2905,-3.0649
-36.0625,0.999608,0.0488067,6,63,0,41.0409,1.56554,-0.507504,0.150829,-0.283478,0.34987,-0.0349526,-0.374686,0.210695,-0.228407,0.313706,0.0555989,0.214323,0.26416,-2.20806,-2.90433,-2.73909,-2.82002,-2.72136,-2.69547,-2.8038,-2.60551,-2.95586,-3.11726
-37.5674,0.968877,0.0488067,6,63,0,41.4774,1.63384,-0.660082,-0.117356,-0.171695,0.42422,0.0331611,-0.646635,0.105981,-0.255008,0.325242,0.0989434,0.202482,0.380502,-2.39203,-2.56201,-2.55084,-2.80501,-2.6804,-2.56718,-2.96285,-2.60528,-3.05584,-3.05277
-37.8851,0.979185,0.0488067,6,127,0,44.5533,0.831549,0.125121,0.065287,-0.102345,0.0605396,-0.12636,-0.225454,0.0508718,-0.275374,0.0443643,-0.253148,0.298352,0.269345,-3.98562,-2.4699,-2.51183,-5.03663,-2.95001,-3.65279,-2.90082,-2.62385,-4.12526,-3.1508
-38.9985,0.979051,0.0488067,6,63,0,44.446,0.863913,-0.100654,0.0188923,-0.0329283,0.199049,0.0368406,-0.377318,0.128969,-0.543547,0.0506127,-0.554417,0.310452,0.254831,-3.23256,-2.51166,-2.99957,-2.89674,-3.17563,-3.57074,-3.16146,-2.65698,-3.02021,-3.19786
-38.5647,0.929296,0.0488067,6,63,0,45.1227,0.941467,-0.105422,0.0986178,-0.00273936,0.409861,-0.0101061,-0.0919562,0.0718336,0.212344,0.355482,0.00398672,0.274435,0.144968,-2.46625,-2.48919,-2.5122,-2.94963,-2.89862,-3.88505,-3.31722,-5.46118,-2.94729,-3.58318
-38.4588,0.993001,0.0488067,6,63,0,45.5555,0.979645,-0.0874348,0.0960494,-0.0343192,0.170877,0.257554,-0.110823,0.0099352,-0.366104,0.0291303,-0.295295,0.287868,0.22967,-3.06916,-2.55985,-2.7055,-3.39679,-4.37771,-5.36514,-2.86654,-2.58897,-3.82015,-3.07771
-37.2795,0.980712,0.0488067,5,63,0,43.139,0.172017,-0.0197705,0.0274042,-0.0640957,0.403654,-0.0123468,-0.299313,0.0593268,0.00395309,0.067281,-0.290053,0.3693,0.175969,-2.41538,-2.8446,-2.5365,-2.86743,-2.70509,-3.02719,-2.91239,-4.42966,-3.59198,-5.35942
-36.4298,0.998427,0.0488067,6,63,0,40.9731,0.803486,0.111507,-0.0467567,-0.00986213,0.167997,0.126533,-0.40633,0.105583,-0.241779,0.224914,-0.381729,0.300141,0.273362,-3.76031,-2.67217,-2.57757,-4.00379,-2.86755,-2.62082,-2.79773,-2.66372,-2.98285,-3.28266
-40.7959,0.99924,0.0488067,5,63,0,45.9456,0.860444,-0.285125,-0.30762,-0.0741184,0.219519,-0.0630224,-0.587096,0.191548,-0.023148,-0.0392013,-0.179994,0.298456,0.20804,-2.2757,-3.70762,-2.54476,-3.27379,-2.69586,-2.39674,-2.92173,-4.32018,-4.76241,-3.95964
-39.4544,0.828003,0.0488067,6,63,0,47.986,1.38885,-0.0165945,0.306045,0.0448318,0.281513,-0.0677217,0.0865072,0.15001,-0.261776,0.416223,0.0198127,0.218718,0.195105,-3.04689,-2.95574,-2.53795,-3.92195,-3.45757,-5.17926,-3.21515,-2.82602,-3.0392,-3.50097
-36.5958,0.998119,0.0488067,6,63,0,44.7014,0.858877,-0.359871,-0.0782249,-0.110434,0.359713,-0.104457,-0.0514561,0.174765,-0.324692,0.272326,-0.114173,0.290486,0.23644,-2.21427,-2.82628,-2.54202,-2.93843,-3.04207,-4.90709,-2.76578,-2.61761,-2.96353,-3.58575
-37.6829,0.999486,0.0488067,6,127,0,42.8455,0.514586,0.0139789,0.347625,0.289711,0.428207,0.117938,-0.411379,0.0375299,0.0319611,0.369116,-0.157349,0.313426,0.322219,-2.38023,-2.5133,-2.98756,-3.33826,-2.75232,-2.40116,-4.15931,-3.0887,-3.02595,-3.06585
-37.3632,0.995155,0.0488067,6,63,0,41.544,1.60713,-0.47656,-0.127302,-0.274038,0.415824,0.0745273,-0.361169,0.324,-0.31234,0.371957,0.0639954,0.208571,0.252802,-2.21234,-2.54712,-2.72685,-2.8201,-2.70118,-2.70782,-3.21247,-2.64021,-2.9266,-3.06676
-41.6916,0.989381,0.0488067,6,127,0,45.1424,1.87433,-0.249314,-0.442615,-0.185529,0.177435,0.0873503,-0.790646,-0.0640016,-0.290319,0.352039,0.0673897,0.188464,0.603266,-3.27687,-3.26114,-2.54709,-3.06275,-3.03013,-2.64632,-3.24208,-2.60749,-3.02622,-3.10746
-40.1165,0.941549,0.0488067,6,63,0,45.6683,1.79278,-0.425091,-0.284957,0.0165456,0.246733,0.0605527,-0.674488,0.321532,-0.443974,0.26105,-0.0276501,0.200433,0.282463,-2.50476,-2.61412,-3.4897,-2.81288,-3.02142,-2.40135,-4.18133,-2.6858,-2.92473,-3.05728
-37.5847,1,0.0488067,6,63,0,42.827,1.23835,-0.161381,0.190767,-0.262733,0.456466,-0.0801893,-0.361143,0.202044,-0.0294317,0.400212,0.0790268,0.237173,0.423374,-2.41397,-2.5276,-3.25835,-2.86875,-3.44788,-2.43566,-2.90213,-2.81018,-2.99611,-3.07414
-40.8472,0.949968,0.0488067,6,63,0,44.7422,1.15821,-0.185232,0.14624,-0.360953,0.35905,-0.0389392,-0.391838,0.0945212,0.0545795,0.310802,0.0318604,0.256597,0.551531,-2.50064,-2.56,-3.36791,-2.9027,-2.80274,-2.55811,-2.93747,-4.09672,-2.95091,-3.79321
-43.4251,0.998258,0.0488067,6,63,0,49.426,0.949712,-0.601016,0.187917,-0.300795,0.501067,-0.198458,-0.449235,0.525089,-0.315758,0.270181,-0.242154,0.279511,0.29999,-2.60799,-2.56156,-3.15209,-2.87598,-3.65714,-2.44056,-5.31514,-2.62316,-3.01067,-3.15455
-41.4376,0.996597,0.0488067,6,63,0,49.7173,1.40892,0.130965,0.0797235,0.16351,-0.00297332,0.20639,-0.204101,-0.0796984,-0.26058,0.25889,-0.157771,0.232896,0.253908,-5.15905,-2.58391,-3.72058,-5.56902,-3.33096,-3.73555,-3.78016,-2.59502,-3.03487,-3.35948
-39.2217,1,0.0488067,6,63,0,47.7251,1.16311,0.114848,0.0896505,-0.128945,0.349844,-0.0902617,-0.274381,-0.0826509,-0.428799,0.14406,0.0719361,0.257192,0.205354,-4.2626,-2.48851,-2.52839,-2.90059,-2.9461,-3.07332,-4.01707,-2.93466,-3.83237,-4.47181
-37.3307,0.984392,0.0488067,6,63,0,44.6569,2.0823,-0.55377,-0.273423,-0.234717,0.297924,-0.010457,-0.320682,0.169896,-0.18254,0.147915,-0.0530979,0.170053,0.258102,-2.37122,-2.48437,-2.55859,-2.8808,-2.80863,-3.67207,-3.04225,-3.06138,-3.27853,-3.42
-38.6726,0.978287,0.0488067,6,63,0,43.147,1.22465,-0.106513,0.150388,-0.23851,0.187767,-0.135647,-0.331063,-0.187974,-0.428155,0.233167,-0.0321418,0.25168,0.259167,-2.92964,-2.6463,-2.70863,-3.73548,-3.09637,-2.85007,-5.014,-2.8942,-3.14326,-3.2968
-38.8125,0.99999,0.0488067,6,63,0,42.2237,0.525956,-0.124908,-0.1001,0.139136,0.203853,0.171046,-0.153072,0.376543,0.116416,0.175526,-0.0557914,0.314542,0.177959,-2.21777,-3.7697,-2.55965,-5.35754,-2.66985,-3.07096,-2.91214,-3.88546,-4.30515,-3.85731
-37.9696,0.998588,0.0488067,6,63,0,44.2434,2.00859,-0.11555,0.0652687,-0.307665,0.203797,-0.0747597,-0.202783,-0.159152,-0.225492,0.227475,-0.0240698,0.174904,0.157465,-4.61839,-3.29336,-2.53526,-2.89473,-2.67004,-4.46694,-3.85716,-2.75643,-3.02921,-3.31589
-40.2534,0.995899,0.0488067,6,127,0,46.7011,1.5323,-0.361349,-0.121879,-0.110402,0.420148,-0.360775,-0.446118,0.116843,-0.018652,0.330328,0.216549,0.213226,0.41883,-2.274,-2.62363,-2.51266,-2.80154,-5.27258,-2.42818,-2.93545,-3.19519,-3.02602,-3.97081
-36.9402,0.934187,0.0488067,6,63,0,42.3322,1.59709,-0.273241,-0.0761828,-0.0291574,0.410835,-0.169499,-0.423087,0.0389205,-0.047985,0.312255,0.0321159,0.214248,0.381016,-2.68518,-2.46837,-2.77373,-2.88687,-3.07111,-2.63621,-2.94932,-3.51239,-2.92475,-3.14126
-38.2215,0.945026,0.0488067,6,63,0,41.8839,1.44589,-0.585692,0.0367119,0.0309432,0.456014,0.348426,-0.344116,0.25526,-0.239229,0.505366,0.231649,0.207044,0.389089,-2.59619,-2.56303,-2.51184,-3.02918,-3.0208,-2.39867,-2.95161,-2.94598,-2.95423,-3.05372
-41.8727,0.979922,0.0488067,6,63,0,46.1996,1.22858,-0.64795,0.164751,0.0209464,0.513867,-0.0951664,-0.821993,0.205921,-0.0753569,0.37165,0.0765653,0.248036,0.575914,-2.57454,-2.62277,-2.64208,-2.95461,-3.03834,-3.2145,-2.76725,-3.0196,-2.93137,-3.88018
-42.6037,0.974084,0.0488067,6,127,0,52.4591,1.01371,0.187838,0.294946,0.315236,0.765808,0.0471227,-0.0385693,0.279574,0.0590502,0.799346,0.254177,0.230952,0.404285,-2.66495,-2.56125,-2.533,-2.81425,-4.75702,-2.50683,-4.27296,-2.6583,-3.03246,-3.41011
-39.8995,0.991839,0.0488067,6,127,0,46.9196,0.558446,-0.323232,0.124126,-0.178905,0.434228,0.246168,-0.322911,0.457041,-0.207163,0.16357,-0.401629,0.328445,0.3027,-2.21347,-2.46871,-2.64893,-2.80626,-3.65056,-3.00428,-5.11605,-2.83652,-3.08074,-3.05359
-37.7732,0.747597,0.0488067,6,63,0,48.7081,0.139788,0.0670467,0.199202,-0.0744406,0.0199803,0.101342,-0.236708,0.0146672,-0.259943,0.111217,-0.435557,0.372063,0.20992,-2.64086,-2.47876,-2.56257,-6.54435,-2.72915,-3.3592,-3.13261,-2.66255,-3.31279,-3.42962
-38.5797,0.994814,0.0488067,6,63,0,44.4302,0.754861,-0.327967,-0.0156669,-0.202871,0.621391,-0.14969,-0.438343,0.159165,-0.15956,0.191449,-0.267583,0.301841,0.449439,-2.21161,-2.68703,-2.78329,-3.48369,-3.30087,-2.4658,-2.77338,-2.80638,-3.25687,-3.05234
-41.7132,0.941615,0.0488067,6,63,0,48.754,-0.642412,-0.133749,0.328715,0.35372,0.279057,0.164897,-0.209897,-0.0144493,-0.36127,0.138082,-0.559967,0.444939,0.272421,-2.51398,-2.70628,-2.9093,-5.20307,-2.67135,-2.81069,-4.24403,-2.78531,-3.63015,-3.47757
-39.4577,0.999762,0.0488067,6,63,0,49.4637,0.33761,-0.07378,0.456462,0.0806716,0.400474,-0.0585787,-0.341631,0.398154,-0.211724,0.444132,-0.336477,0.333855,0.511046,-2.21678,-2.70971,-2.51944,-3.55971,-3.57024,-2.42165,-2.94773,-2.61449,-2.96052,-3.27362
-42.3902,0.860836,0.0488067,6,63,0,49.06,0.504046,0.266162,0.267071,-0.201251,0.58338,0.396864,-0.486789,0.362122,-0.0205989,0.360589,-0.358647,0.311607,0.299032,-3.32291,-2.48655,-3.64281,-2.82472,-3.2417,-2.54182,-2.77461,-2.7418,-3.1814,-4.57467
-38.5455,0.999532,0.0488067,6,63,0,48.6913,0.250292,-0.290931,0.104216,0.260109,0.408819,-0.000547093,-0.0557532,0.330382,-0.292476,0.274098,-0.313174,0.353413,0.349742,-2.31404,-2.70982,-3.1753,-3.03948,-2.82351,-4.39579,-3.05213,-2.59784,-2.94881,-3.42435
-41.6622,0.886594,0.0488067,6,63,0,46.8873,-0.0319373,-0.288251,0.0862512,0.433361,0.273531,-0.0604429,-0.344246,0.156032,-0.390379,0.357381,-0.352025,0.387081,0.34588,-2.39448,-2.90425,-4.63413,-3.93997,-2.9798,-2.64619,-2.78561,-2.69289,-3.2078,-4.59258
-39.0345,0.886563,0.0488067,6,63,0,49.3535,1.09829,0.122986,0.359866,-0.0261819,0.466416,0.013911,-0.347756,0.35508,0.0666426,0.425578,-0.0975862,0.250974,0.41876,-3.49239,-2.95157,-2.54189,-2.9033,-3.0154,-2.4324,-2.82736,-3.25185,-2.95106,-3.53201
-39.4143,0.926307,0.0488067,6,63,0,45.0273,0.971155,-0.425562,0.187906,-0.0742008,0.57774,0.0132754,-0.0562977,0.212857,-0.130076,0.251107,0.0627667,0.272746,0.415718,-2.28271,-2.51237,-2.53827,-3.0197,-2.77799,-4.34916,-2.77026,-2.71164,-3.30693,-4.37782
-39.9447,0.892958,0.0488067,6,63,0,47.0359,0.702196,-0.227408,-0.254158,0.0643463,0.584947,0.0105591,-0.460663,0.295767,-0.411951,0.291582,-0.274581,0.298435,0.285938,-2.20782,-4.48044,-2.52407,-2.86778,-2.91684,-2.39963,-2.78733,-3.19105,-3.17911,-3.37699
-42.7202,0.999307,0.0488067,6,63,0,45.7046,0.710763,-0.140043,0.41553,-0.137632,0.27225,0.153233,-0.634279,-0.200164,-0.0502641,0.31864,-0.201444,0.298961,0.468703,-2.27425,-3.05075,-2.79171,-3.98941,-2.68574,-2.68923,-6.26584,-2.96762,-3.01207,-3.05433
-42.5922,0.991158,0.0488067,6,63,0,54.1029,0.00837391,-0.28245,0.0885395,0.404978,0.713738,0.102317,-0.25705,0.633963,-0.193143,0.367579,-0.230032,0.358891,0.317596,-2.82815,-3.80085,-2.89745,-2.80159,-3.22009,-2.40557,-3.8996,-2.77333,-3.33662,-3.05546
-44.6003,0.797216,0.0488067,6,127,0,53.7913,0.00788735,-0.503917,-0.186585,0.452567,0.496871,0.168517,-0.385676,0.411751,0.0484862,0.333171,-0.445002,0.374933,0.333788,-3.27863,-5.05742,-4.19544,-2.93243,-2.67654,-2.4172,-3.25687,-3.75798,-2.9244,-3.052
-38.0999,0.902512,0.0488067,6,63,0,48.9016,-0.323538,0.192318,0.505541,0.102318,0.605962,0.253588,-0.24766,0.178711,-0.192267,0.315194,-0.548983,0.404368,0.433871,-2.33302,-2.49421,-2.60176,-2.85854,-2.69154,-2.53437,-3.15593,-2.5923,-3.0379,-3.22472
-38.0678,0.987486,0.0488067,6,63,0,41.7987,0.0228874,0.111456,0.42915,0.210625,0.559492,0.240423,-0.142037,0.176302,0.0354985,0.521686,-0.286171,0.355712,0.301219,-2.23208,-2.48361,-2.52339,-3.3516,-2.73603,-2.57202,-3.85736,-2.72053,-2.92846,-3.22545
-40.5501,0.999757,0.0488067,6,63,0,43.0153,-0.00427174,0.236631,0.302218,0.304225,0.929825,0.210474,0.0239944,0.373322,-0.0607206,0.412901,-0.211906,0.354069,0.443991,-2.35538,-2.89524,-2.5169,-3.41969,-2.96077,-3.08248,-2.91675,-2.61378,-3.43497,-3.12013
-38.9592,0.999881,0.0488067,6,63,0,42.4549,-0.471122,-0.122058,0.458535,0.288844,0.653397,0.232264,-0.221423,0.419503,0.0875402,0.53732,-0.304725,0.407186,0.387205,-2.76084,-2.63523,-2.51949,-3.14036,-2.85425,-2.40038,-2.77701,-2.88146,-2.96235,-3.18755
-40.8608,0.978396,0.0488067,6,63,0,41.9729,-0.727972,-0.223267,0.539615,0.300608,0.669736,0.304919,-0.145462,0.420361,0.0311402,0.531897,-0.284148,0.428867,0.370389,-3.65886,-2.68284,-2.61328,-3.494,-2.82525,-2.40831,-2.89709,-2.6039,-2.92903,-3.39333
-38.6287,0.989922,0.0488067,6,63,0,43.3732,-0.116232,0.109723,0.455566,-0.029112,0.720083,0.265521,-0.103484,0.407033,-0.0253519,0.436888,-0.406934,0.374399,0.403123,-2.22467,-2.47029,-3.24332,-2.80666,-2.67193,-2.80491,-2.77276,-2.66401,-2.94673,-3.37279
-39.0446,0.99957,0.0488067,7,191,0,43.2474,0.196354,-0.427461,-0.0863873,0.086204,0.433827,-0.155222,-0.295028,0.145418,-0.314787,-0.0223136,-0.438277,0.368547,0.291519,-2.4881,-3.28698,-2.69886,-2.80277,-3.13052,-3.14954,-2.77101,-2.6113,-4.30303,-3.5078
-38.4867,0.993765,0.0488067,6,63,0,44.7492,0.361992,0.114046,0.304263,0.0256017,0.404341,-0.0178704,-0.588554,0.051384,-0.469757,0.148232,-0.319317,0.346243,0.405811,-3.03045,-2.5997,-2.5359,-2.87895,-2.74351,-2.42824,-3.02167,-2.92851,-3.27028,-3.55274
-37.0429,0.993225,0.0488067,6,127,0,43.3787,0.839884,-0.445225,0.260563,0.0273936,0.386365,0.0862667,-0.400744,-0.00338049,0.0160124,0.169459,-0.20019,0.289791,0.304661,-2.33095,-2.65856,-2.55889,-2.93258,-2.67189,-2.49202,-3.56972,-3.69662,-3.64792,-3.05296
-38.7905,0.938029,0.0488067,6,63,0,43.1999,0.260404,-0.0821915,0.174561,0.0237799,0.509414,-0.239333,-0.1394,0.121392,-0.100137,0.459691,-0.306761,0.342893,0.236994,-2.20921,-2.69902,-2.59775,-2.95439,-5.21818,-3.08716,-3.35999,-2.67138,-3.03492,-3.05884
-38.702,0.906439,0.0488067,6,63,0,44.4229,0.760364,-0.159991,0.039621,0.293699,0.206397,0.100464,-0.365192,-0.0499052,-0.0594821,0.0649203,-0.229483,0.294825,0.24338,-2.27519,-2.65982,-3.62765,-4.51171,-2.67105,-2.49456,-4.27154,-2.9735,-5.19224,-3.10544
