# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = m12.6_1.data.R
# init = 2 (Default)
# random
#   seed = 2734546146
# output
#   file = m12.6_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,bp,sigma_society,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10
-40.0642,0.999718,0.0533396,6,63,0,44.2168,1.40223,-0.185375,0.132956,-0.416523,0.367762,-0.0721731,-0.130918,0.0788536,-0.0478777,0.16455,-0.251557,0.244149,0.303629,-3.17068,-3.0955,-2.93138,-2.93516,-2.67098,-5.48817,-2.77396,-4.3492,-3.00648,-3.15373
-36.6927,1,0.0533396,6,63,0,42.0799,0.568242,0.0327105,0.162165,-0.115829,0.34135,0.044493,-0.297869,0.185224,-0.0860814,0.386798,-0.0231727,0.317525,0.193076,-2.68656,-2.48435,-2.69286,-3.32842,-2.7185,-2.72114,-2.79306,-2.95559,-2.99378,-5.65741
-39.2094,0.998599,0.0533396,5,63,0,43.5865,0.531722,0.0322257,0.0527312,-0.245077,0.337906,0.0879716,-0.33544,0.0134773,-0.125381,0.476709,-0.235986,0.315601,0.177686,-2.51314,-2.87447,-3.53535,-3.74455,-2.73804,-2.47169,-4.03698,-2.64611,-3.12617,-3.05856
-43.9155,0.931345,0.0533396,6,63,0,47.3071,0.854347,-0.359611,-0.0831597,0.161137,0.636616,0.040902,-0.398314,0.263357,-0.499981,0.0968225,-0.24175,0.29767,0.700877,-2.20917,-2.68263,-3.50784,-4.2936,-2.71294,-2.74872,-3.21107,-2.92022,-3.4974,-3.27368
-39.824,0.999918,0.0533396,6,63,0,48.862,1.01645,0.00327591,0.266389,-0.102339,0.0652284,0.0836618,-0.226424,0.0901205,0.107221,0.468143,-0.0248916,0.257405,0.292592,-2.67792,-2.53042,-2.78933,-7.35101,-2.83929,-2.64874,-3.7715,-3.38725,-2.92584,-3.12948
-46.1315,0.985592,0.0533396,5,31,0,52.6996,1.03374,0.0761717,0.38333,-0.161238,-0.0256097,0.0372222,-0.223948,0.081333,0.177597,0.506378,-0.281306,0.260426,0.276458,-3.21105,-3.10074,-2.85077,-8.18945,-2.84658,-2.8272,-3.49246,-4.47609,-3.09202,-5.07336
-38.6662,0.959051,0.0533396,6,63,0,54.599,1.27629,-0.0637063,0.351066,-0.274523,0.214418,0.0990486,-0.431145,0.0372432,-0.0340238,0.424791,-0.0111876,0.23752,0.212882,-2.90708,-3.37045,-3.10673,-4.11349,-2.67014,-2.40755,-3.5701,-2.96639,-2.92977,-3.0697
-39.2371,0.973787,0.0533396,6,63,0,42.8899,0.646724,-0.267086,-0.270762,0.166554,0.26899,-0.0627627,-0.22995,0.181737,-0.344398,-0.0230184,-0.33833,0.324603,0.220349,-2.25956,-3.61472,-3.6525,-2.98811,-2.67666,-4.04462,-2.98175,-2.61679,-4.08001,-3.50728
-38.5298,0.908462,0.0533396,6,79,0,47.5877,-0.117006,-0.244632,-0.0631409,-0.0310688,0.357481,-0.153349,-0.488181,0.126744,-0.335674,0.143979,-0.825079,0.414319,0.392936,-2.21188,-3.05962,-2.56587,-2.80344,-2.76168,-2.70039,-2.98224,-2.87501,-3.05236,-3.06006
-39.9137,0.997329,0.0533396,6,63,0,45.942,0.42641,0.141685,0.337405,0.0246127,0.393004,0.109204,-0.355308,-0.216602,-0.271753,0.15255,-0.502649,0.345704,0.362579,-3.56156,-2.94391,-2.64541,-2.80462,-2.91321,-2.95667,-4.65372,-2.7247,-2.99406,-3.05441
-39.4988,0.957436,0.0533396,6,127,0,47.5911,1.65448,-0.607394,-0.143217,-0.143314,0.216548,-0.0369503,-0.371733,0.480044,-0.206472,0.238301,0.10824,0.196484,0.364287,-2.33268,-2.68239,-2.55096,-3.81327,-2.93069,-2.50226,-4.00403,-2.59534,-3.90417,-3.105
-40.7012,0.975324,0.0533396,6,127,0,45.986,-0.142271,-0.197198,0.302183,-0.140878,0.457369,0.0437339,-0.523016,-0.249096,-0.444983,0.174879,-0.64837,0.402833,0.326229,-2.25175,-2.47069,-2.81192,-2.82366,-2.67033,-2.39662,-5.62597,-2.73305,-2.96554,-3.05373
-42.7279,0.908086,0.0533396,6,63,0,48.8507,-0.155035,-0.454086,0.472433,-0.0940886,0.244525,-0.0758409,-0.713864,0.010162,-0.327488,0.133042,-0.748277,0.421289,0.704422,-2.51028,-3.62243,-2.51763,-3.01565,-2.68095,-2.40247,-2.76804,-3.04841,-3.13671,-3.50099
-41.4044,0.997753,0.0533396,7,127,0,52.0588,-0.275028,-0.235221,0.149427,-0.269621,0.139256,-0.273283,-0.636035,-0.143503,-0.521301,0.0393253,-0.767052,0.443601,0.361792,-2.21429,-2.47665,-2.60619,-3.19094,-2.80715,-2.56654,-2.83301,-2.66568,-3.15853,-5.49012
-38.1044,0.998232,0.0533396,7,127,0,44.6391,-0.346898,0.0956681,0.351127,0.27486,0.601167,0.299155,-0.203178,0.319302,-0.183267,0.298059,-0.315488,0.406433,0.271314,-2.21377,-2.60707,-2.5865,-2.88405,-2.76946,-2.64628,-2.76643,-2.59014,-3.11883,-4.07735
-35.8428,0.9146,0.0533396,6,63,0,40.3556,0.614088,0.042413,0.233953,-0.0366426,0.42509,0.148526,-0.274988,0.224086,-0.0522629,0.342601,-0.163163,0.308442,0.388605,-2.65604,-2.47003,-2.57706,-3.04405,-2.67301,-2.6748,-2.79047,-2.92574,-2.96167,-3.14662
-38.7251,0.992065,0.0533396,6,63,0,40.818,0.553846,0.1326,0.224094,-0.0171772,0.558655,0.35503,-0.359626,0.455051,-0.152667,0.484146,-0.241519,0.309516,0.290683,-2.80726,-2.49481,-2.6437,-2.81557,-3.17427,-2.40505,-3.20676,-2.58803,-3.00766,-3.2402
-39.3567,0.998798,0.0533396,6,127,0,43.9403,1.06197,-0.238548,0.34309,0.240501,0.563824,0.269317,-0.182971,0.306312,0.103677,0.600974,0.357389,0.237444,0.528599,-2.24704,-2.49677,-2.56951,-3.11476,-2.70993,-2.44118,-3.21325,-2.68641,-2.94059,-3.68371
-36.8737,0.965229,0.0533396,6,63,0,42.5675,1.16115,-0.113744,0.0210677,-0.00341828,0.545502,0.209703,-0.24586,0.436175,-0.100285,0.428485,0.2065,0.241527,0.24889,-2.41626,-2.68134,-2.53284,-2.80276,-2.68111,-2.59505,-3.03001,-2.59188,-3.01485,-3.67803
-40.6075,0.998248,0.0533396,6,63,0,43.5839,2.24411,-0.0816933,0.195934,0.170792,0.289409,0.15709,-0.515153,0.113285,-0.0532434,0.296588,0.276181,0.132206,0.338337,-4.34369,-3.69091,-3.87746,-3.0404,-2.78531,-2.40257,-3.06461,-2.76711,-3.71915,-3.30999
-43.207,0.997211,0.0533396,6,63,0,47.5217,2.19801,-1.10671,-0.0621289,-0.236232,0.456289,0.196795,-0.330345,0.314818,-0.137675,0.649738,0.212317,0.136702,0.445476,-3.67721,-2.49043,-2.62048,-2.85967,-2.90143,-2.62595,-2.87055,-2.59552,-3.82808,-3.71798
-43.8542,0.999285,0.0533396,6,63,0,52.5636,2.29747,-1.01316,0.0729352,0.182933,0.375986,0.156838,-0.682196,0.342141,0.0262248,0.549243,0.398663,0.117513,0.378017,-3.38347,-2.69019,-3.43105,-2.97756,-2.67009,-3.04355,-2.77637,-2.74684,-2.92842,-3.36035
-43.0169,0.995637,0.0533396,7,191,0,54.282,1.10396,0.313582,0.0724646,-0.125905,0.694295,0.417829,0.0550109,0.603409,0.0716659,0.510558,0.37425,0.228343,0.365084,-3.75845,-3.07627,-3.68672,-2.818,-2.7296,-3.13556,-2.98326,-2.5886,-3.60765,-3.25856
-45.2951,0.993265,0.0533396,7,191,0,51.6621,2.06689,-0.636072,-0.438383,-0.303684,0.346655,-0.34722,-0.616639,-0.0359829,-0.716327,-0.0762797,-0.306656,0.189714,0.786158,-2.47033,-2.52878,-2.75322,-4.39047,-2.79004,-2.84904,-2.87633,-3.03673,-3.61847,-3.59518
-44.5086,0.968887,0.0533396,6,63,0,49.7112,1.65324,-0.390106,-0.373393,-0.316221,-0.0182757,-0.492636,-0.87021,-0.100206,-0.565088,0.114354,-0.131425,0.229766,0.276675,-2.88943,-2.64868,-2.53134,-3.45164,-3.923,-2.48116,-2.79516,-2.65048,-2.92483,-3.74761
-46.3495,0.996641,0.0533396,7,255,0,51.5566,2.55771,-0.602748,-0.151549,-0.665436,0.234426,-0.355398,-0.23115,0.158294,-0.298294,0.054449,0.0746143,0.120197,0.688166,-2.58558,-2.91108,-3.50054,-2.85515,-3.43466,-4.77923,-3.08696,-2.65,-4.17189,-3.58321
-44.2915,0.999932,0.0533396,7,127,0,53.1608,2.56977,-0.601354,-0.121366,-0.633936,0.242141,-0.311317,-0.260684,0.180844,-0.298746,0.119925,0.139931,0.119272,0.631379,-2.60962,-3.09532,-3.28738,-2.88444,-3.14908,-4.50114,-3.24096,-2.65553,-3.53122,-3.17324
-40.9732,0.985216,0.0533396,6,63,0,48.8609,1.67405,-0.356624,-0.0679395,-0.334699,0.329291,0.226425,-0.659993,-0.0235113,0.006461,0.390817,-0.0354447,0.201565,0.223819,-2.39273,-2.46954,-2.9108,-2.85371,-3.37425,-2.52463,-3.50503,-3.60281,-2.94407,-3.39199
-39.615,0.53506,0.0533396,6,63,0,50.484,1.42877,-0.221059,0.186393,0.116335,0.465788,-0.0264051,0.0340511,0.45063,-0.336796,0.360311,0.103552,0.219316,0.328782,-2.42817,-2.65647,-2.84812,-2.80287,-2.97946,-5.09247,-3.55397,-2.93941,-3.07722,-3.06112
-37.3797,0.999423,0.0533396,6,63,0,43.1487,1.58301,-0.464623,-0.179257,0.0251238,0.470055,0.0921823,-0.507128,0.219812,-0.00800335,0.463008,0.182788,0.1982,0.430682,-2.22968,-3.04383,-2.54585,-2.81877,-2.71963,-2.46588,-2.88134,-2.79896,-2.94105,-3.0589
-36.1428,0.990409,0.0533396,6,127,0,40.6541,1.31309,-0.171074,0.250861,-0.0569581,0.506284,0.194515,-0.093074,0.390016,-0.0717537,0.44196,0.0546267,0.222397,0.287975,-2.33092,-2.58051,-2.62932,-2.8703,-2.67065,-3.18047,-2.80483,-2.59155,-3.09328,-3.46228
-35.9884,0.972857,0.0533396,6,63,0,38.7135,0.895211,-0.0183516,0.0874881,0.225816,0.43552,0.177003,-0.401966,0.202793,-0.0402807,0.389597,-0.185343,0.281339,0.278,-2.77757,-2.49621,-3.3062,-2.84679,-2.78439,-2.45373,-2.77606,-3.11402,-2.94309,-3.08137
-40.4916,0.888524,0.0533396,6,63,0,44.7232,0.211709,-0.172458,0.239911,-0.113508,0.431307,-0.214783,-0.123795,0.205504,-0.10987,0.0256334,-0.205083,0.34723,0.219718,-2.26352,-2.57478,-3.13266,-3.42715,-5.05622,-3.12057,-2.96862,-2.63746,-6.39428,-3.36714
-38.0193,0.982748,0.0533396,6,63,0,44.0874,0.398683,0.0272872,0.127724,0.185252,0.130385,-0.0720664,-0.29999,-0.0224399,-0.258603,0.292185,-0.515339,0.344236,0.229733,-2.73435,-2.49233,-3.16551,-4.72629,-2.83894,-3.03114,-3.31711,-2.65568,-2.98506,-3.21167
-37.6843,0.966829,0.0533396,6,63,0,42.4606,-0.127726,-0.136242,0.194597,0.0394285,0.415031,-0.148758,-0.428482,0.0262824,-0.0462112,0.159968,-0.47747,0.402223,0.267692,-2.20877,-2.54132,-2.52048,-2.89108,-3.22648,-2.52431,-3.0389,-4.02352,-2.97993,-4.13514
-38.7849,0.988276,0.0533396,6,127,0,44.2238,0.848166,-0.277563,0.184739,-0.148176,0.568539,0.345508,-0.367354,0.0655636,0.0431592,0.409171,-0.205611,0.286272,0.3704,-2.20853,-2.48222,-2.7172,-2.94831,-3.7705,-2.51298,-3.26523,-3.7148,-2.98549,-3.09371
-37.5114,0.966457,0.0533396,6,63,0,43.0476,1.36204,-0.0848614,0.183149,0.146489,0.294715,-0.0566234,-0.220799,0.395741,-0.236985,0.294028,-0.119287,0.226921,0.243657,-2.86227,-2.61593,-2.96676,-3.46803,-3.11752,-2.96983,-3.17646,-2.63356,-3.3983,-4.11052
-37.8178,0.831909,0.0533396,6,63,0,42.2815,0.981103,-0.283681,0.0954802,0.195509,0.281067,0.156133,-0.135714,0.196097,-0.354529,0.319665,0.112225,0.258302,0.246836,-2.22973,-2.63432,-2.67266,-4.67028,-2.72416,-2.90211,-3.2173,-3.44986,-3.79105,-3.20838
-38.0089,0.995039,0.0533396,6,63,0,43.9501,1.47675,-0.207558,-0.0740116,0.215344,0.385071,0.000758031,-0.102781,0.235898,-0.0784995,0.204965,0.119238,0.214679,0.367826,-2.50857,-2.61631,-3.48541,-2.93574,-2.84996,-3.77974,-2.77112,-2.73175,-4.2533,-3.06886
-37.4341,0.881363,0.0533396,5,63,0,43.2922,1.42932,-0.244796,-0.118122,0.215926,0.377366,-0.00116955,-0.119059,0.195103,-0.0809639,0.185226,0.0859064,0.220011,0.329458,-2.3842,-2.77183,-3.46162,-2.97064,-2.8562,-3.65355,-2.82796,-2.73354,-4.4275,-3.05378
-40.1361,0.981601,0.0533396,6,63,0,44.7341,1.60046,-0.341672,0.0896685,-0.219955,0.393016,-0.0142484,-0.614227,0.207813,-0.133537,0.563865,0.113644,0.202641,0.218258,-2.29396,-2.54249,-2.73037,-2.85527,-2.84516,-2.56605,-2.78462,-2.63002,-3.46295,-3.05542
-40.1805,0.914505,0.0533396,6,63,0,47.2073,1.86147,-0.526932,0.150793,-0.339814,0.134791,-0.0540921,-0.360317,0.337743,-0.0573997,0.447583,0.0676344,0.185059,0.417818,-2.23639,-3.37913,-2.7392,-3.58104,-2.69628,-2.89042,-3.61591,-3.35217,-3.26774,-3.06027
-39.5477,0.998652,0.0533396,6,63,0,46.3511,1.25817,-0.0991964,-0.318894,0.000448443,0.429126,0.330066,-0.351348,0.183032,-0.0946252,0.302339,0.0487747,0.243608,0.188268,-2.8561,-3.80582,-2.58139,-2.80339,-3.90896,-2.62576,-2.77716,-2.87135,-3.0441,-3.38463
-37.517,0.97009,0.0533396,6,63,0,44.5685,1.08119,0.0591718,-0.00570294,0.0784209,0.22786,0.101238,-0.232528,0.226426,0.0956398,0.392634,-0.127642,0.250944,0.289215,-3.01462,-2.80547,-2.52758,-4.85152,-2.76845,-2.6506,-2.92587,-3.33018,-3.10323,-3.97975
-37.7304,0.96752,0.0533396,6,127,0,45.8959,0.192448,-0.12229,0.275824,-0.101793,0.466968,-0.0188866,-0.214323,0.113795,-0.425502,0.0939952,-0.521208,0.37534,0.331989,-2.32944,-2.63933,-2.51373,-2.93937,-2.67708,-4.20574,-2.80311,-2.58935,-3.00241,-3.4932
-39.8521,0.997259,0.0533396,6,63,0,44.0667,0.231196,0.143348,0.12048,0.160021,0.411984,0.264252,-0.586392,0.239349,-0.0656212,0.433407,-0.329486,0.342658,0.524738,-2.51337,-3.0236,-2.51584,-3.72082,-2.7147,-2.82377,-2.92585,-2.67836,-2.92482,-3.21825
-36.196,0.999223,0.0533396,5,63,0,48.0323,0.209157,-0.112243,0.238847,0.0352104,0.558243,0.237458,-0.391333,0.0971539,-0.0468102,0.337362,-0.360422,0.355283,0.316086,-2.21045,-2.48997,-2.51851,-2.80776,-2.89819,-2.43835,-3.13934,-3.16056,-2.92704,-3.09752
-42.9237,0.909302,0.0533396,6,63,0,47.4032,-0.179219,-0.00886415,0.279836,0.408618,0.277322,0.386392,-0.493151,0.081628,-0.205859,0.0053231,-0.464981,0.403287,0.294324,-2.24158,-2.48657,-4.2069,-3.9969,-4.35746,-2.3961,-2.98118,-2.74159,-4.40194,-3.82535
-43.0944,0.987567,0.0533396,6,63,0,50.3109,0.445724,-0.221437,0.419685,-0.244497,0.499491,-0.270513,0.0191741,0.199878,-0.386259,0.447251,-0.336744,0.334507,0.340865,-2.20785,-3.04569,-3.13853,-2.80912,-4.38855,-5.56216,-2.76737,-2.73447,-3.60895,-3.09762
-40.9079,0.846179,0.0533396,5,31,0,48.192,0.296762,-0.171134,0.331401,-0.226824,0.492662,0.0510714,-0.10969,0.344611,-0.441159,0.368243,-0.276256,0.335988,0.499833,-2.25495,-2.46861,-3.87262,-3.12104,-3.04772,-3.10984,-2.77276,-3.68693,-3.02033,-3.09222
-44.7383,0.928183,0.0533396,6,63,0,48.169,0.563963,-0.0105043,0.0889975,0.245011,0.432923,0.0938081,-0.317248,-0.100675,0.00865307,-0.150078,-0.288362,0.33277,0.365825,-2.9452,-2.46847,-4.22869,-2.86954,-2.94298,-3.2966,-3.43289,-5.05893,-5.80804,-4.28382
-45.3112,0.999401,0.0533396,6,63,0,50.3844,-0.115376,-0.649157,0.207563,-0.262421,0.159445,-0.118318,-0.528962,0.259006,-0.511218,0.363843,-0.577783,0.409174,0.333075,-3.41379,-2.46871,-2.98409,-4.03599,-2.78501,-2.47229,-3.52932,-2.68143,-4.62419,-4.12332
-42.5281,0.814719,0.0533396,6,63,0,52.4521,-0.0342664,-0.504026,0.00355375,-0.0766844,0.235068,0.0167135,-0.555175,0.14018,-0.521752,0.237778,-0.723704,0.413655,0.460691,-2.4666,-2.56768,-2.63125,-2.86507,-3.18269,-2.73676,-3.55605,-2.60092,-4.60676,-4.01296
-42.3483,0.882292,0.0533396,6,63,0,49.3903,-0.312265,-0.580536,0.553589,-0.00166902,0.537376,-0.0956024,-0.139776,0.194276,-0.28675,0.109877,-0.647525,0.423333,0.400204,-3.55771,-3.19334,-2.51914,-2.85937,-2.94824,-4.21685,-2.83141,-2.67749,-3.07017,-3.28236
-42.4522,0.676028,0.0533396,6,63,0,54.2403,-0.162496,-0.126319,0.355833,0.10952,0.49505,-0.354854,-0.803885,0.141911,-0.280714,0.0685293,-0.793237,0.416278,0.598724,-2.23288,-2.71673,-2.91402,-3.01976,-4.06103,-2.65414,-2.932,-3.00553,-2.95608,-3.05225
-36.7622,0.887994,0.0533396,6,127,0,47.6389,0.792002,-0.261385,0.0428479,-0.0282288,0.51595,0.0490518,-0.611676,0.0970864,-0.32058,0.163634,-0.295779,0.305352,0.411128,-2.28073,-2.47406,-2.60312,-3.20819,-2.74097,-2.39926,-2.76875,-2.60226,-3.04997,-3.17294
-37.1391,0.975194,0.0533396,6,63,0,42.3335,1.22349,-0.21864,0.0935135,-0.062064,0.177751,0.0540039,-0.100444,0.146321,0.0746236,0.3565,-0.256851,0.245001,0.165816,-2.37383,-2.47172,-2.51273,-4.37918,-2.69112,-3.96321,-2.89934,-3.85745,-2.95498,-4.75722
-34.749,0.999526,0.0533396,6,63,0,39.1995,0.979653,-0.106877,-0.0467099,-0.167186,0.225635,-0.0247477,-0.194811,0.149747,0.0587562,0.314373,-0.014032,0.271623,0.206059,-2.5157,-2.77461,-2.74029,-4.07865,-2.90428,-3.22446,-2.89131,-3.78852,-3.01977,-3.45606
-36.6706,0.992799,0.0533396,5,63,0,40.0868,0.94337,-0.37579,-0.0203973,0.118848,0.392175,0.0191356,-0.182356,0.129808,-0.360032,0.0518469,-0.216999,0.285956,0.210757,-2.208,-2.53151,-3.17187,-2.80159,-2.67281,-4.01682,-2.76613,-2.61022,-4.14463,-3.12495
-40.4549,0.94344,0.0533396,6,63,0,44.4296,2.06381,0.0227876,0.148319,-0.217717,0.0832847,-0.0419482,-0.426409,0.0934407,0.110544,0.395019,0.17948,0.151816,0.191727,-4.93591,-3.10516,-2.60329,-4.87558,-2.90592,-2.42741,-3.17183,-3.79798,-3.03876,-3.52661
-37.852,0.997946,0.0533396,6,63,0,45.5592,1.76375,-0.513433,-0.146459,0.048387,0.243632,0.0728891,-0.382877,0.00722522,-0.553285,0.217112,-0.0365904,0.200812,0.328729,-2.26415,-2.46854,-3.53472,-2.8587,-2.95746,-2.99533,-2.90628,-3.21582,-3.03627,-3.06619
-37.8096,0.993792,0.0533396,6,63,0,42.4278,0.719905,0.109595,-0.0290395,-0.106588,0.217533,0.0293162,-0.20592,0.155147,0.233325,0.188067,-0.142684,0.300481,0.163119,-3.21163,-2.89113,-2.6373,-4.31233,-2.74923,-3.15504,-2.86489,-6.18423,-3.62222,-3.27273
-39.0843,0.985066,0.0533396,6,63,0,46.4435,1.34095,-0.478088,0.0800268,-0.00589006,0.251931,-0.000175193,-0.466158,0.0699675,-0.710942,0.270948,-0.124746,0.246376,0.412505,-2.21138,-2.6678,-2.89905,-2.93685,-2.69552,-2.60405,-2.78247,-4.27436,-2.92786,-3.1069
-32.9974,0.914941,0.0533396,6,63,0,43.4624,1.01163,-0.0231652,-0.0418262,-0.0892047,0.188293,0.014777,-0.168856,0.0844831,-0.0836299,0.218605,-0.105817,0.279307,0.169704,-3.27465,-2.53447,-2.52349,-3.56297,-2.67528,-4.22089,-2.80284,-3.47511,-2.9872,-3.79506
-35.4449,0.999913,0.0533396,6,63,0,38.6,0.675453,-0.273598,0.138391,-0.054536,0.431635,0.0353376,-0.466956,0.130597,-0.332491,0.170357,-0.281247,0.319519,0.302137,-2.24483,-2.508,-2.55449,-2.86449,-2.73229,-2.57851,-2.78804,-2.60792,-2.96718,-3.7118
-33.2989,0.999706,0.0533396,6,63,0,36.9881,1.04981,-0.173408,-0.0323981,-0.0899603,0.110852,-0.0825258,-0.25144,0.0860632,-0.163754,0.217736,-0.11587,0.266207,0.168959,-2.42081,-2.63786,-2.52883,-5.08452,-3.05845,-3.02269,-3.0576,-2.66998,-3.43134,-3.05248
-36.8113,0.984798,0.0533396,5,63,0,41.685,1.73877,-0.105621,-0.0231987,-0.160848,0.462993,0.19718,-0.156781,0.113316,-0.0302575,0.439372,0.10566,0.177739,0.222815,-2.9162,-2.52961,-2.75094,-2.86124,-2.67848,-2.96344,-3.62384,-2.6394,-3.15324,-4.28212
