# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = m12.6.1_4.data.R
# init = 2 (Default)
# random
#   seed = 2734807194
# output
#   file = m12.6.1_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bp,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,sigma_society
928.089,0.999673,0.0494042,6,63,0,-922.634,2.10396,0.173611,-0.215721,-0.140725,-0.239548,0.0960667,-0.337032,-0.243372,-0.093293,-0.34249,0.0980833,-0.124276,0.181488
929.513,0.998149,0.0494042,6,63,0,-924.49,1.5378,0.209725,-0.51928,0.0129985,-0.133905,0.423756,0.22807,-0.644169,0.251217,-0.114662,0.461838,0.00534908,0.307686
927.503,0.998306,0.0494042,6,127,0,-923.797,1.1739,0.246862,0.027846,0.0233133,-0.0920354,0.293993,0.177351,-0.62158,0.404539,-0.146918,0.219018,0.147027,0.412175
927.245,0.964065,0.0494042,6,63,0,-920.038,1.27991,0.243772,0.0795168,0.0127746,-0.111853,0.311865,0.0705583,-0.590534,0.355214,-0.138866,0.208947,0.0370346,0.502837
929.298,0.930307,0.0494042,6,63,0,-922.198,0.755595,0.283755,-0.467602,0.107886,0.237519,0.411008,0.0768524,-0.172905,0.112797,-0.0657262,0.422533,0.0806478,0.313644
931.056,0.976655,0.0494042,5,31,0,-927.139,1.09884,0.254112,-0.413819,0.139613,0.203016,0.423195,0.167152,-0.173463,0.148104,-0.116615,0.436016,-0.127351,0.252188
931.723,0.958418,0.0494042,5,63,0,-926.999,0.601197,0.309697,0.0184179,0.00400163,-0.26374,0.382853,0.0880463,-0.264299,0.163238,-0.118147,0.349941,-0.109552,0.257815
931.49,0.905385,0.0494042,6,63,0,-926.81,0.972887,0.279476,-0.238187,0.140984,-0.0120271,0.168353,-0.00574577,-0.419185,0.0415019,-0.387322,0.182111,-0.0280632,0.20433
929.734,0.956784,0.0494042,6,63,0,-920.535,0.129428,0.35639,0.00952921,0.0399622,0.0073478,0.471903,0.0691028,-0.117304,0.201319,0.14249,0.302831,-0.183242,0.282602
928.419,0.975081,0.0494042,6,63,0,-924.507,0.0127739,0.363331,-0.201915,0.0815404,0.000431283,0.546428,0.0594474,-0.247605,0.128897,0.111687,0.320467,-0.133206,0.23652
929.963,0.999987,0.0494042,6,63,0,-924.785,0.95487,0.289386,-0.160272,0.0305206,-0.0594919,0.474332,0.0554414,-0.516497,0.102538,-0.297159,0.117063,-0.483081,0.338233
928.88,0.976935,0.0494042,6,63,0,-926.625,0.449937,0.323984,-0.14025,0.242928,0.0663413,0.266287,0.19744,-0.627563,0.139126,-0.161813,0.211551,-0.0821485,0.327806
930.269,0.998639,0.0494042,6,63,0,-925.639,0.72657,0.289348,-0.189636,-0.0591164,-0.0715577,0.451318,-0.0854103,-0.168626,0.182283,-0.171098,0.341085,0.0766681,0.206076
928.467,0.972162,0.0494042,6,63,0,-923.938,2.20805,0.128287,-0.326464,0.0314676,0.0547087,0.115601,0.184343,-0.400088,0.219477,0.0986953,0.281556,0.410839,0.267805
925.29,0.872752,0.0494042,6,63,0,-916.438,1.61981,0.195154,-0.373542,0.114342,-0.0950587,0.686429,-0.0811039,0.00153189,0.290556,0.0292595,0.550721,0.0682862,0.52788
926.888,0.932495,0.0494042,6,63,0,-921.66,1.17146,0.225384,-0.44184,0.346203,-0.095933,0.414604,0.276296,-0.438004,0.397913,-0.0369296,0.59719,0.282142,0.31238
930.998,0.999617,0.0494042,6,63,0,-923.417,1.27647,0.238129,-0.0213267,-0.217914,0.042549,0.417824,-0.0956871,-0.253327,0.210094,-0.219166,0.239922,0.125063,0.247505
930.464,0.998846,0.0494042,5,31,0,-925.848,1.7007,0.196383,-0.292143,0.0424727,0.0336156,0.0435036,-0.0866847,-0.168772,0.280884,-0.072862,0.412394,-0.0127853,0.220179
931.881,0.999657,0.0494042,5,31,0,-928.346,1.6738,0.19853,-0.300162,0.0503432,0.0380604,0.0988349,-0.0314613,-0.259775,0.248109,-0.0220136,0.360914,-0.0108079,0.176169
928.923,0.984039,0.0494042,5,31,0,-926.178,1.64197,0.203022,-0.2089,-0.016744,0.0724729,0.0924791,-0.035585,-0.27194,0.265819,-0.0205904,0.395387,-0.131889,0.143929
929.401,0.999984,0.0494042,6,63,0,-923.29,1.03593,0.264876,-0.390898,0.118611,-0.0184324,0.501864,0.112212,-0.471504,0.145102,-0.0208625,0.247256,-0.0922076,0.53412
930.977,0.806662,0.0494042,6,63,0,-924.687,0.677693,0.308154,0.0195494,0.179696,0.128569,0.277499,0.101956,-0.29348,0.183962,-0.0650609,0.441453,-0.106596,0.203296
929.22,0.996557,0.0494042,6,63,0,-925.16,0.579894,0.294934,-0.00064629,0.388386,0.0527525,0.276611,0.145314,-0.164196,0.150798,-0.0509343,0.493368,-0.0664576,0.260447
928.641,0.988088,0.0494042,6,63,0,-923.237,0.997663,0.288228,0.089758,0.0888956,0.16262,0.305597,0.0639636,-0.376453,0.170356,-0.328759,0.149958,-0.372574,0.216784
928.599,0.948242,0.0494042,6,63,0,-923.564,0.491231,0.326286,-0.183752,-0.0122284,-0.0786024,0.169335,-0.157814,-0.392375,-0.080621,-0.230349,0.369359,-0.138334,0.233091
926.157,0.758473,0.0494042,6,63,0,-919.571,0.849125,0.286412,-0.0506322,0.147828,0.0841221,0.421267,0.210085,-0.0785306,0.373781,-0.107601,0.0646735,0.132278,0.27065
932.601,0.999711,0.0494042,6,63,0,-923.218,1.37139,0.237088,-0.246063,0.0817744,0.0891945,0.266161,0.0547448,-0.112995,0.142464,-0.0958099,0.347919,-0.10687,0.16382
924.051,0.985105,0.0494042,5,31,0,-921.408,1.3209,0.214536,-0.0728978,0.196947,0.263572,0.293805,0.0739476,0.0931297,-0.0136189,-0.0595792,0.372188,0.423315,0.29034
923.568,0.921858,0.0494042,6,63,0,-913.617,1.1197,0.249915,-0.291956,0.14311,0.0805313,0.354026,0.157536,-0.326435,-0.0193979,0.308076,0.614583,-0.142044,0.218643
922.117,0.907895,0.0494042,6,63,0,-911.499,2.17535,0.15697,-0.492479,0.0238232,-0.140369,0.309389,-0.144706,-0.473335,0.385921,-0.775644,0.0833028,-0.0118139,0.454061
923.487,0.863845,0.0494042,6,63,0,-917.551,1.60808,0.204741,-0.18337,-0.187093,-0.0916486,0.29667,0.181916,-0.214858,-0.0928689,0.374183,0.495658,0.0505743,0.245809
926.312,0.973501,0.0494042,6,63,0,-916.076,1.99669,0.157966,-0.207697,-0.07641,-0.225037,0.312751,0.145781,-0.234872,-0.206126,0.143716,0.148977,0.254111,0.227201
929.086,0.848651,0.0494042,6,63,0,-920.831,1.82871,0.176939,-0.498425,-0.187352,-0.189328,0.230439,-0.00707446,-0.264685,0.0289469,0.0872819,0.312393,0.0194289,0.254455
931.72,0.995729,0.0494042,6,63,0,-924.941,1.13315,0.248678,0.0484992,0.0952051,0.0523384,0.273743,0.0521317,-0.144587,0.15689,-0.227319,0.126819,-0.0893377,0.118373
930.457,0.996306,0.0494042,5,63,0,-926.24,1.20364,0.243276,-0.23513,0.048606,0.0859413,0.150973,-0.128989,-0.276005,0.223144,-0.333689,0.197176,-0.00598866,0.244529
928.602,0.99739,0.0494042,6,63,0,-924.362,1.38646,0.244384,-0.196898,0.175953,-0.262825,0.330852,0.163426,-0.433767,-0.134832,-0.283878,0.369801,-0.133476,0.245403
928.064,0.962367,0.0494042,6,63,0,-923.347,1.8094,0.209642,-0.49251,-0.156649,-0.300639,0.27766,-0.108168,-0.472842,0.154891,-0.122419,-0.0301351,-0.187193,0.31824
927.841,0.99984,0.0494042,5,63,0,-922.262,1.48738,0.226997,-0.326952,-0.322387,-0.283441,-0.00539995,-0.0824949,-0.389007,-0.0784474,-0.266104,0.177789,0.0018816,0.376698
924.282,0.955863,0.0494042,6,63,0,-919.289,1.93818,0.192897,-0.27186,-0.411853,-0.210733,0.242244,-0.230017,-0.22414,0.0387562,-0.142938,0.147116,-0.382354,0.214865
922.744,0.978522,0.0494042,6,63,0,-919.813,1.86846,0.181859,-0.429106,0.261713,-0.0124744,0.334765,0.158721,-0.7081,0.121669,-0.36973,0.382074,-0.260052,0.293691
922.453,1,0.0494042,6,63,0,-915.646,0.125479,0.359497,0.0245496,-0.00883758,-0.133325,0.0328948,-0.104824,-0.355764,0.14761,-0.290972,0.443921,-0.121854,0.345999
921.159,0.999968,0.0494042,6,127,0,-913.954,-0.739381,0.447662,0.0384408,0.401006,-0.0150824,0.82107,0.324523,-0.133252,0.163933,-0.404771,0.0542522,-0.310736,0.45618
928.068,0.895162,0.0494042,6,127,0,-914.118,0.626565,0.299266,0.252502,0.0896378,0.254335,0.170896,0.158476,-0.143232,0.233096,-0.108103,0.501923,-0.124991,0.303414
929.851,0.991377,0.0494042,6,63,0,-923.651,0.92492,0.279083,-0.109436,-0.0762743,0.0363622,0.109788,0.266856,-0.232485,0.249025,-0.21032,0.418674,-0.119287,0.31506
930.252,0.999751,0.0494042,5,31,0,-928.683,0.85118,0.282621,-0.118413,-0.0533619,0.0175408,0.11818,0.240069,-0.241663,0.27492,-0.213928,0.436644,-0.104442,0.304548
927.867,0.971846,0.0494042,6,63,0,-923.411,0.935003,0.26806,-0.138519,-0.165394,-0.0313638,0.449141,-0.00650616,-0.0245186,0.489293,0.0773184,0.292658,-0.0975864,0.207907
927.908,0.98606,0.0494042,6,63,0,-922.052,1.18077,0.25772,-0.25126,0.319339,0.0395774,0.278592,0.236288,-0.514468,-0.128237,-0.322707,0.410303,-0.167482,0.328676
923.547,0.997787,0.0494042,6,63,0,-919.033,0.321411,0.336753,-0.263914,0.280011,0.00747697,0.133449,0.269608,-0.380594,-0.0915493,-0.0992543,0.623373,-0.274611,0.391294
931.469,0.981099,0.0494042,6,63,0,-917.169,0.996261,0.26913,-0.258956,-0.14768,-0.0666634,0.301688,0.195023,-0.168907,0.338764,-0.154923,0.16245,-0.0991969,0.18889
926.37,0.855888,0.0494042,6,63,0,-918.903,0.818078,0.276348,0.193271,-0.0952186,-0.0553342,0.415067,-0.0359555,-0.426267,0.183637,0.0968959,0.320119,0.0330264,0.424613
922.257,0.995395,0.0494042,5,31,0,-917.279,0.94772,0.26509,0.0591249,0.172704,-0.0851112,0.485585,-0.106869,-0.55683,0.0180953,-0.0178092,0.66,-0.0945329,0.200775
924.488,0.876001,0.0494042,5,31,0,-915.888,0.573955,0.309202,0.119443,0.140935,-0.0012658,0.271965,-0.250333,-0.568249,0.0876774,-0.156597,0.466137,-0.215629,0.524762
925.896,0.999197,0.0494042,5,63,0,-919.316,0.629684,0.310146,0.0690456,0.130247,-0.0783383,0.332599,-0.324386,-0.581312,0.0955726,-0.154418,0.504706,-0.275089,0.450584
927.459,0.964178,0.0494042,6,63,0,-918.202,0.899103,0.268781,-0.354787,0.126204,0.248631,0.536497,0.127357,-0.409514,-0.0622838,0.153419,0.364147,-0.00145271,0.262802
929.705,0.968723,0.0494042,6,63,0,-921.611,1.73225,0.189196,-0.0882473,-0.045059,0.149457,0.1735,-0.192544,-0.283449,0.206131,-0.188126,0.459363,0.0451569,0.268371
927.239,0.926497,0.0494042,5,31,0,-919.994,1.39319,0.215885,0.135609,0.128643,0.250791,0.301083,-0.0406109,-0.384741,0.241989,-0.208195,0.14815,0.196797,0.223629
925.297,0.983234,0.0494042,6,63,0,-920.009,1.20776,0.246544,-0.839844,-0.0288606,-0.365839,0.107168,0.189855,-0.331892,0.128632,-0.161601,0.424683,-0.0731823,0.358048
926.42,0.947772,0.0494042,6,63,0,-918,1.59319,0.205352,-0.28981,0.0962049,0.131471,0.226939,-0.349799,-0.130825,0.0740672,-0.301651,0.059728,0.0285146,0.231365
926.169,0.916232,0.0494042,6,63,0,-916.253,0.396868,0.342896,0.119056,0.112068,-0.17103,0.297521,0.38736,-0.35404,0.166649,0.0651289,0.357061,-0.304844,0.303873
925.853,0.94483,0.0494042,6,127,0,-918.184,1.43728,0.198606,-0.207916,0.368585,-0.102465,0.846507,0.167551,-0.151985,0.470528,-0.082659,0.39732,0.415494,0.368103
923.968,0.999936,0.0494042,6,63,0,-919.532,2.06296,0.133992,-0.467637,-0.282012,-0.0646263,0.475179,0.559243,-0.220237,0.238862,0.0816034,0.797082,0.405043,0.493021
922.79,0.974349,0.0494042,7,191,0,-915.127,-0.340207,0.442885,-0.2971,-0.0510869,-0.34667,0.387651,0.168607,-0.508621,-0.261633,-0.335566,0.215342,-1.00234,0.494196
924.568,0.984499,0.0494042,6,63,0,-917.54,1.31357,0.260157,-0.390862,0.251057,-0.122362,0.173976,-0.348241,-0.89152,0.0711751,-0.545854,-0.0732598,-0.367955,0.43787
927.769,0.882804,0.0494042,5,63,0,-919.453,0.790231,0.320068,-0.437955,0.00584144,-0.155599,0.201024,-0.0927282,-0.791418,-0.0845977,-0.396236,0.0865699,-0.259163,0.332254
929.079,0.997119,0.0494042,6,63,0,-922.905,1.26099,0.251024,-0.17834,-0.0328865,-0.0513888,0.405033,-0.122133,-0.338714,-0.132007,-0.103585,0.0736591,-0.335832,0.273181
931.045,0.994011,0.0494042,5,63,0,-925.113,1.28522,0.240053,-0.0825235,-0.0855937,-0.124569,0.238065,0.0204512,-0.289069,0.0864811,-0.183284,0.334896,0.163553,0.137342
929.592,0.999748,0.0494042,6,127,0,-924.875,1.2307,0.254436,-0.229582,0.0529939,-0.0236579,0.362416,-0.0649449,-0.209987,0.0291271,-0.372781,0.334978,-0.228903,0.456583
928.245,0.7752,0.0494042,6,63,0,-921.804,1.19337,0.245747,-0.349722,0.0413173,-0.100278,0.318764,-0.0235967,0.00867939,0.128943,-0.252101,0.52352,0.131811,0.190428
929.133,0.954683,0.0494042,6,127,0,-923.329,2.04364,0.17387,-0.53882,-0.0661251,-0.062998,0.277814,0.0141896,-0.546149,0.100888,-0.189688,0.309545,-0.036226,0.466347
923.376,0.985261,0.0494042,5,31,0,-916.834,1.13146,0.262333,-0.466903,-0.302757,-0.203801,0.23051,0.139029,-0.653554,0.0622838,-0.320458,0.495392,0.164861,0.382567
922.407,1,0.0494042,5,63,0,-914.749,2.13624,0.151091,0.0918918,-0.119296,-0.118032,0.161204,0.154031,-0.410461,0.0644859,-0.2194,0.473725,0.00732632,0.595346
922.308,0.970417,0.0494042,6,63,0,-914.964,0.844719,0.292985,-0.590563,0.230893,-0.140257,0.436138,-0.031251,-0.25248,0.346813,-0.00542487,-0.00670944,-0.145562,0.171915
927.277,1,0.0494042,5,31,0,-917.528,0.892181,0.274859,-0.351014,0.117842,0.150692,0.504851,-0.0229169,-0.175697,0.426131,-0.00344399,0.118019,-0.178036,0.421576
931.404,0.951007,0.0494042,5,31,0,-924.393,1.14864,0.238374,-0.261515,0.210909,0.180928,0.386634,0.0335491,-0.289517,0.256015,0.0112396,0.353622,0.149564,0.282709
931.642,0.983541,0.0494042,6,63,0,-929.001,1.56777,0.21118,-0.0756856,0.112249,0.0210712,0.436344,-0.0462271,-0.339468,0.116159,0.0624983,0.342919,0.0417216,0.229875
928.657,0.73523,0.0494042,6,63,0,-924.329,0.967276,0.253203,-0.091756,0.190364,0.087757,0.476391,0.370863,-0.314346,0.481862,-0.0632533,0.544361,-0.114228,0.343937
931.119,0.999357,0.0494042,6,63,0,-924.22,1.45844,0.2272,-0.35188,-0.0293496,0.0787517,0.435993,0.0232902,-0.1685,0.0148197,-0.206445,0.225133,-0.16093,0.291821
929.959,0.682129,0.0494042,6,63,0,-921.848,1.18947,0.246831,0.134842,0.0931014,-0.0407209,0.106162,0.204078,-0.0924879,0.277475,-0.0529363,0.296717,-0.17054,0.17139
930.765,0.968964,0.0494042,6,63,0,-924.175,1.59389,0.206773,-0.402519,-0.0249745,-0.088223,0.504509,-0.0408136,-0.313383,0.0651372,-0.11472,0.265759,-0.0924696,0.209326
931.332,0.99945,0.0494042,6,63,0,-925.454,0.863547,0.280944,0.0800358,0.0221498,0.0377297,0.223906,-0.0137198,-0.299144,0.218145,-0.228388,0.147468,-0.0302015,0.125334
930.634,0.99059,0.0494042,5,63,0,-926.392,1.39255,0.238461,-0.47493,-0.0892147,-0.10595,0.277755,0.0253475,-0.00875822,0.0160104,-0.133059,0.254174,-0.152974,0.244021
931.157,0.987594,0.0494042,6,63,0,-926.317,1.21103,0.254563,-0.321849,-0.00357208,-0.192591,0.416509,0.00994683,-0.00224092,0.144205,-0.269505,0.167955,-0.140254,0.206108
929.374,0.997629,0.0494042,6,63,0,-924.362,1.87901,0.174553,-0.159506,0.0543532,-0.248415,0.369585,0.0997143,-0.541469,0.0590564,-0.381432,0.478412,0.1478,0.383626
929.075,0.984298,0.0494042,6,63,0,-924.415,1.21852,0.236288,-0.336881,0.0682374,0.163361,0.36755,0.0159659,-0.175389,0.395258,0.115883,0.175398,0.098518,0.188916
931.947,0.998134,0.0494042,6,63,0,-925.53,0.784685,0.301427,-0.153604,-0.00606912,-0.192272,0.301865,0.106488,-0.271345,-0.0881838,-0.327878,0.301396,-0.274528,0.220755
928.487,0.946878,0.0494042,6,63,0,-925.173,0.988549,0.290925,-0.0350466,0.0693882,-0.0928655,0.0131486,0.0450506,-0.400989,-0.235346,-0.423798,0.218786,-0.247063,0.25062
931.457,0.987168,0.0494042,6,63,0,-921.295,1.05667,0.276068,-0.239176,-0.17891,-0.0257693,0.15263,-0.033153,-0.281004,0.157701,-0.386684,0.0281553,-0.261392,0.202739
930.017,0.897708,0.0494042,6,63,0,-924.505,-0.0284546,0.376741,-0.0171695,0.284275,-0.0379123,0.37259,-0.0714152,-0.203553,0.0762761,0.0530762,0.188606,-0.391996,0.219921
930.309,0.999656,0.0494042,6,63,0,-927.13,0.278599,0.358038,-0.0892022,0.111576,-0.0636717,0.282968,0.0387836,-0.423675,0.0503347,-0.553545,0.180716,-0.548449,0.318007
929.276,0.996826,0.0494042,6,63,0,-925.279,0.167717,0.367231,-0.325799,-0.0332393,-0.154041,0.582479,0.0499656,-0.169918,0.0458662,-0.255538,0.237245,-0.388516,0.326926
926.192,0.9992,0.0494042,6,63,0,-921.844,0.563654,0.307364,0.154542,0.58516,0.264322,0.412488,-0.0691199,-0.309334,0.210558,0.0893986,0.259048,-0.213713,0.26089
930.511,0.999972,0.0494042,6,127,0,-922.008,0.139352,0.369582,-0.0118624,0.277359,0.199622,0.344708,-0.107341,-0.304488,0.259158,-0.297662,0.165884,-0.414837,0.337358
928.649,0.910436,0.0494042,6,63,0,-923.656,-0.169919,0.388291,0.178717,0.492974,-0.00656402,0.451128,0.226154,-0.133699,0.297651,0.105758,0.361374,-0.310181,0.283859
927.086,0.990539,0.0494042,6,63,0,-924.318,-0.34215,0.397851,0.291288,0.518915,0.168197,0.676047,0.124059,-0.330309,0.511401,-0.235115,0.458256,-0.512719,0.491026
925.667,0.996552,0.0494042,6,63,0,-921.281,0.10482,0.362656,-0.130643,-0.0170099,0.497951,0.629112,0.240082,-0.520837,0.0596753,-0.0457055,0.301327,-0.369934,0.311253
930.646,0.66616,0.0494042,6,63,0,-916.191,1.38061,0.23472,-0.33916,-0.113817,-0.257071,0.130224,-0.165743,-0.11514,0.0945537,-0.297092,0.307299,0.0399921,0.236585
931.974,0.944377,0.0494042,6,63,0,-926.113,0.92014,0.275231,-0.211319,0.220472,0.0925921,0.313052,0.237329,-0.305885,0.153744,0.0379006,0.28914,0.00745194,0.266999
932.738,0.99356,0.0494042,6,63,0,-929.17,1.27025,0.245047,-0.0421081,-0.141592,-0.101066,0.257819,-0.103945,-0.110199,0.146046,-0.246317,0.199797,-0.0540093,0.227694
930.844,0.99884,0.0494042,6,63,0,-926.752,1.23129,0.244184,-0.274649,0.165162,-0.0785073,0.21248,0.186441,-0.41097,0.0777535,-0.00274651,0.301799,-0.00438088,0.366694
925.79,0.823838,0.0494042,5,31,0,-923.524,1.16773,0.240265,-0.643526,0.0906221,-0.154394,0.463066,0.264201,-0.180614,0.0428784,0.0847672,0.283557,-0.0824151,0.238886
929.675,0.984087,0.0494042,6,63,0,-921.411,1.35089,0.22981,-0.393783,0.350303,-0.158237,0.198548,0.0887988,-0.257081,0.224058,0.0425732,0.405558,0.0886062,0.312208
925.753,0.971821,0.0494042,6,127,0,-919.161,1.61066,0.215545,-0.249342,0.185631,-0.288456,0.0808767,-0.146721,-0.572146,-0.14353,-0.00324126,0.33378,-0.0258889,0.465843
928.369,0.873371,0.0494042,6,63,0,-920.318,1.61043,0.212081,-0.494069,0.10914,-0.3235,0.34903,0.160113,-0.450441,0.152545,-0.397743,0.17105,-0.106065,0.22661
930.253,0.989272,0.0494042,5,63,0,-924.55,1.37198,0.239314,-0.150766,0.21458,-0.341746,0.15894,0.130321,-0.40755,0.106066,-0.280949,0.162569,0.0239998,0.27068
931.753,0.978575,0.0494042,6,63,0,-926.132,1.24682,0.251132,-0.163587,-0.0526337,-0.15612,0.0219259,0.0611542,-0.318668,-0.0142707,-0.0742216,0.303638,-0.202454,0.227323
931.628,0.894997,0.0494042,5,63,0,-926.236,1.71296,0.197192,-0.0744035,-0.059771,-0.071346,0.157753,0.0160935,-0.142312,0.0648753,-0.0473943,0.202893,-0.048639,0.250294
931.484,0.998473,0.0494042,5,63,0,-926.805,1.09987,0.262241,-0.206265,-0.0514514,-0.0827558,0.323765,-0.233925,-0.171498,0.205759,0.0271795,0.248646,-0.00212066,0.181589
929.335,0.916019,0.0494042,6,63,0,-926.129,0.916023,0.274056,-0.0231589,0.203688,-0.213526,0.193828,0.306151,-0.167845,0.0578573,-0.319915,0.247081,-0.138046,0.231797
926.978,0.85651,0.0494042,6,63,0,-924.296,0.960315,0.263623,0.0863366,0.171472,-0.282242,0.157702,0.198959,-0.102721,0.131194,-0.296392,0.335998,-0.151803,0.265389
929.486,0.997397,0.0494042,6,127,0,-920.253,1.27421,0.234606,-0.0439465,0.0765871,-0.194065,0.638417,0.0187514,-0.443968,0.366097,-0.0677385,0.499064,0.0636248,0.365121
928.427,0.963059,0.0494042,6,63,0,-923.192,0.7825,0.292556,-0.136759,0.294964,0.00840622,0.240363,0.230739,-0.407544,0.436598,-0.0519445,0.108948,-0.0935754,0.336235
930.238,0.99992,0.0494042,6,63,0,-925.86,0.538462,0.317152,-0.0495669,0.107956,0.222061,0.609873,-0.0102562,-0.276048,0.233257,-0.0645027,0.386747,-0.305631,0.23405
931.807,0.992897,0.0494042,6,63,0,-925.98,0.511425,0.3169,-0.223321,0.172969,-0.00599304,0.47726,0.221467,-0.443788,0.207731,-0.0418929,0.377227,-0.254443,0.337537
933.223,0.966613,0.0494042,6,127,0,-927.361,1.91049,0.181378,-0.120663,-0.0987962,-0.0784204,0.100613,-0.133938,-0.160534,0.0174517,-0.26186,0.140566,0.068758,0.147632
930.871,0.954595,0.0494042,5,31,0,-928.975,1.76158,0.201251,-0.00377081,-0.0310008,0.0571991,0.0618593,-0.114276,-0.188726,-0.140218,-0.225704,0.202022,0.0592252,0.147392
929.223,0.913326,0.0494042,6,63,0,-913.535,1.6852,0.190981,-0.527924,-0.0849109,-0.363144,0.464178,0.143687,-0.423957,0.392318,-0.0142055,0.38593,0.16275,0.355516
926.679,0.864447,0.0494042,7,191,0,-918.654,-0.597311,0.441429,0.376289,0.118995,0.387973,0.359884,0.208334,-0.233873,0.271765,-0.276774,0.183728,-0.566229,0.340626
927.956,0.998313,0.0494042,7,255,0,-922.356,-0.31893,0.395748,0.118052,0.429872,0.3937,0.61513,0.444623,-0.276487,0.221257,-0.0767204,0.561591,-0.389956,0.412491
922.737,0.996348,0.0494042,6,63,0,-919.658,-0.611278,0.421086,0.0562612,0.157316,0.561835,0.703481,0.434968,-0.225488,0.135214,-0.183975,0.620355,-0.245314,0.342211
926.472,0.999826,0.0494042,6,127,0,-918.369,0.107855,0.361704,0.218958,0.126993,0.0812371,0.566093,0.468824,-0.490686,0.225225,-0.117019,0.281422,-0.443011,0.535728
925.431,0.999866,0.0494042,6,63,0,-921.765,-0.212373,0.391442,0.305834,0.106925,0.114929,0.595452,0.533151,-0.346158,0.00223952,-0.103472,0.387259,-0.37976,0.348672
