# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = m12.6.1_1.data.R
# init = 2 (Default)
# random
#   seed = 2734807180
# output
#   file = m12.6.1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bp,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,sigma_society
925.691,0.911324,0.0572729,6,63,0,-923.389,2.38905,0.115963,-0.439129,-0.0324711,0.0834083,0.236749,-0.214832,-0.243928,0.173823,0.0309217,0.38554,0.112948,0.384096
931.42,0.991047,0.0572729,6,63,0,-920.556,1.33597,0.249351,-0.0443865,-0.0579565,-0.188423,0.186126,0.153875,-0.233707,0.0415863,-0.252218,0.130601,-0.242227,0.137492
929.73,0.956111,0.0572729,5,31,0,-924.358,1.08227,0.267544,-0.316187,-0.165573,-0.129007,0.17515,0.233166,-0.297378,0.0990508,-0.107335,0.0350941,0.0241001,0.218355
928.814,0.849531,0.0572729,6,63,0,-924.734,1.58252,0.229919,-0.132769,-0.111619,-0.101025,0.283551,-0.03268,-0.637417,0.152355,-0.0954082,0.110712,-0.252476,0.281086
925.405,0.997047,0.0572729,5,31,0,-920.348,1.53067,0.22682,-0.24017,-0.290102,0.073966,0.175623,-0.0216702,-0.832079,0.0948799,-0.037463,0.0420194,0.0645255,0.364347
922.616,0.999618,0.0572729,6,63,0,-917.844,1.30612,0.223989,-0.375421,0.21206,-0.37199,0.516884,-0.0292652,0.0678405,0.187374,-0.302769,0.656354,0.358723,0.351474
927.022,0.908591,0.0572729,6,63,0,-914.664,1.17261,0.266076,-0.411014,-0.00348917,-0.393249,0.366912,0.271936,-0.734236,0.0722258,-0.46386,0.140656,-0.295213,0.451913
925.576,0.998042,0.0572729,6,63,0,-921.232,0.597928,0.351445,-0.436047,0.0254013,-0.0728777,0.0491369,-0.527736,-0.742468,-0.216423,-0.358814,0.00572528,-0.698327,0.48769
926.203,0.944192,0.0572729,7,255,0,-920.728,1.12237,0.296918,-0.492537,-0.176813,-0.21245,-0.143475,-0.355792,-0.559916,-0.258596,-0.490877,-0.0445012,-0.664245,0.447469
925.001,0.985871,0.0572729,6,63,0,-921.358,0.852986,0.33836,-0.703492,-0.366358,-0.443579,0.201698,-0.286793,-0.854373,-0.113035,-0.799969,-0.150664,-0.812486,0.493245
922.305,0.9985,0.0572729,6,63,0,-919.676,0.926527,0.317551,-0.412198,-0.260804,-0.527106,0.222183,-0.236523,-0.629343,-0.161862,-0.927559,-0.176675,-0.636134,0.888372
928.325,0.988948,0.0572729,6,63,0,-913.856,1.02927,0.263276,-0.124625,0.189792,0.173327,0.158924,-0.11748,-0.434459,0.265907,0.169964,0.330364,-0.155141,0.242377
927.651,0.996301,0.0572729,5,31,0,-923.35,0.996186,0.265525,-0.152767,-0.0148971,0.142157,0.299171,-0.0773647,-0.539684,0.211289,0.185777,0.24675,0.0487707,0.186165
927.433,0.816176,0.0572729,6,63,0,-920.571,1.36975,0.244173,0.217351,0.0577637,0.0170497,0.352411,-0.111741,-0.246627,-0.0573881,-0.0287333,0.282084,-0.16323,0.231071
926.094,0.999017,0.0572729,5,63,0,-919.485,0.834223,0.285133,-0.266289,0.195749,-0.0186084,0.522237,-0.0359024,-0.0571706,-0.222075,-0.195003,0.397669,0.0744056,0.253393
927.786,0.912476,0.0572729,6,63,0,-918.607,1.19026,0.250762,-0.0934143,-0.0970668,0.0866442,0.167774,0.234918,-0.462511,0.38469,0.0145498,0.236513,0.102504,0.320573
931.266,0.972892,0.0572729,5,31,0,-924.41,1.38222,0.228845,-0.0689954,-0.139971,-0.0167166,0.301468,0.150997,-0.47084,0.269474,0.0280813,0.33369,-0.0999223,0.25239
929.886,0.991262,0.0572729,6,63,0,-927.309,1.22465,0.243633,0.0691768,-0.0267064,0.0471438,0.319001,0.144051,-0.451848,0.362561,0.0402488,0.132778,0.0213885,0.242534
930.675,0.994856,0.0572729,6,63,0,-924.34,1.19965,0.258339,-0.391902,0.0733868,0.144311,0.259878,0.0991782,-0.428086,0.0539368,-0.192511,0.0405284,-0.182925,0.311121
930.678,0.999785,0.0572729,6,63,0,-928.099,1.51392,0.211987,-0.0384111,-0.0131379,-0.15142,0.357339,-0.0226095,-0.179211,0.17941,-0.239332,0.515767,0.028545,0.183499
927.66,0.900954,0.0572729,5,31,0,-920.867,2.08411,0.140318,-0.380949,0.0160699,0.0133009,0.135943,0.136694,-0.0766056,0.286129,0.178978,0.251691,0.237373,0.219363
928.372,0.998141,0.0572729,6,63,0,-920.999,0.174712,0.374909,0.0189157,-0.0310019,-0.0572,0.524951,-0.0708246,-0.362446,-0.0258974,-0.447454,0.333577,-0.460399,0.316689
929.515,0.872253,0.0572729,6,95,0,-921.444,1.35872,0.22764,-0.192278,0.0561578,-0.156565,-0.0367461,0.0477162,-0.170217,0.181511,-0.0459694,0.0028852,-0.0595398,0.144172
924.363,0.97745,0.0572729,6,127,0,-917.641,2.48784,0.0868457,-0.444231,-0.325041,0.0751328,0.523563,0.0449842,-0.401669,0.0683276,-0.229247,0.677219,0.662332,0.347448
926.4,0.985863,0.0572729,6,63,0,-919.598,2.28128,0.141537,-0.373183,-0.33002,0.000155468,0.212482,-0.0405935,-0.430244,0.413958,0.0379453,0.396155,0.148868,0.347685
925.94,0.980525,0.0572729,6,63,0,-917.037,2.69793,0.0932285,-0.508842,0.0319578,-0.466714,0.172583,-0.0934603,-0.707573,0.0674378,-0.28172,0.13717,0.364302,0.45752
928.591,0.996261,0.0572729,6,63,0,-923.615,2.28275,0.139484,-0.549189,-0.29591,-0.423509,0.130265,-0.0753423,-0.630263,0.246556,-0.20474,0.291457,0.0762208,0.354336
933.204,0.998866,0.0572729,6,63,0,-923.968,1.13158,0.259083,-0.20409,0.12187,0.0728997,0.245388,0.040368,-0.253752,-0.0870992,-0.237312,0.247204,-0.0283873,0.185784
932.389,0.881983,0.0572729,6,63,0,-928.871,1.30574,0.24021,-0.167639,0.0791246,0.187989,0.344031,0.0274014,-0.146552,-0.0367674,-0.191256,0.216057,-0.0428845,0.153006
928.685,0.99386,0.0572729,6,63,0,-924.423,1.06085,0.272802,0.142668,-0.157156,-0.0159959,-0.0563711,-0.110042,-0.314802,0.154724,-0.295481,0.133929,-0.110643,0.158385
925.38,0.828076,0.0572729,6,63,0,-918.822,1.68491,0.197856,-0.559062,0.213811,-0.0863086,0.471656,0.170913,0.0201206,0.0152837,0.122899,0.289488,0.19474,0.262672
923.23,0.999853,0.0572729,6,63,0,-917.877,1.59918,0.191913,-0.119054,-0.129242,-0.127689,0.408245,0.0268503,-0.921597,0.455588,-0.149129,0.598206,0.0450635,0.450391
923.635,0.983056,0.0572729,6,63,0,-914.755,1.61464,0.198713,-0.466917,-0.168306,0.221979,0.198789,-0.0898431,0.113976,-0.0662692,-0.215867,0.141606,0.0471304,0.200064
923.438,0.998799,0.0572729,6,63,0,-914.351,2.04705,0.172139,-0.217732,-0.203451,-0.619961,0.26054,-0.130415,-1.03483,0.168431,-0.507312,0.341148,0.0687024,0.403089
928.342,0.954596,0.0572729,6,63,0,-919.858,1.45413,0.214963,-0.637805,-0.00253061,0.0731541,0.328209,0.070884,0.0507876,0.0940494,-0.0621274,0.261618,0.0353411,0.268677
932.796,0.995042,0.0572729,5,31,0,-922.736,1.59366,0.214893,-0.0957248,-0.0455513,-0.127625,0.160319,3.33999e-06,-0.275015,0.0743642,-0.0425621,0.350508,-0.147521,0.186665
929.125,0.485139,0.0572729,5,63,0,-920.173,1.90261,0.190531,-0.234376,-0.0939238,-0.0889329,0.283189,0.092482,-0.420737,-0.0459544,-0.026388,0.26598,-0.184303,0.234717
929.099,0.995324,0.0572729,6,127,0,-923.98,0.809573,0.293289,-0.162499,0.335475,-0.113473,0.500921,0.153974,-0.169594,0.372378,-0.303203,0.302013,-0.316183,0.255986
926.809,0.998056,0.0572729,6,63,0,-923.845,0.306835,0.336535,0.188955,0.188853,0.287549,0.451071,0.183029,-0.590807,0.0740947,0.108739,0.408002,-0.379735,0.36588
925.697,0.818825,0.0572729,6,63,0,-917.628,0.0680815,0.378797,-0.179997,0.413402,0.0834071,0.492966,-0.00329997,0.128074,0.331436,-0.286123,0.215095,-0.503374,0.325044
924.343,0.999911,0.0572729,6,63,0,-919.543,0.416322,0.341349,0.215367,0.00537964,-0.202468,0.361076,0.307757,-0.62899,-0.0749023,0.0305538,0.185598,-0.375935,0.229284
924.408,0.999589,0.0572729,5,63,0,-915.779,0.625472,0.311944,0.134767,0.0821159,0.00521011,0.33497,0.487052,-0.500003,-0.0784507,-0.0383263,0.379374,-0.30835,0.449466
928.286,0.982675,0.0572729,5,63,0,-918.338,0.655868,0.315467,0.00253842,0.108305,-0.050148,0.346956,0.395956,-0.366208,-0.0660227,-0.185472,0.286365,-0.342152,0.357909
929.21,0.99876,0.0572729,6,63,0,-922.945,0.232133,0.358823,0.0717316,0.00365629,-0.138878,0.278769,0.245125,-0.545307,0.00750983,-0.321709,0.233039,-0.469801,0.338444
930.915,0.929848,0.0572729,6,63,0,-923.901,1.29589,0.240755,-0.376781,0.10822,-0.0314944,0.274617,-0.219133,-0.125507,0.178599,-0.0528349,0.147976,0.0458746,0.166605
933.921,0.951465,0.0572729,5,31,0,-928.177,1.40711,0.236717,-0.165178,-0.0961611,0.0200864,0.131314,-0.0864585,-0.165261,0.170653,-0.20654,0.251731,-0.0613467,0.152611
931.758,0.88019,0.0572729,5,31,0,-928.752,1.38577,0.226612,0.126866,-0.0966101,-0.0564865,0.178444,-0.102588,-0.0858039,0.0397444,-0.20608,0.232046,0.0798152,0.135166
929.579,0.999383,0.0572729,6,63,0,-922.571,1.16636,0.26344,-0.342303,-0.194835,-0.277113,0.420786,0.0148228,-0.533543,0.198319,-0.0709172,0.250365,-0.305917,0.396686
925.128,0.993577,0.0572729,6,63,0,-920.172,0.751008,0.304951,-0.407626,-0.131907,0.0467615,0.626036,0.135668,-0.713746,-0.161392,-0.30449,0.135608,-0.174974,0.304331
929.895,0.996228,0.0572729,5,63,0,-919.857,1.0485,0.277028,-0.261117,-0.256459,0.0626994,0.33571,0.0942705,-0.399907,-0.0398338,-0.245302,0.0312385,-0.18958,0.336941
927.929,0.952578,0.0572729,6,63,0,-924.382,1.23894,0.267779,-0.443707,-0.16858,0.0333631,0.132924,-0.0965578,-0.607757,0.220275,-0.358786,-0.0517579,-0.356691,0.259669
929.809,0.889746,0.0572729,6,63,0,-923.21,1.27956,0.261258,-0.174755,-0.318821,0.0585063,0.171853,-0.082639,-0.52223,-0.0203443,-0.183419,0.0175367,-0.194342,0.2417
928.235,0.982359,0.0572729,6,63,0,-919.639,1.70872,0.205525,-0.525927,-0.0689463,-0.556411,0.093903,-0.0565888,-0.336575,-0.071592,-0.38917,0.245611,-0.0314276,0.280437
928.973,0.993883,0.0572729,6,127,0,-923.796,0.856232,0.265194,-0.0147809,0.144333,0.380626,0.495548,0.161638,-0.315948,0.250901,-0.0436464,0.310211,0.186621,0.268705
929.988,0.982884,0.0572729,6,63,0,-922.548,1.05266,0.250421,0.132494,0.309307,0.21974,0.48095,0.21838,-0.311763,0.271914,0.0668022,0.30796,0.00351253,0.260368
928.963,0.981065,0.0572729,6,63,0,-923.154,1.54201,0.238151,-0.41856,-0.327702,-0.429703,0.00596527,-0.0828643,-0.496796,-0.0112415,-0.415572,0.102303,-0.115587,0.275137
930.241,0.902497,0.0572729,6,63,0,-924.945,0.934043,0.296479,-0.360679,0.0253898,-0.0681038,0.259259,-0.291522,-0.634828,-0.0748339,-0.35316,0.0805909,-0.291867,0.35285
925.153,0.843495,0.0572729,6,63,0,-920.636,1.22954,0.27668,-0.320033,-0.326126,-0.222254,0.0769631,-0.247477,-0.912413,0.183523,-0.697146,0.197101,-0.370681,0.477064
929.431,0.979939,0.0572729,6,63,0,-921.758,0.542842,0.350893,-0.202516,0.0773712,-0.199811,0.181007,-0.00452575,-0.463279,-0.0993305,-0.340382,0.0175201,-0.703358,0.324711
929.689,0.803719,0.0572729,6,63,0,-919.792,0.584563,0.307337,-0.00546116,0.321512,0.235667,0.47593,0.141731,-0.367623,0.452363,-0.143608,0.385631,-0.313581,0.302845
928.597,0.991175,0.0572729,6,63,0,-924.032,1.0817,0.283135,-0.227506,-0.00331438,-0.217862,0.336798,-0.052647,-0.323684,-0.108603,-0.28233,0.088719,-0.548468,0.216256
919.056,0.714989,0.0572729,5,31,0,-913.16,0.724631,0.296899,0.143843,-0.205076,9.87754e-05,0.0481665,-0.31685,-0.15445,0.499085,-0.271775,0.045929,-0.00460551,0.228919
927.807,0.999958,0.0572729,6,63,0,-911.93,1.02584,0.265068,-0.24422,-0.0109608,-0.178634,0.326034,0.361309,-0.21202,-0.105994,-0.0349956,0.420362,-0.216503,0.225514
928.627,0.975714,0.0572729,5,63,0,-923.076,0.342483,0.338505,-0.0864068,0.0350306,-0.261722,0.346157,0.206696,-0.264559,0.0948441,-0.0944114,0.472042,-0.210064,0.374008
932.234,0.958168,0.0572729,6,63,0,-925.823,0.951599,0.279424,-0.232376,0.240241,-0.0239983,0.345086,0.0124419,-0.319513,0.140168,-0.170452,0.0595155,-0.0275023,0.219371
930.822,0.996144,0.0572729,6,63,0,-926.83,0.0412359,0.376092,0.0403574,0.0215086,0.066619,0.218964,0.0810441,-0.132652,0.193592,-0.120759,0.268479,-0.487159,0.187887
928.114,0.967429,0.0572729,5,31,0,-925.056,0.0795249,0.367629,0.0775139,0.397571,0.268234,0.208313,0.0938904,-0.161749,0.0327516,-0.213008,0.182677,-0.190237,0.212183
929.225,0.94817,0.0572729,6,63,0,-921.599,0.674698,0.310239,-0.052435,-0.135921,-0.190328,0.329719,-0.198978,-0.19822,0.267259,-0.15427,0.22508,-0.342411,0.170721
929.772,0.990678,0.0572729,6,63,0,-923.586,0.620969,0.308878,0.0778928,0.258408,0.136057,0.0257279,-0.0309111,-0.259882,0.0889803,-0.0141547,0.268763,-0.0636886,0.17365
931.404,0.999739,0.0572729,6,63,0,-926.373,1.12603,0.263547,-0.228685,-0.171338,-0.167706,0.375242,0.143008,-0.097334,0.0880691,-0.229246,0.089567,-0.125567,0.165818
926.502,0.965168,0.0572729,6,63,0,-923.601,0.9989,0.270723,0.132334,0.283703,0.165688,-0.0533397,-0.117122,-0.223608,0.0496236,0.0674731,0.247968,-0.0595805,0.194642
928.824,0.983634,0.0572729,5,63,0,-920.783,0.666369,0.295891,-0.140403,-0.0131416,-0.0355353,0.673151,0.209155,-0.282172,0.439075,-0.235676,0.264285,-0.081465,0.241424
925.148,0.936383,0.0572729,6,63,0,-918.212,0.839345,0.306973,-0.173999,0.0236544,-0.06468,-0.177502,-0.256225,-0.360787,-0.276281,-0.190843,0.0952607,-0.316052,0.197224
926.374,0.895266,0.0572729,6,63,0,-917.234,1.26551,0.226061,-0.228802,0.138951,-0.165802,0.714839,0.533023,-0.0804747,0.296709,-0.0710436,0.529197,0.223628,0.463998
926.718,0.751198,0.0572729,6,63,0,-913.69,1.70122,0.221611,-0.217599,-0.0714516,-0.0229973,0.111063,-0.278066,-0.618942,-0.113909,-0.283909,0.202559,-0.0170165,0.198142
924.982,0.999982,0.0572729,6,127,0,-918.967,0.392858,0.299679,-0.142206,0.208663,0.00892449,0.577685,0.481307,0.0367162,0.645181,0.0908583,0.476675,-0.00499104,0.390616
921.771,0.990669,0.0572729,6,63,0,-915.366,-0.484124,0.396441,0.321945,0.735697,0.498984,0.735826,0.196957,-0.357852,0.184162,0.0039696,0.591145,-0.293459,0.79209
927.943,0.98694,0.0572729,6,63,0,-917.215,-0.257213,0.419811,-0.124853,0.0914582,-0.247548,0.291246,0.0864488,-0.181964,0.22028,-0.189703,0.206571,-0.538044,0.311085
928.673,0.821074,0.0572729,6,63,0,-922.225,0.831943,0.270024,-0.146044,0.0819918,0.337795,0.448336,0.0855896,-0.313879,0.203253,-0.303111,0.385569,0.0237706,0.348149
927.786,0.996252,0.0572729,6,63,0,-923.483,0.910333,0.274534,-0.0717199,-0.176981,-0.349103,0.365062,0.024849,-0.57767,0.330543,-0.242891,0.334832,-0.166131,0.310161
927.065,0.991174,0.0572729,6,63,0,-921.893,0.17802,0.372573,-0.269471,0.353914,0.247746,0.345621,-0.0204833,-0.214556,-0.156459,-0.280192,0.0103495,-0.42904,0.260774
925.67,0.936364,0.0572729,6,63,0,-921.073,0.468938,0.349008,-0.0192392,-0.296436,-0.475584,0.21559,0.00592794,-0.519411,0.2349,-0.34604,0.210186,-0.466158,0.415828
924.55,1,0.0572729,6,63,0,-922.062,0.178534,0.391297,-0.429312,0.262315,0.0512789,0.307011,-0.290044,-0.671635,-0.289089,-0.527576,-0.122307,-0.60032,0.386349
928.215,0.995529,0.0572729,6,63,0,-921.182,0.218166,0.368146,-0.0118086,0.16185,-0.263942,0.269107,-0.0242019,-0.254408,0.368233,-0.303043,0.284774,-0.55953,0.335508
927.19,0.912386,0.0572729,6,127,0,-920.643,2.5669,0.106018,-0.439327,-0.141438,0.037024,-0.0104584,0.0420422,-0.418055,-0.0836199,-0.0856934,0.464882,0.201119,0.256899
924.141,0.80571,0.0572729,6,63,0,-919.147,1.45198,0.195772,-0.233852,0.0807807,-0.197184,0.769557,0.181539,-0.0775046,0.642073,-0.0702882,0.344529,0.204732,0.460833
926.317,0.987366,0.0572729,6,63,0,-920.093,2.39878,0.105473,-0.342511,0.034172,0.174052,0.221881,0.153635,-0.428774,0.0536799,0.0384885,0.688966,0.393359,0.303521
927.386,0.981102,0.0572729,6,63,0,-919.37,1.81857,0.180155,-0.299387,0.00422796,-0.0941019,0.517984,-0.110939,-0.0403224,0.301286,-0.345278,0.190334,-0.0091272,0.280152
928.831,0.871315,0.0572729,6,63,0,-921.651,1.14526,0.248914,-0.380995,0.129681,0.00364011,0.209131,0.128111,-0.408627,0.0623458,0.155874,0.53637,0.0193397,0.26463
933.413,0.994833,0.0572729,5,31,0,-927.615,1.13096,0.255095,-0.240316,0.111229,-0.126768,0.469326,0.0388214,-0.2477,0.236892,-0.109525,0.353055,-0.0738231,0.26961
929.858,0.952626,0.0572729,6,63,0,-927.71,0.229044,0.348101,-0.133242,0.137703,0.135318,0.384856,0.369394,-0.157235,0.204122,0.0755179,0.194925,-0.221188,0.213026
928.057,0.99831,0.0572729,6,63,0,-921.629,1.1375,0.238972,0.0661556,0.309086,-0.106941,0.522223,-0.0425307,-0.172191,0.172486,-0.190155,0.601542,0.223448,0.36033
930.441,0.821743,0.0572729,5,31,0,-923.038,1.34084,0.234413,-0.0317541,0.0601249,-0.072304,0.480173,0.0163504,-0.324266,0.303121,-0.0767092,0.528626,0.0404479,0.301897
928.086,0.995633,0.0572729,6,63,0,-924.685,2.24261,0.131373,-0.591976,0.27331,0.0295522,0.383832,0.186333,-0.223808,0.27938,-0.142778,0.369216,0.392435,0.37046
926.915,0.933814,0.0572729,6,63,0,-923.244,1.91765,0.152995,-0.0654436,-0.312593,-0.044896,0.499787,0.157651,-0.28505,0.361773,0.0865745,0.631457,0.380121,0.559891
929.463,0.974305,0.0572729,6,63,0,-923.446,1.54832,0.217042,-0.513438,0.221567,0.0504031,0.359581,0.0587799,-0.340548,0.135249,-0.305683,0.232467,-0.0681596,0.199393
931.16,0.968855,0.0572729,5,63,0,-927.557,1.00864,0.270602,-0.00669136,-0.0506481,-0.0989919,0.186509,0.0969471,-0.376441,0.18073,-0.113332,0.397375,-0.114087,0.351004
933.143,0.999167,0.0572729,5,63,0,-928.097,0.84886,0.28803,-0.141192,-0.0763903,-0.0712689,0.314897,0.127984,-0.272085,0.130805,-0.116416,0.27078,-0.133694,0.295173
931.261,0.858487,0.0572729,5,31,0,-927.593,1.31821,0.237853,-0.17217,-0.17913,-0.101395,0.316326,0.117464,-0.159244,0.299023,-0.00291564,0.42348,-0.0438851,0.198082
929.882,0.999986,0.0572729,6,63,0,-926.055,1.82907,0.181355,-0.23966,0.247795,0.097316,0.3551,0.0649466,-0.277284,0.084127,-0.148078,0.28708,0.226421,0.34774
929.164,0.982622,0.0572729,5,63,0,-923.382,1.62811,0.187345,-0.18091,0.173874,0.136624,0.25612,0.128371,-0.217737,0.317062,-0.0553892,0.292422,0.293416,0.388723
