# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = m12.6.1_3.data.R
# init = 2 (Default)
# random
#   seed = 2734807186
# output
#   file = m12.6.1_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bp,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,sigma_society
931.658,0.926593,0.0502079,6,63,0,-928.06,1.31121,0.242569,0.00237658,-0.13971,-0.210469,0.0803387,0.0352987,-0.250387,0.194813,-0.260676,0.153087,-0.165996,0.200532
930.315,0.999207,0.0502079,6,127,0,-923.35,0.483182,0.313226,0.0338399,0.0658847,0.186874,0.518305,0.0726535,-0.264166,0.368022,0.116369,0.250999,-0.0996416,0.220991
929.776,0.885254,0.0502079,6,63,0,-923.465,0.592781,0.33237,-0.134213,0.203463,-0.0701357,0.0499109,-0.122601,-0.165754,-0.001072,-0.393835,0.186054,-0.309852,0.213904
929.035,0.99853,0.0502079,6,63,0,-923.543,1.306,0.224045,-0.117436,-0.255662,-0.00703135,0.428938,0.169964,-0.182463,0.181686,0.174939,0.247236,0.183773,0.263858
928.007,0.540413,0.0502079,6,127,0,-916.648,2.59634,0.104479,-0.295111,-0.0360937,-0.269479,0.0908433,-0.0953364,-0.386544,-0.100643,-0.196547,0.491372,0.211683,0.292105
929.352,0.999994,0.0502079,6,63,0,-924.579,2.26799,0.133692,-0.40547,0.0101623,-0.280882,0.0853224,0.0754362,-0.466013,0.122529,-0.114635,0.541373,0.335329,0.303202
928.685,0.955973,0.0502079,6,127,0,-922.981,0.101841,0.35772,-0.143304,0.250263,0.173753,0.81384,0.112601,-0.14713,0.350065,-0.113758,0.247145,-0.207963,0.324704
927.556,0.984027,0.0502079,6,63,0,-922.985,0.385828,0.33298,0.167353,0.146034,-0.0522983,0.369344,0.353892,-0.31594,0.118915,-0.365318,0.472195,-0.425789,0.290256
926.896,0.994378,0.0502079,6,63,0,-920.53,1.70289,0.199462,-0.746511,-0.0321879,0.0375956,0.512598,-0.134504,-0.299977,0.346453,-0.126937,0.158958,-0.0337427,0.353014
924.669,0.992206,0.0502079,6,63,0,-919.852,1.74769,0.19523,0.0424709,-0.119811,-0.204495,0.111898,0.241257,-0.614472,-0.0889533,-0.189655,0.431451,-0.0706242,0.446832
924.97,0.999992,0.0502079,6,63,0,-917.515,1.53179,0.215724,-0.154847,-0.302303,0.154454,0.413828,-0.200528,-0.89525,0.203981,-0.140132,0.251011,0.0450963,0.294875
928.994,0.865097,0.0502079,6,63,0,-920.415,1.18111,0.257014,-0.0405435,-0.272089,-0.136372,0.374327,-0.141975,-0.453865,0.180716,-0.462409,0.310959,-0.180994,0.404064
928.764,0.995072,0.0502079,5,63,0,-923.064,1.12598,0.264344,-0.019441,0.0619914,0.0613998,0.257364,-0.106584,-0.393963,0.140236,-0.23341,0.0315215,-0.190151,0.427325
931.374,0.999993,0.0502079,6,127,0,-926.156,0.468371,0.333367,-0.0580975,0.123828,0.102103,0.468206,0.0394684,-0.602276,0.228695,-0.316279,0.253627,-0.304202,0.31083
929.922,0.850846,0.0502079,6,63,0,-923.958,0.657065,0.305462,-0.157966,0.285808,0.0822235,0.437596,0.2337,0.0653255,0.169913,0.0266678,0.314476,-0.144564,0.246191
930.259,0.998752,0.0502079,6,63,0,-925.268,0.507885,0.317815,0.0383539,0.10605,-0.0445348,0.213341,0.323176,-0.355514,0.266497,-0.118004,0.37716,-0.227348,0.199805
929.9,0.896318,0.0502079,6,63,0,-923.114,1.57491,0.199959,-0.211015,0.153076,-0.0748274,0.22841,0.0899608,-0.157701,0.229187,0.108133,0.144839,0.0117201,0.241425
932.874,0.976516,0.0502079,6,63,0,-922.983,0.587391,0.320429,0.0211752,-0.0511959,-0.0652739,0.280624,0.0517906,-0.205563,0.0556382,-0.275922,0.268006,-0.348031,0.221971
929.851,0.915662,0.0502079,5,31,0,-927.068,0.348087,0.349817,0.0988582,-0.177167,0.0454628,0.193948,0.146431,-0.117922,0.0125098,-0.192366,0.17734,-0.427693,0.190017
930.002,0.778068,0.0502079,6,63,0,-925.496,1.11373,0.255408,-0.244263,0.431574,0.0371157,0.529877,0.00458316,-0.312832,0.338014,-0.0390806,0.334697,-0.0663699,0.320034
926.235,0.743438,0.0502079,6,63,0,-919.906,0.523301,0.304558,-0.162517,0.550905,0.244042,0.63624,-0.0180403,0.0238616,0.0636381,-0.0874824,0.401356,0.00999131,0.277598
928.031,0.637138,0.0502079,6,63,0,-919.605,0.445954,0.317142,0.0657355,-0.0763373,0.172234,0.248747,0.106118,-0.466508,0.158751,-0.159982,0.346158,-0.218331,0.314855
928.871,0.996074,0.0502079,6,63,0,-924.233,1.08107,0.282506,-0.414153,0.254119,-0.0299523,0.291011,-0.121935,-0.349497,-0.145922,-0.384731,0.162517,-0.19632,0.234095
928.116,0.99484,0.0502079,6,63,0,-924.186,1.31998,0.236714,-0.178116,0.0858057,0.0831902,0.247179,-0.115835,-0.462045,-0.21159,-0.12978,0.36046,-0.117365,0.351522
926.485,0.753354,0.0502079,6,63,0,-919.121,2.00043,0.182759,-0.644575,-0.291378,-0.614764,0.234271,0.00496583,-0.621384,0.249239,-0.377049,0.137728,0.00215186,0.323586
926.177,0.936656,0.0502079,6,127,0,-923.718,1.16575,0.231072,-0.0220435,0.22301,0.382001,0.45056,0.0817339,-0.143614,0.0921481,0.0357465,0.570701,0.154752,0.194248
931.345,0.995522,0.0502079,6,63,0,-922.502,1.00626,0.266829,-0.0562065,0.241437,0.00329793,0.27984,0.150953,-0.276093,0.374516,0.0279151,0.209982,-0.0276118,0.269755
931.886,0.999972,0.0502079,6,63,0,-928.309,0.776705,0.300708,-0.229416,-0.0337416,0.0431469,0.411688,0.0562755,-0.272464,0.0228995,-0.391646,0.360908,-0.192914,0.253232
927.732,0.673564,0.0502079,6,63,0,-922.799,0.789873,0.272533,0.0305326,0.170601,-0.0798217,0.253321,0.406767,-0.311949,0.253759,-0.0177697,0.363656,-0.086221,0.223724
928.581,0.996946,0.0502079,6,63,0,-922.666,1.20887,0.245617,0.0964658,0.14456,0.139376,0.384271,0.258841,-0.237944,0.288996,-0.408182,0.195128,0.0767613,0.304825
930.414,0.947655,0.0502079,6,63,0,-922.95,1.3487,0.248199,-0.291128,0.00393339,-0.219469,0.271841,-0.157956,-0.31479,-0.106331,-0.014681,0.265833,-0.23991,0.290827
933,0.924848,0.0502079,5,63,0,-924.036,1.48566,0.217757,-0.178284,0.00293601,-0.117125,0.331655,0.00331727,-0.158711,0.110411,-0.0182693,0.381201,-0.017731,0.267476
932.209,0.658999,0.0502079,6,63,0,-924.121,1.66208,0.197031,-0.266406,-0.0396992,-0.148517,0.458936,-0.00374835,-0.181054,0.162275,-0.0416898,0.321399,-0.0311502,0.230942
926.251,0.898978,0.0502079,5,31,0,-922.093,1.42073,0.218059,-0.237025,0.294538,-0.0882191,0.239888,0.0617718,-0.185277,0.30737,0.0120454,0.42807,0.336675,0.169469
925.857,0.999914,0.0502079,6,127,0,-917.834,2.08477,0.161616,-0.369847,-0.609471,0.0990871,0.140984,0.0417542,-0.563505,0.0361687,-0.294986,0.13261,0.18838,0.377585
928.116,0.920051,0.0502079,6,63,0,-923.42,1.29622,0.244772,-0.391742,0.318748,-0.353081,0.328443,-0.164451,-0.249358,0.130205,-0.130157,0.368802,0.062627,0.24581
928.726,0.906401,0.0502079,6,63,0,-917.57,1.37568,0.244055,-0.344563,0.292093,-0.267304,0.259199,-0.152002,-0.247306,0.164649,-0.0939326,0.144455,-0.0153377,0.188977
932.598,0.970759,0.0502079,5,31,0,-926.296,1.00905,0.269362,-0.189323,0.0690342,-0.0789416,0.33006,-0.220138,-0.26851,0.104417,-0.121597,0.188461,-0.0853447,0.238485
929.103,0.982368,0.0502079,6,63,0,-925.904,0.835267,0.29808,0.112433,-0.0654538,-0.0107586,0.466717,-0.2097,-0.533675,0.0565022,-0.32863,0.18864,-0.398138,0.316085
929.93,0.989828,0.0502079,6,63,0,-924.043,1.11694,0.26443,-0.192015,-0.0718905,-0.0970205,0.199681,0.0543314,-0.392498,0.0278868,-0.417041,0.304765,-0.0719238,0.444955
930.435,0.924897,0.0502079,5,63,0,-923.546,1.37017,0.236356,-0.037337,-0.0641235,-0.0495043,0.277917,0.0707195,-0.341552,-0.0713553,-0.34696,0.204558,-0.124206,0.354887
931.089,0.998943,0.0502079,6,63,0,-925.314,0.424618,0.33769,-0.144244,0.0466866,-0.0684002,0.202717,-0.0804968,-0.127756,0.20316,-0.0288655,0.0254578,-0.177685,0.10538
931.08,0.988666,0.0502079,6,63,0,-925.386,1.13393,0.264276,-0.0968586,0.0611322,0.137623,0.164556,-0.133193,-0.148528,0.083349,-0.166775,0.31051,-0.286145,0.2376
931.092,0.740575,0.0502079,5,63,0,-926.17,1.09046,0.249532,-0.00545426,0.0538203,0.133047,0.186901,0.0121763,-0.184138,0.126959,-0.299121,0.384313,0.0424174,0.194573
926.782,0.999413,0.0502079,5,63,0,-921.328,0.941569,0.266358,-0.198849,-0.0210273,0.473061,0.488746,0.182796,-0.466421,0.0646642,-0.207324,0.391696,-0.152304,0.34636
929.362,0.901007,0.0502079,6,63,0,-921.906,0.0339283,0.373571,0.102347,0.417315,-0.178258,0.470976,0.206051,-0.288494,0.266563,-0.152296,0.293795,-0.499712,0.259054
931.016,0.844033,0.0502079,6,63,0,-922.747,1.10102,0.257098,-0.185952,0.0531313,0.314698,0.470513,0.00808488,-0.270913,0.123649,-0.253641,0.232368,-0.0152242,0.270125
931.034,0.999423,0.0502079,6,63,0,-926.756,1.26025,0.25084,-0.19596,-0.117285,-0.347633,0.13438,0.221737,-0.334439,0.00108195,-0.171952,0.239767,-0.122101,0.227832
928.072,0.997272,0.0502079,6,63,0,-923.618,1.41001,0.222358,-0.00230311,0.109512,0.263576,0.248358,-0.219541,-0.0128075,0.138047,0.0181947,0.146933,0.106225,0.166456
928.898,0.879636,0.0502079,6,63,0,-916.796,0.590192,0.325475,-0.175254,-0.000840173,-0.199524,0.240991,0.245197,-0.317965,0.0640118,-0.115634,-0.0625951,-0.348568,0.166073
929.102,0.966961,0.0502079,5,31,0,-923.578,0.420258,0.341221,-0.0347446,-0.217627,-0.22072,0.399543,0.140969,-0.236481,0.0488443,-0.0821675,0.0437101,-0.271308,0.191414
927.218,0.703024,0.0502079,6,63,0,-916.575,0.396645,0.323792,-0.210314,-0.195513,-0.121076,0.368684,0.121023,-0.0553774,0.182432,0.112332,0.138413,-0.13332,0.176689
929.777,0.940581,0.0502079,5,31,0,-921.03,1.64451,0.194223,-0.171123,0.100882,-0.197519,0.356496,0.108403,-0.0661146,0.0675387,0.0021517,0.181594,-0.0676936,0.203787
927.721,0.998339,0.0502079,6,63,0,-919.279,1.41463,0.251713,-0.256106,-0.267171,-0.198493,0.0872428,0.178881,-0.572105,0.081692,-0.411714,0.25032,-0.329802,0.286687
927.464,0.999468,0.0502079,6,63,0,-917.846,0.778003,0.306906,-0.245025,0.2452,-0.211517,0.483009,-0.362454,-0.260338,0.143599,-0.0885687,0.244677,-0.271796,0.370724
929.039,0.98113,0.0502079,6,63,0,-926.085,0.752203,0.299999,-0.000639277,-0.0205717,0.137307,0.2019,0.392252,-0.273531,0.163493,-0.220044,0.238136,-0.125947,0.169238
925.417,0.985222,0.0502079,6,63,0,-919.769,1.52335,0.210149,-0.251973,0.542774,-0.0415782,0.538183,-0.134543,-0.260418,0.319224,-0.0679386,0.269105,0.154302,0.416794
926.423,0.92366,0.0502079,6,63,0,-921.215,0.566345,0.308186,-0.0804911,-0.371368,0.0415483,0.218578,0.29216,-0.277491,0.0953018,-0.17504,0.410551,-0.218683,0.274826
928.868,0.880385,0.0502079,6,63,0,-919.305,1.43445,0.227099,-0.370341,0.322488,-0.0560595,0.468709,-0.0812682,-0.525481,0.011102,-0.223886,0.168601,0.0793171,0.254734
928.586,0.827558,0.0502079,6,63,0,-921.025,1.4666,0.241503,-0.426479,-0.178023,0.0361715,0.159925,-0.228179,-0.246298,0.192,-0.297122,0.0880841,-0.0916698,0.315436
929.381,0.999881,0.0502079,6,63,0,-922.806,1.08258,0.267866,-0.117394,0.133453,-0.252523,0.441337,0.199285,-0.620394,0.0527418,-0.198339,0.30016,0.0149331,0.291224
929.737,0.881945,0.0502079,6,63,0,-923.34,0.880452,0.309164,-0.251193,-0.0157598,-0.113146,0.132123,-0.141517,-0.308224,0.0664441,-0.254295,-0.050131,-0.56531,0.25854
925.031,0.998464,0.0502079,5,31,0,-923.2,0.642043,0.324894,-0.314408,-0.0721396,0.0322603,-0.190824,-0.230191,-0.445751,0.0475657,-0.248408,0.0170793,-0.251783,0.205608
929.119,0.796772,0.0502079,5,31,0,-918.944,0.695492,0.306154,-0.163702,0.0833221,0.0270054,0.0635571,-0.224451,-0.48974,0.0479844,-0.275479,0.140307,-0.257015,0.221547
928.847,0.942636,0.0502079,6,63,0,-919.409,0.917735,0.300207,-0.142044,-0.203735,-0.00568203,0.150447,-0.0907061,-0.537158,0.164967,-0.348114,0.0656143,-0.233863,0.181447
930.316,0.999047,0.0502079,6,63,0,-923.789,1.56663,0.216165,-0.385956,0.151817,-0.221937,0.23831,-0.0650834,-0.0669571,0.090714,-0.0950867,0.142361,0.0667072,0.276889
931.501,0.995411,0.0502079,6,63,0,-922.522,1.48899,0.215104,-0.329526,0.0954931,-0.0990905,0.315414,-0.133078,-0.108913,0.149257,-0.229074,0.175015,0.138821,0.176146
930.063,0.966001,0.0502079,6,63,0,-924.259,0.987079,0.271789,-0.183509,0.187776,-0.169545,0.400947,0.0485747,-0.11618,-0.110708,-0.23068,0.316815,-0.259416,0.202076
926.925,0.813954,0.0502079,6,63,0,-921.447,0.794607,0.305792,0.0194551,0.0270051,-0.420946,0.340262,0.125353,-0.213875,-0.0653594,0.0375984,0.260117,-0.18532,0.233014
928.537,0.989176,0.0502079,6,63,0,-919.849,1.31452,0.227852,-0.227966,0.141843,0.391035,0.435133,0.290783,-0.325349,0.382568,-0.165685,0.397943,0.139774,0.268527
928.645,0.912664,0.0502079,6,127,0,-920.589,-0.0678715,0.381434,0.0319352,0.193919,0.209527,0.362404,0.0599857,-0.433343,0.402498,-0.0172836,0.18262,-0.518753,0.36833
926.636,0.959087,0.0502079,6,63,0,-922.591,0.0344991,0.384323,-0.115804,0.378858,-0.381563,0.573379,0.13887,-0.461197,-0.0405689,-0.435152,0.287085,-0.523983,0.32855
927.465,0.973223,0.0502079,6,63,0,-921.185,0.206579,0.348165,0.306244,0.0807874,0.125909,0.333997,0.243899,-0.272096,0.490425,-0.106873,0.273757,-0.29578,0.410614
928.261,0.98224,0.0502079,6,127,0,-922.431,-0.373601,0.425085,0.290007,0.327345,0.0555002,0.44289,0.0804149,-0.383292,0.264503,-0.483186,0.161355,-0.556826,0.295021
925.756,0.992714,0.0502079,6,63,0,-920.878,-0.174091,0.397526,-0.181352,0.212147,-0.115677,0.690837,0.1802,-0.419107,0.44609,-0.379837,0.204212,-0.603191,0.618339
919.53,0.996366,0.0502079,6,63,0,-914.138,-0.415853,0.429441,0.248717,0.615592,-0.326237,0.286321,-0.197879,-0.413407,0.0788827,-0.00361752,0.347379,-0.697513,0.249439
921.251,0.999706,0.0502079,6,63,0,-908.987,1.20022,0.257104,-0.577698,-0.396692,0.327568,0.416885,0.317149,-0.413766,0.0490778,-0.490042,0.0179616,-0.178168,0.348835
926.515,0.840168,0.0502079,5,31,0,-915.489,1.5711,0.223621,-0.366195,-0.103627,0.137475,0.185514,0.231165,-0.609443,0.0723282,-0.394648,0.139502,-0.0153925,0.485385
925.898,0.997867,0.0502079,6,63,0,-915.842,1.4295,0.210736,-0.0479562,-0.414097,-0.0762383,0.221644,0.0756408,-0.319393,0.302991,0.0505399,0.546855,0.237694,0.218566
929.073,0.999983,0.0502079,6,63,0,-921.342,2.19793,0.13428,-0.0823384,-0.0179184,-0.194239,0.254487,0.0258559,-0.0364959,0.369845,-0.0615641,0.427731,0.217473,0.256193
931.247,0.783838,0.0502079,6,63,0,-925.394,1.69045,0.187244,-0.246955,-0.0707485,-0.0476542,0.273658,-0.042608,-0.197774,0.257421,0.0910805,0.487085,0.267817,0.269792
931.75,0.931292,0.0502079,6,63,0,-925.748,1.16145,0.261674,-0.329675,-0.0172162,-0.126144,0.282132,0.0821001,-0.439552,0.0392112,-0.412322,0.106682,-0.0864243,0.209794
