# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = m12.6_4.data.R
# init = 2 (Default)
# random
#   seed = 2734546159
# output
#   file = m12.6_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,bp,sigma_society,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10
-36.471,0.999082,0.0546569,5,63,0,41.0992,0.360299,-0.0101324,-0.0238988,0.0161952,0.416641,0.0824553,-0.255998,0.272449,-0.227766,0.258054,-0.401434,0.338144,0.188067,-2.36861,-3.26475,-2.52405,-3.09257,-2.69727,-2.79729,-2.78376,-2.58819,-3.11875,-3.21531
-37.3146,0.874818,0.0546569,6,63,0,41.5218,0.417508,-0.0508751,0.322386,0.181291,0.177308,0.0517543,-0.415083,0.167995,-0.181165,0.28632,-0.154028,0.33654,0.264986,-2.38008,-2.60647,-2.90856,-4.72021,-2.6834,-2.46207,-2.78547,-2.71044,-2.93072,-4.83027
-36.682,0.908058,0.0546569,6,63,0,41.3077,0.470864,0.0338448,0.14734,-0.169481,0.377929,0.0820796,-0.0671087,0.0627126,-0.263685,0.182529,-0.414497,0.339669,0.207965,-2.94308,-2.46964,-2.61688,-2.82588,-2.78554,-5.37131,-2.8252,-2.71175,-2.95815,-3.13417
-38.0048,0.880656,0.0546569,6,63,0,43.091,0.764494,-0.107332,0.170816,0.104677,0.412063,-0.0386142,-0.364029,0.126424,-0.303127,0.247757,-0.479461,0.315747,0.289798,-2.87158,-2.74082,-3.52088,-2.98566,-2.69985,-3.3015,-2.91007,-2.79842,-3.1524,-3.0702
-40.0458,0.945494,0.0546569,5,31,0,42.9542,0.201546,-0.177715,-0.0436234,0.229724,0.0801728,-0.0833338,-0.44522,0.00187642,-0.364462,0.293552,-0.324885,0.36428,0.291189,-2.20847,-3.1977,-3.23687,-5.71819,-2.94839,-2.46743,-3.25528,-2.61521,-2.98522,-4.22429
-47.3337,0.89391,0.0546569,6,63,0,53.0235,0.102913,-0.391354,0.130016,-0.645271,0.438608,-0.0632825,-0.766512,-0.132011,-0.629151,-0.183235,-0.59543,0.390965,0.775749,-2.2912,-2.46826,-5.24944,-2.99565,-2.68125,-2.47753,-3.19186,-2.90743,-4.73333,-3.7965
-48.6183,0.997562,0.0546569,6,63,0,56.3927,1.16244,-0.232612,0.164445,-0.48915,0.133683,-0.324677,-0.743962,0.0824345,-0.939818,-0.230822,-0.775605,0.292571,0.571656,-3.49145,-4.23287,-2.64894,-2.8059,-2.71384,-2.50077,-3.87133,-4.02263,-4.13358,-4.53359
-43.2372,0.998811,0.0546569,6,63,0,51.9465,0.273602,-0.302991,-0.110851,-0.0189292,0.197912,-0.0713598,-0.869135,-0.0682455,-0.748609,0.176013,-0.399546,0.367996,0.430792,-2.20974,-3.04031,-2.61168,-3.39652,-2.67376,-2.87235,-3.06458,-3.89012,-2.96346,-4.90907
-41.8803,0.976941,0.0546569,6,63,0,48.7089,0.484461,-0.421894,-0.133017,-0.387769,0.15136,-0.0839001,-0.49716,-0.119693,-0.259951,-0.223026,-0.491255,0.355195,0.424914,-2.20926,-2.67985,-2.8499,-3.07653,-2.7491,-2.96416,-2.89716,-3.59698,-4.8343,-4.26238
-41.8063,0.911134,0.0546569,6,63,0,47.2713,1.39449,-0.558462,-0.0198335,-0.218423,0.0969997,0.110746,-0.572202,-0.0955855,-0.309143,0.0141406,-0.537562,0.262688,0.273332,-2.2905,-2.96235,-2.79191,-2.84169,-4.93621,-2.98249,-2.76661,-3.47449,-2.95242,-3.50893
-45.0486,0.774898,0.0546569,6,127,0,52.2804,0.9597,-0.228606,0.342999,-0.0800854,0.648556,0.1733,0.0768885,0.453436,0.1127,0.468224,0.49916,0.252756,0.362444,-2.23371,-2.50881,-3.09383,-2.80405,-2.86792,-3.81963,-2.78508,-2.85296,-3.24494,-8.31447
-40.676,0.994864,0.0546569,6,127,0,51.8664,2.14134,-0.592696,-0.288275,0.177096,0.286847,0.252912,-0.359182,0.297152,-0.0323974,0.683073,0.411625,0.136298,0.467089,-2.23215,-3.05971,-3.3729,-3.4437,-2.88486,-2.43363,-2.76628,-2.65395,-3.56353,-3.0517
-42.3304,0.998789,0.0546569,6,63,0,47.775,2.36816,-0.242504,0.358722,-0.329152,0.472103,0.113865,-0.189824,0.386136,0.0400233,0.464896,0.410837,0.106297,0.477295,-2.87945,-4.63421,-3.3047,-2.81013,-2.74315,-2.75814,-2.79109,-2.68694,-3.40881,-3.83528
-40.7868,0.99908,0.0546569,6,63,0,46.2648,2.3186,-0.283951,0.292939,-0.315734,0.479276,0.0510132,-0.173005,0.414169,0.0797124,0.581042,0.422841,0.109335,0.356395,-2.59793,-3.72576,-3.36954,-2.83019,-3.03609,-2.73696,-2.80087,-2.73817,-2.96646,-3.83034
-42.3438,0.869193,0.0546569,7,191,0,50.634,0.366027,-0.246621,0.313706,-0.284371,0.312982,-0.423361,-0.547603,-0.0401341,-0.509654,0.159588,-0.338933,0.359298,0.346967,-2.24104,-3.02216,-2.78273,-2.83106,-4.50156,-2.50001,-2.90172,-2.65949,-2.94683,-5.76813
-40.0852,0.874889,0.0546569,6,63,0,46.1687,1.2087,-0.160466,0.0325431,-0.244448,0.212496,-0.121677,-0.534265,0.182858,-0.613434,0.250726,-0.467084,0.273714,0.402951,-3.40234,-2.73553,-2.52064,-2.81037,-2.68383,-2.76097,-3.62918,-2.86534,-3.38163,-3.3487
-35.781,0.999949,0.0546569,6,63,0,43.4351,0.390812,-0.0156098,-0.0259077,-0.020647,0.396647,-0.0478058,-0.169984,0.0137888,-0.102539,0.125654,-0.40016,0.349121,0.184249,-2.66947,-2.77906,-2.54313,-2.80636,-2.69993,-4.27392,-2.95091,-3.64877,-3.09539,-3.42271
-39.6456,0.96688,0.0546569,6,127,0,43.6544,1.69301,-0.221537,0.290287,0.100447,0.370287,0.200897,-0.314962,0.455107,-0.158861,0.542557,0.22053,0.187159,0.518231,-2.53795,-3.28716,-2.78769,-3.0606,-2.74061,-2.52762,-3.35873,-2.5968,-3.01443,-3.05236
-41.167,0.905972,0.0546569,6,63,0,45.011,1.15187,-0.252844,-0.0446595,0.22212,0.593283,0.142207,-0.248563,0.460797,0.243734,0.51871,0.259472,0.227619,0.235155,-2.24063,-3.47873,-2.55527,-2.95992,-3.14425,-2.39574,-2.76549,-3.31519,-3.26196,-3.05146
-41.3228,0.943814,0.0546569,6,63,0,45.9591,0.94086,-0.177609,0.245816,-0.217676,0.543973,0.221541,-0.315742,0.103179,-0.420148,0.522927,-0.156328,0.280739,0.230679,-2.39338,-2.72413,-2.78882,-3.03645,-3.15697,-2.81806,-2.89808,-2.89623,-4.09226,-3.10329
-36.4428,0.884166,0.0546569,6,63,0,47.7489,0.978294,-0.304472,0.0836791,-0.0264347,0.48134,0.164747,-0.298685,0.209326,-0.284106,0.429748,-0.0378039,0.260603,0.224319,-2.23561,-2.62862,-2.61038,-2.98213,-2.68612,-2.45374,-3.05484,-2.96802,-3.00062,-3.16965
-39.4892,0.986578,0.0546569,6,63,0,43.1965,0.840538,-0.0260994,0.218746,-0.181682,0.086773,0.124559,-0.464439,0.123712,-0.284438,0.400803,-0.235866,0.294017,0.465454,-2.89532,-2.62886,-2.65545,-5.0555,-2.80149,-2.44894,-2.79887,-2.58916,-3.24766,-3.07278
-40.7645,0.978977,0.0546569,5,63,0,45.3583,0.959983,-0.0676335,-0.0732517,-0.219796,-0.0168655,0.173366,-0.538847,0.365947,-0.213254,0.391358,-0.189155,0.27813,0.23648,-2.74841,-2.76984,-2.8041,-6.74361,-2.89562,-2.40083,-3.41942,-2.62243,-3.02971,-3.05395
-41.0527,0.871432,0.0546569,6,63,0,49.741,0.827637,-0.262822,-0.0309991,-0.152502,0.140091,0.155181,-0.513995,0.560336,-0.1925,0.345765,-0.270431,0.291667,0.332454,-2.21969,-2.73992,-2.66306,-4.80647,-2.79191,-2.3964,-5.71814,-2.64999,-2.93088,-3.14756
-43.8552,0.995914,0.0546569,6,95,0,50.6057,0.534652,-0.439301,0.0393495,-0.312139,-0.0711709,0.0315263,-0.702418,0.287912,-0.235761,0.268241,-0.211614,0.32906,0.403638,-2.37578,-2.59787,-3.26203,-7.53741,-2.66975,-2.61211,-3.15858,-2.68907,-2.92714,-4.29746
-44.1764,0.832986,0.0546569,6,63,0,50.9578,0.746493,-0.444271,0.015268,-0.413092,-0.114792,0.034829,-0.664061,0.296345,-0.292462,0.221464,-0.338699,0.3214,0.419785,-2.20875,-2.47322,-3.01829,-5.90786,-3.05094,-2.40226,-4.5873,-2.99787,-3.21253,-4.1447
-43.2087,0.855183,0.0546569,6,63,0,52.4598,1.35291,-0.423602,-0.0961426,-0.418761,0.319326,-0.41498,-0.952702,-0.221793,-0.399636,-0.0678455,-0.292315,0.272317,0.439244,-2.73305,-2.75503,-2.51378,-3.9099,-2.9468,-2.48188,-2.86765,-3.19128,-3.02685,-4.70861
-42.6897,0.970212,0.0546569,6,63,0,48.1174,1.42383,-0.693953,-0.1687,-0.319222,0.288443,-0.386431,-0.855246,-0.253647,-0.357686,-0.117254,-0.370858,0.250581,0.460778,-2.24857,-2.46837,-2.51695,-2.92422,-3.4566,-2.5354,-3.76046,-2.75613,-4.53986,-3.22772
-50.7239,0.996284,0.0546569,6,63,0,54.1516,0.673059,-0.40063,-0.0872318,-0.674531,0.249418,0.0564953,-1.32219,-0.115132,-0.461416,0.31808,-0.546999,0.322543,0.815219,-2.21513,-2.69287,-5.44059,-3.03186,-2.86429,-6.08116,-3.42398,-2.64627,-3.44896,-3.37439
-40.8535,0.995521,0.0546569,6,63,0,55.0979,0.459648,0.0797188,0.153184,-0.293364,0.254668,-0.163795,-0.917907,-0.0598587,-0.523677,0.0648244,-0.49661,0.351438,0.437076,-3.64129,-2.56412,-2.71747,-2.90046,-2.74786,-2.91888,-2.89488,-2.64979,-2.98996,-3.43327
-42.1718,0.964025,0.0546569,6,127,0,50.35,1.4595,-0.548011,-0.110931,-0.0170655,-0.0679193,0.0253505,-0.176618,0.0668356,-0.194938,0.0930399,-0.446469,0.24486,0.236718,-2.23276,-2.49426,-3.4666,-4.49644,-3.17391,-5.72674,-2.87252,-3.55545,-3.02941,-4.16974
-41.4453,0.739864,0.0546569,6,63,0,50.4189,0.993773,0.322182,0.154183,-0.0266135,0.380438,-0.00909047,-0.155063,0.0215,-0.0539247,0.176153,-0.216231,0.265397,0.136842,-5.19901,-2.4683,-2.52823,-3.19209,-3.01097,-3.2116,-3.92939,-2.80393,-4.44182,-3.92598
-39.7037,0.999611,0.0546569,5,31,0,45.9576,0.647843,0.130035,0.195925,-0.0237063,0.278538,-0.0689363,-0.0698384,0.0771201,-0.00385693,0.0708293,0.074423,0.295801,0.195875,-2.78733,-2.54377,-2.71073,-4.88179,-3.86873,-3.2904,-4.04586,-2.77644,-6.76822,-4.06508
-41.459,0.971107,0.0546569,6,63,0,44.6424,0.737344,-0.433639,0.147241,-0.127852,0.567297,0.250154,-0.512803,0.203503,-0.388087,0.224922,-0.551159,0.30405,0.480833,-2.31619,-2.47149,-2.58401,-3.12447,-3.3749,-2.39707,-2.7802,-2.73094,-3.07306,-5.39469
-40.8193,0.999612,0.0546569,6,63,0,45.0481,0.350467,-0.418968,-0.0553313,-0.100494,0.309521,0.235173,-0.491927,0.023812,-0.153104,0.39672,-0.21447,0.338526,0.480711,-2.61965,-3.48466,-2.78883,-3.87747,-2.85869,-2.41326,-3.70517,-2.6622,-2.98647,-3.52402
-39.727,0.999986,0.0546569,6,63,0,44.3293,0.655845,-0.0286304,0.243943,0.0757055,0.52503,-0.220779,-0.483561,0.310984,-0.504975,0.20838,-0.267065,0.313472,0.28166,-2.67843,-2.58489,-2.69266,-2.92952,-3.76068,-2.41514,-3.1704,-3.17452,-3.09764,-3.14985
-40.6393,0.789535,0.0546569,6,63,0,46.6718,0.580071,-0.201082,0.280806,0.0501071,0.587789,-0.238429,-0.349329,0.00904475,-0.604547,0.224456,-0.301167,0.320351,0.320526,-2.22972,-2.61318,-2.58137,-3.13198,-4.02342,-2.67025,-3.34974,-3.89625,-3.06712,-3.0805
-39.6971,0.990273,0.0546569,5,31,0,44.5071,0.705691,-0.183153,0.272597,0.0332768,0.549802,-0.220467,-0.318482,-0.0371648,-0.557901,0.224002,-0.349794,0.311241,0.363914,-2.33603,-2.77869,-2.66091,-3.19255,-3.53695,-2.98904,-3.37409,-3.31059,-2.96097,-3.05409
-38.9869,0.890164,0.0546569,6,63,0,46.6925,0.554955,-0.273318,0.0887395,0.124877,0.410225,0.249773,-0.588687,0.287401,-0.433891,0.133775,-0.45564,0.324274,0.364656,-2.20882,-2.52998,-2.82398,-2.85015,-3.3561,-2.43347,-3.03128,-2.84781,-3.51658,-3.40844
-38.2353,0.962699,0.0546569,6,63,0,47.2908,1.3962,-0.035921,-0.0243345,-0.222842,0.118306,-0.278473,-0.113488,-0.132498,-0.0639764,0.198087,-0.153151,0.234799,0.164793,-3.67049,-2.46829,-2.58995,-4.10618,-3.90674,-4.62694,-4.21808,-3.34747,-3.29894,-3.26662
-41.5517,0.983193,0.0546569,6,63,0,47.7163,0.46916,0.0413468,0.202027,0.180661,0.624482,0.441485,-0.455149,0.251822,-0.0791434,0.155339,-0.28317,0.327561,0.525854,-2.61227,-2.47471,-2.81147,-3.06329,-4.71351,-2.39726,-2.77498,-2.96975,-3.78746,-3.0754
-39.9673,0.808358,0.0546569,6,63,0,51.3924,-0.195285,-0.143818,0.409862,-0.159718,0.212954,-0.0615469,-0.414481,0.152084,-0.374509,0.274382,-0.647797,0.406306,0.254548,-2.22976,-2.57061,-2.98717,-4.55992,-2.95097,-2.48857,-2.77665,-2.62692,-2.97181,-3.06162
-41.2324,0.964897,0.0546569,6,63,0,45.9258,-0.655387,-0.0794548,0.45397,0.0813648,0.399654,0.0404193,-0.525883,0.113262,-0.0332978,0.0904872,-0.741079,0.44954,0.550278,-2.35,-2.46851,-2.57042,-3.66482,-2.85013,-2.46322,-3.07995,-3.44388,-3.76624,-3.08076
-40.5863,0.971115,0.0546569,6,63,0,44.9137,-0.693606,0.0490494,0.266248,-0.110091,0.447691,0.138318,-0.220274,0.174534,-0.10314,0.31255,-0.703453,0.462871,0.24594,-2.21455,-2.65538,-2.92449,-2.95083,-2.75741,-3.35346,-2.77104,-3.58652,-3.43943,-3.75442
-46.2069,0.992774,0.0546569,6,63,0,49.6819,-0.805551,0.576927,0.33646,0.139074,0.442067,0.155341,-0.690125,0.290664,-0.154679,-0.008051,-0.835194,0.463223,0.70158,-3.74889,-2.77747,-2.54254,-3.59994,-2.67612,-3.06176,-2.77712,-2.71997,-5.10213,-3.40702
-41.1094,0.986845,0.0546569,6,63,0,51.8944,-0.341738,-0.494833,0.438843,0.126916,0.407702,0.206525,-0.510291,0.198176,-0.083727,0.206724,-0.628249,0.410784,0.337228,-3.72185,-2.4694,-2.5215,-3.7199,-2.68282,-2.49609,-2.90026,-2.84926,-3.36275,-3.31726
-43.4698,0.874006,0.0546569,6,63,0,49.925,-0.809345,0.749774,0.34385,0.321342,0.824034,0.179698,-0.0256034,0.360823,-0.227297,0.46232,-0.473074,0.443326,0.434765,-3.97774,-3.45003,-2.52664,-2.80383,-3.15457,-2.82295,-2.92682,-2.96781,-2.93866,-3.05337
-41.2678,0.879757,0.0546569,6,63,0,49.7875,-0.424036,0.0562277,0.585993,0.427611,0.816339,0.334719,-0.217164,0.434787,-0.0514182,0.586653,-0.390364,0.402093,0.761645,-2.29325,-2.46971,-2.6857,-2.83399,-2.66992,-2.40309,-2.76682,-2.58804,-3.12233,-3.11049
-45.1234,0.923245,0.0546569,6,127,0,55.1601,-0.860083,-0.210895,0.757337,0.29678,0.485683,0.300712,-0.227825,0.339643,-0.159156,-0.0984165,-0.809995,0.472554,0.400397,-2.83147,-3.2945,-2.7175,-3.15455,-3.0831,-2.86604,-2.98799,-2.81587,-5.91578,-3.05862
-40.8212,0.960062,0.0546569,6,63,0,49.0866,-0.761757,0.488812,0.422277,0.0512783,0.621825,0.131363,-0.537238,0.0746526,-0.136913,0.299646,-0.632788,0.453729,0.425056,-3.05005,-2.60192,-2.85106,-2.86767,-2.78434,-2.64249,-3.78674,-2.65262,-2.96037,-3.07477
-37.8466,0.9883,0.0546569,6,63,0,44.5747,-0.189873,0.0332207,0.205202,0.16591,0.461248,-0.0745743,-0.425325,0.105089,-0.438131,0.109611,-0.653741,0.415523,0.395247,-2.45355,-2.48305,-3.02812,-2.82306,-2.72598,-2.7033,-2.77257,-2.59607,-2.94542,-3.40329
-43.7921,0.921129,0.0546569,5,63,0,47.7861,0.0402683,0.259519,-0.131695,0.0449493,0.478606,-0.345918,-0.132245,-0.0108177,-0.516371,0.19424,-0.464252,0.380909,0.320097,-3.41674,-3.99214,-2.51982,-2.80586,-5.0841,-4.02012,-3.39544,-3.11283,-2.99544,-3.30936
-41.1282,0.952632,0.0546569,6,63,0,50.4219,-0.0935072,-0.0903757,0.687053,-0.0476869,0.582338,-0.06619,-0.242667,0.329581,-0.0404783,0.311733,-0.580394,0.384013,0.363504,-2.23043,-3.65062,-2.85718,-2.80844,-3.51314,-2.68842,-2.82064,-3.02413,-2.96194,-3.60051
-42.8667,0.995991,0.0546569,6,127,0,49.1058,2.57796,-0.115152,-0.227659,0.0382145,0.380242,0.197539,-0.236169,0.0924451,-0.350479,0.0917342,0.36738,0.10225,0.197425,-5.24641,-2.46879,-3.51129,-2.89007,-3.30465,-3.45455,-2.90676,-2.83612,-5.75037,-3.09872
-42.6561,0.990742,0.0546569,6,63,0,47.2783,2.53032,-0.180447,-0.240795,0.0318541,0.378054,0.199939,-0.289887,0.0840668,-0.395602,0.105085,0.341309,0.104556,0.197739,-4.28888,-2.48302,-3.26335,-2.82549,-3.14626,-2.96713,-3.04325,-3.14887,-5.93882,-3.28119
-41.6241,0.764802,0.0546569,5,31,0,50.6624,2.14125,-0.170438,-0.115835,-0.148686,0.265085,0.205842,-0.293308,0.149538,-0.521329,0.296326,0.119556,0.140305,0.208708,-3.32882,-2.48523,-2.5273,-3.36151,-2.84242,-2.66714,-3.03125,-4.40474,-3.94424,-5.01268
-43.707,0.993287,0.0546569,5,31,0,47.8665,2.08883,-0.0438364,-0.25395,-0.143136,0.184949,0.289873,-0.10147,0.156149,-0.588067,0.338204,0.258374,0.14659,0.240422,-4.19759,-2.81924,-2.52357,-3.99406,-3.29264,-3.79178,-2.98233,-4.96931,-3.49869,-3.26997
-46.3814,0.994235,0.0546569,6,63,0,52.2223,0.19464,-0.596193,0.306056,0.0630362,0.680522,-0.105535,-0.59382,0.302817,0.277858,0.38646,-0.336692,0.356074,0.323346,-3.457,-2.47032,-2.51169,-3.19015,-3.51396,-2.58218,-2.83513,-6.99741,-3.00153,-3.16052
-38.8678,0.932487,0.0546569,5,31,0,49.7837,0.689112,-0.43444,0.317592,-0.151285,0.48593,0.0738089,-0.383002,0.374706,-0.0441764,0.321808,-0.185911,0.297732,0.524989,-2.51417,-2.56649,-2.97057,-2.88513,-2.77517,-2.40903,-2.9413,-2.84724,-3.12906,-3.08421
-39.925,0.885373,0.0546569,6,63,0,45.1507,0.192685,0.213868,0.0176809,0.284788,0.324205,0.194097,-0.1016,0.0067239,-0.243246,0.278852,-0.16665,0.344254,0.238117,-2.65921,-3.75761,-2.68653,-4.86822,-2.69935,-2.992,-4.92325,-2.78736,-3.69686,-3.2561
-38.1421,0.986843,0.0546569,6,63,0,44.3692,0.233175,-0.309609,0.146425,-0.105544,0.502563,0.0421037,-0.474259,0.24203,-0.372592,0.313627,-0.421746,0.366482,0.412322,-2.24338,-2.4789,-2.54026,-2.94385,-2.70191,-2.51072,-3.12525,-2.58802,-3.33632,-3.76776
-41.5499,0.988733,0.0546569,6,127,0,47.886,1.27482,-0.100903,0.502285,0.0680044,0.475021,0.409845,-0.152581,0.247454,-0.125302,0.35495,0.356958,0.227031,0.300707,-2.48284,-3.95463,-2.51832,-2.96099,-3.45749,-2.88248,-2.93859,-2.60228,-3.58783,-4.7752
-38.4577,0.951254,0.0546569,6,63,0,45.4422,0.841554,-0.0153229,0.322219,0.198763,0.290609,0.314398,-0.244691,0.226369,-0.242411,0.504499,-0.164689,0.276604,0.370761,-2.48135,-2.57206,-2.71438,-4.39264,-2.93326,-2.58598,-2.9455,-2.75986,-2.97128,-3.55476
-39.3341,0.783479,0.0546569,6,63,0,46.8786,-0.0903728,-0.085473,0.223202,0.107137,0.751348,0.114931,-0.303299,0.415041,0.0443287,0.391244,-0.415062,0.371843,0.470611,-2.32402,-3.04863,-2.66784,-2.85827,-3.06612,-2.39568,-2.78315,-2.89327,-3.06937,-3.47274
