# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = MedianAgeDivorce_4.data.R
# init = 2 (Default)
# random
#   seed = 2734688130
# output
#   file = MedianAgeDivorce_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma
-45.0806,0.979871,0.761644,3,15,0,47.2103,9.79727,-1.30865,1.34651
-44.1532,1,0.761644,2,3,0,45.5646,9.83967,-1.18286,1.50544
-43.938,0.973944,0.761644,2,3,0,44.6936,9.58882,-1.0455,1.56282
-44.2211,0.969178,0.761644,5,43,0,44.5921,9.53825,-0.873131,1.47086
-44.499,0.987548,0.761644,4,31,0,44.784,9.4516,-0.973118,1.57742
-44.2132,0.833291,0.761644,1,3,0,46.5991,9.84155,-1.06521,1.59346
-44.1713,0.998552,0.761644,4,27,0,44.3712,9.75996,-1.05593,1.62097
-43.8577,0.998027,0.761644,3,11,0,44.3546,9.70403,-1.12438,1.38385
-44.9216,0.869539,0.761644,2,3,0,45.1854,9.97626,-1.16538,1.5816
-44.8872,0.965364,0.761644,3,7,0,46.3539,9.44954,-1.12413,1.33973
-44.9677,0.92497,0.761644,3,7,0,46.4116,9.55305,-0.729483,1.48512
-44.9939,0.988475,0.761644,3,7,0,45.6371,9.47345,-0.821451,1.39325
-44.8675,1,0.761644,4,31,0,45.3809,9.51531,-0.816344,1.38402
-45.5025,0.9416,0.761644,2,3,0,46.8607,9.86409,-1.39983,1.47097
-45.9166,0.927947,0.761644,3,7,0,46.8303,9.49385,-0.634151,1.55548
-47.3398,0.845527,0.761644,3,7,0,49.1222,9.49685,-0.490474,1.56589
-48.2582,0.744265,0.761644,3,7,0,53.1344,10.2961,-0.811317,1.52388
-46.1878,0.911732,0.761644,3,7,0,49.9458,9.57495,-1.32429,1.78349
-45.2024,0.837594,0.761644,2,7,0,50.1526,9.67898,-1.39364,1.4216
-44.5912,1,0.761644,2,3,0,45.4391,9.77469,-1.31019,1.51488
-44.6622,0.932794,0.761644,2,3,0,45.6153,9.7586,-1.30905,1.40495
-44.1779,0.940179,0.761644,2,3,0,45.8118,9.90087,-1.07059,1.5058
-43.8981,0.867629,0.761644,1,3,0,45.734,9.54118,-1.06583,1.49436
-46.9788,0.822555,0.761644,2,3,0,47.1356,9.99364,-1.40587,1.35302
-46.9025,0.998949,0.761644,3,15,0,48.6511,9.35016,-0.973607,1.85975
-46.2894,0.988289,0.761644,3,7,0,47.2874,9.91684,-1.07868,1.22128
-45.6418,0.914473,0.761644,2,3,0,48.8472,9.45688,-0.807429,1.33397
-43.8174,0.908299,0.761644,2,3,0,46.5445,9.7395,-0.930922,1.49671
-46.4271,0.815904,0.761644,2,3,0,46.7758,10.0784,-1.17147,1.33232
-46.8958,0.971782,0.761644,3,7,0,47.5804,10.0857,-1.26483,1.33788
-44.452,1,0.761644,2,3,0,47.22,9.68422,-1.27225,1.57025
-45.1624,0.945602,0.761644,4,23,0,45.6653,9.65364,-0.836247,1.29103
-45.2737,0.750208,0.761644,2,7,0,48.7155,9.62776,-1.37338,1.61626
-44.6697,1,0.761644,2,3,0,45.7877,9.78397,-1.32225,1.50151
-44.4807,0.987052,0.761644,2,3,0,45.21,9.7874,-1.21719,1.60825
-44.1136,0.953405,0.761644,4,27,0,45.3484,9.65372,-1.07717,1.61484
-44.6222,0.965002,0.761644,4,31,0,44.9286,9.65382,-1.02481,1.27738
-44.8608,0.991717,0.761644,6,95,0,45.2376,9.71726,-1.06133,1.72597
-44.3097,0.989865,0.761644,7,167,0,45.6115,9.56198,-1.10581,1.6188
-44.9334,0.954368,0.761644,2,3,0,45.4126,9.9322,-1.26781,1.46039
-47.2037,0.795776,0.761644,3,7,0,48.3868,9.82217,-0.541733,1.75768
-46.1913,1,0.761644,2,3,0,47.2585,9.74374,-0.596536,1.6708
-44.8654,0.915191,0.761644,3,7,0,48.1346,9.58632,-1.33876,1.42771
-44.7785,0.981375,0.761644,3,7,0,46.0053,9.93927,-0.996383,1.63079
-44.2634,0.997193,0.761644,2,7,0,45.2315,9.64354,-1.23916,1.55474
-45.4028,0.831383,0.761644,2,3,0,46.5596,9.92308,-1.22819,1.68815
-47.8251,0.829454,0.761644,2,3,0,48.7964,10.1527,-0.697204,1.77198
-44.3171,0.990877,0.761644,2,3,0,48.3614,9.81905,-0.945653,1.35182
-44.054,0.768436,0.761644,1,3,0,46.5942,9.59967,-1.1536,1.56064
-44.963,0.849161,0.761644,2,3,0,45.8685,9.72561,-1.0213,1.73935
-43.7534,1,0.761644,2,3,0,44.8692,9.70434,-1.08355,1.531
-44.0045,0.925398,0.761644,2,3,0,44.5772,9.64784,-1.21413,1.48467
-44.3982,0.923253,0.761644,2,3,0,45.3725,9.77317,-0.888505,1.35068
-43.9737,0.957677,0.761644,2,3,0,45.2158,9.84024,-0.997658,1.52296
-46.4329,0.666935,0.761644,2,3,0,47.8573,9.71029,-1.1588,1.88056
-45.2644,1,0.761644,2,3,0,46.4625,9.6663,-1.20599,1.7424
-46.5761,0.959348,0.761644,5,43,0,47.2177,9.55285,-0.584857,1.41821
-45.0103,1,0.761644,2,3,0,46.3344,9.65245,-0.704725,1.4576
-44.3355,0.999411,0.761644,5,47,0,45.1568,9.58451,-1.11005,1.63097
-43.9059,0.870695,0.761644,1,3,0,46.213,9.77989,-1.00059,1.38528
-44.9694,0.90317,0.761644,3,15,0,45.0932,9.5126,-0.999762,1.70767
-44.1866,0.912783,0.761644,5,55,0,46.8978,9.86328,-1.07245,1.38318
-47.5884,0.620908,0.761644,2,3,0,48.8601,10.0544,-1.2097,1.88939
-49.8333,0.923366,0.761644,5,39,0,50.1886,9.33852,-0.865854,1.15388
-44.4082,1,0.761644,2,3,0,50.3417,9.88425,-1.13805,1.37967
-44.6537,0.981093,0.761644,2,3,0,44.84,9.8983,-1.07359,1.3378
-44.3362,0.923303,0.761644,2,3,0,45.6802,9.84551,-1.21493,1.42126
-46.7454,0.694951,0.761644,2,3,0,47.7425,9.66931,-0.579211,1.75392
-47.8809,0.94668,0.761644,3,7,0,49.0861,9.42955,-1.51795,1.35514
-46.1663,1,0.761644,3,7,0,49.4084,9.7679,-0.627233,1.38739
-44.6322,1,0.761644,2,3,0,46.7353,9.94763,-1.16032,1.54148
-44.6789,0.978715,0.761644,4,31,0,45.1772,9.97127,-1.13544,1.52577
-46.6086,0.852727,0.761644,2,3,0,47.1802,9.92561,-0.870666,1.85748
-45.9767,0.867674,0.761644,3,7,0,50.086,9.4836,-0.821672,1.28321
-44.2208,0.920492,0.761644,2,3,0,47.0958,9.543,-1.15718,1.38184
-44.2735,0.879732,0.761644,3,7,0,45.788,9.59117,-0.83288,1.45027
-44.2735,0.741864,0.761644,1,3,0,46.6835,9.59117,-0.83288,1.45027
-44.2607,0.970801,0.761644,3,15,0,45.0891,9.92101,-1.05736,1.49628
-44.6862,0.985262,0.761644,2,3,0,44.7468,9.97947,-1.05895,1.55368
-43.954,0.966467,0.761644,2,3,0,45.4817,9.71742,-0.948037,1.57014
-43.8498,0.973004,0.761644,3,7,0,44.4764,9.62504,-1.10507,1.38934
-43.6478,0.888462,0.761644,2,3,0,44.9521,9.6645,-1.00425,1.46265
-44.0663,0.881738,0.761644,2,3,0,44.8062,9.50632,-1.10682,1.49026
-47.0119,0.709677,0.761644,2,3,0,47.4685,10.2389,-0.964462,1.59717
-44.7737,0.933835,0.761644,2,3,0,47.7202,9.44655,-1.03769,1.64023
-44.1569,0.993812,0.761644,2,3,0,44.9668,9.55008,-0.989826,1.58853
-44.3888,0.841324,0.761644,2,3,0,46.423,9.61992,-0.981931,1.31008
-44.2039,0.76637,0.761644,2,3,0,46.4724,9.86114,-1.18133,1.47869
-44.7664,0.889975,0.761644,3,11,0,45.8439,9.57155,-0.895947,1.31371
-45.0619,0.939168,0.761644,2,7,0,45.9354,9.54906,-1.14183,1.71803
-44.6641,1,0.761644,2,3,0,45.2688,9.63732,-1.04052,1.69995
-43.8571,1,0.761644,2,3,0,44.7094,9.6593,-1.13298,1.53819
-43.9001,0.990021,0.761644,4,27,0,44.1635,9.68695,-1.01747,1.57741
-45.8734,0.846456,0.761644,2,3,0,45.9369,9.32818,-0.773798,1.53249
-47.5667,0.908583,0.761644,2,3,0,48.2244,9.10982,-0.915329,1.49595
-45.328,0.717077,0.761644,2,3,0,50.427,9.50661,-1.1202,1.74245
-45.0465,0.943891,0.761644,5,35,0,47.1007,9.39712,-1.01822,1.64536
-44.232,1,0.761644,2,3,0,45.1565,9.88867,-1.12705,1.42707
-45.9171,0.801725,0.761644,2,3,0,46.5235,9.66311,-0.835519,1.81726
-46.3512,0.959592,0.761644,2,3,0,47.5951,9.32854,-0.937265,1.77601
-48.747,0.904892,0.761644,2,3,0,50.1501,9.97587,-1.23091,1.16108
-44.8011,1,0.761644,2,3,0,48.0056,9.85195,-1.04352,1.2948
-44.1748,0.978633,0.761644,2,3,0,45.4121,9.59964,-0.912586,1.37209
-44.355,0.96069,0.761644,2,3,0,45.2637,9.81037,-1.25816,1.46815
-45.069,0.914576,0.761644,2,7,0,45.8249,9.80543,-0.93955,1.27209
-45.2463,0.96115,0.761644,3,7,0,45.8644,9.54988,-1.17234,1.73287
-43.9487,0.991247,0.761644,3,7,0,45.4749,9.6685,-1.1689,1.39128
-43.7043,0.836316,0.761644,2,3,0,45.6929,9.73907,-1.09674,1.4863
-43.8418,0.984507,0.761644,4,23,0,43.9473,9.79434,-0.975378,1.43106
-44.6576,0.913934,0.761644,2,3,0,44.8291,9.57152,-1.31224,1.50385
-44.5016,1,0.761644,2,3,0,44.7917,9.51733,-1.25322,1.50098
-43.7586,0.977087,0.761644,2,3,0,44.9141,9.72757,-1.13745,1.47984
-46.1096,0.808142,0.761644,2,3,0,46.4524,10.0628,-1.16691,1.34563
-46.2941,1,0.761644,3,7,0,47.9496,9.20446,-0.981689,1.58801
-44.4292,0.976765,0.761644,3,7,0,46.6049,9.44125,-1.12211,1.51543
-44.3166,0.992562,0.761644,2,7,0,44.906,9.61612,-0.97127,1.64085
-44.893,0.885359,0.761644,2,3,0,46.7086,9.6704,-1.08126,1.25525
-44.9826,0.966596,0.761644,4,19,0,45.9232,9.49063,-1.26622,1.37364
-44.3403,0.956792,0.761644,2,3,0,45.8316,9.72195,-1.05095,1.30241
-43.9031,0.622827,0.761644,3,15,0,48.7115,9.68141,-1.10497,1.56686
-44.5305,0.895064,0.761644,3,11,0,45.4617,9.40894,-1.06051,1.4726
-44.1593,0.934288,0.761644,2,3,0,45.7566,9.61351,-1.00175,1.61742
-43.8899,0.978835,0.761644,6,127,0,44.7039,9.60036,-1.15306,1.43013
-44.1147,0.971677,0.761644,2,3,0,44.3693,9.78806,-1.2116,1.43308
-43.7091,1,0.761644,2,3,0,44.154,9.7326,-1.09332,1.42553
-43.7078,0.99701,0.761644,5,35,0,43.8069,9.75187,-1.09452,1.4736
-44.6878,0.898596,0.761644,3,15,0,45.0648,9.68722,-1.00592,1.70576
-45.1361,0.982461,0.761644,2,3,0,45.284,9.65793,-1.09598,1.7551
-43.9488,0.998098,0.761644,5,35,0,45.0882,9.7995,-0.998428,1.38804
-46.2296,0.850855,0.761644,5,39,0,46.5252,9.4129,-1.31635,1.325
-45.0284,1,0.761644,2,3,0,46.5465,9.64377,-1.27237,1.30785
-44.3422,0.884431,0.761644,2,3,0,47.0576,9.65826,-0.814574,1.55642
-44.0365,0.881753,0.761644,1,3,0,46.4816,9.73719,-1.07914,1.34329
-44.6461,0.962954,0.761644,2,3,0,44.661,9.72525,-1.10718,1.27856
-47.0505,0.545182,0.761644,3,7,0,50.1002,9.57342,-1.17275,1.92807
-45.9281,0.881794,0.761644,2,3,0,48.7113,9.68098,-1.15659,1.20225
-44.0646,0.719061,0.761644,2,3,0,48.5687,9.58243,-1.16221,1.54738
-43.8676,0.881574,0.761644,4,27,0,45.8576,9.59705,-0.995268,1.39637
-45.805,0.705139,0.761644,2,3,0,46.9076,9.31259,-1.21693,1.41693
-46.8369,0.901448,0.761644,3,7,0,48.6126,10.1155,-1.35804,1.50221
-44.1682,0.861676,0.761644,2,3,0,48.9209,9.81569,-0.981227,1.59526
-45.5057,0.918255,0.761644,2,3,0,45.791,9.52494,-0.695762,1.42564
-46.2128,0.881495,0.761644,1,1,0,46.4072,9.53551,-0.616698,1.42946
-44.6029,1,0.761644,2,3,0,46.7459,9.78569,-0.789164,1.57278
-44.4717,0.974512,0.761644,4,27,0,45.583,9.4995,-0.974868,1.61782
-47.4991,0.867877,0.761644,2,3,0,47.8016,10.0526,-0.918835,1.24316
-45.2061,1,0.761644,2,3,0,47.1285,9.87022,-1.01253,1.27116
-43.9106,1,0.761644,2,3,0,45.1978,9.64595,-1.18838,1.48502
-44.5907,0.935463,0.761644,2,3,0,44.8678,9.74247,-1.10171,1.28472
-44.9273,0.963243,0.761644,4,27,0,45.5837,9.80129,-1.23401,1.31082
-45.7126,0.7185,0.761644,2,3,0,48.104,9.98397,-1.33671,1.45205
-45.1017,0.924312,0.761644,2,3,0,47.867,9.43227,-1.19773,1.63926
-47.2519,0.837522,0.761644,2,3,0,47.7224,9.17516,-1.29668,1.54904
-44.7347,1,0.761644,2,3,0,47.8515,9.91062,-1.21702,1.39881
-44.8795,0.987252,0.761644,3,11,0,45.1558,9.45866,-0.904688,1.64145
-45.306,0.923489,0.761644,3,15,0,46.4163,9.83045,-1.29348,1.67789
-45.1797,0.890556,0.761644,3,7,0,47.9733,9.64362,-0.708267,1.40756
-44.5322,1,0.761644,4,19,0,45.327,9.60315,-1.29919,1.52045
-43.9685,0.895158,0.761644,2,3,0,45.9711,9.54092,-1.0792,1.52732
-46.367,0.794468,0.761644,2,3,0,46.6573,9.65251,-0.675636,1.30858
-45.2325,1,0.761644,3,7,0,47.6961,9.75488,-0.727483,1.65578
-44.6,0.921511,0.761644,5,43,0,47.0018,9.88127,-1.23212,1.55515
-43.8476,0.913403,0.761644,2,3,0,45.8123,9.73019,-1.15206,1.51419
-44.1941,0.860901,0.761644,4,31,0,45.6611,9.69009,-1.00908,1.31943
-44.6822,0.884861,0.761644,2,3,0,45.5763,9.74846,-0.765352,1.42358
-45.7454,0.808249,0.761644,1,1,0,45.7811,9.81218,-0.669657,1.40073
-43.9606,0.938692,0.761644,3,7,0,46.4374,9.66611,-0.956502,1.36879
-44.2053,0.94457,0.761644,2,3,0,44.6732,9.82979,-0.985768,1.36121
-45.8043,0.70591,0.761644,3,7,0,47.3272,9.65161,-0.739913,1.30126
-45.1159,1,0.761644,3,15,0,46.2982,9.62335,-1.35179,1.61146
-44.3698,0.970807,0.761644,5,55,0,46.1961,9.84919,-1.03446,1.34095
-44.1015,0.887738,0.761644,2,3,0,46.045,9.51899,-1.14985,1.48753
-44.9435,0.897861,0.761644,2,3,0,45.3963,9.71866,-0.818566,1.6858
-44.4699,0.988657,0.761644,2,7,0,45.7084,9.75096,-1.05853,1.67027
-45.4066,0.934568,0.761644,2,3,0,45.8874,9.3984,-0.797097,1.43664
-44.1348,0.928901,0.761644,2,3,0,46.192,9.50693,-1.03498,1.40044
-46.4259,0.764581,0.761644,2,3,0,46.7434,10.023,-0.734739,1.70924
-45.7164,0.922299,0.761644,2,3,0,48.2696,10.0382,-0.90794,1.37204
-44.5723,1,0.761644,2,3,0,45.9117,9.48427,-1.05116,1.63153
-44.6731,0.767286,0.761644,2,3,0,48.1227,9.39273,-1.10354,1.49799
-45.188,0.9652,0.761644,2,3,0,45.8368,9.40471,-1.06777,1.67473
-44.6641,0.981784,0.761644,4,27,0,46.2948,9.50175,-0.806335,1.50258
-45.5808,0.828511,0.761644,2,3,0,46.9591,9.36483,-1.13171,1.33825
-44.7118,1,0.761644,1,1,0,45.4657,9.4202,-1.08847,1.38821
-45.4337,0.940573,0.761644,6,95,0,46.3699,10.0207,-0.844717,1.59673
-44.7988,0.990759,0.761644,2,3,0,45.9497,9.80118,-0.830624,1.652
-46.4277,0.903984,0.761644,2,3,0,46.7583,9.92782,-0.625282,1.66382
-44.2711,0.985951,0.761644,3,7,0,46.4561,9.79612,-0.836217,1.5139
-45.1575,0.89846,0.761644,5,39,0,46.318,9.41298,-0.861485,1.6288
-45.3971,0.929592,0.761644,2,3,0,46.6157,9.79618,-1.34219,1.33926
-44.8933,1,0.761644,3,7,0,45.8264,9.7211,-0.747805,1.61444
-45.6201,0.838657,0.761644,3,15,0,47.6432,9.54983,-1.43011,1.48028
-45.3069,0.994363,0.761644,5,35,0,46.6504,9.39988,-0.876364,1.65524
-45.4573,0.966325,0.761644,2,3,0,46.3225,9.51872,-0.937961,1.7647
-45.1043,0.986518,0.761644,4,19,0,46.587,9.49811,-0.941794,1.71214
-43.9543,0.982033,0.761644,2,3,0,45.6701,9.69996,-0.920812,1.55642
-44.6015,0.848639,0.761644,1,3,0,47.0146,9.66099,-1.28356,1.37009
-45.8839,0.798295,0.761644,5,39,0,48.0532,9.64681,-0.649791,1.69132
-45.2242,0.943621,0.761644,2,7,0,47.2459,9.97699,-1.26414,1.44642
-44.1175,1,0.761644,2,3,0,45.3793,9.48533,-1.00496,1.47126
-44.9456,0.862066,0.761644,2,3,0,45.8218,9.52947,-1.03367,1.28046
-43.8689,1,0.761644,2,3,0,44.996,9.81503,-1.00575,1.42659
-44.3371,0.944104,0.761644,2,3,0,44.6271,9.73029,-1.20524,1.34651
-44.2015,1,0.761644,2,3,0,44.3885,9.72082,-1.20841,1.37006
-44.9192,0.946745,0.761644,3,7,0,45.3082,9.72473,-1.0909,1.72943
-45.5141,0.910114,0.761644,2,3,0,47.1895,9.78208,-1.10733,1.22608
-46.9097,0.713982,0.761644,1,1,0,47.1776,9.74925,-1.22817,1.17559
-44.7031,1,0.761644,2,3,0,47.4197,9.56342,-1.25355,1.35639
-44.8882,0.975618,0.761644,4,31,0,45.6773,9.97137,-0.910923,1.58559
-44.8677,0.983338,0.761644,5,43,0,45.9576,9.76153,-0.730945,1.56177
-44.1845,0.971506,0.761644,4,23,0,45.7504,9.81794,-1.00941,1.35229
-44.7569,0.96503,0.761644,2,3,0,44.9868,9.75642,-1.07902,1.27065
-47.0197,0.636085,0.761644,2,3,0,48.3683,9.21671,-1.08063,1.77045
-46.4749,0.997696,0.761644,3,7,0,48.6978,10.0791,-0.942095,1.32453
-45.1838,1,0.761644,2,3,0,47.9501,9.49302,-1.10072,1.27961
-44.9001,0.999778,0.761644,6,99,0,45.4786,9.91492,-0.859539,1.62127
-44.9025,0.938947,0.761644,2,7,0,46.6596,9.58347,-0.766956,1.61885
-44.83,0.995719,0.761644,5,47,0,45.022,9.60906,-0.801384,1.64691
-43.9693,0.996503,0.761644,2,3,0,45.1145,9.85442,-1.058,1.44106
-44.4163,0.943163,0.761644,5,55,0,44.906,9.8136,-0.851664,1.39769
-44.2625,0.953167,0.761644,4,27,0,45.4083,9.57094,-1.22195,1.53759
-44.6909,0.977335,0.761644,2,3,0,44.9034,9.75151,-0.805544,1.36862
-44.0139,1,0.761644,2,3,0,44.849,9.52613,-1.11202,1.5038
-44.4715,0.893778,0.761644,5,43,0,46.0025,9.48516,-1.21774,1.49318
-44.7195,0.907402,0.761644,2,3,0,46.2839,9.98373,-1.08501,1.43627
-45.1833,0.978651,0.761644,3,7,0,45.8817,9.32796,-1.08009,1.45147
-44.5994,0.99889,0.761644,3,15,0,45.6037,9.45488,-0.978251,1.37433
-43.8499,1,0.761644,2,3,0,44.5378,9.6019,-0.979029,1.40573
-44.2932,0.94995,0.761644,4,23,0,44.7466,9.55154,-0.847296,1.50875
-45.3964,0.928747,0.761644,2,3,0,45.5688,9.40031,-0.779175,1.57265
-43.7959,1,0.761644,2,3,0,45.317,9.69729,-0.922388,1.46326
-44.4155,0.938686,0.761644,2,3,0,44.555,9.87132,-0.860928,1.52272
-44.9886,0.954503,0.761644,5,51,0,45.4588,9.58061,-1.03388,1.73204
-44.4046,0.997605,0.761644,5,59,0,45.2845,9.63546,-1.17609,1.6311
-44.4877,0.971314,0.761644,3,15,0,45.3983,9.70848,-0.955383,1.67139
-44.3275,0.994486,0.761644,7,127,0,44.9739,9.90146,-1.15636,1.44842
-43.7544,0.995949,0.761644,2,3,0,44.3952,9.7543,-1.11251,1.49186
-43.9362,0.981118,0.761644,2,3,0,44.0465,9.74123,-0.902947,1.52158
-43.7323,0.983062,0.761644,2,3,0,44.2142,9.7358,-1.091,1.41451
-45.2748,0.749492,0.761644,2,3,0,46.1824,9.43392,-1.0159,1.30417
-44.6859,0.856066,0.761644,3,15,0,47.3205,9.80968,-1.21789,1.63715
-44.9336,0.928061,0.761644,3,7,0,46.2886,9.75647,-0.906811,1.71678
-45.3906,0.952375,0.761644,1,1,0,45.4371,9.73415,-0.904179,1.77524
-44.0562,1,0.761644,2,3,0,45.4233,9.59099,-0.961102,1.57935
-45.5074,0.812946,0.761644,3,7,0,47.0826,10.0827,-1.04186,1.44149
-44.684,1,0.761644,2,3,0,45.636,9.95157,-1.02923,1.3839
-45.3036,0.801568,0.761644,3,7,0,48.101,9.31771,-1.12037,1.55649
-44.0156,0.986363,0.761644,4,19,0,45.5774,9.69703,-1.04353,1.60191
-45.294,0.814718,0.761644,2,3,0,46.7033,9.59373,-1.39551,1.43166
-45.9157,0.945857,0.761644,3,15,0,46.7588,9.41327,-1.33769,1.37962
-46.8684,0.792096,0.761644,3,7,0,49.6758,9.76434,-0.517106,1.65761
-44.3007,0.998088,0.761644,2,3,0,46.7929,9.70374,-1.25673,1.39937
-45.2526,0.924364,0.761644,2,3,0,45.4106,9.58349,-0.685624,1.56961
-44.0524,0.994152,0.761644,4,23,0,45.1767,9.78457,-1.19721,1.43101
-44.0804,0.938041,0.761644,3,7,0,44.9663,9.8772,-0.983795,1.48651
-44.8411,0.858077,0.761644,2,3,0,46.2776,9.62198,-0.755905,1.40441
-43.8868,0.970686,0.761644,6,67,0,45.8559,9.6533,-1.08664,1.56561
-44.0187,0.986517,0.761644,2,3,0,44.2132,9.56839,-1.0294,1.37245
-44.1478,0.932784,0.761644,2,3,0,45.1024,9.89922,-1.03402,1.49414
-45.2235,0.918638,0.761644,2,3,0,45.5402,9.43353,-1.25644,1.38085
-46.0574,0.940169,0.761644,3,7,0,46.4162,9.46825,-1.32592,1.31164
-46.8475,0.926091,0.761644,5,39,0,47.9943,9.9722,-0.598444,1.66388
-43.7386,0.93873,0.761644,2,3,0,47.5758,9.59031,-1.05353,1.45776
-44.1521,0.958631,0.761644,2,3,0,44.2533,9.49689,-0.987199,1.53365
-45.4116,0.827461,0.761644,3,7,0,47.0155,9.78935,-1.41378,1.45469
-46.0701,0.763047,0.761644,3,7,0,49.4024,9.67267,-0.618562,1.68666
-44.1568,0.987138,0.761644,3,7,0,46.24,9.51492,-0.923014,1.45093
-45.1202,0.858258,0.761644,2,3,0,45.9567,9.6654,-1.08994,1.75444
-45.2071,0.993493,0.761644,4,19,0,45.9473,9.6049,-1.29148,1.68229
-46.797,0.916723,0.761644,2,3,0,48.0307,9.93097,-1.29599,1.25271
-46.2717,0.997888,0.761644,5,39,0,47.1614,9.63198,-0.666141,1.76709
-46.8452,0.942749,0.761644,2,7,0,48.4942,9.33356,-0.635476,1.61283
-44.1325,1,0.761644,2,3,0,46.6431,9.57248,-0.908019,1.55903
-45.6938,0.885123,0.761644,2,3,0,45.8664,9.56624,-0.642426,1.60176
-45.3983,1,0.761644,2,3,0,45.7768,9.55407,-0.681694,1.58997
-48.1835,0.839418,0.761644,3,7,0,48.9328,9.76278,-1.66666,1.50387
-44.2085,0.989165,0.761644,2,3,0,48.4692,9.86773,-1.16926,1.44733
-46.9864,0.71408,0.761644,3,7,0,48.6766,9.292,-1.30794,1.35517
-45.7055,1,0.761644,2,3,0,47.2802,9.48347,-1.29963,1.31678
-44.1058,0.772465,0.761644,2,3,0,47.9795,9.85151,-0.99358,1.39639
-44.1723,0.995873,0.761644,2,7,0,44.3571,9.86943,-1.08627,1.39596
-47.9354,0.687344,0.761644,3,7,0,49.2247,10.0507,-0.713265,1.88755
-47.6019,0.981016,0.761644,2,3,0,49.4628,9.98166,-0.524275,1.68421
-45.5378,1,0.761644,2,3,0,47.9157,9.88659,-0.821699,1.72653
-43.832,0.9799,0.761644,2,3,0,46.1602,9.81802,-1.01369,1.47687
-43.8553,0.896802,0.761644,3,15,0,45.2646,9.55758,-1.02395,1.50387
-43.8252,0.999774,0.761644,3,7,0,43.8955,9.80669,-1.06252,1.42896
-49.1125,0.537085,0.761644,3,7,0,49.9947,9.12466,-1.3704,1.83006
-45.4684,0.961957,0.761644,3,7,0,48.9966,9.81528,-0.720646,1.37388
-47.0341,0.823349,0.761644,2,3,0,49.5593,9.78068,-0.50144,1.65288
-46.3935,0.981764,0.761644,3,7,0,49.2512,9.39362,-1.36913,1.37018
-46.0822,0.99936,0.761644,4,27,0,47.8415,10.0367,-0.781044,1.66958
