# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = MedianAgeDivorce_2.data.R
# init = 2 (Default)
# random
#   seed = 2734688115
# output
#   file = MedianAgeDivorce_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma
-44.0657,0.985045,0.676084,3,7,0,45.9327,9.60186,-0.868295,1.47595
-43.9391,0.997629,0.676084,2,3,0,44.2523,9.57052,-0.986937,1.54373
-44.3491,0.968367,0.676084,2,3,0,44.528,9.45638,-1.05843,1.54876
-43.9146,0.971582,0.676084,3,7,0,45.0596,9.65889,-0.891631,1.45002
-43.91,0.989606,0.676084,3,7,0,44.3166,9.68366,-0.999392,1.57738
-47.256,0.722171,0.676084,2,3,0,47.309,9.58692,-1.03417,1.96538
-46.5687,0.982149,0.676084,3,7,0,49.5253,9.71592,-0.74528,1.24622
-43.9179,1,0.676084,2,3,0,46.5703,9.53853,-1.09339,1.46126
-44.1334,0.983637,0.676084,2,7,0,44.3876,9.48855,-0.978725,1.47085
-44.4015,0.975883,0.676084,3,7,0,44.7987,9.81623,-1.19719,1.59298
-47.393,0.727565,0.676084,2,3,0,48.8488,9.53953,-0.498317,1.71314
-44.3611,0.989747,0.676084,2,3,0,48.0907,9.50328,-1.09014,1.59801
-44.4047,0.955706,0.676084,3,11,0,45.3508,9.73252,-1.03665,1.29749
-43.9152,0.981396,0.676084,2,3,0,44.7016,9.71624,-1.06371,1.57782
-44.3937,0.960338,0.676084,2,3,0,44.5717,9.67359,-1.18562,1.32496
-44.7233,0.936198,0.676084,1,1,0,44.7932,9.64048,-1.20661,1.30193
-44.7598,0.904068,0.676084,2,3,0,46.1945,9.81858,-1.24808,1.34669
-45.9314,0.826284,0.676084,3,7,0,48.1348,9.92186,-1.39902,1.61372
-46.8636,0.933171,0.676084,2,3,0,47.9717,9.62236,-1.5689,1.54894
-45.4121,1,0.676084,3,7,0,47.397,9.49748,-1.32782,1.63953
-46.808,0.893818,0.676084,2,7,0,48.5343,9.73427,-1.56623,1.53315
-45.587,0.86818,0.676084,2,3,0,49.1321,9.72437,-1.27594,1.26243
-45.587,0.475487,0.676084,1,1,0,47.9244,9.72437,-1.27594,1.26243
-44.3017,0.922967,0.676084,2,3,0,46.8586,9.57455,-0.911563,1.60471
-44.0388,0.982231,0.676084,3,7,0,44.9844,9.69626,-0.854728,1.47315
-44.7255,0.939211,0.676084,2,3,0,45.2385,9.64659,-1.30451,1.37528
-45.2911,0.963584,0.676084,2,3,0,45.8429,9.83947,-1.29609,1.32887
-44.7454,0.872425,0.676084,3,7,0,47.6909,9.40991,-0.917477,1.54966
-44.2116,0.984959,0.676084,2,7,0,45.3725,9.84382,-0.96851,1.5837
-43.9207,0.998292,0.676084,3,7,0,44.434,9.79899,-1.15475,1.47306
-45.7188,0.825138,0.676084,2,3,0,46.0318,10.0894,-1.14356,1.43519
-44.6571,1,0.676084,2,3,0,46.1808,9.92107,-1.00843,1.62466
-44.2676,0.982654,0.676084,3,7,0,45.601,9.48092,-1.00295,1.40519
-44.6842,0.951429,0.676084,2,3,0,45.2614,9.40841,-1.13758,1.53764
-47.8141,0.716955,0.676084,2,3,0,49.4041,9.63112,-1.04555,1.12134
-44.0211,0.688719,0.676084,2,3,0,50.9182,9.54457,-0.943788,1.5199
-43.9175,0.91002,0.676084,1,3,0,45.342,9.71441,-1.15929,1.53811
-45.1317,0.922311,0.676084,2,3,0,45.3174,9.46333,-0.915719,1.32213
-44.5825,0.877711,0.676084,3,7,0,47.056,9.9304,-1.19574,1.48994
-45.1587,0.84735,0.676084,2,3,0,47.6056,9.4839,-0.838947,1.34673
-44.8067,0.756106,0.676084,3,7,0,48.2996,9.82184,-1.32784,1.507
-44.2259,0.978804,0.676084,3,7,0,45.7517,9.51684,-1.18053,1.51197
-44.809,0.952026,0.676084,2,7,0,45.267,9.6641,-1.0399,1.72096
-44.0634,0.998775,0.676084,3,7,0,44.9437,9.64586,-0.983016,1.34512
-45.5655,0.826291,0.676084,3,15,0,47.1676,9.68769,-0.823875,1.77307
-45.7043,0.966838,0.676084,2,3,0,46.6685,9.80523,-0.807701,1.76991
-43.9254,0.889173,0.676084,1,3,0,47.5463,9.74467,-1.10012,1.56611
-44.2226,0.974688,0.676084,2,3,0,44.4902,9.52264,-1.12863,1.38352
-44.5666,0.935987,0.676084,1,1,0,44.6068,9.49906,-1.16318,1.35806
-44.5792,0.920318,0.676084,3,7,0,45.7861,9.88348,-0.929974,1.62034
-45.1603,0.930367,0.676084,2,3,0,45.7962,9.94493,-0.847444,1.38416
-44.2687,0.889151,0.676084,3,7,0,46.3914,9.80261,-1.08209,1.33216
-43.9893,0.99917,0.676084,3,15,0,44.5631,9.55502,-1.1289,1.41412
-46.1833,0.797067,0.676084,2,3,0,46.9298,9.73335,-0.565745,1.56098
-44.512,0.984611,0.676084,2,3,0,46.3757,9.72033,-0.767555,1.49491
-44.8515,0.952901,0.676084,3,11,0,45.6864,9.87539,-0.840378,1.62947
-43.8342,0.995451,0.676084,2,3,0,45.0555,9.60162,-0.94222,1.45572
-43.6287,0.990434,0.676084,2,3,0,43.9692,9.67888,-1.05857,1.46398
-43.9122,0.941895,0.676084,1,3,0,44.2952,9.60901,-0.909763,1.4541
-44.2035,0.832017,0.676084,2,3,0,45.4323,9.76499,-1.02361,1.62627
-43.8098,0.997675,0.676084,2,7,0,44.3163,9.6385,-1.11744,1.52603
-43.8098,0.852905,0.676084,2,3,0,46.0476,9.6385,-1.11744,1.52603
-45.2843,0.72632,0.676084,1,3,0,47.0308,9.74908,-0.916657,1.76399
-45.8358,0.969513,0.676084,3,15,0,47.101,10.0022,-0.768787,1.64734
-45.6611,0.986801,0.676084,2,7,0,46.4922,9.84868,-0.671073,1.6263
-45.105,0.99955,0.676084,3,7,0,46.2451,9.99604,-0.920126,1.61194
-45.8524,0.94362,0.676084,2,3,0,46.4562,10.014,-1.01025,1.74231
-46.53,0.975708,0.676084,2,3,0,47.1204,10.1607,-0.901056,1.65775
-44.7886,0.986826,0.676084,2,3,0,47.0586,9.67511,-0.990113,1.71763
-44.223,0.958152,0.676084,2,7,0,46.0155,9.72908,-0.821884,1.50802
-44.9123,0.869844,0.676084,2,3,0,45.8341,9.46688,-0.98349,1.67465
-44.467,0.961216,0.676084,3,15,0,46.2035,9.86391,-1.14845,1.35652
-43.7144,0.89584,0.676084,2,3,0,45.3891,9.61132,-1.08337,1.46798
-44.1942,0.945344,0.676084,2,3,0,44.4063,9.46679,-1.02627,1.48125
-45.0901,0.951647,0.676084,3,7,0,45.259,10.0315,-1.03431,1.4301
-46.4052,0.721526,0.676084,2,3,0,48.8035,9.7185,-0.751002,1.25254
-45.0799,0.994478,0.676084,3,11,0,47.7644,9.65959,-1.33181,1.63505
-44.3291,0.993215,0.676084,2,3,0,45.2912,9.71113,-1.22047,1.59326
-44.9173,0.94112,0.676084,2,3,0,45.4872,9.72992,-0.911947,1.27802
-44.2029,0.802184,0.676084,2,3,0,47.7678,9.64618,-1.23723,1.53877
-49.7615,0.793751,0.676084,2,3,0,50.2861,10.1921,-0.820029,1.25623
-45.053,1,0.676084,2,3,0,49.8082,9.33379,-1.0429,1.50742
-44.8751,0.999256,0.676084,3,7,0,45.628,9.41859,-0.958543,1.62384
-45.0165,0.989155,0.676084,3,7,0,45.6811,9.45891,-1.11607,1.67779
-44.8298,0.992554,0.676084,3,11,0,45.8233,9.92834,-0.977248,1.34737
-43.8171,0.983831,0.676084,2,3,0,45.0388,9.81304,-1.04744,1.4453
-44.1554,0.97543,0.676084,3,7,0,44.3086,9.57379,-1.20167,1.52865
-44.4452,0.964364,0.676084,3,7,0,44.8754,9.56422,-1.18754,1.34736
-44.6687,0.984805,0.676084,2,7,0,45.2486,9.65292,-1.28925,1.59862
-44.6416,0.998998,0.676084,3,15,0,44.871,9.5773,-1.28747,1.56664
-44.2166,0.994795,0.676084,3,7,0,45.0145,9.63123,-0.846885,1.41445
-46.1203,0.847343,0.676084,2,3,0,46.7011,9.54429,-0.594879,1.51112
-47.0385,0.710398,0.676084,3,7,0,50.1123,9.77291,-1.44725,1.283
-44.8577,1,0.676084,2,3,0,47.3344,9.79558,-1.21386,1.67182
-45.4323,0.926108,0.676084,3,7,0,47.0422,10.044,-0.877215,1.46133
-44.9448,1,0.676084,3,7,0,46.6071,9.45183,-1.26889,1.54923
-44.4574,0.976839,0.676084,3,7,0,45.465,9.89349,-0.897936,1.42064
-43.7598,0.784957,0.676084,2,3,0,46.951,9.5993,-0.990952,1.49014
-44.4098,0.8105,0.676084,1,3,0,45.8181,9.92131,-0.941765,1.53151
-44.639,0.970794,0.676084,3,7,0,45.1503,9.96689,-1.08713,1.55563
-44.9461,0.802227,0.676084,2,3,0,48.2583,9.54484,-1.29689,1.37121
-44.4495,0.994308,0.676084,3,7,0,45.4852,9.74141,-0.781825,1.50703
-43.9315,0.98857,0.676084,3,7,0,45.039,9.60114,-1.17678,1.47459
-44.8338,0.718511,0.676084,2,3,0,46.8716,9.90992,-1.11139,1.65466
-44.6661,0.957102,0.676084,3,7,0,46.0719,9.92007,-1.19065,1.40233
-44.078,0.979811,0.676084,2,7,0,45.2715,9.68577,-1.23436,1.44515
-44.3102,0.943894,0.676084,3,7,0,45.0237,9.82464,-0.850858,1.44251
-43.6384,0.781378,0.676084,2,3,0,46.828,9.68809,-1.01817,1.48026
-44.1253,0.958404,0.676084,2,5,0,44.1256,9.79683,-0.868063,1.461
-43.9695,0.980221,0.676084,2,7,0,44.4881,9.70343,-0.988501,1.35495
-44.5825,0.837812,0.676084,2,7,0,45.9121,9.69036,-0.7894,1.59457
-45.11,0.941304,0.676084,3,7,0,45.9265,9.57327,-1.23866,1.29624
-45.0082,0.975229,0.676084,3,7,0,46.1562,9.81759,-0.921552,1.71693
-44.6023,0.984916,0.676084,3,7,0,46.1731,9.53749,-1.16646,1.32994
-46.2395,0.755054,0.676084,2,3,0,47.7112,9.23153,-1.19722,1.51468
-45.8647,0.916811,0.676084,2,7,0,48.8168,9.42696,-1.15233,1.27213
-44.6687,1,0.676084,1,1,0,45.6353,9.47777,-1.12544,1.34559
-44.602,1,0.676084,3,15,0,45.0037,9.87861,-1.13093,1.62922
-44.3332,0.986145,0.676084,2,3,0,44.9738,9.84839,-1.07539,1.61219
-45.3753,0.787298,0.676084,2,3,0,48.8827,9.51505,-0.874911,1.29007
-45.55,0.844145,0.676084,2,3,0,48.1491,9.89678,-0.785499,1.34543
-44.8584,0.97525,0.676084,3,7,0,46.8255,9.75824,-1.02755,1.7228
-45.5666,0.948552,0.676084,2,3,0,46.455,9.29025,-1.15131,1.49154
-44.666,1,0.676084,3,7,0,46.2475,9.62703,-0.752881,1.53745
-49.0346,0.598993,0.676084,2,3,0,50.0981,9.11625,-1.14656,1.91937
-43.8597,0.983758,0.676084,3,7,0,48.7154,9.81196,-0.980057,1.4474
-43.8905,0.999627,0.676084,3,7,0,44.0123,9.56833,-1.13212,1.47452
-44.0361,0.910504,0.676084,3,7,0,45.0292,9.86463,-1.07912,1.51028
-44.5522,0.955703,0.676084,2,3,0,44.8598,9.56158,-0.925739,1.32757
-43.7552,1,0.676084,2,3,0,44.622,9.75709,-1.02813,1.40854
-43.7362,0.999529,0.676084,3,15,0,43.8098,9.62092,-1.05193,1.51422
-44.4191,0.94146,0.676084,2,3,0,44.6016,9.7771,-0.802014,1.45336
-45.1017,0.936601,0.676084,3,7,0,45.9446,9.44553,-1.10083,1.31441
-44.626,0.99794,0.676084,3,7,0,45.9037,9.44461,-1.20523,1.47638
-45.1097,0.985796,0.676084,3,7,0,45.2334,9.40047,-1.24521,1.54734
-44.9359,0.990125,0.676084,2,3,0,45.8063,9.60705,-1.3045,1.62636
-44.5693,0.997471,0.676084,3,7,0,45.0723,9.7029,-1.18971,1.65532
-44.5064,0.983318,0.676084,3,7,0,45.3331,9.6802,-0.846779,1.35117
-44.5281,0.90317,0.676084,3,7,0,46.1488,9.42468,-0.967548,1.44652
-45.6655,0.902785,0.676084,2,3,0,46.664,10.0795,-0.876648,1.49773
-46.7345,0.745729,0.676084,2,7,0,49.1776,9.30634,-1.25284,1.75801
-44.819,1,0.676084,2,3,0,46.9969,9.39792,-1.18078,1.49035
-44.6613,1,0.676084,1,1,0,44.9171,9.43311,-1.19609,1.47035
-45.964,0.894179,0.676084,2,7,0,47.2042,9.58741,-0.60487,1.48217
-44.7499,0.766332,0.676084,3,7,0,49.0304,9.80796,-1.30285,1.40229
-46.5854,0.801156,0.676084,2,3,0,47.6876,9.40411,-1.29413,1.78427
-45.083,0.849201,0.676084,2,3,0,49.3402,9.76779,-1.08666,1.74486
-44.1493,1,0.676084,2,3,0,45.2616,9.68987,-1.1459,1.60349
-45.0267,0.722739,0.676084,3,7,0,48.8292,9.70045,-1.03771,1.24519
-44.2141,0.891151,0.676084,2,3,0,46.6702,9.6133,-1.13526,1.60988
-44.4669,0.919032,0.676084,3,7,0,45.8338,9.57347,-0.92408,1.33361
-44.0654,0.933668,0.676084,3,7,0,45.4254,9.72989,-0.910355,1.37922
-44.6806,0.906758,0.676084,2,3,0,45.3478,9.63978,-1.08361,1.27426
-43.9966,0.999199,0.676084,2,3,0,44.8196,9.72977,-0.983972,1.58981
-44.1482,0.991039,0.676084,3,7,0,44.4714,9.54399,-0.925229,1.40567
-45.6459,0.815328,0.676084,2,3,0,46.4116,9.32345,-0.844626,1.46218
-45.4022,0.997117,0.676084,3,7,0,46.6741,9.9954,-1.19602,1.36878
-45.2856,0.901604,0.676084,2,7,0,47.129,9.51917,-0.725149,1.61328
-44.2789,0.991205,0.676084,2,3,0,45.6066,9.60203,-0.851339,1.40556
-44.1928,0.945162,0.676084,3,7,0,45.4998,9.85388,-0.89684,1.46821
-43.9475,0.997285,0.676084,2,7,0,44.4262,9.57599,-0.945078,1.41932
-44.046,0.986389,0.676084,1,1,0,44.0781,9.56373,-0.918301,1.4246
-44.7859,0.936281,0.676084,3,7,0,45.1526,9.60821,-1.22056,1.30852
-45.94,0.773066,0.676084,2,7,0,47.4388,9.74097,-0.737366,1.77386
-43.8996,0.973306,0.676084,3,7,0,46.5519,9.61316,-1.15362,1.51695
-43.8996,0.594439,0.676084,1,3,0,49.4914,9.61316,-1.15362,1.51695
-44.9074,0.751666,0.676084,2,3,0,46.9836,10.0129,-1.10744,1.5318
-45.32,0.983519,0.676084,3,7,0,45.3951,10.0559,-1.15514,1.52877
-45.3859,0.996876,0.676084,3,7,0,45.8936,9.33462,-0.880378,1.46732
-45.1028,0.990462,0.676084,3,7,0,46.9214,9.59528,-1.37156,1.42669
-44.2609,0.992202,0.676084,2,3,0,45.4547,9.76024,-1.08123,1.63324
-43.9273,0.99559,0.676084,2,3,0,44.5176,9.71929,-0.901991,1.42251
-44.4967,0.948617,0.676084,3,7,0,44.8065,9.61337,-1.1244,1.66067
-45.4749,0.917622,0.676084,2,3,0,46.2057,9.90307,-1.00913,1.26664
-44.1012,1,0.676084,2,3,0,45.4374,9.72547,-1.07322,1.33153
-44.3714,0.972434,0.676084,3,7,0,44.7761,9.72722,-0.850048,1.60304
-44.2373,0.972004,0.676084,3,7,0,45.3729,9.85304,-0.88219,1.47897
-44.3385,0.981481,0.676084,3,7,0,44.8799,9.70443,-1.21805,1.59769
-44.4651,0.989215,0.676084,3,7,0,45.0172,9.42598,-1.05513,1.44005
-44.5962,0.956495,0.676084,4,31,0,45.479,9.44421,-1.10065,1.38261
-45.6256,0.722643,0.676084,3,7,0,48.5697,9.44792,-0.709897,1.45984
-44.4789,1,0.676084,2,3,0,45.9316,9.73014,-0.964171,1.66996
-44.5537,0.950254,0.676084,3,7,0,45.7094,9.51898,-1.26613,1.49124
-46.0971,0.892266,0.676084,2,3,0,46.5248,10.071,-0.786231,1.46899
-44.4532,1,0.676084,2,3,0,46.2483,9.86944,-0.891295,1.58091
-47.573,0.849639,0.676084,3,7,0,48.4257,9.94042,-0.699588,1.89337
-49.4523,0.894186,0.676084,2,7,0,51.107,9.56906,-1.29332,1.11112
-47.5489,1,0.676084,3,7,0,49.4496,9.84651,-0.631203,1.88143
-47.3596,0.980566,0.676084,2,3,0,48.804,9.75563,-0.559497,1.81842
-45.0056,1,0.676084,2,3,0,47.3308,9.70391,-0.743561,1.63605
-43.8262,1,0.676084,2,3,0,45.0159,9.62641,-1.05978,1.3838
-44.4384,0.836806,0.676084,3,7,0,46.2263,9.7562,-1.1463,1.64619
-45.1363,0.933286,0.676084,2,3,0,45.722,9.5077,-1.07732,1.72554
-44.8151,0.993182,0.676084,4,23,0,45.3979,9.89323,-1.03322,1.31553
-44.1942,1,0.676084,2,3,0,44.9483,9.5414,-1.12882,1.57486
-47.4434,0.802686,0.676084,3,7,0,47.6617,9.47844,-0.970862,1.96205
-47.6298,0.953814,0.676084,2,3,0,49.4646,9.52443,-0.801922,1.96352
-45.0358,0.855004,0.676084,3,7,0,50.5157,9.70863,-1.24771,1.69364
-43.7882,0.956017,0.676084,2,3,0,45.847,9.68271,-1.1323,1.51649
-44.0693,0.870101,0.676084,3,7,0,45.6752,9.85545,-0.971156,1.42415
-45.6601,0.759129,0.676084,2,3,0,46.6653,9.97011,-1.18989,1.3134
-46.3103,0.96721,0.676084,3,7,0,48.0021,9.41417,-0.644525,1.62216
-46.346,1,0.676084,2,3,0,46.6136,9.45833,-0.617364,1.63427
-47.0205,0.931494,0.676084,1,1,0,47.1195,9.37403,-0.585387,1.62326
-46.3852,0.999747,0.676084,3,7,0,48.4754,9.99334,-1.4136,1.45607
-46.6929,0.978183,0.676084,1,1,0,46.9824,9.99369,-1.45233,1.4738
-46.0824,0.793944,0.676084,3,7,0,50.7905,9.43467,-0.646843,1.54919
-45.7684,0.94989,0.676084,3,7,0,48.1892,9.83086,-1.44639,1.52398
-44.0621,0.803186,0.676084,3,7,0,49.0665,9.85193,-1.10177,1.53235
-43.7821,0.909426,0.676084,2,3,0,45.1311,9.79055,-1.04744,1.42633
-44.3907,0.921123,0.676084,2,3,0,44.6761,9.83714,-1.10222,1.33614
-44.8761,0.843935,0.676084,2,3,0,46.2601,9.83987,-1.20473,1.31646
-45.5652,0.855021,0.676084,3,7,0,47.341,9.54868,-0.888081,1.77564
-44.5246,0.991432,0.676084,2,7,0,45.8831,9.74996,-0.771189,1.48217
-45.2607,0.942517,0.676084,2,7,0,45.8331,10.0275,-0.918882,1.59982
-45.1681,0.962287,0.676084,3,7,0,46.8015,9.54959,-0.73881,1.62662
-43.9039,1,0.676084,2,3,0,45.3108,9.57797,-1.07889,1.54075
-45.1554,0.880577,0.676084,4,31,0,45.8353,9.37399,-0.975568,1.37973
-44.9777,0.961799,0.676084,3,7,0,46.5036,9.7867,-1.13218,1.26641
-46.3816,0.825404,0.676084,4,27,0,47.6019,10.0518,-1.14492,1.30429
-45.3563,1,0.676084,3,7,0,47.584,9.32286,-0.937275,1.44776
-45.8025,0.988676,0.676084,3,7,0,46.8561,10.071,-1.24685,1.56066
-46.0727,0.961194,0.676084,2,3,0,47.266,9.80577,-1.20616,1.82194
-44.3242,0.982865,0.676084,2,3,0,46.864,9.66246,-1.27492,1.42865
-44.2278,0.993769,0.676084,3,7,0,44.769,9.60229,-0.831969,1.49431
-44.4161,0.976684,0.676084,3,7,0,44.9395,9.7042,-1.22999,1.34908
-43.6964,1,0.676084,2,3,0,44.4169,9.63533,-0.985289,1.45728
-45.6218,0.797359,0.676084,2,3,0,45.8642,9.5767,-1.14144,1.2279
-43.8902,1,0.676084,2,3,0,45.738,9.72316,-1.04716,1.36266
-45.5292,0.811872,0.676084,2,3,0,46.2579,9.95125,-1.19626,1.31421
-44.6555,0.79834,0.676084,3,7,0,48.5306,9.39807,-0.967574,1.50845
-47.8276,0.860386,0.676084,2,7,0,48.2752,9.26255,-0.630073,1.74828
-45.1083,0.968266,0.676084,3,7,0,47.7619,9.93423,-1.29279,1.4496
-45.4323,0.975246,0.676084,3,7,0,46.5076,9.68404,-0.64593,1.55934
-43.8122,0.998037,0.676084,2,3,0,45.5919,9.80246,-1.07816,1.49486
-44.1369,0.955179,0.676084,3,15,0,44.5586,9.80855,-1.17229,1.39262
-44.5897,0.680926,0.676084,2,3,0,47.7154,9.80991,-0.880659,1.64108
-45.204,0.889673,0.676084,2,3,0,46.6593,9.86348,-0.714203,1.53308
-43.7161,1,0.676084,2,3,0,45.204,9.66597,-1.10023,1.50636
-44.1117,0.953655,0.676084,2,3,0,44.3208,9.56251,-0.881811,1.46779
-45.4672,0.889821,0.676084,3,7,0,46.503,9.88088,-0.707231,1.60924
-44.218,0.955206,0.676084,2,7,0,46.6249,9.82752,-1.20201,1.42068
-44.1548,0.970896,0.676084,3,7,0,45.0692,9.73908,-1.13724,1.60333
-45.3364,0.920253,0.676084,2,3,0,45.5428,9.79525,-1.2446,1.72306
-46.7371,0.939567,0.676084,2,7,0,47.4478,10.1225,-1.33535,1.50691
-44.8282,1,0.676084,3,7,0,47.4477,9.40553,-1.18354,1.53961
-44.8085,0.936857,0.676084,3,7,0,46.1132,9.98673,-0.921214,1.49742
-45.639,0.781433,0.676084,3,11,0,47.5089,9.26599,-1.05023,1.5435
-45.7301,0.993334,0.676084,3,7,0,45.8552,10.0942,-0.983802,1.4254
-45.4867,0.987687,0.676084,3,7,0,47.6323,9.2858,-1.02007,1.55697
-45.0119,1,0.676084,1,1,0,45.4894,9.35625,-1.00221,1.57622
-44.7778,0.959216,0.676084,3,7,0,46.626,9.99947,-1.09214,1.47031
-44.9523,0.874499,0.676084,3,7,0,46.9878,9.41496,-0.924804,1.38269
-43.863,1,0.676084,2,3,0,45.0255,9.56061,-0.99256,1.49966
-44.0222,0.926432,0.676084,3,7,0,44.899,9.86774,-0.997223,1.4767
-45.7307,0.801083,0.676084,2,3,0,47.8995,9.59922,-0.95021,1.22082
-45.8114,0.857713,0.676084,2,3,0,47.5274,9.55702,-1.25514,1.77107
-46.0248,0.977275,0.676084,3,7,0,47.06,9.40327,-1.36588,1.63123
-44.6669,0.931111,0.676084,3,7,0,47.9621,9.56981,-0.769106,1.53017
-44.299,0.997102,0.676084,3,7,0,44.9536,9.50125,-0.889824,1.49521
-44.4984,0.994657,0.676084,3,7,0,44.5851,9.49585,-0.862491,1.55031
-45.6805,0.804607,0.676084,3,7,0,47.1049,9.98097,-1.33747,1.45839
-45.2661,1,0.676084,3,7,0,46.5715,9.63807,-0.68921,1.61298
-44.2591,0.954685,0.676084,3,7,0,46.8088,9.59994,-1.25312,1.44862
-46.4447,0.64406,0.676084,3,7,0,49.4507,10.0908,-0.802474,1.68975
-44.2102,0.984985,0.676084,3,7,0,46.5948,9.87279,-1.03772,1.56974
-46.1162,0.885301,0.676084,2,3,0,46.4267,9.88944,-1.34078,1.735
-47.032,0.973046,0.676084,3,7,0,47.5614,9.73765,-1.38587,1.85045
-45.7069,1,0.676084,2,3,0,47.6468,9.59295,-1.4302,1.60787
-44.5689,0.899192,0.676084,2,3,0,48.7586,9.77397,-1.20387,1.32535
-44.4547,0.943141,0.676084,2,3,0,45.5226,9.57921,-1.2167,1.35765
-44.1305,0.965123,0.676084,2,7,0,45.0678,9.51038,-0.994179,1.40636
-45.532,0.85504,0.676084,3,7,0,46.2337,9.81243,-0.80883,1.29385
-44.5845,0.885397,0.676084,2,3,0,47.5659,9.55738,-1.28479,1.5339
-43.6969,0.995952,0.676084,3,7,0,44.7454,9.74691,-1.06284,1.42808
-44.1945,0.951426,0.676084,2,3,0,44.2785,9.47886,-0.970824,1.46558
-44.3422,0.971011,0.676084,3,15,0,44.9563,9.88545,-1.19161,1.47399
-44.5616,0.843143,0.676084,2,3,0,47.2805,9.85009,-0.814625,1.45492
-45.8683,0.671727,0.676084,3,7,0,49.9086,9.64262,-1.29497,1.77226
-45.6341,0.98531,0.676084,2,3,0,46.852,9.43069,-1.31283,1.64498
-44.3173,0.999044,0.676084,2,3,0,45.7855,9.50846,-1.1696,1.55126
-46.6716,0.829813,0.676084,2,3,0,46.8648,9.19097,-1.10492,1.66427
-48.1035,0.930136,0.676084,3,7,0,49.8433,10.1583,-0.633141,1.47926
-45.6407,0.957696,0.676084,2,7,0,49.5768,9.67842,-0.62287,1.49772
-45.1043,1,0.676084,1,1,0,45.6756,9.69925,-0.688568,1.46898
-44.3699,0.999015,0.676084,3,7,0,45.5996,9.85526,-1.14675,1.59215
-44.7724,0.962297,0.676084,3,7,0,45.3532,9.40663,-1.17032,1.44753
-44.6966,0.97206,0.676084,2,3,0,45.5462,9.49095,-1.26195,1.53292
-45.102,0.926598,0.676084,2,3,0,45.8389,9.42936,-1.27888,1.44969
-45.0067,0.99292,0.676084,3,7,0,46.0362,9.68599,-0.804441,1.32374
-45.1915,0.907766,0.676084,3,15,0,46.9574,9.45091,-0.998539,1.70811
-46.0699,0.964734,0.676084,3,7,0,46.0823,9.35477,-0.903385,1.74982
