# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 3340642632
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-746.033,0.943733,0.834098,2,3,0,747.422,154.6,0.909742,5.16857
-746.092,0.943885,0.834098,1,3,0,746.645,154.546,0.892717,4.99115
-746.863,0.821622,0.834098,2,3,0,747.426,154.415,0.948203,4.97394
-747.107,0.879806,0.834098,2,3,0,748.487,154.273,0.936389,4.97636
-746.599,0.974585,0.834098,2,3,0,747.977,154.782,0.865387,5.08011
-746.284,0.861411,0.834098,1,3,0,748.078,154.411,0.920239,5.01718
-746.349,0.629466,0.834098,2,3,0,751.115,154.607,0.877534,4.95961
-746.611,0.786005,0.834098,2,3,0,748.25,154.651,0.953519,5.10862
-747.36,0.918454,0.834098,2,3,0,748.175,154.874,0.938917,5.3081
-748.534,0.873628,0.834098,2,3,0,749.462,154.485,0.82018,5.30843
-748.036,1,0.834098,1,1,0,748.706,154.416,0.83254,5.28312
-746.251,1,0.834098,2,3,0,747.907,154.588,0.925069,4.95734
-746.723,0.939875,0.834098,2,3,0,747.073,154.734,0.900364,4.86728
-747.419,0.858482,0.834098,3,15,0,748.473,154.211,0.904875,5.28881
-748.938,0.731009,0.834098,4,23,0,752.466,154.869,0.845595,4.78293
-748.365,0.97121,0.834098,4,31,0,750.39,154.567,0.825144,5.33079
-747.359,0.979472,0.834098,3,15,0,749.061,154.717,0.883631,4.79809
-747.245,0.994702,0.834098,4,23,0,747.655,154.457,0.876719,5.36266
-746.441,0.877395,0.834098,2,3,0,749.024,154.361,0.917301,5.00111
-746.34,0.821912,0.834098,2,3,0,748.366,154.833,0.916813,5.07696
-746.404,0.991586,0.834098,3,15,0,746.795,154.796,0.917119,4.97327
-749.264,0.70986,0.834098,2,3,0,749.886,155.144,0.941281,5.39153
-747.444,0.940272,0.834098,2,3,0,750.468,155.063,0.917105,5.08351
-748.98,0.794406,0.834098,2,3,0,750.325,154.046,0.851807,5.24772
-748.182,1,0.834098,2,3,0,749.746,154.296,0.868859,5.41627
-748.019,0.965376,0.834098,3,11,0,749.09,154.823,0.954083,4.82508
-750.242,0.760012,0.834098,4,19,0,752.13,155.098,0.829197,5.41484
-751.051,0.975268,0.834098,2,3,0,751.6,155.227,0.84617,5.48383
-746.087,1,0.834098,2,3,0,750.338,154.653,0.926667,5.11098
-746.389,0.892171,0.834098,1,3,0,747.281,154.448,0.884728,4.9639
-746.766,0.955216,0.834098,2,3,0,747.108,154.477,0.944502,5.24061
-746.293,0.997999,0.834098,2,7,0,747.019,154.814,0.917877,5.10501
-746.139,0.908632,0.834098,2,7,0,747.193,154.432,0.912109,5.11879
-746.652,0.911591,0.834098,2,3,0,747.223,154.74,0.900543,4.88027
-748.71,0.75707,0.834098,2,3,0,749.802,154.561,0.978816,4.81234
-749.698,0.803186,0.834098,1,1,0,750.086,154.59,0.985772,4.74875
-747.772,1,0.834098,2,3,0,750.732,154.668,0.904097,5.46815
-747.258,0.795622,0.834098,2,3,0,751.034,155.034,0.900192,5.04889
-747.188,0.940309,0.834098,3,15,0,748.992,154.191,0.90683,5.20053
-747.218,0.996268,0.834098,2,7,0,747.646,154.261,0.935597,5.23681
-747.435,0.92603,0.834098,2,3,0,748.583,154.246,0.928893,5.29518
-746.468,0.984012,0.834098,3,15,0,747.941,154.738,0.868565,5.03535
-746.468,0.681902,0.834098,2,3,0,749.599,154.738,0.868565,5.03535
-746.93,0.984478,0.834098,4,19,0,746.943,154.782,0.866698,4.92995
-747.105,0.994938,0.834098,2,7,0,747.137,154.401,0.94881,5.26301
-746.441,1,0.834098,2,3,0,747.408,154.446,0.888635,4.94049
-747.12,0.902669,0.834098,4,19,0,747.789,154.472,0.905364,4.80979
-746.629,1,0.834098,2,3,0,747.131,154.656,0.906976,5.31217
-749.717,0.762556,0.834098,2,3,0,750.343,154.783,1.01387,5.00077
-746.602,1,0.834098,2,3,0,749.864,154.646,0.919088,5.29934
-746.893,0.984822,0.834098,2,3,0,747.001,154.582,0.937075,5.31539
-748.923,0.594851,0.834098,2,3,0,752.03,154.813,0.987367,4.88044
-747.273,1,0.834098,2,3,0,749.364,154.546,0.872254,5.372
-747.868,0.945148,0.834098,3,11,0,748.721,154.183,0.871803,5.29273
-749.057,0.916094,0.834098,3,15,0,749.801,153.92,0.896688,5.16212
-748.347,0.912454,0.834098,2,3,0,750.458,155.152,0.93698,5.17561
-751.419,0.826438,0.834098,2,3,0,752.221,155.428,0.90972,5.41026
-747.37,1,0.834098,2,3,0,751.841,154.37,0.966194,5.04479
-746.915,0.984633,0.834098,2,7,0,748.045,154.961,0.90877,5.17496
-749.134,0.771278,0.834098,2,3,0,750.138,155.178,0.852469,5.23257
-750.339,0.966518,0.834098,2,3,0,751.043,155.167,0.847214,5.4509
-748.3,1,0.834098,2,3,0,750.661,154.257,0.93901,4.80377
-746.297,1,0.834098,4,15,0,747.982,154.582,0.931307,5.19884
-746.393,0.896474,0.834098,2,7,0,747.527,154.843,0.898934,5.02462
-747.996,0.665981,0.834098,2,3,0,749.493,154.861,0.977296,5.20693
-747.407,0.984583,0.834098,2,3,0,749.082,154.623,0.92114,5.41977
-749.064,0.905679,0.834098,2,3,0,749.285,154.46,0.909262,5.59044
-746.628,0.931298,0.834098,2,3,0,750.718,154.291,0.906627,5.15922
-746.363,1,0.834098,2,3,0,746.918,154.373,0.890068,5.03431
-746.815,0.929428,0.834098,2,3,0,747.291,154.924,0.901294,5.20125
-746.42,1,0.834098,2,3,0,747.003,154.379,0.897646,4.97705
-746.572,0.934753,0.834098,2,3,0,747.517,154.883,0.912912,5.01225
-747.509,0.784705,0.834098,2,3,0,749.09,154.546,0.875919,4.78525
-747.554,0.961573,0.834098,3,11,0,748.562,154.578,0.955073,5.36172
-746.43,1,0.834098,2,3,0,747.687,154.494,0.87704,5.21164
-747.92,0.837467,0.834098,2,3,0,748.475,154.6,0.833116,5.30669
-746.429,0.978021,0.834098,2,3,0,748.247,154.526,0.87334,5.20411
-748.869,0.545467,0.834098,2,3,0,752.059,155.199,0.938038,5.24012
-748.304,0.996316,0.834098,4,23,0,749.703,154.01,0.907525,5.05414
-747.852,1,0.834098,2,3,0,748.543,154.069,0.91375,5.14266
-747.852,0.993097,0.834098,4,19,0,748.863,154.187,0.955984,5.17325
-748.821,0.795387,0.834098,2,3,0,751.559,154.872,0.859156,5.48203
-749.843,0.895423,0.834098,2,3,0,751.637,154.014,0.96663,4.92976
-747.77,0.926829,0.834098,3,11,0,751.288,155.043,0.870563,5.21504
-746.014,1,0.834098,2,3,0,747.658,154.621,0.894582,5.01521
-747.115,0.889299,0.834098,2,7,0,747.215,154.961,0.911451,5.23947
-746.723,0.99549,0.834098,2,7,0,747.697,154.583,0.851944,5.07567
-748.125,0.865792,0.834098,2,3,0,748.739,155,0.908679,5.39391
-746.598,1,0.834098,2,3,0,748.485,154.629,0.930806,4.89934
-747.532,0.93936,0.834098,5,31,0,747.726,154.606,0.930357,4.77398
-745.995,1,0.834098,2,3,0,747.49,154.615,0.920177,5.05785
-747.243,0.830045,0.834098,2,3,0,747.466,154.881,0.956384,5.14476
-748.508,0.88713,0.834098,2,3,0,749.41,154.6,0.87008,5.51905
-749.792,0.869398,0.834098,2,3,0,751.6,154.041,0.940036,5.45896
-748.903,0.915559,0.834098,2,3,0,751.578,155.139,0.851354,5.00479
-748.091,0.998086,0.834098,4,23,0,750.183,155.1,0.933575,4.98043
-747.404,1,0.834098,2,3,0,748.765,154.865,0.964349,5.09242
-746.082,1,0.834098,2,3,0,747.278,154.448,0.904701,5.10826
-746.013,0.956889,0.834098,2,3,0,746.513,154.652,0.890014,5.10358
-748.014,0.835062,0.834098,2,3,0,748.065,154.704,0.971412,4.86846
-752.68,0.544603,0.834098,2,3,0,756.211,153.809,0.934303,4.75091
-748.547,1,0.834098,1,1,0,751.804,154.088,0.926159,4.8807
-748.095,0.985838,0.834098,3,11,0,750.298,154.546,0.949774,5.45005
-746.194,0.961838,0.834098,2,3,0,748.877,154.695,0.92966,5.13394
-748.914,0.667226,0.834098,1,3,0,749.951,154.715,0.980852,5.42801
-751.086,0.765235,0.834098,1,1,0,751.152,154.769,0.998402,5.58301
-757.214,0.72755,0.834098,3,7,0,758.249,154.832,1.03612,5.91795
-747.829,1,0.834098,2,3,0,756.752,154.715,0.897521,5.46712
-749.639,0.811354,0.834098,4,27,0,751.911,154.913,0.907195,4.64987
-750.068,0.97235,0.834098,5,39,0,751.286,154.083,0.902899,4.71385
-748.743,0.939706,0.834098,2,3,0,752.066,154.831,0.984378,5.34314
-747.73,0.923658,0.834098,2,3,0,750.339,155.04,0.943989,5.16455
-748.388,0.867233,0.834098,3,15,0,750.485,154.514,0.963782,4.78389
-749.768,0.939832,0.834098,2,7,0,750.058,154.653,0.852409,5.60408
-750.037,0.938001,0.834098,3,7,0,750.977,154.544,0.958387,4.63519
-748.398,1,0.834098,2,3,0,749.895,154.584,0.849781,5.45717
-747.569,1,0.834098,2,7,0,749.433,154.929,0.870278,5.30529
-746.927,0.990445,0.834098,5,35,0,748.296,154.442,0.873844,5.29691
-749.404,0.829109,0.834098,2,3,0,749.928,154.517,0.970916,4.71802
-748.303,1,0.834098,2,3,0,749.377,154.746,0.836761,5.37231
-747.583,1,0.834098,1,1,0,748.336,154.802,0.856483,5.33056
-745.992,0.946234,0.834098,2,3,0,748.459,154.514,0.900714,5.11753
-746.641,0.897904,0.834098,2,3,0,747.047,154.586,0.902283,5.3177
-746.232,0.998067,0.834098,4,23,0,746.722,154.734,0.916317,5.18724
-746.359,0.916312,0.834098,2,3,0,747.23,154.467,0.914122,4.93626
-746.417,0.922584,0.834098,2,7,0,747.335,154.6,0.917089,5.26821
-746.473,0.978705,0.834098,3,11,0,746.92,154.537,0.907583,4.88917
-749.121,0.737298,0.834098,2,3,0,749.585,154.755,0.876208,5.57476
-746.805,0.998552,0.834098,2,7,0,749.394,154.835,0.926492,5.25575
-747.134,0.879836,0.834098,2,3,0,748.851,154.902,0.862024,5.03024
-747.818,0.888771,0.834098,4,23,0,749.533,154.941,0.85765,5.2904
-747.323,1,0.834098,2,3,0,748.078,154.917,0.856742,5.15752
-746.784,1,0.834098,2,3,0,747.535,154.393,0.942793,4.97704
-746.99,0.850667,0.834098,2,3,0,749.033,154.883,0.87251,4.96856
-747.867,0.465122,0.834098,2,3,0,753.307,154.3,0.907674,5.41945
-746.405,1,0.834098,2,3,0,748.088,154.336,0.912689,5.0767
-746.355,0.968922,0.834098,2,7,0,747.025,154.804,0.918234,5.16712
-745.999,0.914541,0.834098,3,11,0,747.305,154.521,0.912398,5.03927
-745.976,0.996715,0.834098,2,3,0,746.059,154.6,0.918891,5.08095
-747.565,0.720478,0.834098,1,3,0,748.599,154.151,0.899593,4.95663
-750.301,0.857442,0.834098,2,3,0,750.323,153.905,0.883262,4.86535
-747.609,1,0.834098,2,7,0,751.272,154.44,0.879114,5.41399
-747.383,0.961196,0.834098,4,19,0,748.64,154.502,0.940604,5.37525
-748.204,0.926157,0.834098,2,3,0,748.863,154.648,0.852208,4.77771
-748.662,0.90741,0.834098,3,11,0,750.872,154.793,0.927514,5.52965
-749.72,0.928634,0.834098,4,23,0,750.824,154.424,0.991692,4.79804
-747.814,1,0.834098,2,3,0,750.212,154.89,0.841802,5.22215
-748.489,0.928261,0.834098,5,39,0,749.799,154.843,0.873954,4.73769
-746.656,0.905587,0.834098,2,3,0,749.895,154.362,0.885253,4.9538
-746.448,0.924043,0.834098,2,3,0,747.892,154.816,0.922762,4.9964
-748.168,0.807266,0.834098,2,3,0,748.537,154.576,0.824671,5.28779
-746.222,1,0.834098,2,3,0,747.981,154.456,0.924367,5.0171
-746.255,0.977678,0.834098,2,3,0,746.607,154.559,0.935343,5.15236
-746.785,0.850103,0.834098,4,31,0,748.501,154.598,0.867129,5.27406
-748.215,0.849023,0.834098,2,3,0,749.058,155.019,0.857379,5.29352
-748.711,0.914559,0.834098,1,1,0,748.986,155.018,0.838764,5.28147
-746.985,0.988656,0.834098,2,7,0,749.343,154.342,0.870239,5.23727
-746.84,0.991622,0.834098,3,15,0,747.765,154.769,0.943588,4.94346
-747.202,0.982412,0.834098,2,3,0,747.669,154.924,0.91051,4.89574
-746.448,1,0.834098,2,3,0,747.565,154.5,0.897822,4.90392
-748.013,0.783747,0.834098,2,3,0,748.655,155.018,0.874011,4.89394
-746.213,0.853726,0.834098,2,3,0,749.305,154.567,0.931648,5.00397
-747.142,0.656475,0.834098,1,3,0,749.546,154.641,0.870767,5.34887
-748.189,0.696697,0.834098,2,3,0,751.942,155.038,0.946172,4.92423
-747.447,1,0.834098,3,11,0,749.111,154.255,0.8962,4.87101
-746.937,0.987207,0.834098,2,7,0,747.97,154.969,0.921161,5.10788
-746.771,1,0.834098,1,1,0,747.02,154.935,0.921222,5.08525
-746.708,0.986349,0.834098,3,15,0,747.553,154.263,0.895713,5.07715
-746.494,0.989089,0.834098,3,15,0,747.247,154.418,0.897353,5.24434
-748.189,0.815491,0.834098,2,3,0,748.597,154.592,0.97953,5.33853
-750.245,0.774691,0.834098,2,3,0,752.534,155.218,0.97886,5.2628
-752.088,0.826799,0.834098,2,3,0,755.149,155.359,0.854283,5.50709
-750.665,0.985371,0.834098,5,39,0,753.352,153.898,0.967233,5.31315
-747.334,1,0.834098,2,3,0,750.944,154.575,0.860394,5.34752
-746.382,1,0.834098,2,3,0,747.593,154.366,0.898949,5.00591
-746.941,0.876425,0.834098,4,31,0,748.055,154.4,0.863867,4.95071
-746.039,0.996651,0.834098,2,7,0,747.012,154.643,0.895651,5.00451
-745.954,0.945062,0.834098,2,3,0,746.507,154.575,0.899018,5.11755
-746.215,0.921837,0.834098,2,3,0,746.651,154.787,0.918207,5.08119
-746.103,0.987842,0.834098,2,3,0,746.402,154.757,0.902901,5.10133
-745.983,1,0.834098,2,3,0,746.123,154.549,0.905378,5.1379
-747.059,0.788843,0.834098,1,3,0,747.986,154.379,0.935799,4.8935
-746.575,1,0.834098,2,3,0,747.164,154.553,0.920721,4.88203
-750.537,0.675817,0.834098,4,15,0,751.284,154.602,0.863557,5.69187
-749.516,0.987657,0.834098,3,11,0,752.038,154.618,0.896344,4.60725
-746.206,1,0.834098,2,3,0,749.375,154.403,0.903823,5.03768
-746.145,0.988735,0.834098,4,23,0,746.493,154.623,0.903316,5.2086
-746.272,0.885808,0.834098,1,3,0,747.482,154.626,0.909285,4.92527
-746.882,0.923694,0.834098,2,3,0,747.21,154.223,0.903288,5.11431
-746.847,0.976713,0.834098,2,3,0,747.498,154.869,0.940458,5.02206
-746.385,1,0.834098,2,3,0,747.105,154.345,0.913223,5.05772
-750.274,0.654752,0.834098,2,3,0,751.262,154.008,0.82896,4.96976
-748.158,1,0.834098,2,3,0,750.055,154.166,0.86056,4.9343
-748.782,0.886489,0.834098,3,11,0,750.641,154.821,0.984665,5.35257
-747.249,0.970422,0.834098,2,3,0,750.007,155.009,0.910893,5.20804
-748.472,0.878729,0.834098,2,3,0,749.423,154.326,0.819697,5.13396
-746.362,1,0.834098,2,3,0,748.568,154.354,0.916025,5.06632
-749.156,0.413771,0.834098,2,3,0,753.221,155.059,0.826888,5.04965
-747.438,0.890932,0.834098,2,7,0,751.779,154.406,0.843478,5.2218
-747.045,0.981751,0.834098,2,3,0,748.019,154.724,0.955537,5.24169
-749.842,0.737645,0.834098,2,3,0,750.483,155.2,0.833793,5.19344
-751.391,0.891431,0.834098,2,3,0,752.53,154.018,1.01095,5.0781
-752.999,0.937143,0.834098,3,11,0,753.467,155.138,0.769334,5.16803
-746.568,1,0.834098,2,3,0,752.09,154.464,0.939923,4.97247
-746.214,1,0.834098,2,3,0,746.754,154.49,0.901493,5.20731
-746.377,0.8825,0.834098,2,3,0,747.523,154.601,0.931826,4.94887
-746.275,0.982538,0.834098,3,15,0,746.845,154.616,0.900264,5.24268
-747.009,0.929811,0.834098,2,3,0,747.323,154.366,0.857235,5.01902
-746.765,1,0.834098,2,3,0,747.657,154.351,0.940457,5.01642
-747.807,0.656523,0.834098,2,3,0,749.936,154.404,0.839382,4.92996
-746.554,1,0.834098,3,15,0,748.012,154.541,0.936715,4.93226
-746.479,0.528309,0.834098,2,3,0,752.955,154.337,0.890487,5.14016
-746.597,0.976954,0.834098,2,3,0,746.975,154.788,0.92739,5.23304
-746.07,0.914779,0.834098,2,3,0,747.541,154.45,0.905442,5.08128
-747.288,0.860685,0.834098,2,3,0,747.422,154.618,0.951877,5.3315
-747.445,0.894415,0.834098,5,35,0,749.561,154.699,0.932568,5.40072
-746.866,0.991095,0.834098,2,3,0,748.013,154.27,0.878962,5.04872
-746.247,0.993508,0.834098,2,3,0,747.161,154.643,0.883247,4.96948
-746.465,0.960513,0.834098,1,1,0,746.494,154.704,0.880613,4.93829
-746.012,0.639341,0.834098,2,3,0,750.832,154.67,0.916678,5.04628
-747.167,0.780603,0.834098,2,7,0,748.292,154.327,0.948478,5.22261
-747.611,0.922725,0.834098,1,1,0,747.755,154.352,0.966875,5.22523
-746.794,0.963468,0.834098,2,3,0,748.231,154.791,0.869479,4.95265
-747.712,0.923478,0.834098,2,3,0,748.44,154.481,0.926704,4.76098
-748.495,0.869022,0.834098,3,15,0,750.115,154.854,0.8711,5.47758
-746.528,1,0.834098,2,3,0,748.635,154.825,0.924006,5.19293
-747.791,0.840585,0.834098,2,3,0,748.472,155.039,0.884314,4.92781
-746.377,1,0.834098,2,3,0,747.915,154.545,0.884775,5.2387
-747.415,0.728364,0.834098,2,3,0,750.132,154.864,0.909316,4.82598
-747.281,0.989254,0.834098,2,7,0,748.158,154.896,0.8684,4.93167
-746.635,0.921546,0.834098,2,3,0,748.304,154.627,0.863978,4.95855
-746.701,0.973883,0.834098,2,3,0,747.153,154.786,0.939748,5.21044
-747.422,0.76534,0.834098,2,3,0,749.646,154.669,0.855417,5.33757
-746.76,0.977539,0.834098,2,3,0,748.003,154.476,0.891946,5.31531
-747.008,0.805821,0.834098,2,3,0,749.487,154.469,0.949615,4.91923
-746.48,0.993786,0.834098,2,3,0,747.628,154.743,0.94272,5.0575
-746.816,0.969563,0.834098,2,7,0,747.313,154.721,0.91509,5.32715
-746.264,0.999523,0.834098,4,23,0,746.77,154.728,0.915581,5.20312
-746.067,0.938831,0.834098,2,7,0,746.873,154.515,0.886299,5.08653
-746.233,0.940658,0.834098,2,3,0,746.723,154.525,0.922944,5.20018
-746.619,0.869807,0.834098,2,3,0,747.53,154.714,0.85886,5.10049
-748.79,0.834316,0.834098,2,7,0,748.94,154.339,0.976491,4.84847
-747.587,1,0.834098,2,3,0,749.32,154.311,0.913886,4.81708
-746.361,0.955071,0.834098,3,11,0,748.263,154.815,0.894196,5.16324
-747.73,0.72211,0.834098,2,3,0,748.921,154.562,0.825301,5.08195
-746.953,0.99245,0.834098,2,7,0,748.34,154.848,0.927497,4.90888
-747.478,0.957692,0.834098,2,7,0,748.231,154.366,0.866559,4.86014
-745.977,0.918596,0.834098,2,3,0,748.531,154.589,0.902247,5.14252
-747.54,0.720761,0.834098,1,3,0,748.568,155.067,0.910356,5.19348
-748,0.854029,0.834098,2,3,0,749.828,155.08,0.87337,4.98214
-747.634,0.952419,0.834098,2,3,0,748.925,154.262,0.963024,5.11361
-746.836,1,0.834098,2,3,0,748.213,154.325,0.880441,5.22467
-748.657,0.857882,0.834098,2,3,0,749.343,154.384,0.98977,4.9441
-750.157,0.879228,0.834098,2,3,0,752.299,153.876,0.945329,4.99704
-746.781,1,0.834098,2,3,0,750.403,154.416,0.914282,5.30233
-747.596,0.923324,0.834098,2,7,0,748.37,154.676,0.976759,4.98764
-746.912,0.70256,0.834098,2,7,0,750.814,154.625,0.851448,4.98007
-747.519,0.858459,0.834098,2,3,0,749.129,154.726,0.977553,5.108
-748.121,0.96658,0.834098,3,11,0,748.649,154.836,0.961557,4.84889
-747.154,0.966937,0.834098,3,11,0,749.579,154.275,0.863866,5.03702
-747.809,0.944308,0.834098,2,3,0,748.144,154.988,0.959785,5.083
-748.902,0.899975,0.834098,2,3,0,749.803,154.223,0.844984,4.84461
-746.698,0.95834,0.834098,2,3,0,749.79,154.298,0.886219,5.16011
-746.445,0.891262,0.834098,3,15,0,748.328,154.655,0.905924,5.27754
-746.287,0.891315,0.834098,2,3,0,747.745,154.455,0.878076,5.12512
-746.692,0.953861,0.834098,2,3,0,746.856,154.849,0.939573,5.09149
-746.404,0.996905,0.834098,3,11,0,746.852,154.415,0.879828,5.16133
-746.697,0.980525,0.834098,2,3,0,746.879,154.74,0.934831,4.92071
-746.543,0.815059,0.834098,2,3,0,748.762,154.369,0.905408,5.22759
-746.295,0.983359,0.834098,2,3,0,746.856,154.425,0.885035,5.1494
-746.597,0.831447,0.834098,3,11,0,748.138,154.908,0.90434,5.05279
-747.554,0.606219,0.834098,1,3,0,750.736,154.267,0.848745,5.11154
-747.944,0.950237,0.834098,5,35,0,749.285,155.058,0.861386,5.16621
