# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 1475325209
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
-748.494,0.998153,0.16388,3,7,0,753.218,154.981,5.9627,-0.0952458,5.03717
-749.465,0.697223,0.16388,4,31,0,751.327,154.39,5.51892,-0.00811599,5.32283
-749.609,0.972171,0.16388,4,15,0,750.275,154.686,5.53876,0.0410754,4.8077
-750.195,0.99602,0.16388,3,15,0,753.282,154.955,5.64134,0.101623,5.32674
-749.178,0.99943,0.16388,4,15,0,750.715,154.832,5.51416,-0.0561751,5.27297
-748.461,0.998378,0.16388,4,31,0,749.849,154.679,5.88505,-0.23666,5.14465
-749.202,0.895647,0.16388,3,15,0,750.059,155.075,5.81602,-0.198073,5.29536
-750.72,0.980714,0.16388,3,15,0,752.066,154.7,5.80596,-0.442448,4.96242
-752.927,0.925985,0.16388,4,15,0,755.74,155.439,6.36116,-0.457252,5.38789
-755.282,0.991522,0.16388,4,15,0,756.307,155.874,6.27025,-0.527045,5.32832
-752.74,0.99905,0.16388,4,15,0,758.717,155.239,5.71926,-0.688899,5.25965
-749.894,0.972077,0.16388,4,31,0,754.71,154.823,6.02393,0.175185,4.92622
-748.211,0.999906,0.16388,4,23,0,750.657,154.882,5.99629,-0.0908807,5.10175
-749.772,0.851228,0.16388,4,15,0,750.47,155.15,5.99611,-0.164775,5.31796
-750.525,0.985283,0.16388,4,15,0,755.213,154.587,6.31192,0.205621,4.94713
-751.321,0.960459,0.16388,2,3,0,751.446,154.61,6.36312,0.200853,5.36069
-748.967,0.997688,0.16388,4,31,0,751.503,154.638,5.8658,-0.279233,5.1871
-748.334,0.999442,0.16388,4,23,0,750.153,154.384,5.78318,-0.0541646,5.14572
-749.183,0.906337,0.16388,4,23,0,750.679,154.341,6.1575,0.165969,5.23547
-749.554,0.996071,0.16388,4,15,0,750.461,154.044,5.89019,0.299963,4.93709
-750.939,0.911233,0.16388,5,31,0,752.464,154.822,6.28906,-0.44347,5.11216
-751.521,0.969443,0.16388,2,3,0,751.579,154.822,6.29331,-0.482468,5.22005
-750.685,0.960099,0.16388,4,31,0,753.106,154.906,5.37194,0.138007,5.12664
-751.073,0.996143,0.16388,4,31,0,752.107,155.097,5.41738,0.0595041,5.1125
-749.15,0.999606,0.16388,3,7,0,751.311,154.794,5.41852,-0.0643178,5.1172
-748.827,0.806416,0.16388,5,31,0,751.237,154.378,6.0864,0.0802319,4.91192
-748.796,0.999951,0.16388,4,31,0,749.973,154.904,6.09902,-0.15286,4.93715
-750.532,0.987808,0.16388,4,15,0,751.032,155.272,6.22364,-0.38171,5.19424
-751.953,0.877683,0.16388,2,7,0,752.805,155.365,6.31511,-0.41009,5.33758
-749.207,0.967741,0.16388,4,15,0,753.348,154.377,6.03671,0.0132646,5.34725
-748.127,0.99172,0.16388,3,15,0,751.577,154.58,5.66831,-0.0932103,5.10102
-752.012,0.569632,0.16388,2,7,0,753.043,154.471,5.62699,-0.0523419,5.64984
-752.038,0.96143,0.16388,4,15,0,753.867,154.345,5.78994,-0.137992,5.60468
-749.673,0.966963,0.16388,4,17,0,752.434,154.367,5.80935,-0.180835,5.2866
-749.129,1,0.16388,3,15,0,752.663,154.714,6.01501,-0.263219,4.90285
-749.826,0.905745,0.16388,3,7,0,750.479,154.744,6.04654,-0.351348,5.28951
-748.756,0.996343,0.16388,4,31,0,751.223,154.285,5.94407,0.174787,4.90894
-749.577,0.607447,0.16388,3,11,0,752.524,153.96,5.66954,0.266761,5.08475
-751.655,0.70878,0.16388,4,31,0,753.226,154.695,5.44341,0.100911,5.5557
-751.958,1,0.16388,2,3,0,752.631,154.626,5.33818,0.147596,4.72524
-751.488,0.543837,0.16388,5,31,0,757.571,155.372,5.83913,-0.478294,4.85528
-750.448,0.98413,0.16388,4,31,0,754.152,154.582,5.38208,-0.0642608,5.40204
-749.089,0.991446,0.16388,4,15,0,750.82,154.713,5.57079,0.139783,5.2262
-748.803,0.74952,0.16388,4,15,0,751.507,154.407,5.52138,-0.0352049,5.07374
-751.435,0.693001,0.16388,4,15,0,751.948,154.399,5.55079,-0.0279561,4.66647
-750.613,1,0.16388,4,15,0,752.259,154.637,5.3752,-0.134956,4.82771
-749.532,0.946291,0.16388,4,31,0,755.654,154.81,5.79126,-0.323563,5.32118
-751.235,0.88477,0.16388,2,3,0,751.595,154.854,5.77321,-0.322948,5.54051
-750.264,0.901211,0.16388,2,3,0,753.1,155.022,5.74722,-0.225624,4.75037
-751.158,0.778654,0.16388,4,15,0,754.375,155.298,6.00238,-0.0160383,5.18921
-752.096,0.983553,0.16388,5,31,0,753.623,154.606,6.27999,-0.448664,5.25302
-752.77,0.997351,0.16388,4,15,0,754.276,155.454,5.75562,-0.0160263,5.02017
-753.464,0.997664,0.16388,4,15,0,756.251,154.597,6.52116,-0.416926,5.30371
-750.571,0.706396,0.16388,4,15,0,756.574,155.213,5.86395,0.00642213,4.99276
-751.444,0.934744,0.16388,4,15,0,753.942,153.945,5.4772,0.0995674,5.34899
-752.017,0.995983,0.16388,4,31,0,754.089,155.214,6.40718,-0.357362,4.88621
-750.76,1,0.16388,3,11,0,752.324,155.048,6.27696,-0.346069,5.35556
-747.973,0.998624,0.16388,4,15,0,751.657,154.78,5.7977,-0.0241297,5.13186
-748.776,0.992819,0.16388,4,15,0,749.121,154.971,6.03349,-0.279361,5.00407
-749.715,0.983195,0.16388,5,31,0,751.982,154.28,5.70117,-0.163195,5.07384
-748.347,0.895739,0.16388,4,19,0,752.149,154.277,5.89809,0.0396102,5.109
-749.399,0.992835,0.16388,4,15,0,749.81,154.441,5.5088,0.292371,5.14392
-749.23,0.994061,0.16388,4,15,0,750.076,154.136,5.63934,0.0573634,5.01938
-751.379,0.927163,0.16388,3,15,0,752.809,154.048,5.68351,0.590212,5.12804
-751.705,0.999633,0.16388,4,15,0,753.063,153.949,5.68208,0.617301,5.10803
-749.911,0.991069,0.16388,4,15,0,753.172,154.179,5.76457,0.450811,5.05338
-748.611,0.999909,0.16388,4,15,0,750.625,154.43,5.77742,0.269806,5.07288
-749.02,0.998194,0.16388,4,15,0,749.327,154.439,5.8429,0.318926,5.09095
-748.745,0.994212,0.16388,4,31,0,750.789,154.501,6.12284,-0.13509,5.06371
-750.213,0.950951,0.16388,3,15,0,754.725,153.9,5.6924,0.168467,5.00543
-750.515,0.999139,0.16388,5,31,0,751.98,154.7,5.38932,0.257071,5.13855
-750.31,0.987783,0.16388,4,23,0,751.757,154.635,6.3693,-0.225364,4.9928
-749.76,0.999089,0.16388,4,15,0,751.306,154.617,6.15822,-0.309248,5.03907
-748.037,0.995156,0.16388,4,31,0,750.873,154.467,5.98214,-0.00840502,5.11925
-748.652,0.985363,0.16388,4,15,0,748.869,154.831,5.55868,-0.0461915,4.99973
-749.105,0.946136,0.16388,4,15,0,749.834,154.755,5.44453,-0.125779,5.16707
-750.407,0.840333,0.16388,3,15,0,754.579,154.892,5.56828,0.206347,5.03075
-751.087,0.996014,0.16388,3,7,0,751.416,154.896,5.52565,0.25003,5.20599
-749.423,0.767636,0.16388,4,31,0,753.266,154.476,5.58207,0.145188,4.81661
-751.66,0.839927,0.16388,4,15,0,753.111,154.175,6.17913,0.0511789,5.52057
-749.547,0.987626,0.16388,4,31,0,751.615,155.014,5.51257,-0.0290695,5.047
-748.879,0.952433,0.16388,3,7,0,750.043,154.899,5.61677,-0.183553,4.93091
-749.083,0.983492,0.16388,3,11,0,752.854,155.044,5.58854,-0.127516,5.04661
-748.256,0.996113,0.16388,4,15,0,750.394,154.898,6.00922,-0.128521,5.1117
-748.986,0.773106,0.16388,2,3,0,749.536,154.894,5.98678,-0.152916,4.84637
-748.505,1,0.16388,4,19,0,750.379,154.752,5.61455,-0.0471607,4.93186
-749.79,0.801456,0.16388,4,31,0,751.672,154.708,6.37652,-0.161801,5.10587
-748.282,0.948917,0.16388,4,15,0,750.697,154.688,5.71299,-0.0268159,5.24886
-749.375,0.987197,0.16388,4,23,0,751.814,154.83,5.94866,-0.350829,5.25989
-749.741,0.969176,0.16388,4,15,0,751.925,154.735,6.16386,0.156065,4.94562
-749.904,0.965283,0.16388,4,15,0,751.198,154.185,5.57628,-0.0313525,4.94516
-748.224,0.983281,0.16388,4,31,0,750.567,154.819,6.01767,-0.049159,5.01015
-748.2,0.930619,0.16388,4,31,0,749.791,154.355,5.95561,0.0717723,5.15495
-749.072,0.986107,0.16388,4,31,0,751.177,154.333,5.45928,0.037922,5.09473
-752.746,0.71907,0.16388,3,7,0,752.972,154.67,5.33842,0.226695,4.72193
-753.339,0.840695,0.16388,4,19,0,755.992,154.341,6.12196,-0.148575,5.67882
-749.506,0.954926,0.16388,4,15,0,754.228,154.702,6.25255,-0.0716968,5.30775
-749.105,0.990943,0.16388,4,15,0,751.059,154.33,5.94003,-0.141507,5.05815
-748.309,0.962565,0.16388,3,15,0,750.817,154.614,5.57771,-0.0477462,5.14605
-748.723,0.929104,0.16388,4,15,0,749.374,154.45,5.65501,-0.118433,4.99342
-747.957,0.997128,0.16388,4,15,0,749.23,154.56,5.70512,-0.0533808,5.09523
-748.095,0.973605,0.16388,4,31,0,748.37,154.539,5.68133,-0.00544303,4.97076
-749.072,0.904078,0.16388,4,15,0,749.573,154.316,5.68875,0.0932916,5.33858
-748.554,0.996023,0.16388,4,15,0,749.527,154.376,5.61644,0.213944,5.14075
-748.336,0.999867,0.16388,4,15,0,749.174,154.52,5.57465,-0.0183236,5.13763
-748.267,0.962069,0.16388,3,11,0,748.763,154.617,5.68737,-0.0258262,4.91661
-749.094,0.999634,0.16388,4,15,0,749.665,154.978,5.63881,-0.231567,4.92872
-749.245,0.866267,0.16388,4,15,0,750.541,154.982,5.93766,-0.142611,5.34677
-748.37,0.989884,0.16388,4,19,0,749.347,154.323,5.82345,0.108729,4.9332
-749.745,0.968458,0.16388,4,15,0,750.038,154.07,6.01258,0.125352,4.9138
-750.152,1,0.16388,4,31,0,751.451,154.878,6.29957,0.00365472,5.28057
-748.929,0.932113,0.16388,4,15,0,751.698,154.899,6.0828,-0.0694992,4.91394
-748.639,0.747465,0.16388,2,3,0,750.476,154.913,6.04369,-0.0410761,4.99685
-748.24,1,0.16388,4,15,0,748.707,154.804,6.0749,-0.100204,5.1005
-748.712,0.972911,0.16388,4,23,0,751.279,154.656,5.66876,0.18692,5.0469
-748.846,0.982652,0.16388,3,15,0,751.873,154.872,5.92674,0.0871712,5.14763
-751.111,0.843294,0.16388,3,15,0,752.427,154.886,5.6826,0.189764,5.4275
-749.788,0.989763,0.16388,3,15,0,752.407,154.901,5.74513,-0.0283587,4.76984
-748.399,0.780709,0.16388,3,11,0,751.339,154.955,5.79367,-0.0659018,5.12596
-749.178,0.986376,0.16388,4,15,0,750.083,154.658,5.97567,-0.312618,5.1522
-750.467,0.888182,0.16388,4,15,0,751.849,155.128,5.44873,-0.118846,4.95197
-749.538,0.968016,0.16388,4,23,0,754.235,154.107,5.82445,0.00964903,4.97058
-749.57,0.990608,0.16388,3,15,0,752.488,154.064,5.75024,0.0715111,4.9593
-750.138,0.829841,0.16388,4,15,0,752.426,154.096,6.07485,0.0954724,4.87041
-751.319,0.998364,0.16388,4,31,0,754.199,154.879,6.46647,-0.221633,5.34876
-748.253,0.889313,0.16388,3,11,0,752.69,154.809,6.07191,-0.10299,5.03996
-748.263,0.993433,0.16388,4,15,0,748.88,154.734,6.01276,0.0481506,5.12643
-748.089,0.999821,0.16388,4,31,0,748.549,154.773,5.93115,-0.185683,5.10997
-749.595,0.949281,0.16388,4,15,0,750.105,155.233,5.75671,-0.321027,5.19364
-751.011,0.954974,0.16388,3,7,0,752.654,155.336,5.62892,-0.127938,5.25557
-749.433,0.981555,0.16388,5,31,0,751.919,154.389,6.17089,0.2568,5.03567
-749.09,0.979562,0.16388,4,23,0,752.455,154.794,5.64536,0.1458,5.0073
-748.833,0.879406,0.16388,4,15,0,750.678,154.56,5.76336,-0.0626514,5.34919
-749.081,0.99609,0.16388,4,15,0,750.855,154.059,5.81527,0.131516,5.07204
-748.706,0.999858,0.16388,5,31,0,749.753,154.992,5.9624,-0.305302,5.06338
-749.907,0.789524,0.16388,2,7,0,751.961,155.104,5.98492,-0.291705,5.37127
-752,0.970269,0.16388,4,15,0,754.49,154.868,6.59836,-0.0988187,5.00274
-751.4,0.98309,0.16388,3,7,0,752.538,154.961,6.5401,-0.17155,5.0657
-748.989,0.997919,0.16388,3,7,0,751.584,154.856,6.22894,-0.140473,5.02894
-748.627,0.787187,0.16388,4,15,0,750.984,154.816,6.13836,-0.033953,5.02
-749.028,0.933837,0.16388,5,31,0,750.077,154.158,5.85995,0.166417,5.27055
-748.999,0.968568,0.16388,4,15,0,750.233,154.566,5.58831,0.00160543,4.84275
-750.767,0.953678,0.16388,3,15,0,756.516,154.301,6.14414,-0.24216,5.06631
-751.754,0.893795,0.16388,4,31,0,753.402,154.373,6.0983,-0.357277,4.99221
-750.136,0.957557,0.16388,4,15,0,753.088,155.225,6.02205,-0.073938,5.17549
-750.373,0.999982,0.16388,4,15,0,751.388,154.236,5.46766,-0.10693,5.17059
-748.464,0.990899,0.16388,4,31,0,752.652,154.379,6.06739,0.151467,5.06373
-748.64,0.818913,0.16388,5,31,0,751.799,154.226,5.84609,0.0869427,5.21864
-749.387,0.944295,0.16388,4,15,0,750.332,154.194,5.58074,0.104651,5.28487
-748.465,0.997729,0.16388,4,23,0,749.925,154.745,5.9598,0.0313101,5.24808
-748.932,0.989817,0.16388,4,15,0,749.359,154.528,6.19444,-0.109406,5.00807
-748.413,0.931079,0.16388,2,7,0,752.545,154.634,6.12371,-0.051705,5.17795
-748.944,0.99697,0.16388,4,31,0,750.063,155.044,5.64194,-0.130102,5.02075
-749.138,0.998822,0.16388,4,31,0,751.118,154.135,5.56616,0.239523,5.13866
-754.255,0.939959,0.16388,4,15,0,755.698,155.058,5.50861,0.36174,5.24195
-749.268,0.991576,0.16388,4,15,0,756.158,154.381,5.51576,0.294349,5.10136
-748.669,0.997535,0.16388,4,31,0,749.655,154.505,6.12863,-0.113069,5.12781
-749.341,0.975884,0.16388,3,7,0,749.469,154.467,6.1319,-0.182654,4.98711
-749.436,0.987065,0.16388,4,15,0,754.056,154.021,5.91146,0.1337,5.17818
-750.312,0.998821,0.16388,4,15,0,751.177,154.469,5.37567,0.309312,5.20025
-748.104,0.906127,0.16388,4,15,0,752.168,154.523,5.79414,0.114927,4.96059
-748.725,0.950837,0.16388,5,31,0,749.258,154.591,6.09698,0.0652298,4.90992
-748.2,0.709077,0.16388,3,11,0,750.832,154.488,6.03686,0.00768686,4.98654
-749.438,0.688152,0.16388,3,15,0,752.55,154.597,5.65066,0.0941905,4.78278
-750.162,0.891974,0.16388,4,31,0,752.409,153.915,5.73813,0.260018,4.92594
-749.495,0.312138,0.16388,2,7,0,757.028,154.066,5.73258,0.362065,4.99569
-749.551,0.910369,0.16388,2,3,0,750.113,154.095,5.73696,0.392411,5.0204
-748.324,0.989453,0.16388,4,15,0,750.888,154.574,5.97616,0.129432,5.18239
-752.805,0.597335,0.16388,2,7,0,754.73,154.568,5.91255,0.148151,4.54551
-752.426,0.999714,0.16388,3,15,0,754.27,154.319,5.78108,0.243031,5.67706
-750.3,0.927321,0.16388,3,11,0,754.462,154.453,5.77138,0.252208,5.46667
-751.171,0.967321,0.16388,5,31,0,752.075,154.968,5.73559,-0.341234,4.71274
-749,1,0.16388,2,3,0,751.3,155.015,5.7447,-0.336048,5.1422
-751.347,0.862086,0.16388,4,31,0,754.453,154.384,5.58522,-0.256312,4.85452
-749.078,0.782074,0.16388,4,31,0,753.459,154.678,5.77944,-0.277151,4.93854
-748.362,0.999233,0.16388,3,7,0,749.407,154.922,5.71599,-0.17407,5.01574
-749.562,0.882282,0.16388,4,15,0,751.191,154.856,6.18576,-0.154548,4.85027
-750.213,0.994578,0.16388,5,31,0,751.072,154.726,5.39938,-0.14895,4.85541
-749.605,0.99752,0.16388,4,15,0,750.551,154.68,5.42668,-0.140512,4.92323
-749.755,0.997789,0.16388,4,31,0,750.526,154.419,6.2781,0.20353,5.02631
-750.244,0.954605,0.16388,4,15,0,752.389,154.706,6.24116,0.198578,5.22243
-751.548,0.978936,0.16388,4,15,0,752.772,154.621,6.42882,-0.31151,5.28233
-749.081,0.999652,0.16388,4,15,0,752.01,154.636,5.79373,0.248882,5.17612
-748.186,0.799933,0.16388,3,15,0,750.965,154.529,5.8878,0.146592,5.17157
-749.322,0.895055,0.16388,3,15,0,750.063,154.761,6.00254,0.103464,5.32703
-749.222,0.978946,0.16388,3,15,0,751.529,155.017,5.90501,-0.0359552,4.91155
-749.293,0.826939,0.16388,4,15,0,751.516,155.214,5.87816,-0.246031,5.0245
-749.336,0.89497,0.16388,4,15,0,751.032,155.15,5.82529,-0.258908,5.26128
-748.735,0.954197,0.16388,4,15,0,750.298,154.628,6.02126,-0.171956,5.26281
-749.438,0.982997,0.16388,4,15,0,749.876,154.651,6.20999,0.0344785,4.87354
-750.246,0.571035,0.16388,2,7,0,754.919,154.709,6.23973,0.208567,5.02901
-748.658,0.997136,0.16388,5,31,0,752.449,154.717,5.52311,0.0503644,5.12971
-749.498,0.989421,0.16388,4,15,0,749.868,154.774,5.54456,0.183135,5.09219
-748.346,0.685491,0.16388,3,15,0,752.602,154.762,5.73941,0.0423969,5.20756
-747.916,0.664645,0.16388,3,15,0,752.521,154.802,5.87364,-0.079871,5.10921
-749.436,0.909791,0.16388,4,15,0,750.367,154.984,6.14097,-0.336246,5.21103
-748.848,0.946787,0.16388,4,31,0,751.082,154.471,5.93124,0.206713,4.89727
-749.554,0.998028,0.16388,4,15,0,751.595,154.839,5.67072,0.140784,5.2757
-750.462,0.990916,0.16388,3,15,0,752.997,154.879,5.85726,0.226326,4.94012
-748.455,1,0.16388,4,15,0,751.319,154.451,5.66332,-0.026347,5.2269
-749.186,0.956276,0.16388,4,15,0,749.744,154.974,6.11998,-0.120915,4.91968
-748.969,0.980067,0.16388,4,15,0,750.301,154.853,5.91877,0.035162,4.88165
-748.884,0.998552,0.16388,3,15,0,751.49,154.809,5.54074,0.0611927,5.11312
-748.932,0.777724,0.16388,4,31,0,752.438,155.009,5.89599,-0.295173,5.23567
-749.471,0.895216,0.16388,4,23,0,751.938,154.212,5.78179,0.219199,4.82319
-748.466,0.651306,0.16388,4,19,0,752.996,154.867,5.87588,0.026772,4.99655
-751.398,0.980638,0.16388,4,31,0,753.087,153.89,6.26692,0.243752,5.218
-748.503,0.946061,0.16388,4,31,0,753.586,154.61,5.7646,0.147129,5.23387
-748.22,0.9929,0.16388,4,23,0,749.522,154.745,5.82775,-0.208947,5.01435
-749.817,0.888015,0.16388,4,31,0,750.764,154.799,6.31988,0.0466656,5.07114
-750.477,0.853839,0.16388,3,15,0,753.742,154.867,5.88629,0.21035,4.89127
-749.801,1,0.16388,3,15,0,750.964,154.904,5.81054,0.166502,5.2292
-748.315,0.935648,0.16388,3,15,0,751.003,154.814,5.68242,0.0176553,5.03611
-750.222,0.991007,0.16388,4,15,0,751.139,154.837,5.29128,0.0183096,5.12091
-750.513,0.994228,0.16388,4,15,0,751.183,154.893,5.26464,-0.140643,5.18004
