# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 3633324218
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-746.609,0.906227,0.752247,3,7,0,747.971,154.535,0.860756,5.1777
-747.25,0.941803,0.752247,2,3,0,747.654,154.685,0.838224,5.06451
-747.176,1,0.752247,3,7,0,748.099,154.419,0.848576,4.99572
-747.982,0.859338,0.752247,2,7,0,749.986,154.707,0.978879,4.92742
-746.435,0.992992,0.752247,2,3,0,748.369,154.67,0.911528,4.90018
-747.328,0.938355,0.752247,2,3,0,747.461,154.377,0.865609,5.31519
-746.243,0.999145,0.752247,2,3,0,747.422,154.476,0.891173,5.19432
-746.17,0.992434,0.752247,2,3,0,746.429,154.422,0.903405,5.13571
-746.335,0.91603,0.752247,2,3,0,747.296,154.627,0.941918,5.12547
-747.333,0.876029,0.752247,2,3,0,747.912,154.856,0.944262,5.29426
-746.904,1,0.752247,2,3,0,747.702,154.749,0.957433,5.15316
-748.974,0.830591,0.752247,2,3,0,749.735,154.895,0.968121,5.43506
-746.935,0.990402,0.752247,3,11,0,749.388,154.762,0.944279,4.92254
-749.17,0.817823,0.752247,2,3,0,750.294,154.131,0.828736,5.02239
-748.048,1,0.752247,2,3,0,749.372,154.336,0.828278,5.12482
-748.974,0.946513,0.752247,2,3,0,750.008,154.638,0.801679,5.07019
-746.382,1,0.752247,2,3,0,749.254,154.788,0.925532,5.00317
-747.758,0.829081,0.752247,3,7,0,749.054,154.425,0.926194,5.43636
-746.581,1,0.752247,2,3,0,748.018,154.478,0.949605,5.07901
-747.513,0.938175,0.752247,2,3,0,747.685,154.557,0.979682,5.07763
-751.68,0.68721,0.752247,2,3,0,752.572,153.907,0.992411,5.34247
-746.714,1,0.752247,2,3,0,751.586,154.709,0.951997,5.01189
-747.025,0.878277,0.752247,3,7,0,748.621,154.328,0.870081,4.95389
-747.415,0.97286,0.752247,3,7,0,748.402,154.99,0.912008,5.27869
-750.091,0.529669,0.752247,2,3,0,755.242,155.191,0.830824,5.27437
-747.458,0.986252,0.752247,2,3,0,751.4,154.191,0.875707,4.98826
-749.355,0.670131,0.752247,2,3,0,752.69,154.426,0.799588,5.2207
-748.725,1,0.752247,3,7,0,749.498,154.76,0.996149,4.97276
-746.253,0.96765,0.752247,3,7,0,749.653,154.782,0.917856,5.02167
-748.209,0.799988,0.752247,2,3,0,748.596,154.221,0.88012,5.40182
-746.295,1,0.752247,2,3,0,748.155,154.528,0.880813,5.19759
-746.255,0.945598,0.752247,3,7,0,747.088,154.537,0.920069,5.21776
-746.221,0.993547,0.752247,3,7,0,746.579,154.606,0.936076,5.12707
-752.049,0.623862,0.752247,2,3,0,752.197,155.184,1.00855,4.91758
-751.047,1,0.752247,3,7,0,753.32,153.974,0.81649,5.30909
-750.544,1,0.752247,2,3,0,751.589,154.114,0.81697,5.40023
-748.962,0.904368,0.752247,3,7,0,755.41,155.155,0.945764,4.93586
-749.215,0.971304,0.752247,3,7,0,749.997,155.165,0.932497,4.86591
-747.668,1,0.752247,2,3,0,749.981,155.09,0.920956,5.14816
-747.929,0.96424,0.752247,3,7,0,749.261,154.409,0.839747,5.31122
-747.703,0.783986,0.752247,2,3,0,752.04,154.831,0.848969,4.90702
-748.641,0.944524,0.752247,3,7,0,749.073,154.872,0.834981,4.86901
-748.416,1,0.752247,3,7,0,749.401,154.308,0.969546,5.34996
-746.466,0.982625,0.752247,2,3,0,748.992,154.411,0.918609,5.22375
-749.108,0.790084,0.752247,2,3,0,750.179,154.12,0.968923,5.317
-749.046,0.999113,0.752247,3,7,0,750.023,154.883,0.831129,4.84463
-748.133,0.943358,0.752247,2,3,0,750.763,154.083,0.89263,5.27719
-747.311,0.896641,0.752247,3,7,0,750.336,155.001,0.90622,4.95431
-750.418,0.764135,0.752247,2,3,0,751.717,153.986,0.986819,5.0535
-746.676,1,0.752247,2,3,0,750.292,154.385,0.92209,5.25325
-747.516,0.886367,0.752247,2,3,0,748.728,154.741,0.965948,4.92774
-746.15,1,0.752247,2,3,0,747.591,154.467,0.89769,4.99756
-746.562,0.811818,0.752247,3,7,0,749.02,154.738,0.928632,5.24755
-746.351,1,0.752247,2,3,0,746.561,154.711,0.929946,5.19545
-746.103,0.984275,0.752247,3,7,0,746.754,154.452,0.916291,5.09774
-750.244,0.64986,0.752247,2,3,0,750.362,154.57,0.916277,5.69688
-748.941,1,0.752247,2,3,0,750.46,154.693,0.932133,5.56827
-748.271,0.935971,0.752247,2,3,0,750.655,154.402,0.900516,5.50131
-747.426,0.979349,0.752247,3,7,0,750.09,154.329,0.919124,4.83235
-746.195,0.916914,0.752247,2,3,0,748.537,154.493,0.928969,5.13546
-746.187,0.994785,0.752247,2,7,0,746.411,154.674,0.91552,5.20199
-746.701,0.904524,0.752247,2,3,0,747.369,154.272,0.918234,5.12039
-746.62,0.978226,0.752247,3,7,0,747.346,154.915,0.902103,5.06312
-747.883,0.895928,0.752247,2,3,0,748.441,155.013,0.953638,5.20307
-749.062,0.920491,0.752247,2,3,0,749.829,155.071,0.974322,4.98244
-748.575,0.971857,0.752247,4,19,0,751.058,155.089,0.963418,5.05316
-747.806,0.998064,0.752247,2,7,0,749.796,154.554,0.941339,5.43595
-747.406,0.992167,0.752247,3,15,0,749.017,154.554,0.945443,4.82485
-746.467,1,0.752247,2,3,0,747.457,154.707,0.890544,5.25843
-748.616,0.857901,0.752247,3,7,0,748.916,154.979,0.872318,5.43746
-746.691,0.992393,0.752247,3,7,0,749.161,154.526,0.87648,4.89608
-747.649,0.913498,0.752247,3,7,0,748.482,154.51,0.979636,5.19203
-751.534,0.729912,0.752247,2,3,0,753.131,153.79,0.885103,4.86836
-746.952,0.943178,0.752247,2,3,0,752.436,154.399,0.877838,4.89062
-746.831,0.995451,0.752247,3,7,0,747.685,154.848,0.909643,5.27856
-747.127,0.816377,0.752247,2,3,0,749.822,154.387,0.865792,5.28157
-746.56,0.972977,0.752247,2,3,0,747.985,154.66,0.895998,5.29532
-746.994,0.964751,0.752247,2,3,0,747.505,154.872,0.944008,4.99681
-746.519,0.976313,0.752247,2,7,0,747.761,154.417,0.874179,4.99817
-746.543,0.75229,0.752247,3,7,0,750.183,154.668,0.9349,5.24427
-747.316,0.861072,0.752247,3,7,0,748.876,154.974,0.868476,5.16007
-747.448,0.986087,0.752247,3,7,0,747.858,154.964,0.85851,5.10289
-746.666,0.997422,0.752247,3,7,0,747.662,154.758,0.861859,5.14505
-747.774,0.892695,0.752247,3,7,0,748.467,154.528,0.947125,4.79021
-748.123,0.855802,0.752247,2,3,0,750.189,154.799,0.942065,4.76974
-746.865,1,0.752247,2,3,0,748.722,154.498,0.960402,5.1194
-746.179,0.982069,0.752247,2,3,0,747.392,154.438,0.888003,5.09511
-746.232,0.901513,0.752247,3,7,0,747.467,154.403,0.91252,5.03141
-746.272,0.927689,0.752247,3,7,0,747.411,154.787,0.907297,5.17115
-747.449,0.881081,0.752247,2,3,0,748.065,154.39,0.864725,4.85983
