# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = MedianAgeDivorce_2.data.R
# init = 2 (Default)
# random
#   seed = 592096645
# output
#   file = MedianAgeDivorce_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50
-44.8727,0.966821,0.661934,2,3,0,45.5418,10.0389,-0.822529,1.54195,10.6591,10.7414,10.2479,11.4816,9.42532,10.3301,8.7673,9.58983,7.03999,9.75434,10.1656,9.34307,12.3864,9.26082,10.3301,10.5769,10.9059,11.0704,10.1656,9.75434,9.01406,8.02703,9.75434,9.83659,10.2479,10.4124,10.3301,10.5769,9.42532,8.68505,10.2479,8.10928,10.3301,10.6591,9.83659,11.3994,10.0833,9.17857,8.27378,9.75434,10.4124,10.7414,10.7414,12.3042,9.34307,9.75434,10.1656,10.9059,9.83659,11.5639
-45.7689,0.904353,0.661934,3,7,0,47.4569,9.60345,-1.01351,1.80487,10.3676,10.469,9.86088,11.3811,8.84737,9.96223,8.03657,9.05007,5.9082,9.25277,9.75953,8.74602,12.496,8.64467,9.96223,10.2663,10.6717,10.8744,9.75953,9.25277,8.34062,7.12441,9.25277,9.35412,9.86088,10.0636,9.96223,10.2663,8.84737,7.93522,9.86088,7.22576,9.96223,10.3676,9.35412,11.2798,9.65818,8.54332,7.42846,9.25277,10.0636,10.469,10.469,12.3946,8.74602,9.25277,9.75953,10.6717,9.35412,11.4825
-44.2434,0.968296,0.661934,2,7,0,46.8923,9.58852,-0.929984,1.3191,10.2897,10.3827,9.82474,11.2197,8.89475,9.91774,8.15077,9.08075,6.1978,9.26675,9.73174,8.80176,12.2427,8.70876,9.91774,10.1967,10.5687,10.7547,9.73174,9.26675,8.42976,7.31378,9.26675,9.35975,9.82474,10.0107,9.91774,10.1967,8.89475,8.05777,9.82474,7.40678,9.91774,10.2897,9.35975,11.1267,9.63874,8.61576,7.59278,9.26675,10.0107,10.3827,10.3827,12.1497,8.80176,9.26675,9.73174,10.5687,9.35975,11.3127
-43.5181,1,0.661934,2,3,0,44.2686,9.76745,-0.859119,1.48753,10.4152,10.5011,9.98567,11.2743,9.12655,10.0716,8.43925,9.29837,6.6351,9.4702,9.89976,9.04064,12.2194,8.95473,10.0716,10.3293,10.673,10.8448,9.89976,9.4702,8.69699,7.66605,9.4702,9.55611,9.98567,10.1575,10.0716,10.3293,9.12655,8.35334,9.98567,7.75196,10.0716,10.4152,9.55611,11.1884,9.81385,8.86881,7.92378,9.4702,10.1575,10.5011,10.5011,12.1335,9.04064,9.4702,9.89976,10.673,9.55611,11.3603
-44.0077,0.855234,0.661934,1,3,0,45.1828,9.51605,-0.88231,1.57381,10.1813,10.2695,9.74016,11.0636,8.85785,9.82839,8.152,9.03431,6.29915,9.21077,9.65192,8.76961,12.0342,8.68138,9.82839,10.0931,10.446,10.6225,9.65192,9.21077,8.41669,7.35792,9.21077,9.299,9.74016,9.91662,9.82839,10.0931,8.85785,8.06377,9.74016,7.44615,9.82839,10.1813,9.299,10.9754,9.56369,8.59315,7.62261,9.21077,9.91662,10.2695,10.2695,11.9459,8.76961,9.21077,9.65192,10.446,9.299,11.1519
-43.7406,0.989569,0.661934,3,7,0,44.5216,9.78368,-0.834921,1.37561,10.4132,10.4967,9.99575,11.2481,9.16083,10.0792,8.49289,9.32781,6.73955,9.49479,9.91226,9.07733,12.1665,8.99384,10.0792,10.3297,10.6637,10.8307,9.91226,9.49479,8.74337,7.74146,9.49479,9.57829,9.99575,10.1627,10.0792,10.3297,9.16083,8.4094,9.99575,7.82495,10.0792,10.4132,9.57829,11.1646,9.82876,8.91035,7.99194,9.49479,10.1627,10.4967,10.4967,12.0831,9.07733,9.49479,9.91226,10.6637,9.57829,11.3316
-44.0123,0.781027,0.661934,2,3,0,46.488,9.80955,-0.996478,1.44098,10.5609,10.6605,10.0627,11.5574,9.06618,10.1623,8.269,9.26548,6.1764,9.46477,9.96301,8.96653,12.6535,8.86689,10.1623,10.4613,10.8598,11.0591,9.96301,9.46477,8.56794,7.37217,9.46477,9.56442,10.0627,10.262,10.1623,10.4613,9.06618,8.16935,10.0627,7.47182,10.1623,10.5609,9.56442,11.4577,9.86336,8.76724,7.67111,9.46477,10.262,10.6605,10.6605,12.5539,8.96653,9.46477,9.96301,10.8598,9.56442,11.657
-44.193,0.992525,0.661934,2,3,0,44.2255,9.81411,-1.02498,1.44303,10.5869,10.6894,10.0745,11.6119,9.04947,10.1769,8.22948,9.25447,6.07702,9.45946,9.97195,8.94697,12.7394,8.84447,10.1769,10.4844,10.8944,11.0994,9.97195,9.45946,8.53698,7.307,9.45946,9.56196,10.0745,10.2794,10.1769,10.4844,9.04947,8.12698,10.0745,7.4095,10.1769,10.5869,9.56196,11.5094,9.86945,8.74197,7.61449,9.45946,10.2794,10.6894,10.6894,12.6369,8.94697,9.45946,9.97195,10.8944,9.56196,11.7144
-44.3065,0.994146,0.661934,3,7,0,44.6216,9.64125,-0.63565,1.52844,10.1205,10.1841,9.80271,10.7562,9.16706,9.86627,8.65854,9.29419,7.32367,9.42132,9.73914,9.10349,11.4554,9.03993,9.86627,10.057,10.3112,10.4384,9.73914,9.42132,8.84923,8.08645,9.42132,9.48488,9.80271,9.92984,9.86627,10.057,9.16706,8.59497,9.80271,8.15002,9.86627,10.1205,9.48488,10.6926,9.67558,8.97636,8.27715,9.42132,9.92984,10.1841,10.1841,11.3918,9.10349,9.42132,9.73914,10.3112,9.48488,10.8197
-44.2751,1,0.661934,3,7,0,44.6068,9.69319,-1.06312,1.44475,10.4948,10.6011,9.96322,11.5579,8.9001,10.0695,8.0496,9.11273,5.81704,9.32535,9.85691,8.79379,12.7273,8.68748,10.0695,10.3885,10.8137,11.0263,9.85691,9.32535,8.36854,7.09279,9.32535,9.43166,9.96322,10.1758,10.0695,10.3885,8.9001,7.94329,9.96322,7.1991,10.0695,10.4948,9.43166,11.4516,9.7506,8.58116,7.41173,9.32535,10.1758,10.6011,10.6011,12.621,8.79379,9.32535,9.85691,10.8137,9.43166,11.6642
-43.5524,1,0.661934,3,7,0,44.2551,9.67476,-0.923726,1.43065,10.3713,10.4636,9.90939,11.295,8.98566,10.0018,8.24668,9.17041,6.30686,9.35516,9.81702,8.89329,12.3111,8.80092,10.0018,10.2789,10.6484,10.8331,9.81702,9.35516,8.5238,7.41533,9.35516,9.44753,9.90939,10.0941,10.0018,10.2789,8.98566,8.15431,9.90939,7.5077,10.0018,10.3713,9.44753,11.2026,9.72465,8.70855,7.69245,9.35516,10.0941,10.4636,10.4636,12.2187,8.89329,9.35516,9.81702,10.6484,9.44753,11.3874
-43.9539,0.96616,0.661934,2,3,0,44.0789,9.5418,-0.772166,1.39177,10.124,10.2012,9.73793,10.8962,8.96576,9.81515,8.34803,9.1202,6.72648,9.27463,9.66071,8.88855,11.7456,8.81133,9.81515,10.0468,10.3557,10.5101,9.66071,9.27463,8.57968,7.65308,9.27463,9.35185,9.73793,9.89236,9.81515,10.0468,8.96576,8.27082,9.73793,7.7303,9.81515,10.124,9.35185,10.819,9.5835,8.73412,7.88473,9.27463,9.89236,10.2012,10.2012,11.6683,8.88855,9.27463,9.66071,10.3557,9.35185,10.9734
-44.0988,0.977843,0.661934,1,1,0,44.1476,9.51156,-0.759376,1.39773,10.0841,10.1601,9.70445,10.8435,8.94507,9.78038,8.33757,9.09694,6.74288,9.24882,9.62851,8.86913,11.6788,8.79319,9.78038,10.0082,10.3119,10.4638,9.62851,9.24882,8.56538,7.65413,9.24882,9.32476,9.70445,9.85632,9.78038,10.0082,8.94507,8.26163,9.70445,7.73007,9.78038,10.0841,9.32476,10.7676,9.55257,8.71726,7.88194,9.24882,9.85632,10.1601,10.1601,11.6029,8.86913,9.24882,9.62851,10.3119,9.32476,10.9194
-43.8318,1,0.661934,2,3,0,44.1369,9.57476,-0.742112,1.43228,10.1343,10.2085,9.76325,10.8764,9.02114,9.83746,8.42745,9.16956,6.86901,9.31799,9.68904,8.94693,11.6927,8.87272,9.83746,10.0601,10.3569,10.5054,9.68904,9.31799,8.65008,7.75955,9.31799,9.3922,9.76325,9.91168,9.83746,10.0601,9.02114,8.35324,9.76325,7.83376,9.83746,10.1343,9.3922,10.8022,9.61483,8.79851,7.98218,9.31799,9.91168,10.2085,10.2085,11.6185,8.94693,9.31799,9.68904,10.3569,9.3922,10.9506
-45.4639,0.827505,0.661934,3,7,0,47.3824,9.77692,-0.978121,1.23581,10.5144,10.6122,10.0254,11.4925,9.04724,10.1232,8.26475,9.24287,6.21069,9.43849,9.92755,8.94943,12.5685,8.85162,10.1232,10.4166,10.8079,11.0035,9.92755,9.43849,8.55818,7.38444,9.43849,9.53631,10.0254,10.221,10.1232,10.4166,9.04724,8.16694,10.0254,7.48225,10.1232,10.5144,9.53631,11.3947,9.82974,8.75381,7.67787,9.43849,10.221,10.6122,10.6122,12.4707,8.94943,9.43849,9.92755,10.8079,9.53631,11.5904
-44.1843,0.991303,0.661934,2,7,0,46.0494,9.57137,-1.0113,1.40283,10.3339,10.435,9.82824,11.3452,8.81694,9.92937,8.0079,9.0192,5.88418,9.22146,9.72711,8.71581,12.4576,8.61468,9.92937,10.2328,10.6373,10.8395,9.72711,9.22146,8.31129,7.09774,9.22146,9.32259,9.82824,10.0305,9.92937,10.2328,8.81694,7.90678,9.82824,7.19887,9.92937,10.3339,9.32259,11.2441,9.62598,8.51355,7.40113,9.22146,10.0305,10.435,10.435,12.3565,8.71581,9.22146,9.72711,10.6373,9.32259,11.4463
-44.6967,0.836198,0.661934,3,7,0,47.9354,9.73599,-0.637203,1.36119,10.2164,10.2802,9.89783,10.8536,9.26063,9.96155,8.75087,9.38807,7.41274,9.51551,9.83411,9.19691,11.5546,9.13319,9.96155,10.1527,10.4076,10.535,9.83411,9.51551,8.94203,8.17739,9.51551,9.57923,9.89783,10.0253,9.96155,10.1527,9.26063,8.68715,9.89783,8.24111,9.96155,10.2164,9.57923,10.7899,9.77039,9.06947,8.36855,9.51551,10.0253,10.2802,10.2802,11.4908,9.19691,9.51551,9.83411,10.4076,9.57923,10.9174
-44.134,0.993568,0.661934,2,3,0,45.2634,9.48335,-0.759283,1.42706,10.0559,10.1318,9.67621,10.8151,8.91693,9.75214,8.3095,9.06878,6.71501,9.22064,9.60028,8.841,11.6503,8.76507,9.75214,9.97992,10.2836,10.4355,9.60028,9.22064,8.53729,7.62615,9.22064,9.29657,9.67621,9.82807,9.75214,9.97992,8.91693,8.23357,9.67621,7.70207,9.75214,10.0559,9.29657,10.7392,9.52435,8.68914,7.85393,9.22064,9.82807,10.1318,10.1318,11.5744,8.841,9.22064,9.60028,10.2836,9.29657,10.8911
-44.7479,0.903008,0.661934,2,3,0,45.5729,9.52555,-0.762305,1.29917,10.1003,10.1766,9.71918,10.8626,8.95688,9.79541,8.34703,9.10934,6.74619,9.2618,9.64295,8.88065,11.7012,8.80441,9.79541,10.0241,10.329,10.4815,9.64295,9.2618,8.57572,7.66096,9.2618,9.33803,9.71918,9.87164,9.79541,10.0241,8.95688,8.2708,9.71918,7.73719,9.79541,10.1003,9.33803,10.7864,9.56672,8.72818,7.88965,9.2618,9.87164,10.1766,10.1766,11.6249,8.88065,9.2618,9.64295,10.329,9.33803,10.9389
-44.3606,0.841957,0.661934,2,7,0,47.4826,9.71015,-0.622321,1.49354,10.1794,10.2416,9.86822,10.8017,9.2459,9.93045,8.74804,9.37036,7.44117,9.49483,9.80599,9.18367,11.4863,9.12143,9.93045,10.1171,10.3661,10.4905,9.80599,9.49483,8.93474,8.18795,9.49483,9.55706,9.86822,9.99268,9.93045,10.1171,9.2459,8.68581,9.86822,8.25018,9.93045,10.1794,9.55706,10.7395,9.74376,9.0592,8.37465,9.49483,9.99268,10.2416,10.2416,11.424,9.18367,9.49483,9.80599,10.3661,9.55706,10.8639
-45.0107,0.967625,0.661934,3,7,0,45.7308,9.47091,-1.06173,1.39617,10.2715,10.3776,9.74059,11.3332,8.67886,9.84676,7.82947,8.8912,5.59984,9.10355,9.63442,8.57268,12.5011,8.46651,9.84676,10.1653,10.59,10.8023,9.63442,9.10355,8.14799,6.87391,9.10355,9.20972,9.74059,9.95294,9.84676,10.1653,8.67886,7.7233,9.74059,6.98009,9.84676,10.2715,9.20972,11.227,9.52824,8.36034,7.19243,9.10355,9.95294,10.3776,10.3776,12.3949,8.57268,9.10355,9.63442,10.59,9.20972,11.4394
-44.7037,0.99823,0.661934,3,7,0,46.112,9.84656,-0.959491,1.67832,10.57,10.666,10.0903,11.5295,9.13078,10.1862,8.36318,9.32268,6.34825,9.51457,9.99432,9.03483,12.5849,8.93888,10.1862,10.4741,10.8579,11.0498,9.99432,9.51457,8.65103,7.49964,9.51457,9.61052,10.0903,10.2822,10.1862,10.4741,9.13078,8.26724,10.0903,7.59559,10.1862,10.57,9.61052,11.4336,9.89837,8.84293,7.78749,9.51457,10.2822,10.666,10.666,12.489,9.03483,9.51457,9.99432,10.8579,9.61052,11.6255
-44.6667,0.935016,0.661934,3,7,0,46.3278,9.88974,-0.931736,1.32174,10.5923,10.6854,10.1264,11.524,9.19467,10.2196,8.44928,9.38102,6.49263,9.56736,10.0332,9.1015,12.5489,9.00832,10.2196,10.4991,10.8718,11.0581,10.0332,9.56736,8.7288,7.61072,9.56736,9.66054,10.1264,10.3128,10.2196,10.4991,9.19467,8.35611,10.1264,7.70389,10.2196,10.5923,9.66054,11.4308,9.94006,8.91515,7.89024,9.56736,10.3128,10.6854,10.6854,12.4557,9.1015,9.56736,10.0332,10.8718,9.66054,11.6172
-44.854,0.995723,0.661934,3,7,0,45.0768,9.89175,-0.986632,1.33034,10.6357,10.7343,10.1424,11.6223,9.15572,10.241,8.36642,9.35305,6.29449,9.55038,10.0437,9.05706,12.7076,8.9584,10.241,10.537,10.9317,11.129,10.0437,9.55038,8.66241,7.47845,9.55038,9.64904,10.1424,10.3397,10.241,10.537,9.15572,8.26775,10.1424,7.57711,10.241,10.6357,9.64904,11.5236,9.94503,8.85973,7.77444,9.55038,10.3397,10.7343,10.7343,12.6089,9.05706,9.55038,10.0437,10.9317,9.64904,11.721
-46.5396,0.653874,0.661934,3,7,0,51.5869,9.22733,-0.664045,1.65592,9.72802,9.79442,9.396,10.3921,8.73195,9.4624,8.20072,8.86476,6.80622,8.99757,9.32959,8.66555,11.1225,8.59914,9.4624,9.66161,9.92723,10.06,9.32959,8.99757,8.39993,7.60308,8.99757,9.06397,9.396,9.52881,9.4624,9.66161,8.73195,8.13431,9.396,7.66948,9.4624,9.72802,9.06397,10.3257,9.26319,8.53274,7.80229,8.99757,9.52881,9.79442,9.79442,11.0561,8.66555,8.99757,9.32959,9.92723,9.06397,10.4585
-44.9227,0.973709,0.661934,2,7,0,46.9831,9.43042,-0.646643,1.534,9.91799,9.98266,9.59467,10.5646,8.94803,9.65934,8.43071,9.07736,7.07276,9.20669,9.53001,8.88336,11.2759,8.8187,9.65934,9.85333,10.112,10.2413,9.53001,9.20669,8.62471,7.84873,9.20669,9.27135,9.59467,9.724,9.65934,9.85333,8.94803,8.36605,9.59467,7.9134,9.65934,9.91799,9.27135,10.5,9.46534,8.75404,8.04273,9.20669,9.724,9.98266,9.98266,11.2113,8.88336,9.20669,9.53001,10.112,9.27135,10.6293
-45.3378,0.911191,0.661934,3,7,0,47.6559,9.96431,-1.08149,1.44559,10.7798,10.8879,10.239,11.8612,9.15752,10.3472,8.29234,9.37382,6.02122,9.59012,10.1309,9.04938,13.0509,8.94123,10.3472,10.6716,11.1042,11.3205,10.1309,9.59012,8.61678,7.319,9.59012,9.69827,10.239,10.4553,10.3472,10.6716,9.15752,8.18419,10.239,7.42715,10.3472,10.7798,9.69827,11.7531,10.0227,8.83308,7.64344,9.59012,10.4553,10.8879,10.8879,12.9427,9.04938,9.59012,10.1309,11.1042,9.69827,11.9694
-45.1779,0.742644,0.661934,2,3,0,49.7624,9.45404,-1.10145,1.4945,10.2845,10.3947,9.73381,11.386,8.63236,9.84395,7.75121,8.85265,5.43817,9.07294,9.62367,8.52222,12.5976,8.41208,9.84395,10.1744,10.615,10.8353,9.62367,9.07294,8.08164,6.75991,9.07294,9.18309,9.73381,9.9541,9.84395,10.1744,8.63236,7.64106,9.73381,6.87005,9.84395,10.2845,9.18309,11.2758,9.51352,8.30193,7.09034,9.07294,9.9541,10.3947,10.3947,12.4874,8.52222,9.07294,9.62367,10.615,9.18309,11.4961
-45.9435,0.942156,0.661934,3,7,0,47.9108,10.0208,-0.76186,1.30346,10.5952,10.6714,10.2143,11.3571,9.45242,10.2905,8.84294,9.60479,7.24303,9.75717,10.1381,9.37624,12.1951,9.30005,10.2905,10.519,10.8238,10.9761,10.1381,9.75717,9.07149,8.15726,9.75717,9.83335,10.2143,10.3667,10.2905,10.519,9.45242,8.76675,10.2143,8.23345,10.2905,10.5952,9.83335,11.2809,10.0619,9.22387,8.38582,9.75717,10.3667,10.6714,10.6714,12.1189,9.37624,9.75717,10.1381,10.8238,9.83335,11.4333
-44.9305,0.996988,0.661934,2,3,0,47.225,9.55865,-0.734257,1.2831,10.1123,10.1857,9.74515,10.8465,9.01089,9.81858,8.42349,9.15775,6.88155,9.3046,9.67173,8.93747,11.6542,8.86404,9.81858,10.0389,10.3326,10.4794,9.67173,9.3046,8.64377,7.76266,9.3046,9.37802,9.74515,9.892,9.81858,10.0389,9.01089,8.35006,9.74515,7.83608,9.81858,10.1123,9.37802,10.7731,9.5983,8.79062,7.98294,9.3046,9.892,10.1857,10.1857,11.5808,8.93747,9.3046,9.67173,10.3326,9.37802,10.92
-45.0176,0.87332,0.661934,3,7,0,46.9515,9.9065,-0.997553,1.67347,10.6587,10.7584,10.1599,11.6562,9.16232,10.2596,8.36428,9.36184,6.26942,9.56135,10.0601,9.06257,12.7535,8.96281,10.2596,10.5589,10.9579,11.1574,10.0601,9.56135,8.66355,7.46648,9.56135,9.6611,10.1599,10.3594,10.2596,10.5589,9.16232,8.26453,10.1599,7.56624,10.2596,10.6587,9.6611,11.5565,9.96037,8.86306,7.76575,9.56135,10.3594,10.7584,10.7584,12.6538,9.06257,9.56135,10.0601,10.9579,9.6611,11.756
-47.0518,0.851937,0.661934,2,3,0,48.3692,9.19257,-1.08291,1.57818,10.0091,10.1174,9.46763,11.092,8.38472,9.57592,7.51839,8.6013,5.24429,8.81788,9.35934,8.27643,12.2832,8.16814,9.57592,9.90079,10.334,10.5505,9.35934,8.81788,7.84326,6.54377,8.81788,8.92617,9.46763,9.68421,9.57592,9.90079,8.38472,7.4101,9.46763,6.65207,9.57592,10.0091,8.92617,10.9837,9.25104,8.05985,6.86865,8.81788,9.68421,10.1174,10.1174,12.1749,8.27643,8.81788,9.35934,10.334,8.92617,11.2003
-48.6714,0.924166,0.661934,2,3,0,49.9868,9.26693,-1.27289,1.47602,10.2267,10.354,9.59024,11.4996,8.31735,9.71753,7.29904,8.57193,4.62597,8.82651,9.46296,8.19006,12.8998,8.06277,9.71753,10.0994,10.6086,10.8631,9.46296,8.82651,7.68091,6.15344,8.82651,8.9538,9.59024,9.84482,9.71753,10.0994,8.31735,7.17175,9.59024,6.28073,9.71753,10.2267,8.9538,11.3723,9.33567,7.93549,6.53531,8.82651,9.84482,10.354,10.354,12.7725,8.19006,8.82651,9.46296,10.6086,8.9538,11.6269
-46.6814,1,0.661934,1,1,0,48.405,9.35196,-1.18496,1.49684,10.2454,10.3639,9.65294,11.4304,8.46798,9.77144,7.52001,8.70497,5.03158,8.94196,9.53445,8.34948,12.7338,8.23099,9.77144,10.1269,10.6009,10.8379,9.53445,8.94196,7.8755,6.45354,8.94196,9.06046,9.65294,9.88994,9.77144,10.1269,8.46798,7.40151,9.65294,6.57204,9.77144,10.2454,9.06046,11.3119,9.41595,8.11249,6.80903,8.94196,9.88994,10.3639,10.3639,12.6154,8.34948,8.94196,9.53445,10.6009,9.06046,11.5489
-45.1844,0.974462,0.661934,3,7,0,48.4952,9.78983,-0.807346,1.23657,10.3986,10.4793,9.9949,11.2059,9.18755,10.0756,8.54168,9.34902,6.84625,9.51049,9.91416,9.10682,12.094,9.02608,10.0756,10.3178,10.6408,10.8022,9.91416,9.51049,8.78388,7.81507,9.51049,9.59123,9.9949,10.1564,10.0756,10.3178,9.18755,8.46094,9.9949,7.8958,10.0756,10.3986,9.59123,11.1252,9.83343,8.94535,8.05727,9.51049,10.1564,10.4793,10.4793,12.0133,9.10682,9.51049,9.91416,10.6408,9.59123,11.2867
-43.6339,1,0.661934,2,3,0,45.2445,9.79288,-0.914972,1.46079,10.4828,10.5743,10.0253,11.3977,9.11031,10.1168,8.37834,9.29331,6.45689,9.4763,9.93379,9.01882,12.4042,8.92732,10.1168,10.3913,10.7573,10.9403,9.93379,9.4763,8.65283,7.55486,9.4763,9.5678,10.0253,10.2083,10.1168,10.3913,9.11031,8.28684,10.0253,7.64636,10.1168,10.4828,9.5678,11.3062,9.84229,8.83582,7.82935,9.4763,10.2083,10.5743,10.5743,12.3127,9.01882,9.4763,9.93379,10.7573,9.5678,11.4892
