# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = MedianAgeDivorce_1.data.R
# init = 2 (Default)
# random
#   seed = 592096645
# output
#   file = MedianAgeDivorce_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50
-46.7222,0.820835,0.722002,3,7,0,48.8826,9.71644,-0.998394,1.17342,10.4692,10.5691,9.97003,11.4676,8.97164,10.0699,8.17292,9.17132,6.0763,9.371,9.87019,8.8718,12.5659,8.77196,10.0699,10.3694,10.7687,10.9684,9.87019,9.371,8.47244,7.27437,9.371,9.47084,9.97003,10.1697,10.0699,10.3694,8.97164,8.07309,9.97003,7.37421,10.0699,10.4692,9.47084,11.3678,9.77035,8.67212,7.57389,9.371,10.1697,10.5691,10.5691,12.466,8.8718,9.371,9.87019,10.7687,9.47084,11.5675
-44.5097,1,0.722002,2,3,0,46.6489,9.81254,-0.894382,1.29094,10.4869,10.5763,10.0397,11.3813,9.14533,10.1292,8.42983,9.32421,6.55162,9.50309,9.95028,9.05589,12.3651,8.96646,10.1292,10.3975,10.7552,10.9341,9.95028,9.50309,8.69814,7.62488,9.50309,9.59252,10.0397,10.2186,10.1292,10.3975,9.14533,8.34039,10.0397,7.71432,10.1292,10.4869,9.59252,11.2918,9.86084,8.87702,7.8932,9.50309,10.2186,10.5763,10.5763,12.2757,9.05589,9.50309,9.95028,10.7552,9.59252,11.4707
-44.2785,1,0.722002,2,3,0,44.6274,9.85223,-0.889097,1.33204,10.5226,10.6115,10.0781,11.4117,9.18897,10.167,8.47769,9.36678,6.61058,9.5446,9.98915,9.10006,12.3897,9.01115,10.167,10.4337,10.7893,10.9672,9.98915,9.5446,8.74442,7.6775,9.5446,9.63351,10.0781,10.2559,10.167,10.4337,9.18897,8.38878,10.0781,7.76641,10.167,10.5226,9.63351,11.3228,9.90024,8.92224,7.94423,9.5446,10.2559,10.6115,10.6115,12.3008,9.10006,9.5446,9.98915,10.7893,9.63351,11.5006
-44.5344,0.950687,0.722002,1,1,0,44.6289,9.8597,-0.905602,1.31071,10.5425,10.6331,10.0897,11.4481,9.18412,10.1803,8.45964,9.36525,6.55788,9.54637,9.99917,9.09356,12.4443,9.003,10.1803,10.452,10.8142,10.9953,9.99917,9.54637,8.73132,7.6446,9.54637,9.63693,10.0897,10.2708,10.1803,10.452,9.18412,8.36908,10.0897,7.73516,10.1803,10.5425,9.63693,11.3576,9.90861,8.91244,7.91628,9.54637,10.2708,10.6331,10.6331,12.3537,9.09356,9.54637,9.99917,10.8142,9.63693,11.5387
-44.3008,0.962926,0.722002,3,7,0,45.6803,9.50143,-0.816478,1.34409,10.1171,10.1987,9.70881,10.9335,8.89233,9.79046,8.23915,9.05563,6.52455,9.21892,9.62716,8.81068,11.8317,8.72904,9.79046,10.0354,10.362,10.5253,9.62716,9.21892,8.48409,7.50432,9.21892,9.30057,9.70881,9.87211,9.79046,10.0354,8.89233,8.1575,9.70881,7.58597,9.79046,10.1171,9.30057,10.8519,9.54552,8.64739,7.74926,9.21892,9.87211,10.1987,10.1987,11.75,8.81068,9.21892,9.62716,10.362,9.30057,11.0152
-45.9932,0.872277,0.722002,2,7,0,46.0324,10.0678,-0.978111,1.70746,10.8053,10.9031,10.3162,11.7834,9.33808,10.414,8.55559,9.53371,6.50156,9.72933,10.2184,9.24027,12.8593,9.14246,10.414,10.7074,11.0987,11.2943,10.2184,9.72933,8.84903,7.67529,9.72933,9.82714,10.3162,10.5118,10.414,10.7074,9.33808,8.45778,10.3162,7.77311,10.414,10.8053,9.82714,11.6856,10.1206,9.04465,7.96873,9.72933,10.5118,10.9031,10.9031,12.7615,9.24027,9.72933,10.2184,11.0987,9.82714,11.8812
-45.5909,0.990819,0.722002,3,7,0,47.6965,9.31592,-0.818555,1.35995,9.93311,10.015,9.52383,10.7517,8.70528,9.60569,8.05043,8.86899,6.33146,9.0327,9.44198,8.62342,11.6521,8.54156,9.60569,9.85125,10.1787,10.3424,9.44198,9.0327,8.296,7.31373,9.0327,9.11455,9.52383,9.68754,9.60569,9.85125,8.70528,7.96858,9.52383,7.39559,9.60569,9.93311,9.11455,10.6698,9.36012,8.45971,7.5593,9.0327,9.68754,10.015,10.015,11.5702,8.62342,9.0327,9.44198,10.1787,9.11455,10.8335
-45.7037,0.989051,0.722002,3,7,0,46.7823,9.44714,-0.752043,1.26593,10.0142,10.0894,9.63816,10.7662,8.88612,9.71336,8.28448,9.03653,6.70519,9.18693,9.56296,8.81091,11.5935,8.73571,9.71336,9.93898,10.2398,10.3902,9.56296,9.18693,8.5101,7.60765,9.18693,9.26214,9.63816,9.78857,9.71336,9.93898,8.88612,8.20928,9.63816,7.68285,9.71336,10.0142,9.26214,10.691,9.48775,8.66051,7.83326,9.18693,9.78857,10.0894,10.0894,11.5183,8.81091,9.18693,9.56296,10.2398,9.26214,10.8414
-43.8228,0.829052,0.722002,2,3,0,48.2492,9.57865,-0.877902,1.57328,10.2406,10.3284,9.80163,11.1185,8.92373,9.88942,8.22141,9.09931,6.37782,9.27489,9.71384,8.83594,12.0842,8.74815,9.88942,10.1528,10.504,10.6795,9.71384,9.27489,8.48478,7.4313,9.27489,9.36268,9.80163,9.97722,9.88942,10.1528,8.92373,8.13362,9.80163,7.51909,9.88942,10.2406,9.36268,11.0307,9.62605,8.66036,7.69467,9.27489,9.97722,10.3284,10.3284,11.9964,8.83594,9.27489,9.71384,10.504,9.36268,11.2063
-45.7646,0.839427,0.722002,2,3,0,46.1208,10.1395,-0.789781,1.53716,10.735,10.8139,10.3401,11.5247,9.55028,10.419,8.91846,9.70824,7.25992,9.86619,10.2611,9.4713,12.3935,9.39232,10.419,10.656,10.9719,11.1298,10.2611,9.86619,9.15539,8.20765,9.86619,9.94517,10.3401,10.498,10.419,10.656,9.55028,8.83948,10.3401,8.28663,10.419,10.735,9.94517,11.4458,10.1821,9.31335,8.44459,9.86619,10.498,10.8139,10.8139,12.3145,9.4713,9.86619,10.2611,10.9719,9.94517,11.6037
-47.4492,0.949838,0.722002,3,7,0,48.6038,10.2521,-0.988623,1.68855,10.9976,11.0964,10.5032,11.9862,9.51462,10.6021,8.72372,9.71235,6.64762,9.91007,10.4044,9.41576,13.0737,9.3169,10.6021,10.8987,11.2941,11.4919,10.4044,9.91007,9.02031,7.83396,9.91007,10.0089,10.5032,10.701,10.6021,10.8987,9.51462,8.62486,10.5032,7.93283,10.6021,10.9976,10.0089,11.8873,10.3055,9.21804,8.13055,9.91007,10.701,11.0964,11.0964,12.9748,9.41576,9.91007,10.4044,11.2941,10.0089,12.085
-46.3866,0.859782,0.722002,3,7,0,53.4021,9.20015,-0.959744,1.62041,9.9238,10.0198,9.44393,10.8835,8.48419,9.5399,7.71639,8.67613,5.70093,8.86808,9.34796,8.38821,11.9393,8.29224,9.5399,9.82783,10.2117,10.4037,9.34796,8.86808,8.00431,6.85262,8.86808,8.96406,9.44393,9.63588,9.5399,9.82783,8.48419,7.62042,9.44393,6.94859,9.5399,9.9238,8.96406,10.7876,9.25198,8.19626,7.14054,8.86808,9.63588,10.0198,10.0198,11.8433,8.38821,8.86808,9.34796,10.2117,8.96406,10.9795
-48.9942,0.531946,0.722002,2,3,0,55.3479,9.4038,-0.687722,2.08179,9.92235,9.99112,9.57848,10.6101,8.89076,9.64726,8.34059,9.02831,6.89637,9.16585,9.50971,8.82199,11.3666,8.75322,9.64726,9.85357,10.1287,10.2662,9.50971,9.16585,8.5469,7.72164,9.16585,9.23462,9.57848,9.71603,9.64726,9.85357,8.89076,8.27181,9.57848,7.79041,9.64726,9.92235,9.23462,10.5413,9.44094,8.68445,7.92795,9.16585,9.71603,9.99112,9.99112,11.2978,8.82199,9.16585,9.50971,10.1287,9.23462,10.6788
-46.1313,1,0.722002,2,3,0,49.5696,9.61568,-0.73946,1.87086,10.1732,10.2472,9.80351,10.9127,9.06405,9.87745,8.47248,9.21194,6.91961,9.35983,9.72956,8.9901,11.7261,8.91615,9.87745,10.0993,10.3951,10.543,9.72956,9.35983,8.69432,7.80696,9.35983,9.43378,9.80351,9.9514,9.87745,10.0993,9.06405,8.39853,9.80351,7.88091,9.87745,10.1732,9.43378,10.8387,9.65561,8.84221,8.0288,9.35983,9.9514,10.2472,10.2472,11.6522,8.9901,9.35983,9.72956,10.3951,9.43378,10.9866
-45.5382,1,0.722002,3,7,0,46.5507,9.79634,-0.89688,1.21582,10.4726,10.5623,10.0241,11.3695,9.12727,10.1138,8.40976,9.30664,6.52631,9.48602,9.93446,9.03758,12.356,8.94789,10.1138,10.3829,10.7417,10.921,9.93446,9.48602,8.67883,7.60257,9.48602,9.57571,10.0241,10.2035,10.1138,10.3829,9.12727,8.32008,10.0241,7.69226,10.1138,10.4726,9.57571,11.2798,9.84477,8.8582,7.87164,9.48602,10.2035,10.5623,10.5623,12.2663,9.03758,9.48602,9.93446,10.7417,9.57571,11.4592
-44.1614,0.950267,0.722002,2,3,0,46.444,9.60547,-0.915513,1.63775,10.2958,10.3873,9.83801,11.2113,8.9225,9.92956,8.19009,9.1056,6.26751,9.2887,9.74646,8.83095,12.2183,8.73939,9.92956,10.2042,10.5704,10.7535,9.74646,9.2887,8.46474,7.36612,9.2887,9.38025,9.83801,10.0211,9.92956,10.2042,8.9225,8.09854,9.83801,7.45768,9.92956,10.2958,9.38025,11.1197,9.65491,8.64784,7.64078,9.2887,10.0211,10.3873,10.3873,12.1268,8.83095,9.2887,9.74646,10.5704,9.38025,11.3028
-43.8326,1,0.722002,2,3,0,44.1401,9.63379,-0.881251,1.59451,10.2983,10.3864,9.85763,11.1795,8.97638,9.94576,8.27138,9.15263,6.42075,9.32888,9.76951,8.88826,12.1489,8.80013,9.94576,10.2101,10.5626,10.7389,9.76951,9.32888,8.53576,7.47825,9.32888,9.41701,9.85763,10.0339,9.94576,10.2101,8.97638,8.18326,9.85763,7.56638,9.94576,10.2983,9.41701,11.0914,9.68138,8.71201,7.74263,9.32888,10.0339,10.3864,10.3864,12.0608,8.88826,9.32888,9.76951,10.5626,9.41701,11.2676
-45.4138,0.914526,0.722002,2,3,0,45.5531,9.28422,-0.83203,1.60152,9.91157,9.99477,9.49556,10.7436,8.66353,9.57876,7.9979,8.82993,6.25064,8.99634,9.41235,8.58032,11.6588,8.49712,9.57876,9.82837,10.1612,10.3276,9.41235,8.99634,8.24751,7.24907,8.99634,9.07954,9.49556,9.66196,9.57876,9.82837,8.66353,7.9147,9.49556,7.33228,9.57876,9.91157,9.07954,10.6604,9.32915,8.41392,7.49868,8.99634,9.66196,9.99477,9.99477,11.5756,8.58032,8.99634,9.41235,10.1612,9.07954,10.8268
-44.1641,0.982592,0.722002,2,3,0,46.2926,9.71434,-1.04618,1.51528,10.5032,10.6078,9.98007,11.5493,8.93389,10.0847,8.09695,9.14313,5.89998,9.35236,9.87545,8.82928,12.7001,8.72466,10.0847,10.3985,10.817,11.0262,9.87545,9.35236,8.41081,7.15539,9.35236,9.45698,9.98007,10.1893,10.0847,10.3985,8.93389,7.99234,9.98007,7.26001,10.0847,10.5032,9.45698,11.4447,9.77083,8.62004,7.46925,9.35236,10.1893,10.6078,10.6078,12.5955,8.82928,9.35236,9.87545,10.817,9.45698,11.654
-44.3226,0.845598,0.722002,2,3,0,46.3887,9.95106,-0.921185,1.50167,10.6456,10.7378,10.185,11.5668,9.26386,10.2772,8.52691,9.44809,6.59242,9.63233,10.0929,9.17174,12.5801,9.07962,10.2772,10.5535,10.922,11.1062,10.0929,9.63233,8.80326,7.69784,9.63233,9.72445,10.185,10.3693,10.2772,10.5535,9.26386,8.43479,10.185,7.78996,10.2772,10.6456,9.72445,11.4747,10.0008,8.9875,7.9742,9.63233,10.3693,10.7378,10.7378,12.488,9.17174,9.63233,10.0929,10.922,9.72445,11.6589
-43.7475,1,0.722002,2,3,0,44.3037,9.56051,-0.766721,1.4627,10.1386,10.2153,9.75525,10.9053,8.98853,9.83193,8.37516,9.14188,6.76504,9.29522,9.67858,8.91186,11.7487,8.83519,9.83193,10.0619,10.3686,10.522,9.67858,9.29522,8.60517,7.68511,9.29522,9.37189,9.75525,9.9086,9.83193,10.0619,8.98853,8.29849,9.75525,7.76178,9.83193,10.1386,9.37189,10.8287,9.60191,8.75852,7.91512,9.29522,9.9086,10.2153,10.2153,11.6721,8.91186,9.29522,9.67858,10.3686,9.37189,10.982
-43.9162,0.985432,0.722002,3,7,0,44.1846,9.85961,-0.905946,1.4108,10.5427,10.6333,10.0897,11.4486,9.18377,10.1803,8.45902,9.36496,6.55653,9.54615,9.99913,9.09318,12.4452,9.00259,10.1803,10.4521,10.8145,10.9957,9.99913,9.54615,8.7308,7.64367,9.54615,9.63675,10.0897,10.2709,10.1803,10.4521,9.18377,8.36842,10.0897,7.73426,10.1803,10.5427,9.63675,11.358,9.90853,8.91199,7.91545,9.54615,10.2709,10.6333,10.6333,12.3546,9.09318,9.54615,9.99913,10.8145,9.63675,11.5392
-44.7533,0.876866,0.722002,2,3,0,46.0301,9.50538,-0.622567,1.46937,9.97479,10.0371,9.66351,10.5974,9.04094,9.72577,8.54289,9.16546,7.2355,9.28997,9.60125,8.97869,11.2822,8.91643,9.72577,9.91254,10.1616,10.2861,9.60125,9.28997,8.72966,7.98258,9.28997,9.35223,9.66351,9.78802,9.72577,9.91254,9.04094,8.48063,9.66351,8.04484,9.72577,9.97479,9.35223,10.5351,9.539,8.85417,8.16935,9.28997,9.78802,10.0371,10.0371,11.2199,8.97869,9.28997,9.60125,10.1616,9.35223,10.6596
-43.7654,1,0.722002,2,3,0,44.7501,9.82357,-0.932142,1.47366,10.5264,10.6196,10.0603,11.4585,9.12819,10.1535,8.38248,9.31462,6.42498,9.50105,9.96712,9.03498,12.4839,8.94177,10.1535,10.4332,10.806,10.9925,9.96712,9.50105,8.66212,7.54355,9.50105,9.59426,10.0603,10.2468,10.1535,10.4332,9.12819,8.28927,10.0603,7.63677,10.1535,10.5264,9.59426,11.3653,9.87391,8.84855,7.8232,9.50105,10.2468,10.6196,10.6196,12.3907,9.03498,9.50105,9.96712,10.806,9.59426,11.5518
-45.8902,0.763913,0.722002,2,3,0,46.489,9.26686,-0.785962,1.67364,9.85948,9.93807,9.46649,10.6454,8.68053,9.54509,8.05176,8.83772,6.40124,8.99492,9.3879,8.60194,11.51,8.52334,9.54509,9.78088,10.0953,10.2525,9.3879,8.99492,8.28755,7.3444,8.99492,9.07351,9.46649,9.62369,9.54509,9.78088,8.68053,7.97317,9.46649,7.42299,9.54509,9.85948,9.07351,10.5668,9.3093,8.44474,7.58018,8.99492,9.62369,9.93807,9.93807,11.4314,8.60194,8.99492,9.3879,10.0953,9.07351,10.724
-44.9568,0.99506,0.722002,3,7,0,46.7703,9.54416,-1.04324,1.66584,10.3308,10.4351,9.80914,11.374,8.7659,9.91346,7.9313,8.97455,5.7405,9.18319,9.70482,8.66157,12.5216,8.55725,9.91346,10.2264,10.6437,10.8524,9.70482,9.18319,8.24428,6.99239,9.18319,9.28752,9.80914,10.0178,9.91346,10.2264,8.7659,7.82698,9.80914,7.09671,9.91346,10.3308,9.28752,11.2697,9.60049,8.45293,7.30536,9.18319,10.0178,10.4351,10.4351,12.4172,8.66157,9.18319,9.70482,10.6437,9.28752,11.4783
-46.3455,0.935609,0.722002,2,3,0,46.9725,10.0912,-0.708454,1.35847,10.6254,10.6962,10.2712,11.3338,9.5627,10.342,8.99594,9.70439,7.50819,9.84609,10.2003,9.49186,12.1131,9.42101,10.342,10.5545,10.8379,10.9796,10.2003,9.84609,9.20848,8.35833,9.84609,9.91693,10.2712,10.4128,10.342,10.5545,9.5627,8.9251,10.2712,8.42918,10.342,10.6254,9.91693,11.263,10.1295,9.35017,8.57087,9.84609,10.4128,10.6962,10.6962,12.0423,9.49186,9.84609,10.2003,10.8379,9.91693,11.4047
-45.8338,1,0.722002,3,7,0,47.4941,9.59826,-1.09404,1.76129,10.4232,10.5326,9.87614,11.5172,8.78211,9.98555,7.90688,9.00091,5.6094,9.21972,9.76674,8.6727,12.7206,8.5633,9.98555,10.3138,10.7514,10.9702,9.76674,9.21972,8.23509,6.92224,9.21972,9.32912,9.87614,10.095,9.98555,10.3138,8.78211,7.79747,9.87614,7.03164,9.98555,10.4232,9.32912,11.4078,9.65734,8.45389,7.25045,9.21972,10.095,10.5326,10.5326,12.6112,8.6727,9.21972,9.76674,10.7514,9.32912,11.6266
-46.6126,0.966986,0.722002,2,7,0,47.6099,9.33935,-1.10508,1.72901,10.1726,10.2831,9.62004,11.2777,8.51496,9.73054,7.6309,8.73598,5.31024,8.95699,9.50953,8.40445,12.4932,8.29394,9.73054,10.0621,10.5041,10.7251,9.50953,8.95699,7.96242,6.63633,8.95699,9.0675,9.62004,9.84105,9.73054,10.0621,8.51496,7.52039,9.62004,6.74684,9.73054,10.1726,9.0675,11.1671,9.39902,8.18344,6.96785,8.95699,9.84105,10.2831,10.2831,12.3827,8.40445,8.95699,9.50953,10.5041,9.0675,11.3882
-45.2202,0.984412,0.722002,3,7,0,48.1705,9.45351,-0.596133,1.56528,9.903,9.96261,9.60493,10.4991,9.0088,9.66454,8.53189,9.12802,7.28001,9.24725,9.54532,8.94918,11.1549,8.88957,9.66454,9.84338,10.0818,10.2011,9.54532,9.24725,8.71073,7.99537,9.24725,9.30686,9.60493,9.72416,9.66454,9.84338,9.0088,8.47228,9.60493,8.05498,9.66454,9.903,9.30686,10.4395,9.4857,8.82996,8.17421,9.24725,9.72416,9.96261,9.96261,11.0953,8.94918,9.24725,9.54532,10.0818,9.30686,10.5587
-46.238,0.929687,0.722002,3,7,0,47.6743,9.26154,-1.04171,1.6222,10.047,10.1512,9.52613,11.0887,8.48442,9.63031,7.65106,8.69277,5.46347,8.90111,9.42196,8.38025,12.2346,8.27608,9.63031,9.94282,10.3595,10.5678,9.42196,8.90111,7.96357,6.71352,8.90111,9.00528,9.52613,9.73448,9.63031,9.94282,8.48442,7.54689,9.52613,6.81769,9.63031,10.047,9.00528,10.9845,9.31779,8.17191,7.02603,8.90111,9.73448,10.1512,10.1512,12.1304,8.38025,8.90111,9.42196,10.3595,9.00528,11.1929
-44.4079,0.960729,0.722002,2,3,0,47.0528,9.49998,-0.958363,1.35887,10.2226,10.3184,9.74341,11.181,8.78505,9.83924,8.01836,8.97672,6.00579,9.16839,9.64757,8.68921,12.2352,8.59337,9.83924,10.1268,10.5101,10.7018,9.64757,9.16839,8.30586,7.15583,9.16839,9.26423,9.74341,9.93508,9.83924,10.1268,8.78505,7.92252,9.74341,7.25167,9.83924,10.2226,9.26423,11.0851,9.55174,8.49754,7.44334,9.16839,9.93508,10.3184,10.3184,12.1393,8.68921,9.16839,9.64757,10.5101,9.26423,11.2768
-44.0831,0.788371,0.722002,2,3,0,47.2813,9.85257,-0.752634,1.39503,10.4201,10.4953,10.0437,11.1727,9.2911,10.119,8.68899,9.44163,7.10846,9.59216,9.96847,9.21584,12.0006,9.14057,10.119,10.3448,10.6458,10.7964,9.96847,9.59216,8.91478,8.01162,9.59216,9.66742,10.0437,10.1943,10.119,10.3448,9.2911,8.61373,10.0437,8.08689,10.119,10.4201,9.66742,11.0974,9.89321,9.06531,8.23741,9.59216,10.1943,10.4953,10.4953,11.9253,9.21584,9.59216,9.96847,10.6458,9.66742,11.248
-44.5129,0.969097,0.722002,3,7,0,45.2085,9.71478,-0.750518,1.69194,10.2807,10.3557,9.90541,11.0312,9.1549,9.98047,8.55448,9.305,6.97839,9.4551,9.83036,9.07984,11.8568,9.00479,9.98047,10.2056,10.5058,10.6559,9.83036,9.4551,8.77964,7.87902,9.4551,9.53016,9.90541,10.0555,9.98047,10.2056,9.1549,8.47943,9.90541,7.95407,9.98047,10.2807,9.53016,10.9561,9.75531,8.92974,8.10417,9.4551,10.0555,10.3557,10.3557,11.7817,9.07984,9.4551,9.83036,10.5058,9.53016,11.1062
-44.4999,0.985167,0.722002,2,3,0,45.081,9.63613,-0.686025,1.6524,10.1534,10.222,9.81039,10.8394,9.12436,9.87899,8.57554,9.26157,7.13489,9.39877,9.74178,9.05576,11.5941,8.98716,9.87899,10.0848,10.3592,10.4964,9.74178,9.39877,8.78135,7.95812,9.39877,9.46737,9.81039,9.94759,9.87899,10.0848,9.12436,8.50694,9.81039,8.02672,9.87899,10.1534,9.46737,10.7708,9.67318,8.91855,8.16392,9.39877,9.94759,10.222,10.222,11.5254,9.05576,9.39877,9.74178,10.3592,9.46737,10.908
-44.7486,0.981449,0.722002,3,7,0,45.5152,9.73255,-1.06517,1.34719,10.5357,10.6422,10.0031,11.6009,8.93794,10.1096,8.0858,9.15097,5.84895,9.364,9.89659,8.83142,12.7725,8.7249,10.1096,10.4292,10.8552,11.0683,9.89659,9.364,8.40535,7.12715,9.364,9.47052,10.0031,10.2161,10.1096,10.4292,8.93794,7.97929,10.0031,7.23367,10.1096,10.5357,9.47052,11.4943,9.79007,8.61839,7.4467,9.364,10.2161,10.6422,10.6422,12.666,8.83142,9.364,9.89659,10.8552,9.47052,11.7074
