# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m13_2_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = m13_2_model_3.data.R
# init = 2 (Default)
# random
#   seed = 2734583014
# output
#   file = m13_2_model_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_dept.1,a_dept.2,a_dept.3,a_dept.4,a_dept.5,a_dept.6,a,bm,sigma_dept
-2600.17,0.95908,0.463076,3,7,0,2605.06,0.573147,0.512738,-0.674225,-0.689894,-1.04056,-2.76543,-1.15011,0.0332623,1.03718
-2600.68,0.65572,0.463076,3,7,0,2605.89,0.567356,0.447118,-0.675946,-0.706588,-0.975007,-2.75049,-0.363989,-0.0128746,1.21783
-2606.57,0.614074,0.463076,4,15,0,2609.31,0.666106,0.654189,-0.542779,-0.605935,-1.24992,-2.63867,2.02347,-0.123626,4.3058
-2605.94,0.900218,0.463076,3,15,0,2614.08,0.699101,0.719755,-0.659999,-0.773709,-1.0754,-2.7268,1.32576,-0.0396163,2.70335
-2603.2,0.988604,0.463076,3,7,0,2608.84,0.67118,0.507894,-0.536401,-0.465932,-1.05094,-2.5037,-1.27923,-0.052891,0.99161
-2599.18,1,0.463076,3,7,0,2604.4,0.713486,0.568441,-0.571482,-0.600595,-1.0729,-2.55465,-1.04539,-0.136825,1.57755
-2600.64,0.931616,0.463076,3,7,0,2602.32,0.754194,0.497867,-0.581034,-0.624053,-1.08511,-2.52505,-1.15733,-0.0900045,1.69187
-2604.27,0.749747,0.463076,3,15,0,2605.91,0.587181,0.822599,-0.624662,-0.605663,-1.02254,-2.63969,-0.455555,-0.0171883,1.87289
-2601.57,1,0.463076,3,7,0,2606.67,0.571821,0.539724,-0.509002,-0.666,-1.18542,-2.61156,-0.384489,-0.104229,1.40371
-2600.05,0.885562,0.463076,3,7,0,2608.8,0.795402,0.7548,-0.558454,-0.576308,-1.13672,-2.54823,-1.1819,-0.198796,1.45148
-2600.49,0.846671,0.463076,3,15,0,2603.73,0.733962,0.653765,-0.646633,-0.622133,-1.10379,-2.71271,-0.426209,-0.10208,2.2565
-2600.28,0.88572,0.463076,3,7,0,2604.83,0.72652,0.548576,-0.587648,-0.612184,-1.09822,-2.68798,-0.733428,-0.0616247,2.15569
-2599.74,0.97894,0.463076,3,7,0,2602.66,0.674511,0.769605,-0.58856,-0.542088,-1.07785,-2.60386,-0.629509,-0.140655,0.846868
-2601.28,0.892969,0.463076,3,7,0,2602.45,0.750858,0.537629,-0.49643,-0.684007,-1.01945,-2.6422,-0.219261,-0.0802981,1.86504
-2602.96,0.918636,0.463076,3,7,0,2607.89,0.605146,0.816023,-0.651489,-0.501532,-1.1539,-2.44405,-0.692767,-0.113132,1.16295
-2601.79,0.959764,0.463076,3,15,0,2607.18,0.606965,0.575014,-0.65112,-0.470106,-1.1671,-2.6883,-0.530978,-0.104383,1.37086
-2602.2,0.961731,0.463076,3,7,0,2605.99,0.752285,0.467241,-0.603724,-0.55423,-1.08149,-2.39184,-0.856146,-0.0508581,1.25177
-2602.07,0.996584,0.463076,3,7,0,2606.16,0.623996,0.52531,-0.571499,-0.624161,-1.02317,-2.27129,-0.721688,-0.0825739,0.714144
-2603.92,0.769616,0.463076,3,7,0,2606.82,0.627355,0.581045,-0.648122,-0.676064,-1.08807,-3.05466,-0.582119,-0.0607064,2.51238
-2599.9,0.908408,0.463076,3,7,0,2607.24,0.73269,0.546937,-0.511117,-0.589342,-0.979432,-2.72666,-0.662255,-0.0830208,1.05392
-2603.23,0.569369,0.463076,2,7,0,2608.73,0.587961,0.572991,-0.648513,-0.688989,-0.939362,-2.60971,0.632401,-0.0656627,2.81304
-2602.37,0.784724,0.463076,3,7,0,2612.86,0.560692,0.515759,-0.570075,-0.628575,-1.02179,-2.50065,0.345137,0.015337,2.25903
-2606.23,0.871751,0.463076,3,7,0,2608.69,0.495099,0.560269,-0.509383,-0.656871,-0.886473,-2.67243,1.0067,0.00707663,1.9877
-2601.56,1,0.463076,3,7,0,2607.25,0.872691,0.705647,-0.617985,-0.601585,-1.16136,-2.55346,-0.924184,-0.171908,1.44093
-2604.33,0.886942,0.463076,3,7,0,2608.13,0.698703,0.606134,-0.691274,-0.579629,-1.15254,-2.2971,-0.18722,-0.121761,2.41905
-2602.93,0.922212,0.463076,3,7,0,2610.41,0.63386,0.50864,-0.62909,-0.781527,-0.936219,-2.93915,-0.641829,-0.0186513,1.04395
-2599.46,1,0.463076,3,7,0,2603.63,0.564382,0.583579,-0.607782,-0.542006,-1.03743,-2.5685,-0.664524,-0.0442897,1.40815
-2600.5,0.938082,0.463076,3,7,0,2603.27,0.670429,0.78323,-0.504341,-0.651971,-1.04791,-2.53022,-0.613042,-0.157701,1.79413
-2599.8,0.9994,0.463076,3,7,0,2601.12,0.716078,0.574643,-0.627508,-0.53426,-1.00715,-2.63589,-0.535986,-0.121624,0.82378
-2601.73,0.896555,0.463076,3,15,0,2604.38,0.726388,0.829557,-0.53013,-0.478815,-1.15322,-2.55474,-0.619338,-0.226747,1.65603
-2606.76,0.887445,0.463076,3,7,0,2611.19,0.957765,0.79136,-0.473404,-0.538477,-0.779576,-2.48643,0.461931,-0.334771,1.4212
-2606.96,0.890809,0.463076,3,7,0,2612.58,0.972916,0.834193,-0.408027,-0.458191,-1.00412,-2.49833,-0.440858,-0.298431,3.13165
-2603.16,0.986008,0.463076,3,7,0,2609.72,0.817385,0.921771,-0.588813,-0.532598,-0.953702,-2.50224,-1.39321,-0.205772,1.322
-2605.01,0.960078,0.463076,3,15,0,2609.59,0.66067,0.378115,-0.551629,-0.660952,-1.17915,-2.83057,-0.888765,0.0458215,2.4143
-2605.39,0.963741,0.463076,3,7,0,2610.32,0.473544,0.748311,-0.617467,-0.660178,-1.11728,-2.65638,0.0422001,-0.0281379,2.72452
-2604.43,0.995799,0.463076,3,7,0,2608.54,0.767709,0.568778,-0.711597,-0.630631,-1.06611,-2.81389,0.727913,-0.0841513,2.50055
-2599.89,1,0.463076,3,7,0,2605.6,0.625401,0.715585,-0.500447,-0.64686,-1.13682,-2.70586,-0.384765,-0.102133,1.33339
-2601.35,0.67279,0.463076,3,7,0,2604.5,0.689667,0.514874,-0.611774,-0.564317,-1.06422,-2.57038,-1.00452,-0.169623,1.27956
-2602.86,0.981139,0.463076,3,15,0,2605.71,0.701383,0.559304,-0.747966,-0.648151,-1.12745,-2.63263,-0.514704,0.0332067,1.2787
-2603.14,0.995361,0.463076,3,7,0,2606.88,0.552999,0.564767,-0.520493,-0.634897,-0.892689,-2.78945,-0.792177,0.0292327,1.11603
-2600.9,0.983174,0.463076,3,7,0,2607.24,0.567949,0.617539,-0.602746,-0.66046,-0.898835,-2.73186,-0.322041,-0.00805297,1.20496
-2605.73,0.832982,0.463076,3,7,0,2609.93,0.823756,0.672746,-0.50146,-0.470746,-1.34791,-2.58311,-0.785932,-0.196202,1.51366
-2599.34,1,0.463076,3,7,0,2606.41,0.67891,0.734618,-0.598474,-0.584879,-1.00232,-2.46588,-0.366444,-0.121874,0.839915
-2599.25,0.994209,0.463076,3,7,0,2601.07,0.810926,0.688343,-0.554294,-0.554606,-1.00071,-2.56069,-0.725331,-0.192886,1.62795
-2600.27,0.77561,0.463076,3,15,0,2603.56,0.584856,0.608158,-0.526422,-0.645259,-1.13898,-2.56871,-0.492483,0.00774899,0.932288
-2599.77,0.993203,0.463076,3,7,0,2601.9,0.592541,0.685997,-0.685705,-0.644629,-1.01588,-2.69467,-0.677394,-0.0678431,1.35645
-2599.68,0.999339,0.463076,3,15,0,2601.51,0.798107,0.627046,-0.47022,-0.553736,-1.04753,-2.5147,-0.593538,-0.180697,1.05948
-2601.71,0.91281,0.463076,3,7,0,2603.53,0.767168,0.880369,-0.593476,-0.531299,-0.915879,-2.47062,-0.57101,-0.25733,1.44921
-2602.72,0.853608,0.463076,3,7,0,2606.43,0.766162,0.601014,-0.489823,-0.5123,-1.03196,-2.84846,-0.606665,-0.220418,1.20246
-2601.52,0.982584,0.463076,3,7,0,2607.74,0.822542,0.854147,-0.565263,-0.524252,-1.08462,-2.5802,0.279445,-0.193816,1.2281
-2599.65,0.993243,0.463076,3,15,0,2603.31,0.700385,0.54194,-0.603247,-0.629004,-0.999628,-2.62749,-1.04144,-0.126672,1.59672
-2601.62,0.942722,0.463076,3,7,0,2602.58,0.536878,0.720724,-0.523236,-0.62074,-1.07206,-2.71391,-0.670844,-0.0147355,1.36819
-2601.73,0.73795,0.463076,3,7,0,2610.01,0.749634,0.473673,-0.579759,-0.653259,-0.943733,-2.45477,-0.644549,-0.130294,0.90582
-2600.13,0.910642,0.463076,3,15,0,2606.46,0.605856,0.44333,-0.62764,-0.645919,-1.0163,-2.59838,-0.52514,0.0342034,0.917943
-2602.38,0.76073,0.463076,3,15,0,2606.78,0.747951,0.735533,-0.672013,-0.763379,-1.0318,-2.59285,-0.58739,-0.161095,1.04886
-2603.21,0.861169,0.463076,3,7,0,2608.48,0.528823,0.463501,-0.47936,-0.571707,-1.08023,-2.48279,-0.387939,-0.0727563,1.52274
-2604.38,0.910668,0.463076,3,7,0,2609.79,0.631746,0.42849,-0.628935,-0.522937,-0.967911,-2.53345,-0.456602,0.0270989,0.728169
-2601.28,0.998559,0.463076,3,15,0,2607.7,0.475652,0.540992,-0.564363,-0.70958,-1.15554,-2.72932,-0.925181,0.0514976,1.62105
-2602.36,0.979956,0.463076,3,7,0,2607.3,0.633306,0.433205,-0.705182,-0.71966,-1.20878,-2.81528,-0.996088,-0.0033149,0.937244
-2598.69,0.996095,0.463076,3,7,0,2603.92,0.62091,0.536499,-0.57728,-0.680486,-1.00938,-2.5655,-0.334837,-0.0276204,1.30066
-2599.62,0.889575,0.463076,3,7,0,2601.56,0.628357,0.545583,-0.606842,-0.67249,-1.21358,-2.53537,-0.764716,-0.000590755,1.02006
-2599.12,0.965079,0.463076,3,15,0,2602.59,0.676484,0.727248,-0.631607,-0.562477,-1.09763,-2.49538,-0.466419,-0.153055,1.04531
-2602.49,0.851639,0.463076,3,7,0,2604.55,0.68535,0.475477,-0.507523,-0.489195,-1.11271,-2.71431,-0.692599,-0.0308457,1.23066
-2599.99,0.773135,0.463076,3,15,0,2606.84,0.626841,0.635002,-0.675114,-0.597994,-1.15259,-2.61665,-1.02426,-0.10405,0.999939
-2599.23,0.984015,0.463076,3,7,0,2601.31,0.710681,0.582081,-0.589596,-0.634939,-1.11421,-2.47775,-0.703306,-0.0582283,1.55599
-2601.53,0.800494,0.463076,3,7,0,2603.94,0.703155,0.4836,-0.512595,-0.610284,-1.10585,-2.65069,-0.341696,-0.0356582,2.03439
-2601.85,0.979365,0.463076,3,7,0,2604.81,0.615846,0.698161,-0.585768,-0.705096,-0.940705,-2.40024,-0.52829,-0.0609136,0.752642
-2601.54,0.797286,0.463076,3,7,0,2604.83,0.744202,0.617151,-0.579915,-0.516269,-1.13742,-2.80939,-0.782198,-0.081075,1.95694
-2599.96,0.989306,0.463076,3,7,0,2603.72,0.634314,0.705149,-0.661274,-0.560214,-1.09357,-2.46923,-0.73075,-0.142278,1.11526
-2601.01,0.972793,0.463076,3,7,0,2603.79,0.796165,0.780543,-0.465011,-0.607145,-0.973975,-2.42874,-0.381249,-0.171382,0.842096
-2601.03,0.845055,0.463076,3,7,0,2604.86,0.698219,0.626183,-0.643155,-0.488572,-0.960309,-2.61685,-0.873248,-0.128976,1.94396
-2600.08,0.950485,0.463076,3,7,0,2605.24,0.692751,0.671335,-0.504157,-0.655083,-0.987201,-2.83197,-0.540797,-0.132731,1.09793
-2602.91,0.668813,0.463076,3,7,0,2606.75,0.702003,0.651911,-0.738695,-0.567188,-1.14388,-2.36029,-0.600201,-0.0523437,1.28609
-2603.63,0.945548,0.463076,3,7,0,2606.69,0.64851,0.603546,-0.429698,-0.659958,-1.0041,-2.86687,0.0782865,-0.0328276,1.51115
-2604.94,0.968689,0.463076,3,7,0,2609.13,0.753144,0.758086,-0.703932,-0.530238,-1.04696,-2.20702,0.118613,-0.134002,1.37983
-2600.9,0.99629,0.463076,3,7,0,2606.79,0.69926,0.660446,-0.566618,-0.507398,-1.0916,-2.6186,-1.0923,-0.172822,0.853347
-2603.17,0.641394,0.463076,3,7,0,2607.67,0.785687,0.70033,-0.485621,-0.542513,-0.965284,-2.72917,0.906025,-0.158933,2.72218
-2599.63,0.98328,0.463076,3,7,0,2605.13,0.642101,0.573418,-0.634479,-0.592418,-1.03829,-2.41333,-0.958423,-0.100679,0.932695
-2600.44,0.979234,0.463076,4,23,0,2603.91,0.521868,0.489635,-0.63941,-0.652043,-1.07321,-2.42368,-0.281327,0.0177017,1.08431
-2600.06,0.937827,0.463076,3,7,0,2604.1,0.610361,0.524746,-0.637097,-0.536991,-1.07012,-2.81041,-0.742043,-0.0229576,1.30272
-2601.03,0.955882,0.463076,3,7,0,2603,0.618556,0.533635,-0.555408,-0.72047,-1.06642,-2.58695,-1.24357,-0.0312973,2.34884
-2599.8,0.69263,0.463076,3,7,0,2607.87,0.680354,0.660926,-0.631353,-0.565414,-1.10186,-2.57523,-0.742627,-0.0847366,0.75922
-2601.22,0.913907,0.463076,3,7,0,2603.41,0.632245,0.606007,-0.624747,-0.670869,-1.19121,-2.43942,-0.413295,-0.126345,1.54934
-2604.2,0.795081,0.463076,3,15,0,2607.55,0.630043,0.76456,-0.71718,-0.637372,-1.05254,-2.64309,-1.4639,-0.011467,1.16253
-2603.73,1,0.463076,3,7,0,2608.72,0.782445,0.534799,-0.462612,-0.569312,-0.9877,-2.58286,0.374227,-0.0667466,1.48754
-2600.54,0.986517,0.463076,3,7,0,2608.43,0.542973,0.619234,-0.594865,-0.525941,-1.00404,-2.71452,-0.700861,-0.0791295,1.40293
-2604.31,0.931825,0.463076,3,7,0,2605.93,0.80492,0.616465,-0.630029,-0.609931,-1.33953,-2.4788,-0.614839,-0.0865037,1.13966
-2603.19,1,0.463076,3,7,0,2608.06,0.577055,0.660775,-0.539806,-0.619449,-0.830883,-2.75234,-0.889646,-0.0331358,1.39727
-2600.03,1,0.463076,3,7,0,2605.14,0.799381,0.64332,-0.491504,-0.545974,-1.12256,-2.65064,-0.407275,-0.184156,1.05785
-2602.36,0.800133,0.463076,3,7,0,2604.87,0.712618,0.737959,-0.522221,-0.56861,-0.929306,-2.44344,0.0542072,-0.150067,2.77591
-2600.53,0.935683,0.463076,3,15,0,2604.75,0.719421,0.622873,-0.558725,-0.608751,-0.927096,-2.51947,-0.796279,-0.183521,0.825948
-2600.53,0.712657,0.463076,3,7,0,2605,0.631015,0.6973,-0.582557,-0.606667,-1.05092,-2.61787,0.00310471,-0.0603225,2.28978
-2600.13,0.91828,0.463076,3,7,0,2605.65,0.713389,0.53598,-0.525654,-0.605148,-1.15493,-2.73919,-0.768949,-0.0957107,0.930151
-2598.94,0.984903,0.463076,3,7,0,2601.5,0.669003,0.622257,-0.556018,-0.667393,-1.127,-2.71952,-1.12073,-0.0674452,1.42688
-2603.11,0.622366,0.463076,2,7,0,2610.15,0.620553,0.648298,-0.450617,-0.751,-1.14776,-2.72894,-0.640353,-0.126159,1.43333
-2603.29,0.922778,0.463076,3,7,0,2608.4,0.743259,0.590778,-0.439387,-0.619816,-0.873278,-2.71699,-0.424628,-0.0706866,1.16365
-2600.51,0.819178,0.463076,3,7,0,2609.44,0.634039,0.682014,-0.65005,-0.648172,-1.05157,-2.49208,0.0500328,-0.113452,1.93645
-2601.44,0.931385,0.463076,3,7,0,2604.62,0.778559,0.710349,-0.493596,-0.652242,-0.910115,-2.54704,-1.12148,-0.140893,1.86147
-2600.13,0.974909,0.463076,3,7,0,2604.84,0.600487,0.663366,-0.598072,-0.674883,-1.13931,-2.73334,-0.208873,-0.0846846,0.949522
-2600.75,0.951286,0.463076,3,7,0,2601.75,0.694275,0.564971,-0.551727,-0.5847,-0.972272,-2.52366,-1.10967,-0.0324683,1.50161
-2599.46,0.992699,0.463076,3,7,0,2602.63,0.670342,0.73463,-0.56263,-0.570584,-1.07786,-2.48238,-0.703781,-0.165892,1.66682
-2600.32,0.981404,0.463076,3,15,0,2602.41,0.644296,0.530254,-0.550304,-0.75656,-1.09918,-2.60862,-0.567432,-0.00472742,0.846786
-2603.41,0.745431,0.463076,3,7,0,2607.78,0.540341,0.629446,-0.657041,-0.557091,-1.15022,-2.82405,-0.800918,0.00540545,2.46384
-2606.6,0.941605,0.463076,3,7,0,2609.82,0.724784,0.603453,-0.573039,-0.810209,-1.17012,-2.66999,0.998599,-0.027263,1.37143
-2605.77,1,0.463076,3,7,0,2611.65,0.524986,0.564685,-0.629835,-0.484215,-1.05216,-2.84808,-1.9139,0.0154599,2.32359
-2603.44,1,0.463076,3,7,0,2609.55,0.843005,0.695094,-0.528181,-0.747102,-1.16209,-2.45398,-0.470502,-0.135811,1.60667
-2600.36,0.997605,0.463076,3,7,0,2607.01,0.601608,0.507912,-0.609387,-0.639768,-0.966552,-2.66813,-0.00699954,-0.0598387,0.969624
-2601.04,0.814745,0.463076,3,7,0,2604.02,0.658366,0.696093,-0.62764,-0.59609,-0.976697,-2.62684,-1.8312,-0.135974,1.83568
-2598.79,0.967158,0.463076,3,7,0,2602.53,0.698079,0.657997,-0.534768,-0.610392,-1.13731,-2.74924,-0.576147,-0.110309,1.32397
-2600.83,0.597975,0.463076,3,11,0,2603.62,0.715429,0.644168,-0.574274,-0.580485,-0.932695,-2.5161,-0.646992,-0.039724,1.22619
-2599.91,0.904518,0.463076,4,31,0,2604.2,0.770748,0.753558,-0.512468,-0.596998,-1.16807,-2.5917,-0.959724,-0.17807,1.26751
-2598.18,0.905592,0.463076,3,7,0,2604.62,0.667372,0.64066,-0.5835,-0.547035,-1.01701,-2.55731,-0.400235,-0.107792,1.33744
-2600.04,0.789424,0.463076,3,15,0,2602.06,0.772292,0.716142,-0.595062,-0.609351,-1.17018,-2.48097,-0.712663,-0.103746,1.04502
-2606.54,0.634747,0.463076,3,15,0,2609.5,0.698401,0.64425,-0.558474,-0.527832,-0.936943,-2.6872,-2.86615,-0.0628539,4.35615
-2599.99,0.97846,0.463076,3,7,0,2609.97,0.815169,0.637457,-0.601475,-0.588211,-1.09599,-2.51633,-0.865144,-0.180639,1.53567
-2599.99,0.877829,0.463076,3,7,0,2602.73,0.712068,0.768508,-0.558986,-0.630251,-1.02162,-2.71763,-1.24999,-0.131746,1.17511
-2601.22,0.739459,0.463076,3,7,0,2606.44,0.67821,0.748356,-0.533192,-0.670634,-0.97888,-2.59422,-0.808988,-0.210421,1.03789
-2601.5,0.842234,0.463076,3,7,0,2606.28,0.718535,0.610697,-0.441021,-0.627771,-1.17428,-2.66873,-0.203063,-0.15262,1.40591
-2602.68,0.880849,0.463076,3,7,0,2606.64,0.62726,0.576568,-0.423297,-0.652148,-1.09295,-2.48538,0.164158,-0.0463763,1.56139
-2601.22,1,0.463076,3,7,0,2604.52,0.720998,0.665143,-0.709696,-0.62239,-0.977529,-2.54923,-1.08242,-0.0835588,0.936885
-2604.53,0.899879,0.463076,3,7,0,2608.83,0.551093,0.619101,-0.414102,-0.527863,-1.11846,-2.68909,0.129873,-0.0843634,1.76665
-2601.96,0.857289,0.463076,3,7,0,2610.37,0.669364,0.693795,-0.517953,-0.530263,-0.977848,-2.32506,0.376074,-0.117217,1.48235
-2603.33,0.738224,0.463076,3,7,0,2607.54,0.853098,0.766608,-0.56416,-0.539721,-1.13873,-2.66031,-1.25198,-0.26938,1.02869
-2603.28,1,0.463076,3,7,0,2606.59,0.667744,0.706376,-0.566887,-0.557738,-0.872033,-2.40102,-0.153731,-0.188045,2.35309
-2603.2,0.989405,0.463076,3,7,0,2606.17,0.698871,0.593229,-0.538631,-0.715754,-1.18535,-2.8213,-0.823196,-0.114998,0.758572
-2603.31,0.962557,0.463076,3,7,0,2606.44,0.640915,0.56865,-0.654312,-0.554357,-0.978195,-2.40309,-0.411771,-0.11487,2.73097
-2602.49,0.882225,0.463076,3,7,0,2606.86,0.79725,0.795973,-0.467398,-0.59456,-1.0741,-2.45673,-0.506796,-0.126084,0.802682
-2602.73,0.965956,0.463076,3,15,0,2609.34,0.652272,0.577024,-0.700343,-0.715946,-1.06182,-2.78946,-0.741773,0.0394558,2.08967
-2598.66,1,0.463076,3,7,0,2604.4,0.616107,0.487897,-0.611756,-0.62599,-1.07474,-2.63431,-0.956835,-0.0446202,1.32903
-2602.39,0.697251,0.463076,3,7,0,2604,0.611339,0.614714,-0.719197,-0.547479,-1.04626,-2.67977,-0.379231,0.027149,1.20296
-2602.15,0.983374,0.463076,3,7,0,2607.6,0.706349,0.620561,-0.476985,-0.737526,-1.03411,-2.50099,-0.888158,-0.0300331,1.03776
-2601.83,0.913887,0.463076,3,7,0,2606.07,0.736142,0.715167,-0.609264,-0.632703,-1.05993,-2.54411,0.392033,-0.218314,1.70299
-2601.87,0.890049,0.463076,3,15,0,2608.29,0.748211,0.733958,-0.598316,-0.703148,-1.0807,-2.51778,0.171374,-0.126206,2.42994
-2600.77,0.970102,0.463076,3,7,0,2602.91,0.649444,0.571793,-0.534369,-0.476624,-0.966096,-2.63499,-0.644978,-0.0976727,0.877662
-2601.08,0.987263,0.463076,3,7,0,2604.41,0.588985,0.60657,-0.739469,-0.719256,-1.17973,-2.71263,-0.62083,-0.00528144,1.36091
-2601.1,0.920708,0.463076,3,7,0,2605.99,0.691076,0.604198,-0.436447,-0.54882,-0.945366,-2.66805,-0.975171,-0.128505,1.26524
-2600.82,0.816744,0.463076,3,15,0,2606.67,0.522652,0.569071,-0.618548,-0.632644,-1.05606,-2.79,-0.0211587,-0.0593897,1.51893
-2607.47,0.828678,0.463076,3,7,0,2612.57,0.597897,0.457971,-0.621584,-0.705869,-1.38458,-2.76516,-1.89025,-0.044713,2.33773
-2607.3,0.975571,0.463076,3,15,0,2612.06,0.588909,0.626576,-0.699918,-0.664855,-0.871861,-2.71046,-3.03037,-0.00399457,2.46895
-2605.85,0.999538,0.463076,3,7,0,2609.02,0.529176,0.562177,-0.687832,-0.66709,-0.901495,-2.66606,-2.80415,-0.0136958,2.26609
-2603.06,0.957732,0.463076,3,7,0,2609.34,0.716634,0.537774,-0.532181,-0.632818,-1.26054,-2.45641,-1.31825,-0.070143,1.97331
-2603.33,0.980343,0.463076,3,7,0,2606.85,0.660725,0.737793,-0.660683,-0.551026,-1.14329,-2.71997,0.728343,-0.0788275,1.35077
-2602.92,1,0.463076,3,7,0,2606.7,0.691522,0.538661,-0.625186,-0.787889,-1.0057,-2.66547,-0.441173,-0.0652078,2.48734
-2604.49,0.987816,0.463076,3,7,0,2606.38,0.60682,0.67039,-0.585941,-0.452371,-1.12834,-2.57252,-2.08051,-0.12059,1.41624
-2602.8,0.956806,0.463076,3,7,0,2608.82,0.824434,0.579345,-0.613826,-0.563427,-0.949691,-2.53739,0.395128,-0.101523,1.88334
-2600.1,1,0.463076,2,3,0,2603.33,0.668035,0.721411,-0.585375,-0.565648,-0.982211,-2.53578,-0.178793,-0.189721,1.6337
-2601.54,0.542597,0.463076,3,7,0,2607.25,0.727683,0.566666,-0.506867,-0.53134,-1.00573,-2.60678,-0.31034,-0.206861,0.9268
-2599.13,0.999561,0.463076,3,15,0,2602.97,0.646831,0.636749,-0.642387,-0.629804,-0.990516,-2.73442,-0.876189,-0.0482626,1.48018
-2598.86,0.963348,0.463076,3,7,0,2601.28,0.658492,0.645938,-0.57678,-0.680817,-0.944753,-2.67536,-0.68948,-0.0974001,1.24532
-2601.82,0.861922,0.463076,3,7,0,2603.06,0.707991,0.5071,-0.587951,-0.568979,-0.860375,-2.72575,-0.851528,-0.0624143,1.17236
-2601.8,0.926976,0.463076,3,7,0,2606.71,0.731344,0.487697,-0.556672,-0.624601,-0.985261,-2.35768,-0.045005,-0.12352,1.3793
-2604.96,0.881925,0.463076,3,7,0,2608.86,0.890943,0.54287,-0.50208,-0.602044,-1.06252,-2.61007,0.552596,-0.129372,1.33343
-2600.79,0.997219,0.463076,3,7,0,2608.11,0.561372,0.668177,-0.661567,-0.638441,-1.08744,-2.61929,-1.09069,0.000605763,1.74021
