# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m13_2_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = m13_2_model_1.data.R
# init = 2 (Default)
# random
#   seed = 2734583008
# output
#   file = m13_2_model_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_dept.1,a_dept.2,a_dept.3,a_dept.4,a_dept.5,a_dept.6,a,bm,sigma_dept
-2599.12,0.685157,0.437835,2,7,0,2605.15,0.750587,0.686667,-0.566172,-0.586364,-1.01529,-2.62034,-0.133,-0.093687,1.44542
-2608.16,0.472144,0.437835,2,7,0,2612.04,0.565316,0.583559,-0.573457,-0.650703,-0.954643,-2.47065,-1.44348,-0.201584,2.29371
-2601.57,0.978986,0.437835,3,11,0,2609.59,0.76742,0.690165,-0.506136,-0.544801,-1.14597,-2.71342,-0.659841,-0.238187,1.07027
-2600.65,0.929926,0.437835,3,7,0,2607.99,0.636046,0.561343,-0.62165,-0.65522,-0.950429,-2.64554,-0.258652,-0.11384,1.87991
-2600.54,0.970828,0.437835,3,7,0,2604.52,0.716196,0.730547,-0.465272,-0.636821,-1.09493,-2.66042,-0.819986,-0.126245,0.88236
-2600.77,0.904193,0.437835,3,7,0,2604.73,0.817941,0.69066,-0.554611,-0.456374,-1.10552,-2.66346,-0.227305,-0.183099,1.50003
-2599.71,0.971737,0.437835,3,7,0,2602.67,0.738761,0.578566,-0.520629,-0.488298,-1.07603,-2.58897,-0.473027,-0.143512,1.29837
-2600.22,0.960302,0.437835,3,7,0,2602.43,0.611991,0.717304,-0.589336,-0.6251,-0.978124,-2.51418,0.243577,-0.0946534,1.34324
-2600.38,0.785374,0.437835,3,7,0,2604.4,0.664972,0.497175,-0.520056,-0.589466,-0.987093,-2.76448,-0.814076,-0.0911474,1.49879
-2599.9,0.999652,0.437835,3,7,0,2601.89,0.612359,0.622456,-0.693609,-0.704487,-1.14816,-2.50524,-0.654297,-0.0581855,1.01085
-2602.34,0.756737,0.437835,3,7,0,2608.82,0.698416,0.652858,-0.602195,-0.787408,-1.02228,-2.37907,-1.05434,-0.062465,1.45544
-2600.01,0.983251,0.437835,3,7,0,2604.38,0.645909,0.65217,-0.628124,-0.5861,-1.08283,-2.70998,0.442168,-0.0845638,1.62167
-2599.17,0.937352,0.437835,3,7,0,2602.87,0.673075,0.594075,-0.596687,-0.511294,-1.08981,-2.59489,-0.737731,-0.117162,1.52972
-2601.38,0.833835,0.437835,3,7,0,2602.93,0.712013,0.695992,-0.578328,-0.720034,-1.00906,-2.49365,-1.43404,-0.0636731,1.29683
-2600.8,0.979292,0.437835,3,7,0,2605.31,0.651419,0.618283,-0.553605,-0.703183,-0.941591,-2.83539,-1.02427,-0.0525122,1.55267
-2600.39,0.943704,0.437835,3,7,0,2605.11,0.693031,0.612381,-0.582222,-0.701794,-1.07641,-2.537,-0.596729,-0.0999478,2.30252
-2600.79,0.974665,0.437835,3,7,0,2604.4,0.633395,0.619559,-0.635567,-0.599243,-0.90676,-2.64105,-1.39683,-0.0828399,1.14852
-2599.44,0.985088,0.437835,3,7,0,2603.87,0.752472,0.728385,-0.594868,-0.589816,-1.0254,-2.75739,-0.916338,-0.112422,1.3801
-2602.7,0.824314,0.437835,3,7,0,2604.24,0.771083,0.510938,-0.571775,-0.485899,-1.14168,-2.6457,-0.6138,-0.176871,1.5346
-2602.02,0.926066,0.437835,3,7,0,2612.03,0.79023,0.528977,-0.557292,-0.555023,-1.02416,-2.54654,-0.154498,-0.181639,1.96887
-2603.13,0.976413,0.437835,3,15,0,2606.84,0.437076,0.595178,-0.636207,-0.761936,-0.975984,-2.66011,-0.436953,-0.0176271,0.988101
-2604.55,0.969085,0.437835,3,7,0,2606.85,0.748013,0.376039,-0.601334,-0.532034,-1.11661,-2.73694,-0.867234,-0.0026498,1.16724
-2602.1,0.982008,0.437835,3,7,0,2606.26,0.645888,0.862492,-0.553441,-0.699222,-1.0629,-2.47256,-0.330192,-0.120522,1.20866
-2600.54,0.921383,0.437835,3,7,0,2606.67,0.794713,0.717378,-0.572967,-0.53234,-1.17336,-2.60792,-0.106043,-0.177092,0.999778
-2599.39,0.947341,0.437835,3,15,0,2603.15,0.647507,0.598974,-0.667364,-0.605507,-0.987001,-2.63811,-1.10857,-0.104305,1.24094
-2602.4,0.846908,0.437835,3,7,0,2603.71,0.595036,0.59235,-0.515828,-0.645678,-1.1629,-2.69976,0.193822,0.00981675,2.24959
-2603.48,0.968024,0.437835,3,7,0,2605.6,0.746311,0.512431,-0.713892,-0.666077,-0.990782,-2.57167,-0.975315,-0.0318419,0.758865
-2602.82,1,0.437835,3,7,0,2605.93,0.737736,0.690603,-0.447932,-0.573564,-1.12878,-2.63927,-0.516392,-0.100883,2.57175
-2603.34,0.997237,0.437835,3,7,0,2605.97,0.762895,0.576446,-0.546128,-0.524892,-1.1356,-2.73322,0.404186,-0.18029,2.41674
-2601.45,0.996787,0.437835,3,7,0,2607.25,0.722457,0.792595,-0.67602,-0.556468,-1.01166,-2.6377,-0.427945,-0.112675,0.86076
-2604.21,0.687354,0.437835,3,7,0,2609.2,0.751028,0.501442,-0.7056,-0.44297,-0.975468,-2.61345,-0.261522,-0.127239,1.32192
-2600.54,0.992246,0.437835,3,7,0,2606.42,0.69052,0.610274,-0.674756,-0.578916,-1.00403,-2.42823,-1.1235,-0.0992259,0.949354
-2599.14,0.978869,0.437835,3,7,0,2602.23,0.579315,0.554886,-0.636145,-0.609701,-1.04203,-2.70694,-0.191396,-0.0612865,1.3974
-2598.34,0.982475,0.437835,3,7,0,2601.86,0.686678,0.716385,-0.619043,-0.627354,-1.05783,-2.63074,-0.732651,-0.121072,1.34022
-2601.36,0.87354,0.437835,3,7,0,2602.96,0.573573,0.477639,-0.514723,-0.630481,-0.997161,-2.52307,-0.458222,-0.011423,1.80066
-2602.21,0.943946,0.437835,3,7,0,2605.47,0.586339,0.602914,-0.60257,-0.586749,-0.965932,-2.72871,0.457412,-0.0541704,2.69154
-2602.47,0.90557,0.437835,3,7,0,2607.49,0.531628,0.638381,-0.547722,-0.648923,-1.0018,-2.72444,0.135656,-0.0528088,2.54237
-2599.33,0.951174,0.437835,3,7,0,2605.64,0.729314,0.595153,-0.627906,-0.623264,-1.12136,-2.52324,-0.408146,-0.136323,1.50479
-2601.11,0.927375,0.437835,3,7,0,2602.45,0.737607,0.604079,-0.701871,-0.605828,-1.06954,-2.51825,-0.140309,-0.0382297,1.32427
-2601.05,0.977783,0.437835,3,7,0,2605.53,0.669902,0.722,-0.472635,-0.68682,-1.12837,-2.50213,-0.930138,-0.150173,0.984332
-2599.11,0.980146,0.437835,3,7,0,2602.93,0.662237,0.542073,-0.638281,-0.628093,-1.10768,-2.62101,-0.608996,-0.00501982,1.4417
-2599.78,0.905279,0.437835,4,23,0,2601.48,0.659984,0.644406,-0.565016,-0.663671,-0.996691,-2.63563,-0.707583,-0.0135126,1.02555
-2600.24,0.973986,0.437835,3,7,0,2603.05,0.801019,0.708848,-0.609922,-0.518565,-1.1072,-2.37788,-0.236583,-0.164653,1.18814
-2599.81,1,0.437835,3,7,0,2601.73,0.72431,0.808858,-0.583792,-0.539821,-0.937392,-2.60178,-0.757167,-0.197992,1.19122
-2602.25,0.797205,0.437835,3,7,0,2605.16,0.760643,0.442068,-0.605644,-0.579492,-0.953026,-2.54896,-0.366783,-0.0472119,1.30362
-2602.72,0.771351,0.437835,3,7,0,2610.75,0.771768,0.885798,-0.494864,-0.582399,-1.22166,-2.58359,-0.565156,-0.22475,1.21138
-2601.41,0.96588,0.437835,3,7,0,2605.44,0.794513,0.528829,-0.51243,-0.508101,-1.09971,-2.5666,-0.576935,-0.112106,1.47714
-2601.57,0.920094,0.437835,3,15,0,2606.33,0.638813,0.665156,-0.616031,-0.618016,-1.24517,-2.49924,-0.729357,-0.0917615,0.735281
-2601.24,0.965757,0.437835,3,7,0,2604.2,0.701898,0.539171,-0.634405,-0.538249,-1.14046,-2.68634,-0.278816,-0.072367,2.20049
-2605.52,0.853928,0.437835,3,7,0,2606.5,0.767672,0.556835,-0.691163,-0.492271,-1.14123,-2.84683,0.0508095,-0.0487678,2.14346
-2603.94,0.990468,0.437835,3,15,0,2609.48,0.712206,0.728501,-0.569026,-0.729835,-1.04382,-2.28876,0.170615,-0.202549,1.29055
-2602.07,1,0.437835,3,7,0,2607.15,0.724308,0.773806,-0.621296,-0.556757,-0.903628,-2.41917,-0.655614,-0.102774,0.854823
-2602.01,0.881309,0.437835,4,15,0,2607.08,0.526325,0.657386,-0.649821,-0.642269,-0.967621,-2.46985,-0.549855,0.0171159,0.911599
-2599.36,0.983268,0.437835,3,7,0,2603.58,0.639812,0.562206,-0.663317,-0.60425,-1.04893,-2.66728,-1.15777,-0.0965933,1.31093
-2599.95,0.984646,0.437835,3,7,0,2601.23,0.656559,0.59259,-0.671877,-0.603913,-1.07117,-2.68267,-1.41781,-0.101658,1.53341
-2607.27,0.681929,0.437835,3,7,0,2609.64,0.603121,0.636856,-0.663513,-0.498772,-1.12277,-2.85602,-1.05712,-0.0458696,4.68484
-2607.06,0.981981,0.437835,4,23,0,2611.84,0.570789,0.646201,-0.629074,-0.509248,-1.11848,-2.77847,-0.411898,-0.0540433,5.1587
-2600.01,0.942306,0.437835,3,7,0,2608.5,0.666507,0.521368,-0.629366,-0.635167,-1.03394,-2.61947,-0.201245,-0.0615973,0.796896
-2600.94,0.621799,0.437835,2,3,0,2604.6,0.57253,0.573283,-0.654817,-0.652472,-1.04912,-2.56731,-0.122495,-0.109346,0.98832
-2600.49,0.982819,0.437835,3,7,0,2603.77,0.600291,0.505216,-0.6196,-0.655502,-1.10823,-2.42708,-0.694698,0.0243219,1.47312
-2600.51,0.998291,0.437835,3,7,0,2602.37,0.584757,0.499717,-0.576711,-0.655038,-1.19475,-2.7995,-0.215329,-0.0331039,1.03514
-2600.97,0.994864,0.437835,3,7,0,2603,0.545265,0.479878,-0.633987,-0.789227,-1.12585,-2.5915,-1.03302,0.0662232,1.45048
-2602.29,0.960179,0.437835,3,7,0,2603.7,0.48006,0.466133,-0.689385,-0.696801,-1.07926,-2.77035,-0.575679,0.027612,0.708375
-2605.63,0.666206,0.437835,3,7,0,2608.24,0.655654,0.492805,-0.689837,-0.709711,-1.23714,-2.49286,-0.751781,0.085774,1.99192
-2606.9,0.99402,0.437835,3,15,0,2611.17,0.514512,0.472312,-0.436392,-0.631286,-1.07466,-2.79586,-1.8439,-0.0868149,1.66539
-2603.17,1,0.437835,3,7,0,2609.96,0.63064,0.532811,-0.709677,-0.72038,-1.15909,-2.5314,-1.70103,-0.0182972,2.54415
-2604.25,0.918104,0.437835,3,7,0,2607.44,0.624938,0.611752,-0.707438,-0.624849,-1.09007,-2.99441,-1.92423,-0.0264349,1.40259
-2603.07,0.973369,0.437835,3,15,0,2610.09,0.697827,0.654477,-0.531246,-0.621253,-1.04125,-2.23132,0.610262,-0.142094,1.69522
-2602.25,0.979994,0.437835,3,7,0,2606.82,0.693932,0.590823,-0.603121,-0.61063,-1.17197,-2.9812,-1.37226,-0.061983,1.22173
-2600.24,0.983613,0.437835,3,7,0,2606.11,0.579709,0.567163,-0.574966,-0.658995,-1.12898,-2.43288,-0.281598,0.00121466,1.48605
-2602.85,0.866199,0.437835,3,15,0,2610.15,0.907404,0.827258,-0.478176,-0.563347,-0.874584,-2.71766,-0.313523,-0.23941,1.26102
-2603.33,0.940978,0.437835,3,7,0,2606.98,0.760573,0.906408,-0.457555,-0.526199,-0.883426,-2.55131,-0.345749,-0.29688,1.37289
-2599.32,0.833748,0.437835,3,7,0,2608.05,0.812122,0.64613,-0.526851,-0.553675,-1.1094,-2.55319,-0.349599,-0.158826,1.30993
-2600.14,0.919204,0.437835,3,7,0,2603.73,0.610196,0.63441,-0.581048,-0.665817,-0.88858,-2.64186,-0.709203,-0.0396439,1.07188
-2601.84,0.916196,0.437835,3,7,0,2605.48,0.684264,0.525285,-0.629757,-0.593344,-1.26423,-2.80864,-0.569468,-0.012858,1.0386
-2600.69,0.934034,0.437835,4,23,0,2604.58,0.614152,0.487356,-0.647343,-0.686398,-1.25117,-2.63541,-0.175403,-0.015938,1.40665
-2599.8,0.978624,0.437835,3,15,0,2602.65,0.584238,0.537276,-0.690511,-0.637864,-0.97117,-2.62893,-0.611839,-0.0267976,1.49531
-2603.4,0.705591,0.437835,3,15,0,2605.79,0.701718,0.644132,-0.521341,-0.741844,-1.18985,-2.53419,-0.695228,0.0121119,1.0283
-2600.9,0.981956,0.437835,3,15,0,2608.75,0.615547,0.568376,-0.555033,-0.756045,-1.18445,-2.70948,-0.664214,0.0083857,0.870091
-2599.11,1,0.437835,3,7,0,2602.22,0.641601,0.481191,-0.562868,-0.602925,-1.10877,-2.56026,-0.598191,-0.0699595,1.35782
-2599.13,0.952894,0.437835,3,7,0,2601.36,0.638339,0.704673,-0.555082,-0.656472,-1.07047,-2.54312,-0.565397,-0.143681,0.958695
-2599.56,0.920311,0.437835,3,7,0,2603.38,0.786365,0.637955,-0.588098,-0.54941,-1.09453,-2.44308,-0.456895,-0.137786,1.54094
-2601.15,0.915052,0.437835,3,7,0,2604.25,0.781506,0.726657,-0.508887,-0.661581,-1.21414,-2.5496,-0.44746,-0.186836,1.21257
-2602.17,0.899097,0.437835,3,7,0,2605.02,0.792613,0.807528,-0.621077,-0.448207,-0.941511,-2.38504,-0.499316,-0.170928,1.03117
-2599.49,0.92849,0.437835,4,15,0,2605.81,0.724253,0.616994,-0.553382,-0.66005,-1.07333,-2.64767,-0.799905,-0.0811552,1.97147
-2600.62,0.914143,0.437835,3,7,0,2602.88,0.579462,0.531565,-0.493325,-0.627762,-0.992175,-2.6833,-1.17103,-0.0260152,1.36122
-2606.91,0.755191,0.437835,3,7,0,2609.68,0.654328,0.335188,-0.564731,-0.642386,-0.954751,-2.249,-0.54524,-0.0486557,1.48804
-2604.82,1,0.437835,3,7,0,2608.87,0.799712,0.881289,-0.581897,-0.565849,-1.12663,-2.97474,-0.745281,-0.226916,1.25153
-2604.92,0.99269,0.437835,3,7,0,2607.5,0.593172,0.417607,-0.572637,-0.640266,-0.894198,-2.27275,-0.440617,-0.0341541,1.38155
-2602.88,0.901669,0.437835,3,7,0,2610.27,0.768148,0.80255,-0.585139,-0.575254,-1.15674,-2.85411,-0.684308,-0.229295,1.53788
-2602.08,0.967253,0.437835,3,7,0,2606.77,0.507972,0.401715,-0.609583,-0.683966,-0.994738,-2.44384,-0.609708,-0.026925,1.02859
-2601.56,0.911043,0.437835,3,7,0,2606.53,0.588832,0.56721,-0.668811,-0.624105,-1.04427,-2.91267,-1.11686,-0.0789929,1.65899
-2600.66,0.909979,0.437835,4,23,0,2607.11,0.713796,0.737412,-0.683969,-0.626622,-1.15516,-2.64232,-0.778057,-0.146008,1.45141
-2601.32,0.990625,0.437835,3,7,0,2603.26,0.718652,0.559249,-0.442985,-0.563391,-0.950527,-2.52659,-0.161474,-0.160663,1.28275
-2604.86,0.936014,0.437835,3,7,0,2607.19,0.731863,0.702229,-0.380288,-0.666218,-1.07468,-2.44296,-0.936175,-0.121912,0.757932
-2604.13,0.996319,0.437835,3,7,0,2608.2,0.782398,0.717649,-0.672625,-0.412203,-1.11537,-2.59665,0.251893,-0.173972,2.02125
-2605,0.930101,0.437835,3,7,0,2609.1,0.656213,0.639829,-0.421942,-0.735006,-1.07627,-2.43822,-1.36517,-0.0667785,0.915107
-2600.79,1,0.437835,3,15,0,2608.44,0.749382,0.645372,-0.532075,-0.546345,-0.889804,-2.62086,0.0167521,-0.199079,1.51312
-2604.97,0.838068,0.437835,3,7,0,2607.67,0.716031,0.840223,-0.637559,-0.560582,-1.08713,-3.00896,-1.1469,-0.110689,1.64952
-2603.71,0.972154,0.437835,3,7,0,2608.15,0.564818,0.338796,-0.574646,-0.647861,-1.02689,-2.40556,-0.258081,-0.0339396,0.896458
-2603.42,0.81122,0.437835,5,39,0,2609.78,0.817694,0.897929,-0.572673,-0.520256,-1.05718,-2.75974,-1.35318,-0.261598,1.84592
-2601.05,0.953013,0.437835,3,7,0,2605.99,0.792461,0.578886,-0.496306,-0.588992,-1.02513,-2.41633,-0.27509,-0.112507,0.869171
-2601.55,0.972112,0.437835,3,7,0,2604.4,0.58664,0.71259,-0.541393,-0.631637,-0.880945,-2.48791,-0.633614,-0.128572,1.45325
-2601.38,0.98977,0.437835,3,7,0,2605.02,0.738454,0.554262,-0.61893,-0.641343,-0.921128,-2.60361,-1.437,-0.0667862,1.72617
-2599.99,0.965659,0.437835,3,7,0,2608.46,0.803604,0.613701,-0.640253,-0.636689,-0.989906,-2.58141,-0.884418,-0.118053,1.37486
-2598.97,1,0.437835,3,7,0,2601.1,0.649051,0.644098,-0.592695,-0.562829,-1.08379,-2.61587,-0.286997,-0.111541,0.867761
-2601.69,0.725408,0.437835,3,7,0,2603.96,0.822868,0.658344,-0.582326,-0.642466,-1.16517,-2.44162,-0.718412,-0.0968977,1.58304
-2602.88,0.954233,0.437835,3,7,0,2607.6,0.587232,0.671505,-0.634129,-0.521503,-1.20372,-2.87897,-0.210866,-0.0990815,1.19935
-2602.9,0.990614,0.437835,3,7,0,2607.24,0.688711,0.684936,-0.520215,-0.609011,-1.28642,-2.60305,-1.10621,-0.0687756,0.898246
-2598.77,0.998473,0.437835,2,7,0,2604.45,0.649407,0.681541,-0.590353,-0.659839,-1.13331,-2.58976,-0.777833,-0.117484,1.39636
-2602.34,0.836273,0.437835,3,7,0,2604.83,0.699093,0.58426,-0.677381,-0.688123,-1.22744,-2.75576,-0.489161,-0.0970509,1.92632
-2602.21,0.941771,0.437835,3,7,0,2608.05,0.597176,0.478914,-0.606461,-0.525098,-1.14797,-2.73799,-0.837672,-0.0273329,0.734349
-2601.71,0.859568,0.437835,3,7,0,2607.8,0.679844,0.459125,-0.696378,-0.56144,-1.01776,-2.74878,-0.526939,-0.0782561,1.52789
-2600.78,0.938733,0.437835,3,7,0,2608.03,0.74892,0.522652,-0.613614,-0.626374,-1.20176,-2.49679,-0.90907,-0.110091,1.06778
-2605.5,0.580767,0.437835,3,7,0,2610.53,0.580338,0.80309,-0.733781,-0.701917,-1.09521,-2.70005,-0.43591,-0.0186383,0.808719
-2600.27,1,0.437835,2,3,0,2605.91,0.563963,0.640313,-0.683246,-0.66759,-1.09694,-2.6488,-0.559495,-0.0866336,0.961531
-2600.53,0.9796,0.437835,3,7,0,2603.66,0.663847,0.492409,-0.493769,-0.537806,-1.10484,-2.53872,-0.671593,-0.067791,1.30764
-2600.25,0.981163,0.437835,3,7,0,2603.17,0.766389,0.623646,-0.673413,-0.684137,-1.00443,-2.62365,-0.993745,-0.114822,1.3194
-2601.47,0.971873,0.437835,3,7,0,2603.36,0.4587,0.489571,-0.559596,-0.635175,-1.01481,-2.64546,-0.204828,0.00465304,1.40152
-2600.52,0.978389,0.437835,3,7,0,2603.58,0.522059,0.473756,-0.536114,-0.650251,-1.08971,-2.70707,-1.0276,0.0376146,1.37806
-2603.42,0.732425,0.437835,3,15,0,2607.88,0.64041,0.569739,-0.479838,-0.718198,-1.13586,-2.45947,-0.132476,-0.100784,2.49382
-2603.72,0.864583,0.437835,3,7,0,2609.55,0.659995,0.534675,-0.524289,-0.752498,-1.02803,-2.53794,-0.878792,-0.0365474,0.614146
-2605.42,0.774943,0.437835,3,7,0,2611.72,0.486038,0.592207,-0.52339,-0.724356,-1.19872,-2.49228,-0.603081,-0.117259,1.13181
-2602.25,0.996427,0.437835,4,23,0,2609.32,0.602257,0.480672,-0.553832,-0.766623,-1.05037,-2.42507,-0.867429,0.0330867,1.49445
-2601.67,0.954055,0.437835,3,15,0,2607.51,0.632418,0.671369,-0.540444,-0.538745,-1.20186,-2.82751,-0.285726,-0.114035,0.991512
-2609.27,0.406907,0.437835,2,7,0,2612.49,0.548771,0.614673,-0.514042,-0.572982,-1.20518,-2.88618,-0.410747,-0.203972,1.14231
-2600.01,0.992915,0.437835,3,7,0,2612.26,0.70269,0.649742,-0.595607,-0.649582,-1.1167,-2.77879,-1.5236,-0.0851705,1.50432
-2600.62,0.833777,0.437835,4,23,0,2604.02,0.731688,0.660806,-0.548085,-0.618014,-1.13697,-2.69321,-1.78101,-0.132918,1.64402
-2601.34,0.624036,0.437835,3,15,0,2606.74,0.68454,0.548044,-0.545918,-0.653841,-1.09407,-2.49303,-0.156775,-0.143946,2.06418
-2598.98,1,0.437835,3,15,0,2602.13,0.680073,0.659977,-0.519125,-0.614402,-1.00121,-2.56815,-0.809956,-0.0692051,1.02128
-2604.34,0.589304,0.437835,3,15,0,2610.47,0.785311,0.706478,-0.530569,-0.589719,-0.975547,-2.62445,0.861012,-0.102056,3.55059
-2600.61,1,0.437835,3,7,0,2605.55,0.788383,0.814462,-0.546705,-0.528982,-1.05749,-2.44883,-0.603226,-0.142694,0.974914
