# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m13_2_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = m13_2_model_2.data.R
# init = 2 (Default)
# random
#   seed = 2734583008
# output
#   file = m13_2_model_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_dept.1,a_dept.2,a_dept.3,a_dept.4,a_dept.5,a_dept.6,a,bm,sigma_dept
-2599.5,1,0.467349,3,7,0,2604.53,0.6678,0.594089,-0.570759,-0.688054,-1.08389,-2.42786,-1.07529,-0.0502756,1.14556
-2603.55,0.667782,0.467349,3,7,0,2607.26,0.506395,0.5626,-0.653147,-0.631603,-1.11003,-2.98524,-1.24269,0.0324108,2.27586
-2600.36,0.983681,0.467349,3,7,0,2605.72,0.656547,0.49833,-0.614178,-0.639679,-1.17655,-2.76359,-0.909442,-0.0776173,0.935426
-2601.21,0.891755,0.467349,3,15,0,2603.79,0.695812,0.769615,-0.548261,-0.590715,-0.93758,-2.40021,-0.0784094,-0.218721,1.53637
-2604.76,0.703944,0.467349,2,7,0,2612.43,0.615119,0.798754,-0.510474,-0.674317,-0.981955,-2.24048,-0.600319,-0.167828,1.63374
-2603.25,0.913629,0.467349,3,7,0,2609.96,0.817167,0.626946,-0.576067,-0.602057,-1.00379,-2.28311,-1.58202,-0.151829,1.26657
-2601.52,1,0.467349,3,7,0,2605.64,0.554258,0.613001,-0.591344,-0.689763,-1.15373,-2.72323,0.322289,0.00454561,1.15349
-2600.13,0.991488,0.467349,3,7,0,2603.01,0.562686,0.54515,-0.630956,-0.591597,-1.14285,-2.58474,-0.904418,-0.0374786,1.90875
-2600.75,0.905378,0.467349,3,7,0,2605.89,0.660937,0.567564,-0.582804,-0.714579,-1.2238,-2.5796,-1.40997,-0.0460799,1.29292
-2599.98,0.955379,0.467349,3,7,0,2602.73,0.598353,0.585301,-0.61071,-0.592453,-1.08908,-2.71381,0.211902,-0.0107402,1.38772
-2604.25,0.748206,0.467349,3,7,0,2606.93,0.827114,0.684767,-0.658871,-0.661538,-1.16302,-2.81672,0.149209,-0.180422,1.81008
-2602.71,0.997855,0.467349,3,7,0,2607.72,0.582123,0.657508,-0.466019,-0.517329,-0.981822,-2.35045,-0.756016,-0.139176,1.26227
-2603.55,0.972547,0.467349,3,7,0,2605.96,0.623788,0.605432,-0.459413,-0.481566,-1.00046,-2.28982,-0.180738,-0.124158,1.33567
-2609,0.644018,0.467349,3,7,0,2614.82,0.817753,0.834006,-0.706463,-0.612282,-0.904131,-2.43437,-0.604571,-0.314825,0.724512
-2600.83,1,0.467349,2,3,0,2610.58,0.867147,0.780028,-0.57887,-0.504561,-0.930481,-2.50277,-0.965772,-0.241853,1.24346
-2604.06,0.52133,0.467349,2,7,0,2609.28,0.879263,0.839509,-0.587403,-0.520759,-0.978241,-2.39065,-0.748108,-0.153972,1.7178
-2602.65,0.989976,0.467349,3,15,0,2606.31,0.707631,0.763918,-0.608656,-0.558723,-1.0707,-2.41959,-1.09159,-0.219276,2.36124
-2599.43,0.841306,0.467349,3,7,0,2609.43,0.719674,0.592189,-0.547043,-0.630598,-1.21365,-2.64251,-0.530779,-0.0840979,1.16176
-2601.1,0.8901,0.467349,3,7,0,2603.28,0.518634,0.549915,-0.587788,-0.570083,-1.01822,-2.78916,-0.559078,0.0279284,1.35633
-2601.29,0.934411,0.467349,3,7,0,2603.84,0.566983,0.5194,-0.608961,-0.562169,-0.948408,-2.79329,-0.827259,0.000519834,0.936745
-2599.14,0.886028,0.467349,3,7,0,2603.66,0.667392,0.579996,-0.561887,-0.689998,-1.06113,-2.58399,-0.283472,-0.0201629,1.37812
-2601.15,0.663663,0.467349,2,3,0,2605.36,0.665551,0.529894,-0.545692,-0.741759,-1.07668,-2.75056,-0.134831,-0.106157,1.30454
-2602.97,0.946679,0.467349,3,7,0,2606.04,0.665952,0.48752,-0.494471,-0.728827,-0.998748,-2.81148,-0.0547476,-0.0968131,1.10456
-2599.63,1,0.467349,3,7,0,2605.86,0.700589,0.562491,-0.622553,-0.682932,-1.15455,-2.63708,-0.304911,-0.0297849,0.980456
-2601.29,0.862439,0.467349,3,7,0,2603.79,0.577495,0.592038,-0.616131,-0.770142,-0.921617,-2.69892,-0.990976,-0.0495502,1.32286
-2602.86,0.709047,0.467349,3,7,0,2607.06,0.579542,0.437838,-0.622647,-0.54222,-1.23114,-2.77524,-0.478557,0.0544974,1.1386
-2599.24,1,0.467349,3,7,0,2603.81,0.60664,0.595374,-0.662037,-0.701122,-1.08761,-2.77702,-0.97008,-0.0306603,1.37045
-2599.49,0.971209,0.467349,3,7,0,2601.38,0.656688,0.605321,-0.54666,-0.673732,-1.21468,-2.52347,-0.731085,-0.0796515,1.29444
-2598.98,0.930604,0.467349,3,7,0,2602.28,0.632931,0.608172,-0.639603,-0.605486,-1.04815,-2.43727,-0.255025,-0.0521816,1.15507
-2600.39,0.861098,0.467349,3,7,0,2606.05,0.585272,0.47919,-0.651006,-0.670289,-0.96096,-2.80282,-1.05528,0.00683827,1.1711
-2600.16,0.831863,0.467349,3,7,0,2603.69,0.558108,0.644971,-0.585987,-0.66469,-1.20204,-2.49069,-0.300187,-0.0441797,1.11395
-2602.94,0.827414,0.467349,3,15,0,2606.23,0.841102,0.778516,-0.56266,-0.519121,-0.871638,-2.81573,-0.787393,-0.258237,1.52531
-2612.31,0.511911,0.467349,3,7,0,2615.25,0.920478,1.04354,-0.674779,-0.587622,-0.918039,-2.80564,-0.0580732,-0.194009,1.08042
-2603.6,1,0.467349,3,7,0,2614.41,0.688254,0.574303,-0.448947,-0.60777,-1.00563,-2.54747,-0.975063,-0.220885,1.01925
-2599.32,0.980509,0.467349,3,15,0,2606.75,0.749607,0.745904,-0.625413,-0.567321,-1.12542,-2.65618,-0.316036,-0.137729,1.21189
-2601.25,0.963028,0.467349,3,7,0,2602.84,0.823822,0.68586,-0.543387,-0.464564,-1.16006,-2.68449,-0.488212,-0.207224,1.29341
-2599.63,0.886121,0.467349,3,7,0,2605.36,0.554642,0.591572,-0.593584,-0.695502,-0.956503,-2.62794,-0.685563,-0.0673409,1.19795
-2598.74,0.942067,0.467349,3,7,0,2603.82,0.58908,0.550612,-0.623518,-0.686481,-1.13491,-2.55661,-0.343073,-0.00411594,1.22868
-2599.46,0.770844,0.467349,3,7,0,2605.5,0.612822,0.487733,-0.571839,-0.656603,-1.03509,-2.67758,-0.0723705,-0.0293984,1.0493
-2604.83,0.24673,0.467349,2,3,0,2607.69,0.702669,0.48076,-0.56247,-0.608112,-1.05659,-2.67698,-0.347178,0.0720535,1.08486
-2603.42,0.947062,0.467349,3,7,0,2609.67,0.669441,0.652478,-0.608334,-0.661676,-1.2112,-2.36009,-0.31493,-0.184817,1.46826
-2602.97,0.986365,0.467349,3,15,0,2607.87,0.815326,0.784292,-0.702617,-0.538046,-1.13964,-2.42432,-0.306705,-0.167029,1.57559
-2604.88,0.910012,0.467349,3,7,0,2608.44,0.558877,0.586202,-0.406541,-0.668972,-1.00836,-2.77899,-0.792946,-0.0285899,0.767245
-2605.65,0.798809,0.467349,2,3,0,2610.44,0.589827,0.456193,-0.384325,-0.667073,-1.01866,-2.61726,-0.734549,-0.00466091,0.771002
-2603.29,0.979351,0.467349,3,7,0,2610.75,0.594196,0.42524,-0.499366,-0.741753,-1.0746,-2.93933,-0.979664,-0.0260003,1.30641
-2602.81,0.988126,0.467349,3,7,0,2607.72,0.483039,0.645959,-0.497898,-0.600052,-1.10226,-2.52089,-0.379875,0.00912729,1.11473
-2601.82,0.993722,0.467349,3,7,0,2605.15,0.683132,0.432789,-0.664029,-0.72499,-1.0828,-2.47992,-0.188756,-0.065704,1.21629
-2600.55,0.990505,0.467349,3,7,0,2606.28,0.653683,0.533686,-0.687837,-0.64835,-1.14786,-2.42439,-0.10405,-0.0463932,1.13617
-2601.02,0.860273,0.467349,3,7,0,2604.27,0.528406,0.516955,-0.617078,-0.744525,-1.09939,-2.65857,-1.30656,-0.0153762,1.95473
-2598.68,0.883326,0.467349,3,7,0,2603.72,0.651528,0.642434,-0.606661,-0.570536,-1.0568,-2.65608,-1.11035,-0.12,1.35709
-2602.26,0.850418,0.467349,3,7,0,2603.38,0.617013,0.486391,-0.598869,-0.698476,-1.09151,-2.7658,0.990196,-0.00458531,1.90406
-2602.7,0.761634,0.467349,3,15,0,2610.59,0.754974,0.817621,-0.542071,-0.516143,-0.860806,-2.46109,-1.23416,-0.260773,1.21346
-2600.64,0.876987,0.467349,3,7,0,2608.28,0.680301,0.697678,-0.559593,-0.598286,-1.16273,-2.66527,0.374816,-0.147689,1.77051
-2602.33,0.951372,0.467349,3,7,0,2604.08,0.664753,0.610189,-0.689143,-0.565021,-0.952935,-2.53643,-1.25671,-0.0968296,0.827312
-2603.61,0.942425,0.467349,3,7,0,2608.2,0.661093,0.511911,-0.583563,-0.633362,-1.05105,-3.01948,0.352368,-0.0132491,2.13925
-2603.32,0.949306,0.467349,3,7,0,2607.81,0.513096,0.615167,-0.684808,-0.639296,-0.989755,-2.38712,-1.21473,-0.0223232,1.86894
-2601.42,0.857309,0.467349,3,7,0,2607.04,0.653697,0.399976,-0.579269,-0.629347,-0.930688,-2.67944,-0.785821,-0.0163517,1.11208
-2600.46,0.984552,0.467349,3,7,0,2603.45,0.647187,0.702094,-0.565949,-0.648479,-1.21375,-2.57639,0.0414578,-0.0707568,1.51054
-2599.38,0.964168,0.467349,3,7,0,2603.25,0.762046,0.617604,-0.52734,-0.581609,-0.938764,-2.69466,-0.819135,-0.136542,1.22232
-2600.92,0.954893,0.467349,3,7,0,2601.66,0.744572,0.837139,-0.628082,-0.518472,-1.1368,-2.49635,-0.348123,-0.170985,1.34824
-2602.11,0.855878,0.467349,3,15,0,2605.62,0.675082,0.729291,-0.442295,-0.586735,-1.15204,-2.64313,-1.43208,-0.16016,1.25307
-2606.22,0.849366,0.467349,3,7,0,2607.8,0.797443,0.635081,-0.742789,-0.60527,-0.960632,-2.4772,-1.43969,-0.0601843,2.3657
-2605.28,0.994993,0.467349,3,7,0,2612.09,0.47955,0.577228,-0.743553,-0.599478,-0.961261,-2.4499,-1.08607,-0.0764202,1.03285
-2600.9,0.980007,0.467349,3,7,0,2607.51,0.739875,0.53203,-0.544749,-0.748901,-1.02226,-2.65916,-0.369556,-0.109703,1.3283
-2599.75,0.949087,0.467349,3,7,0,2602.97,0.636266,0.655428,-0.608803,-0.654724,-0.96239,-2.55349,0.0939871,-0.0479568,1.29773
-2602.73,0.839831,0.467349,3,7,0,2605.89,0.600412,0.578049,-0.627081,-0.748588,-0.984766,-2.5405,-1.65679,-0.0982342,1.21289
-2603.92,0.954572,0.467349,3,7,0,2608.23,0.644269,0.461455,-0.601564,-0.753846,-0.99433,-2.53739,-1.85212,-0.0940647,1.56668
-2604.83,0.929712,0.467349,3,7,0,2610.69,0.623567,0.709753,-0.498804,-0.470918,-0.928296,-2.68561,0.0884462,-0.0623371,2.14718
-2603.13,0.982185,0.467349,3,7,0,2608.22,0.771511,0.586308,-0.650297,-0.771905,-1.1073,-2.38892,-1.00339,-0.065499,1.01605
-2600.59,1,0.467349,3,7,0,2605.96,0.592318,0.755288,-0.532995,-0.60504,-0.975918,-2.57983,-0.158162,-0.0886933,1.02087
-2601.7,0.972434,0.467349,3,7,0,2603.91,0.725083,0.449726,-0.657816,-0.638582,-1.15106,-2.52055,-1.19058,-0.0319545,1.48483
-2602.81,0.85246,0.467349,3,7,0,2606.88,0.561777,0.652563,-0.609279,-0.832741,-1.07883,-2.87237,-0.733462,-0.020318,1.17341
-2601.59,0.787014,0.467349,3,7,0,2606.32,0.523706,0.536161,-0.590344,-0.738189,-1.02723,-2.76708,-0.934881,-0.0566583,0.887787
-2602.1,0.941795,0.467349,3,7,0,2605.27,0.703337,0.623229,-0.589571,-0.52051,-1.09398,-2.44963,0.18114,-0.198867,1.94897
-2609.54,0.867252,0.467349,3,7,0,2612.15,0.773959,0.656305,-0.536084,-0.711602,-1.22283,-2.38183,1.76785,-0.0603144,1.72221
-2605.32,1,0.467349,3,7,0,2612.27,0.732701,0.705922,-0.527654,-0.516386,-0.847331,-2.77381,-2.45656,-0.141037,2.15949
-2603.71,0.973286,0.467349,3,7,0,2608.73,0.793025,0.620285,-0.567637,-0.60791,-1.14372,-2.38651,-1.94664,-0.188161,2.29472
-2604.94,0.860862,0.467349,3,7,0,2608.04,0.551044,0.660139,-0.601673,-0.624315,-1.05573,-2.85016,0.201015,-0.112904,0.868283
-2603.56,1,0.467349,3,7,0,2608.39,0.697806,0.512039,-0.554329,-0.72818,-1.11132,-2.55017,-2.24492,-0.0628907,2.72739
-2603.9,0.705629,0.467349,3,7,0,2611.01,0.603288,0.710369,-0.700429,-0.556563,-1.07844,-2.60393,-1.60063,-0.0260816,2.4782
-2602.43,0.974302,0.467349,3,7,0,2608.58,0.547876,0.502868,-0.573178,-0.819617,-1.12255,-2.67856,-0.953413,0.0858385,0.939991
-2601.91,0.987769,0.467349,3,7,0,2605.93,0.579993,0.555988,-0.57105,-0.836049,-1.18047,-2.6845,-1.03534,0.0187446,1.126
-2601.37,0.864781,0.467349,3,7,0,2608.9,0.710051,0.562817,-0.616896,-0.441472,-0.958407,-2.53963,-0.253412,-0.115501,1.1562
-2602.9,0.75088,0.467349,3,7,0,2607.69,0.676653,0.567007,-0.65753,-0.45015,-1.06132,-2.6452,-0.1068,-0.171883,1.30718
-2599.79,1,0.467349,3,15,0,2605.68,0.642106,0.54264,-0.551274,-0.650925,-1.03386,-2.50076,-0.973342,-0.0214633,0.885311
-2600.91,0.94007,0.467349,3,7,0,2604.31,0.704601,0.691944,-0.679636,-0.567553,-1.05442,-2.67819,-0.597054,-0.10661,2.27005
-2601.12,0.685379,0.467349,3,7,0,2606.73,0.758676,0.695639,-0.711494,-0.560768,-1.03361,-2.45077,-0.863945,-0.165046,0.993303
